number	state	value	datetime_start	datetime_complete	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values
9	TrialState.COMPLETE	0.011597025495750708	2020-01-08 19:47:14.864962	2020-01-08 20:07:41.018493	450.0	350.0	81.0	0.03438156802085739	900.0	1.0234061720707919	0.008896954674220962	0.011597025495750708	0.010534702549575071	0.010933073654390935	20748.23333480878	0.010288727352274771	0.008896954674220962	0.011597025495750708	0.010534702549575071	0.010933073654390935	20748.22804532578	0.010288727463612375	0.008896954674220962	0.011597025495750708	0.010534702549575071	0.010933073654390935	20748.238624291786	0.01028872724101499	9	0.011154390934844192	0.011449480642115203														
10	TrialState.COMPLETE	0.0025230169971671387	2020-01-08 20:07:41.019418	2020-01-08 20:20:28.636563	350.0	150.0	1.0	0.07368439265827191	600.0	0.9732666962242695	0.0002655807365439094	0.0025230169971671387	0.0017705382436260624	0.002124645892351275	19730.955205382437	0.0013669007494556133	0.0002655807365439094	0.0025230169971671387	0.0017705382436260624	0.002124645892351275	19693.138190509915	0.0013669667288617434	0.0002655807365439094	0.0025230169971671387	0.0017705382436260624	0.002124645892351275	19768.772220254956	0.0013668355888831372	10	0.0048689801699716715	0.0033050047214353163														
11	TrialState.COMPLETE	0.33031604107648727	2020-01-08 20:20:28.637455	2020-01-08 20:53:56.319126	150.0	350.0	11.0	0.005775752133557804	700.0	0.15957360161726322	0.01938739376770538	0.33031604107648727	0.18360481586402266	0.2500221317280453	3234.046343838527	0.12770487322501922	0.01938739376770538	0.33031604107648727	0.18360481586402266	0.2500221317280453	3234.044861012748	0.12770487341281297	0.01938739376770538	0.33031604107648727	0.18360481586402266	0.2500221317280453	3234.047826664306	0.12770487303753258	11					0.3292315864022663	0.3298512747875354										
12	TrialState.COMPLETE	0.24949244570349385	2020-01-08 20:53:56.320159	2020-01-08 22:51:56.852181	450.0	150.0	81.0	0.002743782482060101	700.0	0.2949815773004925	0.06546270066100095	0.24949244570349385	0.14687204910292728	0.1898607176581681	5980.461898016997	0.12619886766028937	0.06546270066100095	0.24949244570349385	0.14687204910292728	0.1898607176581681	5980.458888101983	0.12619888533937812	0.06546270066100095	0.24949244570349385	0.14687204910292728	0.1898607176581681	5980.464907932012	0.12619885079516124	12																
13	TrialState.COMPLETE	0.020051345609065154	2020-01-08 22:51:56.853822	2020-01-08 23:07:03.122990	250.0	450.0	51.0	0.03154321218877009	1000.0	0.9699024305294551	0.003806657223796034	0.020051345609065154	0.01646600566572238	0.01783817280453258	19663.33029390935	0.010951854694818547	0.003806657223796034	0.020051345609065154	0.01646600566572238	0.01783817280453258	19663.32201664306	0.010951854813055021	0.003806657223796034	0.020051345609065154	0.01646600566572238	0.01783817280453258	19663.33857117564	0.010951854576632801	13	0.020272662889518414	0.02012511803588291														
14	TrialState.COMPLETE	0.02225819506272764	2020-01-08 23:07:03.123933	2020-01-08 23:41:50.154564	50.0	450.0	71.0	0.05624478421823891	800.0	0.9146843141551418	0.0014670174018615945	0.02225819506272764	0.017604208822339134	0.01985532173209227	18543.708708518818	0.010721110230582701	0.0014670174018615945	0.02225819506272764	0.017604208822339134	0.01985532173209227	18543.700399635774	0.010721110426793629	0.0014670174018615945	0.02225819506272764	0.017604208822339134	0.01985532173209227	18543.71701740186	0.010721110034513306	14				0.025637393767705383	0.023666194523135033											
15	TrialState.COMPLETE	0.0017262747875354107	2020-01-08 23:41:50.155642	2020-01-08 23:53:00.642255	50.0	350.0	21.0	0.09365787344360171	700.0	0.9957227279968265	0.0002213172804532578	0.0017262747875354107	0.0010623229461756375	0.0011951133144475921	20186.785300106232	0.0010889875821107995	0.0002213172804532578	0.0017262747875354107	0.0010623229461756375	0.0011951133144475921	20170.80298335694	0.0010892733840356054	0.0002213172804532578	0.0017262747875354107	0.0010623229461756375	0.0011951133144475921	20202.767616855523	0.001088704401490101	15	0.002921388101983003	0.002124645892351275														
16	TrialState.COMPLETE	0.001593484419263456	2020-01-08 23:53:00.643105	2020-01-09 00:09:28.421133	350.0	250.0	71.0	0.049148817507260086	700.0	1.0168998865598067	0.0007524787535410764	0.001593484419263456	0.0011508498583569404	0.0011951133144475921	20616.558272839942	0.0013367469472112595	0.0007524787535410764	0.001593484419263456	0.0011508498583569404	0.0011951133144475921	20613.97065332861	0.001336796921841649	0.0007524787535410764	0.001593484419263456	0.0011508498583569404	0.0011951133144475921	20619.145892351276	0.0013366972718518513	16	0.0030099150141643057	0.002065627950897073														
17	TrialState.COMPLETE	0.1382324437155211	2020-01-09 00:09:28.422007	2020-01-09 02:04:17.925336	250.0	250.0	71.0	0.012431725172490247	1000.0	0.4632651773401969	0.01433204115103623	0.1382324437155211	0.08264686148799762	0.10672618160131206	9392.116766997167	0.05963738476664085	0.01433204115103623	0.1382324437155211	0.08264686148799762	0.10672618160131206	9392.11103138512	0.059637389464323703	0.01433204115103623	0.1382324437155211	0.08264686148799762	0.10672618160131206	9392.122502609214	0.05963738015563033	17														0.13974754207632062	0.13894790683034308	
18	TrialState.COMPLETE	0.0011508498583569404	2020-01-09 02:04:17.926340	2020-01-09 02:21:12.614164	450.0	450.0	31.0	0.05389429114493043	500.0	0.9884380183801099	0.0004868980169971671	0.0011508498583569404	0.0006639518413597734	0.000796742209631728	20039.241103045326	0.0010605254834112334	0.0004868980169971671	0.0011508498583569404	0.0006639518413597734	0.000796742209631728	20032.514518413598	0.0010606492566563599	0.0004868980169971671	0.0011508498583569404	0.0006639518413597734	0.000796742209631728	20045.967687677054	0.0010604024128147388	18	0.002124645892351275	0.001475448536355052														
19	TrialState.COMPLETE	0.29773643495314883	2020-01-09 02:21:12.615201	2020-01-09 03:28:31.608487	350.0	150.0	1.0	0.002946361091989977	1000.0	0.14414344237366866	0.008675637393767706	0.29773643495314883	0.16855524079320114	0.22668337328393987	2921.1942689039006	0.11210741848170828	0.008675637393767706	0.29773643495314883	0.16855524079320114	0.22668337328393987	2921.193642405753	0.11210742415086487	0.008675637393767706	0.29773643495314883	0.16855524079320114	0.22668337328393987	2921.1948954020486	0.11210741294199791	19										0.2966939222250837	0.2972586166194523					
20	TrialState.COMPLETE	0.0015049575070821529	2020-01-09 03:28:31.609513	2020-01-09 03:45:29.811509	350.0	250.0	81.0	0.05521859427177255	900.0	1.0158114373704112	0.0007524787535410764	0.0015049575070821529	0.0010623229461756375	0.0012393767705382436	20594.153372875353	0.0012891485885007873	0.0007524787535410764	0.0015049575070821529	0.0010623229461756375	0.0012393767705382436	20590.73198477337	0.0012891896541233781	0.0007524787535410764	0.0015049575070821529	0.0010623229461756375	0.0012393767705382436	20597.57476097734	0.001289107681271904	20	0.0030099150141643057	0.0020066100094428708														
21	TrialState.COMPLETE	0.26743299193724124	2020-01-09 03:45:29.812320	2020-01-09 04:48:13.270821	50.0	50.0	11.0	0.008544827507631476	600.0	0.1610889633649755	0.02669426890390063	0.26743299193724124	0.12776476356504685	0.18582479843103072	3264.738791130965	0.10527484646889929	0.02669426890390063	0.26743299193724124	0.12776476356504685	0.18582479843103072	3264.7376334713445	0.10527484695131727	0.02669426890390063	0.26743299193724124	0.12776476356504685	0.18582479843103072	3264.7399487905864	0.10527484598834819	21																
22	TrialState.COMPLETE	0.31076487252124646	2020-01-09 04:48:13.271929	2020-01-09 06:39:03.393755	250.0	50.0	81.0	0.0010435398499134708	1000.0	0.308290788486595	0.06990084985835694	0.31076487252124646	0.19887570821529746	0.2525761331444759	6250.202222025496	0.15312173133801843	0.06990084985835694	0.31076487252124646	0.19887570821529746	0.2525761331444759	6250.199451133144	0.15312173241674412	0.06990084985835694	0.31076487252124646	0.19887570821529746	0.2525761331444759	6250.204992917847	0.15312173026583387	22															0.3090966320428077	0.30997465334724916
23	TrialState.COMPLETE	0.00017705382436260624	2020-01-09 06:39:03.394787	2020-01-09 06:54:43.659826	450.0	50.0	11.0	0.07091900253200409	900.0	0.9949888450106035	0.0	0.00017705382436260624	0.0	0.0	20171.712088349857	0.0002785845248834544	0.0	0.00017705382436260624	0.0	0.0	20165.919529036826	0.0002786220784982782	0.0	0.00017705382436260624	0.0	0.0	20177.50464766289	0.0002785470729587672	23	0.0003541076487252125	0.00023607176581680832														
24	TrialState.COMPLETE	0.02723087818696884	2020-01-09 06:54:43.660861	2020-01-09 07:14:32.367632	250.0	450.0	31.0	0.021106243563757	700.0	0.7979831607660789	0.0011331444759206798	0.02723087818696884	0.018094900849858358	0.022273371104815864	16177.618431303115	0.011660082941302963	0.0011331444759206798	0.02723087818696884	0.018094900849858358	0.022273371104815864	16177.609419263455	0.011660083384859618	0.0011331444759206798	0.02723087818696884	0.018094900849858358	0.022273371104815864	16177.627443342777	0.011660082498525329	24		0.026499055712936734	0.026956444759206798													
25	TrialState.COMPLETE	0.10974386213408877	2020-01-09 07:14:32.368663	2020-01-09 08:15:27.339437	250.0	50.0	81.0	0.006119524569845395	600.0	0.4751362415576989	0.03099917374881964	0.10974386213408877	0.06477219074598678	0.0826841359773371	9633.250708215297	0.058042952544127085	0.03099917374881964	0.10974386213408877	0.06477219074598678	0.0826841359773371	9633.24735894712	0.0580429533603027	0.03099917374881964	0.10974386213408877	0.06477219074598678	0.0826841359773371	9633.254057483475	0.05804295173124264	25									0.10938385269121813	0.10958022147823848						
26	TrialState.COMPLETE	0.13789963577498987	2020-01-09 08:15:27.340475	2020-01-09 08:45:04.815432	50.0	450.0	41.0	0.02022560267263062	1000.0	0.2686910215375964	0.0010623229461756375	0.13789963577498987	0.075475515985431	0.10213476325374342	5446.772182314852	0.052176205510732314	0.0010623229461756375	0.13789963577498987	0.075475515985431	0.10213476325374342	5446.768792998786	0.05217620602238598	0.0010623229461756375	0.13789963577498987	0.075475515985431	0.10213476325374342	5446.775571630918	0.05217620499983407	26				0.13774787535410765	0.13783640226628896											
27	TrialState.COMPLETE	0.0005754249291784702	2020-01-09 08:45:04.816471	2020-01-09 09:04:06.455900	450.0	250.0	81.0	0.07997879439631286	800.0	1.010173889998169	0.0001327903682719547	0.0005754249291784702	0.0003098441926345609	0.0004426345609065156	20480.019896423513	0.0005516895243708501	0.0001327903682719547	0.0005754249291784702	0.0003098441926345609	0.0004426345609065156	20467.64876947592	0.0005518445582846524	0.0001327903682719547	0.0005754249291784702	0.0003098441926345609	0.0004426345609065156	20492.391023371103	0.0005515359111207972	27	0.000796742209631728	0.0006491973559962229														
28	TrialState.COMPLETE	0.0006196883852691218	2020-01-09 09:04:06.456681	2020-01-09 09:22:29.147121	350.0	350.0	81.0	0.09465726702140037	800.0	1.016642170686086	0.0	0.0006196883852691218	0.0001327903682719547	0.0003098441926345609	20611.093772131728	0.0004900790574389129	0.0	0.0006196883852691218	0.0001327903682719547	0.0003098441926345609	20594.683029390933	0.0004903591048736119	0.0	0.0006196883852691218	0.0001327903682719547	0.0003098441926345609	20627.504514872522	0.0004898027195915411	28	0.000708215297450425	0.0006491973559962229														
29	TrialState.COMPLETE	0.28095912585997573	2020-01-09 09:22:29.148224	2020-01-09 11:03:58.979675	350.0	350.0	71.0	0.0028818668731234757	1000.0	0.21952404562032882	0.07249089437474707	0.28095912585997573	0.16817583974099554	0.21343838526912182	4450.23219344395	0.14358113601434253	0.07249089437474707	0.28095912585997573	0.16817583974099554	0.21343838526912182	4450.229487049777	0.1435811782707543	0.07249089437474707	0.28095912585997573	0.16817583974099554	0.21343838526912182	4450.234899838122	0.143581096172079	29											0.2798335694050991	0.2804396382654173				
30	TrialState.COMPLETE	0.2555771954674221	2020-01-09 11:03:58.980685	2020-01-09 11:15:35.365488	150.0	450.0	11.0	0.008451286794719131	800.0	0.18016975694257922	0.010667492917847025	0.2555771954674221	0.14385623229461755	0.19568873937677053	3651.812057365439	0.0984642746150423	0.010667492917847025	0.2555771954674221	0.14385623229461755	0.19568873937677053	3651.8100212464587	0.09846427769894395	0.010667492917847025	0.2555771954674221	0.14385623229461755	0.19568873937677053	3651.814093484419	0.09846427156167405	30	0.25690509915014165	0.2560198300283286														
31	TrialState.COMPLETE	0.002080382436260623	2020-01-09 11:15:35.366509	2020-01-09 11:28:32.957269	250.0	250.0	51.0	0.06942223361951917	800.0	1.0197677352298384	0.0011508498583569404	0.002080382436260623	0.00141643059490085	0.0016820113314447592	20674.433317103398	0.001777712271542384	0.0011508498583569404	0.002080382436260623	0.00141643059490085	0.0016820113314447592	20667.303381728045	0.001777881157251476	0.0011508498583569404	0.002080382436260623	0.00141643059490085	0.0016820113314447592	20681.563252478754	0.0017775452456071101	31	0.004160764872521246	0.0027738432483474977														
32	TrialState.COMPLETE	0.14187322946175637	2020-01-09 11:28:32.958300	2020-01-09 12:16:04.558828	250.0	150.0	31.0	0.007677947853210292	600.0	0.18609712379511634	0.014359065155807366	0.14187322946175637	0.061349150141643057	0.09254603399433428	3772.3145538243625	0.05787159315265128	0.014359065155807366	0.14187322946175637	0.061349150141643057	0.09254603399433428	3772.312305240793	0.057871597529422565	0.014359065155807366	0.14187322946175637	0.061349150141643057	0.09254603399433428	3772.316802407932	0.057871588826841854	32							0.14082418555240794	0.14140698772426818								
33	TrialState.COMPLETE	0.009162535410764873	2020-01-09 12:16:04.559846	2020-01-09 12:27:43.678425	150.0	450.0	11.0	0.04555803006307235	1000.0	0.9182518528441509	0.0007524787535410764	0.009162535410764873	0.005709985835694051	0.007082152974504249	18615.678625177054	0.004232271156621341	0.0007524787535410764	0.009162535410764873	0.005709985835694051	0.007082152974504249	18615.14651203966	0.0042322750754629915	0.0007524787535410764	0.009162535410764873	0.005709985835694051	0.007082152974504249	18616.210738314447	0.004232267243482277	33	0.010888810198300283	0.009737960339943343														
34	TrialState.COMPLETE	0.2638101983002833	2020-01-09 12:27:43.679469	2020-01-09 12:39:40.687737	150.0	450.0	31.0	0.006871272342061283	900.0	0.19843918871563054	0.0029656515580736543	0.2638101983002833	0.1248229461756374	0.1849327195467422	4022.075779036827	0.09065639631605225	0.0029656515580736543	0.2638101983002833	0.1248229461756374	0.1849327195467422	4022.0720166430597	0.09065639803563116	0.0029656515580736543	0.2638101983002833	0.1248229461756374	0.1849327195467422	4022.079541430595	0.09065639460184209	34	0.2643413597733711	0.2639872521246459														
35	TrialState.COMPLETE	0.0011951133144475921	2020-01-09 12:39:40.688758	2020-01-09 12:53:46.386499	350.0	150.0	11.0	0.0480695144200595	700.0	0.9750281460136332	0.0002213172804532578	0.0011951133144475921	0.0005754249291784702	0.000796742209631728	19766.767351274786	0.0008986732392949529	0.0002213172804532578	0.0011951133144475921	0.0005754249291784702	0.000796742209631728	19763.48787181303	0.0008987167273998573	0.0002213172804532578	0.0011951133144475921	0.0005754249291784702	0.000796742209631728	19770.046830736545	0.0008986299168283465	35	0.0018590651558073655	0.00141643059490085														
36	TrialState.COMPLETE	0.0013279036827195468	2020-01-09 12:53:46.387528	2020-01-09 13:07:13.679517	250.0	450.0	31.0	0.06582434594569378	600.0	0.9955912432135553	0.0002655807365439094	0.0013279036827195468	0.000796742209631728	0.0009737960339943342	20184.139341359773	0.0009550652451546975	0.0002655807365439094	0.0013279036827195468	0.000796742209631728	0.0009737960339943342	20175.058162181303	0.0009553116498976265	0.0002655807365439094	0.0013279036827195468	0.000796742209631728	0.0009737960339943342	20193.220520538245	0.0009548234541363848	36	0.0019475920679886685	0.001534466477809254														
37	TrialState.COMPLETE	0.36723914069877245	2020-01-09 13:07:13.680363	2020-01-09 15:28:04.585389	250.0	450.0	91.0	0.0016951222214786627	1000.0	0.23848794898680978	0.07201172489770223	0.36723914069877245	0.23909151715454832	0.297991422725842	4834.4054778486	0.1767940825064883	0.07201172489770223	0.36723914069877245	0.23909151715454832	0.297991422725842	4834.402630232924	0.17679408369518895	0.07201172489770223	0.36723914069877245	0.23909151715454832	0.297991422725842	4834.408325464275	0.17679408133165428	37													0.36562721317280455	0.3664805865689052		
38	TrialState.COMPLETE	0.29873808910636107	2020-01-09 15:28:04.587001	2020-01-09 16:24:17.298805	250.0	250.0	51.0	0.0029669359102207494	900.0	0.18904236092234883	0.053502446561936645	0.29873808910636107	0.1678631212979655	0.22035153232037086	3831.947825457121	0.13569805808434252	0.053502446561936645	0.29873808910636107	0.1678631212979655	0.22035153232037086	3831.9454191346895	0.1356981044971487	0.053502446561936645	0.29873808910636107	0.1678631212979655	0.22035153232037086	3831.950231779552	0.13569801494942754	38								0.2974897702234813	0.29817634560906514							
