number	value	datetime_start	datetime_complete	params_loss.adversarial_temperature	params_loss.margin	params_model.embedding_dim	params_model.relation_dim	params_model.scoring_fct_norm	params_negative_sampler.num_negs_per_pos	params_optimizer.lr	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_failure	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	system_attrs_fail_reason	state
10	0.0004564646810453041	2020-05-14 03:52:09.694619	2020-05-14 07:54:48.356779	0.9255400751590258	15.889920162205353	256	256	2	88	0.01002438813721179	128	1.4696821745306268	5.705808513066301e-05	0.0004564646810453041	0.00017117425539198904	0.0002567613830879836	10527.334274791738	0.0003772911291933258	5.705808513066301e-05	0.0004564646810453041	0.00017117425539198904	0.00028529042565331506	10527.165867853475	0.0003778433349205516		3614405485.0	150.0	5.705808513066301e-05	0.0004564646810453041	0.00017117425539198904	0.0002567613830879836	10527.50268173	0.0003768263882814222	10		COMPLETE
11	0.0009699874472212713	2020-05-14 07:54:48.397316	2020-05-14 08:57:23.001005	0.7894239682868426	6.863826128175948	64	128	1	6	0.015253377634784427	128	1.005861747847611	0.0003708775533493096	0.0009699874472212713	0.0006846970215679561	0.0007988131918292822	7210.9250542051805	0.0008874961002059945	0.0003708775533493096	0.0009699874472212713	0.0006846970215679561	0.0007988131918292822	7210.923570694968	0.0008874961681246603		3325390280.0	150.0	0.0003708775533493096	0.0009699874472212713	0.0006846970215679561	0.0007988131918292822	7210.926537715394	0.0008874960323170252	11		COMPLETE
12	0.0003994065959146411	2020-05-14 08:57:23.038243	2020-05-14 10:11:05.145688	0.9702787630789748	15.191161314238176	256	64	2	74	0.019038513065845433	256	1.4294905816531802	2.8529042565331506e-05	0.0003994065959146411	0.00014264521282665753	0.00022823234052265205	10247.989786602762	0.00038909844542682243	2.8529042565331506e-05	0.0003994065959146411	0.00014264521282665753	0.00022823234052265205	10247.602048385255	0.0003892445548428755		1779542059.0	150.0	2.8529042565331506e-05	0.0003994065959146411	0.00014264521282665753	0.00022823234052265205	10248.377524820267	0.00038895797856895335	12		COMPLETE
13	0.0012552778728745864	2020-05-14 10:11:05.183747	2020-05-14 12:02:33.939401	0.5214133769900552	23.5098628664445	256	128	2	75	0.0018600074894238553	256	1.5392003189931702	0.00022823234052265205	0.0012552778728745864	0.0005135227661759672	0.0006561679790026247	10994.45138651147	0.0009288806735693432	0.00022823234052265205	0.0012552778728745864	0.0005135227661759672	0.0006561679790026247	10994.448448020084	0.0009288808228306321		345741491.0	150.0	0.00022823234052265205	0.0012552778728745864	0.0005135227661759672	0.0006561679790026247	10994.454325002853	0.0009288805244629397	13		COMPLETE
14	0.0006846970215679561	2020-05-14 12:02:33.979105	2020-05-14 13:00:02.006340	0.4342701569676709	13.219013653372397	256	128	1	24	0.03128043197430663	256	1.397451836165088	5.705808513066301e-05	0.0006846970215679561	0.0002567613830879836	0.0003994065959146411	10012.700088440031	0.0005116102818080125	5.705808513066301e-05	0.0006846970215679561	0.0003138194682186466	0.0003994065959146411	10012.501397923086	0.0005145208824035312		1507650496.0	150.0	5.705808513066301e-05	0.0006846970215679561	0.0002567613830879836	0.0003994065959146411	10012.898778956978	0.0005093958806807115	14		COMPLETE
15	0.0009414584046559398	2020-05-14 13:00:02.044406	2020-05-14 14:13:07.964501	0.3129812549941091	24.934525806306073	64	64	2	54	0.050682052044770505	128	1.3527672577383432	0.0003138194682186466	0.0009414584046559398	0.0004279356384799726	0.0006846970215679561	9693.303192399862	0.000763147390263883	0.0003138194682186466	0.0009414584046559398	0.0004279356384799726	0.0006846970215679561	9692.939632545931	0.000763432325676956		2961667622.0	150.0	0.0003138194682186466	0.0009414584046559398	0.0004279356384799726	0.0006846970215679561	9693.666752253794	0.0007628844716786182	15		COMPLETE
16	0.00022823234052265205	2020-05-14 14:13:08.008206	2020-05-14 14:50:52.265323	0.9548501617457423	8.485695921258905	64	64	1	28	0.026860710257810554	256	1.1536657889269513	0.0	0.00022823234052265205	0.0	5.705808513066301e-05	8258.74232568755	0.0003040291430801481	0.0	0.00022823234052265205	0.0	5.705808513066301e-05	8258.740699532123	0.00030402921192358706		1854870873.0	150.0	0.0	0.00022823234052265205	0.0	5.705808513066301e-05	8258.743951842976	0.0003040290742710685	16		COMPLETE
17	0.06886910875271025	2020-05-14 14:50:52.306025	2020-05-14 16:31:44.905780	0.5875257150622644	2.03893931364071	64	128	2	76	0.06728480297071426	512	0.16493427829877053	0.016889193198676253	0.06886910875271025	0.03343603788656853	0.04484765491270113	1169.7805546045875	0.03933119039725737	0.016889193198676253	0.06886910875271025	0.03343603788656853	0.04484765491270113	1169.780383430332	0.039331207573518503		1065810909.0	300.0	0.016889193198676253	0.06886910875271025	0.03343603788656853	0.04484765491270113	1169.780725778843	0.039331173778806364	17		COMPLETE
18	0.0004564646810453041	2020-05-14 16:31:44.967097	2020-05-14 16:54:46.210004	0.2036333149347978	13.666655373852995	256	128	1	2	0.0019889675782671025	512	1.5087294586838962	0.00017117425539198904	0.0004564646810453041	0.0002567613830879836	0.0003994065959146411	10787.402102590437	0.0005537498486203912	0.00017117425539198904	0.0004564646810453041	0.0002567613830879836	0.0003994065959146411	10787.399891589639	0.0005537499177791003		123924630.0	150.0	0.00017117425539198904	0.0004564646810453041	0.0002567613830879836	0.0003994065959146411	10787.404313591236	0.0005537497794977921	18		COMPLETE
19	0.00048499372361063563	2020-05-14 16:54:46.253473	2020-05-14 17:30:36.191604	0.8937884890347962	21.467887239022303	128	256	1	3	0.01014293127562274	256	1.4732375141562102	0.00011411617026132602	0.00048499372361063563	0.00022823234052265205	0.0003708775533493096	10550.218660846742	0.00046958276226574826	0.00011411617026132602	0.00048499372361063563	0.00022823234052265205	0.0003708775533493096	10549.99888736734	0.0004696258970036808		2163464247.0	150.0	0.00011411617026132602	0.00048499372361063563	0.00022823234052265205	0.0003708775533493096	10550.438434326144	0.00046954090437843304	19		COMPLETE
20		2020-05-14 17:30:36.234440	2020-05-14 17:30:53.036254	0.3209121968174801	6.32005631893689	128	64	1	3	0.011078128098510834	256														CUDA out of memory. Tried to allocate 3.54 GiB (GPU 0; 31.75 GiB total capacity; 20.63 GiB already allocated; 2.56 GiB free; 7.71 GiB cached; 0 bytes inactive)									20	Setting status of trial#20 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
21	0.001911445851877211	2020-05-14 17:30:53.043767	2020-05-14 18:26:08.408222	0.31207237403846355	4.4944984147875315	128	128	1	45	0.0018476774775339705	256	0.4736393127032222	0.00022823234052265205	0.001911445851877211	0.0005420518087412986	0.0007988131918292822	3380.9203754422	0.00322353827575246	0.00022823234052265205	0.001911445851877211	0.0005420518087412986	0.0007988131918292822	3380.9190345771995	0.0032235392377383382		1424787682.0	150.0	0.00022823234052265205	0.001911445851877211	0.0005420518087412986	0.0007988131918292822	3380.9217163072008	0.0032235373184195015	21		COMPLETE
22	0.0005705808513066301	2020-05-14 18:26:08.448493	2020-05-14 20:28:02.306716	0.4251883980730572	12.511275972638327	256	256	1	31	0.019442484276977336	128	1.4039519585912874	5.705808513066301e-05	0.0005705808513066301	0.00022823234052265205	0.0003138194682186466	10061.361092091749	0.00047745310162979195	5.705808513066301e-05	0.0005705808513066301	0.00022823234052265205	0.0003138194682186466	10061.185182015292	0.00047750373257752013		2192404653.0	150.0	5.705808513066301e-05	0.0005705808513066301	0.00022823234052265205	0.0003138194682186466	10061.537002168207	0.0004774035435901132	22		COMPLETE
