number	state	value	datetime_start	datetime_complete	params	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values	intermediate_values	intermediate_values
					loss.margin	model.embedding_dim	negative_sampler.num_negs_per_pos	optimizer.lr	regularizer.weight	training.num_epochs	avg.adjusted_mean_rank	avg.hits_at_1	avg.hits_at_10	avg.hits_at_3	avg.hits_at_5	avg.mean_rank	avg.mean_reciprocal_rank	best.hits_at_1	best.hits_at_10	best.hits_at_3	best.hits_at_5	best.mean_rank	best.mean_reciprocal_rank	worst.hits_at_1	worst.hits_at_10	worst.hits_at_3	worst.hits_at_5	worst.mean_rank	worst.mean_reciprocal_rank	_number	351	401	751	801
0	TrialState.COMPLETE	0.1359027881318026	2020-01-09 16:45:17.343245	2020-01-09 17:49:39.013515	6.578225398908726	50.0	1.0	0.011934473825818333	0.0002523824018887092	900.0	0.3957480292151319	0.04718018488146712	0.1359027881318026	0.08178022961085434	0.10322237960339943	8022.837753466528	0.07762682295012814	0.04718018488146712	0.1359027881318026	0.08178022961085434	0.10322237960339943	8022.837623005815	0.07762682334418974	0.04718018488146712	0.1359027881318026	0.08178022961085434	0.10322237960339943	8022.83788392724	0.07762682255844076	0				
1	TrialState.COMPLETE	0.2700464274472773	2020-01-09 17:49:39.014596	2020-01-10 08:16:19.560626	1.004922850420165	350.0	26.0	0.010495221632330931	0.011020282944153834	1900.0	0.2623239063038978	0.1166587976078061	0.2700464274472773	0.18715572867485047	0.22084513692162416	5317.677584985836	0.16888315856216304	0.1166587976078061	0.2700464274472773	0.18715572867485047	0.22084513692162416	5317.677466949953	0.168883161960187	0.1166587976078061	0.2700464274472773	0.18715572867485047	0.22084513692162416	5317.677703021719	0.16888315522499822	1			0.26841359773371104	0.26927803699383435
2	TrialState.COMPLETE	0.30284251867113055	2020-01-10 08:16:19.562196	2020-01-10 14:55:56.421289	2.9056599966681675	450.0	11.0	0.0938488461488395	0.0093497573342161	500.0	0.38101637704693025	0.17351274787535412	0.30284251867113055	0.23878122585629669	0.2661601854236415	7723.900270409477	0.21847090733151592	0.17351274787535412	0.30284251867113055	0.23878122585629669	0.2661601854236415	7723.900109451455	0.2184709075930309	0.17351274787535412	0.30284251867113055	0.23878122585629669	0.2661601854236415	7723.9004313675	0.21847090707083935	2				
3	TrialState.COMPLETE	0.2692443887557202	2020-01-10 14:55:56.422137	2020-01-10 15:52:06.586814	2.891397777395336	50.0	21.0	0.018939766587376287	0.0001980062433339462	600.0	0.3162034306961476	0.13145565482675964	0.2692443887557202	0.1977963608629331	0.22844029200261495	6410.0514477555025	0.17888762327066673	0.13145565482675964	0.2692443887557202	0.1977963608629331	0.22844029200261495	6410.051291130965	0.17888762336653707	0.13145565482675964	0.2692443887557202	0.1977963608629331	0.22844029200261495	6410.051604380039	0.1788876231751278	3				
4	TrialState.COMPLETE	0.28519830028328613	2020-01-10 15:52:06.588333	2020-01-10 18:13:27.196568	2.0690111228723174	150.0	41.0	0.07018233971777327	0.03633698897784182	1900.0	0.2929210129326002	0.14102337110481586	0.28519830028328613	0.20954320113314448	0.24274079320113315	5938.025637393767	0.19046593950705798	0.14102337110481586	0.28519830028328613	0.20954320113314448	0.24274079320113315	5938.02551345609	0.19046593951061644	0.14102337110481586	0.28519830028328613	0.20954320113314448	0.24274079320113315	5938.025761331445	0.19046593950350038	4	0.28310906515580736	0.28426975133774		
