number	state	value	datetime_start	datetime_complete	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values
9	TrialState.COMPLETE	0.00017705382436260624	2020-01-05 03:41:11.671064	2020-01-05 04:15:31.049132	350.0	81.0	0.004486554460375022	600.0	1.0079364512373488	0.0	0.00017705382436260624	0.0	0.00017705382436260624	20434.047826664308	0.0002144158701083275	0.0	0.00017705382436260624	0.0	0.00017705382436260624	20434.019343130312	0.00021441622309892206	0.0	0.00017705382436260624	0.0	0.00017705382436260624	20434.0763101983	0.00021441551731778466	9	0.00017705382436260624	0.00017705382436260624				
10	TrialState.COMPLETE	0.0005311614730878187	2020-01-05 04:15:31.049860	2020-01-05 04:31:45.769333	50.0	91.0	0.06538395192683188	1400.0	0.9883091522406691	0.0	0.0005311614730878187	0.0	0.00017705382436260624	20036.68444582153	0.0003069925223075045	0.0	0.0005311614730878187	0.0	0.00017705382436260624	20036.67377832861	0.000306992731223122	0.0	0.0005311614730878187	0.0	0.00017705382436260624	20036.695113314447	0.0003069923136388547	10	0.0005311614730878187	0.0005311614730878187				
11	TrialState.COMPLETE	8.852691218130312e-05	2020-01-05 04:31:45.770226	2020-01-05 05:03:09.569484	450.0	1.0	0.0014749348430816013	500.0	0.9772414164055316	0.0	8.852691218130312e-05	0.0	0.0	19811.91589943343	0.0002469352173325754	0.0	8.852691218130312e-05	0.0	0.0	19811.883631373938	0.0002469355664951044	0.0	8.852691218130312e-05	0.0	0.0	19811.94816749292	0.00024693486829430715	11	0.00017705382436260624	0.00011803588290840416				
12	TrialState.COMPLETE	0.0	2020-01-05 05:03:09.570410	2020-01-05 05:38:38.888886	350.0	91.0	0.0029638880322293295	1700.0	1.000288471732924	0.0	0.0	0.0	0.0	20279.047406161473	0.00017674313042266058	0.0	0.0	0.0	0.0	20279.019652974504	0.0001767434944658491	0.0	0.0	0.0	0.0	20279.075159348442	0.0001767427665964188	12	0.0	0.0				
13	TrialState.COMPLETE	0.0005311614730878187	2020-01-05 05:38:38.889628	2020-01-05 05:59:39.816319	150.0	91.0	0.0011115041384050421	1900.0	0.995714910722269	0.0	0.0005311614730878187	0.00017705382436260624	0.0005311614730878187	20186.230922450424	0.0003388309905871502	0.0	0.0005311614730878187	0.00017705382436260624	0.0005311614730878187	20186.212685906514	0.00033883122780440934	0.0	0.0005311614730878187	0.00017705382436260624	0.0005311614730878187	20186.249158994335	0.00033883075347660536	13	0.0005311614730878187	0.0005311614730878187				
14	TrialState.COMPLETE	0.00017705382436260624	2020-01-05 05:59:39.817221	2020-01-05 06:41:21.052744	450.0	81.0	0.07027999630076374	500.0	0.9819595359367976	0.0	0.00017705382436260624	0.0	0.0	19907.675880842777	0.00024652274176518123	0.0	0.00017705382436260624	0.0	0.0	19907.643502124647	0.00024652366283387623	0.0	0.00017705382436260624	0.0	0.0	19907.708259560906	0.00024652182175021495	14	0.00017705382436260624	0.00017705382436260624				
15	TrialState.COMPLETE	0.0	2020-01-05 06:41:21.053511	2020-01-05 06:57:30.067698	50.0	91.0	0.008541164391279776	1700.0	1.0043348038980957	0.0	0.0	0.0	0.0	20361.168798689803	0.00017853026857621478	0.0	0.0	0.0	0.0	20361.15815332861	0.00017853050130976707	0.0	0.0	0.0	0.0	20361.17944405099	0.0001785300360360223	15	0.0	0.0				
16	TrialState.COMPLETE	0.00017705382436260624	2020-01-05 06:57:30.068427	2020-01-05 07:26:25.113678	350.0	31.0	0.0021627800650056684	1400.0	1.0066972653603907	0.0	0.00017705382436260624	0.0	0.0	20408.371215474504	0.0001897499662631536	0.0	0.00017705382436260624	0.0	0.0	20408.344192634562	0.00018975054695679467	0.0	0.00017705382436260624	0.0	0.0	20408.398238314447	0.00018974938615668602	16	0.00017705382436260624	0.00017705382436260624				
17	TrialState.COMPLETE	0.00017705382436260624	2020-01-05 07:26:25.114445	2020-01-05 07:42:22.182767	50.0	21.0	0.04042512014148804	600.0	0.9873706420582955	0.0	0.00017705382436260624	0.0	0.0	20016.947968307366	0.00024697261636221987	0.0	0.00017705382436260624	0.0	0.0	20016.937809844192	0.00024697273330672896	0.0	0.00017705382436260624	0.0	0.0	20016.95812677054	0.0002469724994780793	17	0.00017705382436260624	0.00017705382436260624				
18	TrialState.COMPLETE	0.0005754249291784702	2020-01-05 07:42:22.183475	2020-01-05 08:06:13.434153	250.0	21.0	0.04628562506908885	600.0	0.9753104393637161	0.0	0.0005754249291784702	8.852691218130312e-05	8.852691218130312e-05	19772.45664394476	0.0003279519843288132	0.0	0.0005754249291784702	8.852691218130312e-05	8.852691218130312e-05	19772.433073654393	0.0003279524219572065	0.0	0.0005754249291784702	8.852691218130312e-05	8.852691218130312e-05	19772.48021423513	0.00032795154695747084	18	0.0004426345609065156	0.0005311614730878187				
19	TrialState.COMPLETE	0.0	2020-01-05 08:06:13.434924	2020-01-05 08:37:53.064495	450.0	11.0	0.018240845041443788	500.0	0.9821866800540313	0.0	0.0	0.0	0.0	19911.91902000708	0.00019162941944856257	0.0	0.0	0.0	0.0	19911.886065864022	0.00019163010070146074	0.0	0.0	0.0	0.0	19911.951974150143	0.00019162873885693243	19	0.0	0.0				
20	TrialState.COMPLETE	0.0003541076487252125	2020-01-05 08:37:53.065225	2020-01-05 09:01:42.401125	250.0	21.0	0.043818274306222336	1900.0	0.9754763663366673	0.0001327903682719547	0.0003541076487252125	0.0002213172804532578	0.0002655807365439094	19776.148880134562	0.000439681200062547	0.0001327903682719547	0.0003541076487252125	0.0002213172804532578	0.0002655807365439094	19776.125354107648	0.00043968165142375715	0.0001327903682719547	0.0003541076487252125	0.0002213172804532578	0.0002655807365439094	19776.172406161473	0.00043968074910483406	20	0.00017705382436260624	0.0002950897072710104				
21	TrialState.COMPLETE	0.00017705382436260624	2020-01-05 09:01:42.401847	2020-01-05 09:44:51.773962	450.0	91.0	0.05000482441767098	1500.0	0.9983417777848934	0.0	0.00017705382436260624	0.0	0.0	20239.61572680595	0.00019745666203576325	0.0	0.00017705382436260624	0.0	0.0	20239.58312677054	0.00019745711202063713	0.0	0.00017705382436260624	0.0	0.0	20239.64832684136	0.0001974562122607925	21	0.00017705382436260624	0.00017705382436260624				
22	TrialState.COMPLETE	0.0	2020-01-05 09:44:51.774895	2020-01-05 10:08:45.843067	250.0	31.0	0.017397336627414953	600.0	0.991452635800023	0.0	0.0	0.0	0.0	20100.071972379603	0.00021620912216956643	0.0	0.0	0.0	0.0	20100.04833569405	0.00021620946230068458	0.0	0.0	0.0	0.0	20100.095609065156	0.00021620878220930605	22	0.0	0.0				
23	TrialState.COMPLETE	0.00017705382436260624	2020-01-05 10:08:45.843990	2020-01-05 10:42:06.440090	450.0	21.0	0.005553224371664411	500.0	0.9927592300437517	0.0	0.00017705382436260624	0.0	0.0	20126.33312677054	0.0002452662220071471	0.0	0.00017705382436260624	0.0	0.0	20126.300770184134	0.0002452674882207978	0.0	0.00017705382436260624	0.0	0.0	20126.36548335694	0.0002452649614931148	23	0.00017705382436260624	0.00017705382436260624				
24	TrialState.COMPLETE	0.0003541076487252125	2020-01-05 10:42:06.441037	2020-01-05 11:01:43.081679	150.0	51.0	0.007228634990274688	900.0	0.9908249028753087	0.0	0.0003541076487252125	0.0	0.0	20087.183693342777	0.00021123749353266455	0.0	0.0003541076487252125	0.0	0.0	20087.16519121813	0.00021123783512680107	0.0	0.0003541076487252125	0.0	0.0	20087.202195467424	0.00021123715223251142	24	0.0003541076487252125	0.0003541076487252125				
25	TrialState.COMPLETE	0.0003541076487252125	2020-01-05 11:01:43.082596	2020-01-05 11:40:10.305086	450.0	61.0	0.006149629805308493	700.0	0.985230509543771	0.0	0.0003541076487252125	0.00017705382436260624	0.0003541076487252125	19973.87083923513	0.00032824205696005925	0.0	0.0003541076487252125	0.00017705382436260624	0.0003541076487252125	19973.837730169973	0.000328243551598472	0.0	0.0003541076487252125	0.00017705382436260624	0.0003541076487252125	19973.90394830028	0.00032824056837910587	25	0.0003541076487252125	0.0003541076487252125				
26	TrialState.COMPLETE	0.0003541076487252125	2020-01-05 11:40:10.306015	2020-01-05 11:59:39.649073	150.0	31.0	0.0025762129723541833	1100.0	0.9988376643937289	0.0	0.0003541076487252125	0.0	0.00017705382436260624	20249.85634295326	0.0002668561760857346	0.0	0.0003541076487252125	0.0	0.00017705382436260624	20249.83808427762	0.0002668564829314516	0.0	0.0003541076487252125	0.0	0.00017705382436260624	20249.874601628897	0.0002668558694301489	26	0.0003541076487252125	0.0003541076487252125				
27	TrialState.COMPLETE	8.852691218130312e-05	2020-01-05 11:59:39.650093	2020-01-05 12:30:25.510025	350.0	51.0	0.05556658045783048	2000.0	0.9977731450365125	0.0	8.852691218130312e-05	0.0	0.0	20227.95381108357	0.00021987287747629152	0.0	8.852691218130312e-05	0.0	0.0	20227.924309490085	0.00021987523138938825	0.0	8.852691218130312e-05	0.0	0.0	20227.983312677054	0.00021987053317782117	27	0.0	5.901794145420208e-05				
28	TrialState.COMPLETE	0.00017705382436260624	2020-01-05 12:30:25.510948	2020-01-05 13:02:20.232252	350.0	61.0	0.00788828897907537	900.0	0.9991961321967717	0.0	0.00017705382436260624	0.0	0.0	20257.20177496459	0.00026694144943681635	0.0	0.00017705382436260624	0.0	0.0	20257.17337995751	0.00026694178561365874	0.0	0.00017705382436260624	0.0	0.0	20257.23016997167	0.00026694111336975605	28	0.00017705382436260624	0.00017705382436260624				
29	TrialState.COMPLETE	0.0005311614730878187	2020-01-05 13:02:20.232956	2020-01-05 13:18:22.888092	50.0	31.0	0.056487152779879826	600.0	0.982407091812238	0.0	0.0005311614730878187	0.0	0.0	19916.50143856232	0.000306817911304138	0.0	0.0005311614730878187	0.0	0.0	19916.490970254956	0.00030681800172075227	0.0	0.0005311614730878187	0.0	0.0	19916.511906869688	0.00030681782091195167	29	0.0005311614730878187	0.0005311614730878187				
30	TrialState.COMPLETE	0.0003541076487252125	2020-01-05 13:18:22.888984	2020-01-05 13:47:20.913886	350.0	31.0	0.02779828735199183	1400.0	0.9867744500163367	0.0	0.0003541076487252125	0.00017705382436260624	0.00017705382436260624	20005.22512393768	0.00031210359212935465	0.0	0.0003541076487252125	0.00017705382436260624	0.00017705382436260624	20005.19577726629	0.0003121039949899618	0.0	0.0003541076487252125	0.00017705382436260624	0.00017705382436260624	20005.254470609067	0.00031210318943497296	30	0.0003541076487252125	0.0003541076487252125				
31	TrialState.COMPLETE	0.0	2020-01-05 13:47:20.914901	2020-01-05 14:25:57.590561	450.0	61.0	0.0273917336284597	1600.0	1.007384005640643	0.0	0.0	0.0	0.0	20423.227624822946	0.00016557621196386957	0.0	0.0	0.0	0.0	20423.19307719547	0.00016558251333052417	0.0	0.0	0.0	0.0	20423.262172450424	0.00016556996750690352	31	0.0	0.0				
32	TrialState.COMPLETE	0.0003541076487252125	2020-01-05 14:25:57.591471	2020-01-05 14:46:05.057098	150.0	61.0	0.001703156519596538	1400.0	1.0123442430232754	0.0	0.0003541076487252125	0.00017705382436260624	0.00017705382436260624	20523.61127832861	0.0003288578049178756	0.0	0.0003541076487252125	0.00017705382436260624	0.00017705382436260624	20523.592687677054	0.000328858081429979	0.0	0.0003541076487252125	0.00017705382436260624	0.00017705382436260624	20523.62986898017	0.0003288575285697119	32	0.0003541076487252125	0.0003541076487252125				
33	TrialState.COMPLETE	0.000708215297450425	2020-01-05 14:46:05.057877	2020-01-05 15:06:18.769119	150.0	71.0	0.008560727890433217	800.0	0.9986262161630148	0.0	0.000708215297450425	0.0	0.0	20245.706223441928	0.00030581913474681297	0.0	0.000708215297450425	0.0	0.0	20245.68758852691	0.000305819565278687	0.0	0.000708215297450425	0.0	0.0	20245.72485835694	0.00030581870468322965	33	0.000708215297450425	0.000708215297450425				
34	TrialState.COMPLETE	8.852691218130312e-05	2020-01-05 15:06:18.770036	2020-01-05 15:35:07.677143	350.0	31.0	0.04991757402497949	1500.0	0.982229649635641	0.0	8.852691218130312e-05	0.0	0.0	19912.98995219547	0.0002256616826439213	0.0	8.852691218130312e-05	0.0	0.0	19912.96197769122	0.00022566262235418182	0.0	8.852691218130312e-05	0.0	0.0	19913.01792669972	0.00022566074595086074	34	0.0	5.901794145420208e-05				
35	TrialState.COMPLETE	0.00017705382436260624	2020-01-05 15:35:07.677880	2020-01-05 16:06:54.269119	350.0	61.0	0.0011178906999195798	1900.0	1.0011865927058314	0.0	0.00017705382436260624	0.0	0.00017705382436260624	20297.28738048867	0.0002578516379217813	0.0	0.00017705382436260624	0.0	0.00017705382436260624	20297.260578966005	0.00025785210359146243	0.0	0.00017705382436260624	0.0	0.00017705382436260624	20297.31418201133	0.0002578511726891572	35	0.00017705382436260624	0.00017705382436260624				
36	TrialState.COMPLETE	0.0	2020-01-05 16:06:54.269882	2020-01-05 16:26:35.089971	150.0	51.0	0.0019551445415433564	1000.0	0.9899333021564878	0.0	0.0	0.0	0.0	20069.279457330027	0.00018485871533861835	0.0	0.0	0.0	0.0	20069.260136331446	0.00018485899474024055	0.0	0.0	0.0	0.0	20069.29877832861	0.00018485843606412544	36	0.0	0.0				
37	TrialState.COMPLETE	0.00017705382436260624	2020-01-05 16:26:35.090856	2020-01-05 16:47:04.440039	150.0	81.0	0.061103230792961115	900.0	1.0041702063732507	0.0	0.00017705382436260624	0.0	0.0	20357.97282223796	0.0002146895394183287	0.0	0.00017705382436260624	0.0	0.0	20357.95414305949	0.00021468988688344367	0.0	0.00017705382436260624	0.0	0.0	20357.99150141643	0.00021468919232130713	37	0.00017705382436260624	0.00017705382436260624				
38	TrialState.COMPLETE	0.0	2020-01-05 16:47:04.440944	2020-01-05 17:03:12.244757	50.0	81.0	0.07484459590177688	800.0	0.9845131517204286	0.0	0.0	0.0	0.0	19959.56440332861	0.0002443268382754873	0.0	0.0	0.0	0.0	19959.554089943344	0.00024432698070780246	0.0	0.0	0.0	0.0	19959.57471671388	0.00024432669590438566	38	0.0	0.0				
39	TrialState.COMPLETE	0.01190195152659742	2020-01-05 17:03:12.245680	2020-01-05 18:50:46.654624	450.0	1.0	0.00908246488390375	1900.0	0.924225529504931	0.0018295561850802645	0.01190195152659742	0.005311614730878187	0.00796742209631728	18736.483543830658	0.00535463604952119	0.0018295561850802645	0.01190195152659742	0.005311614730878187	0.00796742209631728	18736.45221514007	0.005354636762746731	0.0018295561850802645	0.01190195152659742	0.005311614730878187	0.00796742209631728	18736.514872521246	0.005354635336896477	39					0.010496762444354513	0.011287181303116147
40	TrialState.COMPLETE	0.00017705382436260624	2020-01-05 18:50:46.655523	2020-01-05 19:07:03.179768	50.0	71.0	0.0161623502603599	600.0	1.0041991052090637	0.0	0.00017705382436260624	0.0	0.0	20358.74161207507	0.00022612501290599613	0.0	0.00017705382436260624	0.0	0.0	20358.73052407932	0.00022612523306072367	0.0	0.00017705382436260624	0.0	0.0	20358.75270007082	0.00022612479296161165	40	0.00017705382436260624	0.00017705382436260624				
41	TrialState.COMPLETE	0.01504957507082153	2020-01-05 19:07:03.180686	2020-01-05 20:00:48.563582	250.0	1.0	0.03920711324388641	1900.0	0.8784879203006359	0.001188789963577499	0.01504957507082153	0.005640428976123027	0.009560906515580737	17808.32304734925	0.006010456031135737	0.001188789963577499	0.01504957507082153	0.005640428976123027	0.009560906515580737	17808.301927357345	0.006010456420725961	0.001188789963577499	0.01504957507082153	0.005640428976123027	0.009560906515580737	17808.344167341158	0.006010455641874136	41			0.013845609065155808	0.014547922568460813		
42	TrialState.COMPLETE	0.0003541076487252125	2020-01-05 20:00:48.564655	2020-01-05 20:42:31.145500	450.0	81.0	0.002556009432756261	1800.0	0.9966441912716212	0.0	0.0003541076487252125	0.0	0.0	20205.183560552407	0.00021570144363889363	0.0	0.0003541076487252125	0.0	0.0	20205.15146954674	0.00021571176376666989	0.0	0.0003541076487252125	0.0	0.0	20205.215651558072	0.00021569133020675656	42	0.0003541076487252125	0.0003541076487252125				
43	TrialState.COMPLETE	0.00017705382436260624	2020-01-05 20:42:31.146426	2020-01-05 20:58:38.249568	50.0	81.0	0.014036157760022889	1900.0	0.9953626615453284	0.0	0.00017705382436260624	0.0	0.00017705382436260624	20179.26867917847	0.00022436319434648958	0.0	0.00017705382436260624	0.0	0.00017705382436260624	20179.25792315864	0.0002243633341007628	0.0	0.00017705382436260624	0.0	0.00017705382436260624	20179.2794351983	0.000224363054661429	43	0.00017705382436260624	0.00017705382436260624				
44	TrialState.COMPLETE	0.0003541076487252125	2020-01-05 20:58:38.250328	2020-01-05 21:30:30.731162	350.0	61.0	0.0020210858934460664	500.0	1.0028193591144228	0.0	0.0003541076487252125	0.0	0.0	20330.713283463174	0.00024265102020529298	0.0	0.0003541076487252125	0.0	0.0	20330.683693342777	0.00024265164607069098	0.0	0.0003541076487252125	0.0	0.0	20330.74287358357	0.00024265039507586215	44	0.0003541076487252125	0.0003541076487252125				
45	TrialState.COMPLETE	0.00017705382436260624	2020-01-05 21:30:30.732040	2020-01-05 22:07:34.915801	450.0	51.0	0.0591716886741021	1900.0	0.9908038773448004	0.0	0.00017705382436260624	8.852691218130312e-05	0.0001327903682719547	20086.915213349857	0.0002745329333260012	0.0	0.00017705382436260624	8.852691218130312e-05	0.0001327903682719547	20086.885578966005	0.00027453363778246674	0.0	0.00017705382436260624	8.852691218130312e-05	0.0001327903682719547	20086.94484773371	0.0002745322297051139	45	0.00017705382436260624	0.00017705382436260624				
46	TrialState.COMPLETE	0.0010180594900849858	2020-01-05 22:07:34.916689	2020-01-05 22:27:33.922830	150.0	61.0	0.029224297144135117	600.0	1.0131837651996487	0.0	0.0010180594900849858	0.00017705382436260624	0.0003541076487252125	20540.26608976629	0.00040344148689603693	0.0	0.0010180594900849858	0.00017705382436260624	0.0003541076487252125	20540.24783109065	0.0004034416367584059	0.0	0.0010180594900849858	0.00017705382436260624	0.0003541076487252125	20540.284348441928	0.0004034413370726581	46	0.0009737960339943342	0.0010033050047214354				
47	TrialState.COMPLETE	0.0006639518413597734	2020-01-05 22:27:33.923533	2020-01-05 22:47:03.244266	150.0	21.0	0.0736140965338619	900.0	0.9793176431718175	8.852691218130312e-05	0.0006639518413597734	8.852691218130312e-05	0.00017705382436260624	19853.888279036826	0.000402885453620333	8.852691218130312e-05	0.0006639518413597734	8.852691218130312e-05	0.00017705382436260624	19853.8684490085	0.0004028858130035277	8.852691218130312e-05	0.0006639518413597734	8.852691218130312e-05	0.00017705382436260624	19853.908109065156	0.0004028850946437507	47	0.0002655807365439094	0.0005311614730878187				
48	TrialState.COMPLETE	0.0002655807365439094	2020-01-05 22:47:03.245172	2020-01-05 23:06:37.455354	150.0	21.0	0.07842641786782004	2000.0	0.9807833074893875	0.0	0.0002655807365439094	0.0	8.852691218130312e-05	19883.750863137393	0.0002722595955136439	0.0	0.0002655807365439094	0.0	8.852691218130312e-05	19883.731409348442	0.00027226003432645826	0.0	0.0002655807365439094	0.0	8.852691218130312e-05	19883.770316926344	0.0002722591571082238	48	0.00017705382436260624	0.00023607176581680832				
49	TrialState.COMPLETE	0.0005311614730878187	2020-01-05 23:06:37.456113	2020-01-05 23:26:07.651546	150.0	21.0	0.09706297105428623	700.0	0.9675771426878671	0.0	0.0005311614730878187	8.852691218130312e-05	0.0002655807365439094	19615.510933073656	0.0003557603159260666	0.0	0.0005311614730878187	8.852691218130312e-05	0.0002655807365439094	19615.49287358357	0.00035576053200122356	0.0	0.0005311614730878187	8.852691218130312e-05	0.0002655807365439094	19615.52899256374	0.00035576009991569756	49	0.0005311614730878187	0.0005311614730878187				
50	TrialState.COMPLETE	0.00017705382436260624	2020-01-05 23:26:07.652270	2020-01-05 23:42:14.317171	50.0	31.0	0.013230303365352528	800.0	1.0099855071138446	0.0	0.00017705382436260624	0.0	0.0	20475.819958392352	0.0002183951279129766	0.0	0.00017705382436260624	0.0	0.0	20475.808826133143	0.00021839523729835807	0.0	0.00017705382436260624	0.0	0.0	20475.831090651558	0.00021839501855700882	50	0.00017705382436260624	0.00017705382436260624				
51	TrialState.COMPLETE	0.0004426345609065156	2020-01-05 23:42:14.317867	2020-01-05 23:59:48.062181	150.0	11.0	0.016094855016114892	900.0	0.9926597745199915	0.00017705382436260624	0.0004426345609065156	0.00017705382436260624	0.00017705382436260624	20124.684711402268	0.0004724804914191384	0.00017705382436260624	0.0004426345609065156	0.00017705382436260624	0.00017705382436260624	20124.667537181303	0.00047248072632257153	0.00017705382436260624	0.0004426345609065156	0.00017705382436260624	0.00017705382436260624	20124.701885623228	0.00047248025663543215	51	0.0003541076487252125	0.00041312559017941453				
