number	value	datetime_start	datetime_complete	params_loss.margin	params_model.embedding_dim	params_model.relation_dim	params_negative_sampler.num_negs_per_pos	params_optimizer.lr	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.3588881019830028	2020-04-05 17:25:49.130900	2020-04-05 18:19:04.924598	2.5531031750862163	256	256	8	0.001137032604807849	128	0.102962545897233	0.026026912181303118	0.3588881019830028	0.2220254957507082	0.2848796033994334	2086.5861366855524	0.1473401714647945	0.026026912181303118	0.3588881019830028	0.2220254957507082	0.2848796033994334	2086.584985835694	0.14734017287913775	3964220188	200	0.026026912181303118	0.3588881019830028	0.2220254957507082	0.2848796033994334	2086.5872875354107	0.14734017005472197	0	COMPLETE
1	0.4431657223796034	2020-04-05 18:19:04.974601	2020-04-05 19:11:17.213068	0.732154654397835	128	128	27	0.0011463659686005926	128	0.16814658738077973	0.002478753541076487	0.4431657223796034	0.26558073654390935	0.3581798866855524	3407.4469723796033	0.15866537759543295	0.002478753541076487	0.4431657223796034	0.26558073654390935	0.3581798866855524	3407.4451133144476	0.15866537765054134	2992808884	200	0.002478753541076487	0.4431657223796034	0.26558073654390935	0.3581798866855524	3407.448831444759	0.1586653775403421	1	COMPLETE
2	0.28080736543909346	2020-04-05 19:11:17.264600	2020-04-05 19:45:19.941934	3.177894045469525	256	128	84	0.002753211522023224	256	0.1308695596710131	0.022131728045325778	0.28080736543909346	0.16342067988668554	0.21529745042492918	2652.6526203966005	0.1147461210387905	0.022131728045325778	0.28080736543909346	0.16342067988668554	0.21529745042492918	2652.651912181303	0.11474612210229705	610550546	200	0.022131728045325778	0.28080736543909346	0.16342067988668554	0.21529745042492918	2652.653328611898	0.11474611997831678	2	COMPLETE
3	0.022308781869688384	2020-04-05 19:45:19.977565	2020-04-05 20:09:16.727228	4.099359363630253	256	256	76	0.002503814158804663	256	0.6552911372194395	0.002301699716713881	0.022308781869688384	0.007790368271954674	0.012924929178470254	13285.93865084986	0.009423844555927275	0.002301699716713881	0.022308781869688384	0.007790368271954674	0.012924929178470254	13284.846848441926	0.00942385113980943	577436938	150	0.002301699716713881	0.022308781869688384	0.007790368271954674	0.012924929178470254	13287.03045325779	0.00942383799229793	3	COMPLETE
4	0.000708215297450425	2020-04-05 20:09:16.763658	2020-04-05 20:29:07.560636	4.199475352958118	256	64	18	0.06314433965106128	256	0.9669743078051959	0.0	0.000708215297450425	0.0003541076487252125	0.000708215297450425	19603.27638101983	0.000637852930823987	0.0	0.000708215297450425	0.0003541076487252125	0.000708215297450425	19347.488491501415	0.0006384558385460071	737898338	150	0.0	0.000708215297450425	0.0003541076487252125	0.000708215297450425	19859.064270538245	0.0006373027485679617	4	COMPLETE
5	0.0	2020-04-05 20:29:07.595580	2020-04-05 21:03:14.772858	8.706902769865366	64	64	22	0.07260578938820048	128	1.0008086422663998	0.0	0.0	0.0	0.0	20289.90129249292	0.00024034492019369842	0.0	0.0	0.0	0.0	19019.15208923513	0.0002721603052264875	2087269778	150	0.0	0.0	0.0	0.0	21560.65049575071	0.00022962225010231778	5	COMPLETE
6	0.008675637393767706	2020-04-05 21:03:14.808784	2020-04-05 21:39:54.705571	5.814963486396514	64	64	66	0.007462686539898794	128	0.6421225422215502	0.0026558073654390935	0.008675637393767706	0.004603399433427762	0.006196883852691218	13018.041165014165	0.005423609438693719	0.0026558073654390935	0.008675637393767706	0.004603399433427762	0.006196883852691218	13017.365970254958	0.005423613831123899	1662222108	150	0.0026558073654390935	0.008675637393767706	0.004603399433427762	0.006196883852691218	13018.71635977337	0.005423605049434092	6	COMPLETE
7	0.009560906515580737	2020-04-05 21:39:54.745356	2020-04-05 21:52:52.163581	5.801475743100356	64	256	57	0.020479071488426093	512	0.6766119615360674	0.0028328611898017	0.009560906515580737	0.003718130311614731	0.0047804532577903685	13717.474681303116	0.005504883751761565	0.0028328611898017	0.009560906515580737	0.003718130311614731	0.0047804532577903685	13716.69316572238	0.005504888130955198	3470917764	150	0.0028328611898017	0.009560906515580737	0.003718130311614731	0.0047804532577903685	13718.256196883853	0.005504879375730186	7	COMPLETE
8	0.009383852691218131	2020-04-05 21:52:52.219240	2020-04-05 22:07:57.784078	7.8561725811381145	128	256	74	0.013087558220671069	512	0.7254871424010466	0.0019475920679886685	0.009383852691218131	0.003895184135977337	0.005488668555240793	14708.338792492917	0.004902290390923426	0.0019475920679886685	0.009383852691218131	0.003895184135977337	0.005488668555240793	14707.925991501417	0.004902298603180662	2063995792	150	0.0019475920679886685	0.009383852691218131	0.003895184135977337	0.005488668555240793	14708.75159348442	0.004902282224881904	8	COMPLETE
9	0.01646600566572238	2020-04-05 22:07:57.824140	2020-04-05 22:20:07.017270	9.552247962810872	128	64	68	0.0033886770568531755	512	0.5708210253013353	0.0056657223796034	0.01646600566572238	0.008675637393767706	0.0113314447592068	11573.692280453257	0.0101365749586683	0.0056657223796034	0.01646600566572238	0.008675637393767706	0.0113314447592068	11572.274610481587	0.010136591002570037	4036080012	150	0.0056657223796034	0.01646600566572238	0.008675637393767706	0.0113314447592068	11575.109950424929	0.010136558933369646	9	COMPLETE
