number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_model.scoring_fct_norm	params_negative_sampler.num_negs_per_pos	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.07256554307116105	2020-04-11 06:01:59.024032	2020-04-11 06:02:15.695379	256	2	86	512	1.062947982241145	0.00046816479400749064	0.07256554307116105	0.0149812734082397	0.02855805243445693	51.29939138576779	0.03808942623348749	0.00046816479400749064	0.07256554307116105	0.0149812734082397	0.02855805243445693	51.299157303370784	0.038089518939387286	2031075791	150.0	0.00046816479400749064	0.07256554307116105	0.0149812734082397	0.02855805243445693	51.29962546816479	0.038089335345350424	0	COMPLETE
1	0.5847378277153558	2020-04-11 06:02:15.730033	2020-04-11 06:02:58.213041	64	1	11	256	0.3176444743791323	0.13670411985018727	0.5847378277153558	0.33754681647940077	0.44709737827715357	15.396535580524345	0.28562217837616394	0.13670411985018727	0.5847378277153558	0.33754681647940077	0.44709737827715357	15.396535580524345	0.28562217837616394	825085972	250.0	0.13670411985018727	0.5847378277153558	0.33754681647940077	0.44709737827715357	15.396535580524345	0.28562217837616394	1	COMPLETE
2	0.5856741573033708	2020-04-11 06:02:58.265582	2020-04-11 06:03:30.520278	256	1	10	256	0.3094318586825445	0.1301498127340824	0.5856741573033708	0.33801498127340823	0.450374531835206	14.993913857677903	0.28413532219271664	0.1301498127340824	0.5856741573033708	0.33801498127340823	0.450374531835206	14.993913857677903	0.28413532219271664	2288802383	200.0	0.1301498127340824	0.5856741573033708	0.33801498127340823	0.450374531835206	14.993913857677903	0.28413532219271664	2	COMPLETE
3	0.19335205992509363	2020-04-11 06:03:30.563693	2020-04-11 06:04:43.471632	64	2	6	512	0.7659146902761823	0.03277153558052434	0.19335205992509363	0.075374531835206	0.1151685393258427	36.927434456928836	0.09724665019103033	0.03277153558052434	0.19335205992509363	0.075374531835206	0.1151685393258427	36.927434456928836	0.09724665019103033	3263685654	600.0	0.03277153558052434	0.19335205992509363	0.075374531835206	0.1151685393258427	36.927434456928836	0.09724665019103033	3	COMPLETE
4	0.1956928838951311	2020-04-11 06:04:43.516633	2020-04-11 06:06:52.122720	64	2	24	512	0.7790228454064759	0.023876404494382022	0.1956928838951311	0.06975655430711611	0.10533707865168539	37.547284644194754	0.08810781891042682	0.023876404494382022	0.1956928838951311	0.06975655430711611	0.10533707865168539	37.547284644194754	0.08810781891042682	1904466918		0.023876404494382022	0.1956928838951311	0.06975655430711611	0.10533707865168539	37.547284644194754	0.08810781891042682	4	COMPLETE
5	0.5941011235955056	2020-04-11 06:06:52.159653	2020-04-11 06:08:32.530740	64	1	53	256	0.30647861199847626	0.10627340823970037	0.5941011235955056	0.30852059925093633	0.4199438202247191	14.836610486891386	0.261714387591489	0.10627340823970037	0.5941011235955056	0.30852059925093633	0.4199438202247191	14.836610486891386	0.261714387591489	1136752552	500.0	0.10627340823970037	0.5941011235955056	0.30852059925093633	0.4199438202247191	14.836610486891386	0.261714387591489	5	COMPLETE
6	0.2102059925093633	2020-04-11 06:08:32.564528	2020-04-11 06:12:12.171026	256	2	36	256	0.7736908088556809	0.03838951310861423	0.2102059925093633	0.08567415730337079	0.12406367041198502	37.31039325842696	0.10314545206024898	0.03838951310861423	0.2102059925093633	0.08567415730337079	0.12406367041198502	37.31039325842696	0.10314545206024898	1147711003		0.03838951310861423	0.2102059925093633	0.08567415730337079	0.12406367041198502	37.31039325842696	0.10314545206024898	6	COMPLETE
7	0.08146067415730338	2020-04-11 06:12:12.204360	2020-04-11 06:12:28.494162	256	2	80	512	1.068457771258338	0.0	0.08146067415730338	0.01638576779026217	0.033707865168539325	51.613529962546814	0.03961791277413008	0.0	0.08146067415730338	0.01638576779026217	0.033707865168539325	51.61329588014981	0.03961891958013869	1417541365	150.0	0.0	0.08146067415730338	0.01638576779026217	0.033707865168539325	51.61376404494382	0.039616968893496994	7	COMPLETE
8	0.2153558052434457	2020-04-11 06:12:28.523399	2020-04-11 06:18:08.514406	128	2	60	128	0.7598147769144663	0.03464419475655431	0.2153558052434457	0.0852059925093633	0.12172284644194757	36.62851123595506	0.1015527963527156	0.03464419475655431	0.2153558052434457	0.0852059925093633	0.12172284644194757	36.62827715355805	0.1015528890586154	1314755089		0.03464419475655431	0.2153558052434457	0.0852059925093633	0.12172284644194757	36.62874531835206	0.10155270546457854	8	COMPLETE
9	0.6221910112359551	2020-04-11 06:18:08.547162	2020-04-11 06:21:15.769442	64	1	100	128	0.28713535262910084	0.10674157303370786	0.6221910112359551	0.32771535580524347	0.4550561797752809	13.90870786516854	0.2711561779519157	0.10674157303370786	0.6221910112359551	0.32771535580524347	0.4550561797752809	13.90870786516854	0.2711561779519157	1760389626	550.0	0.10674157303370786	0.6221910112359551	0.32771535580524347	0.4550561797752809	13.90870786516854	0.2711561779519157	9	COMPLETE
10	0.21254681647940074	2020-04-11 06:21:15.825773	2020-04-11 06:27:34.011896	64	2	56	128	0.7563921297762599	0.0351123595505618	0.21254681647940074	0.07958801498127341	0.12078651685393259	36.46161048689139	0.10147340038480018	0.0351123595505618	0.21254681647940074	0.07958801498127341	0.12078651685393259	36.46161048689139	0.10147340038480018	3364784476		0.0351123595505618	0.21254681647940074	0.07958801498127341	0.12078651685393259	36.46161048689139	0.10147340038480018	10	COMPLETE
11	0.6357677902621723	2020-04-11 06:27:34.048564	2020-04-11 06:28:48.908782	64	1	25	512	0.2927268887355519	0.14185393258426968	0.6357677902621723	0.352059925093633	0.47659176029962547	14.191947565543071	0.297666179049606	0.14185393258426968	0.6357677902621723	0.352059925093633	0.47659176029962547	14.191947565543071	0.297666179049606	2197362260	600.0	0.14185393258426968	0.6357677902621723	0.352059925093633	0.47659176029962547	14.191947565543071	0.297666179049606	11	COMPLETE
12	0.22659176029962547	2020-04-11 06:28:48.959798	2020-04-11 06:33:33.318668	64	2	18	128	0.7555714304574629	0.04447565543071161	0.22659176029962547	0.10393258426966293	0.14279026217228463	36.43000936329588	0.11381470977875405	0.04447565543071161	0.22659176029962547	0.10393258426966293	0.14279026217228463	36.42977528089887	0.11381479233294096	3449082388	800.0	0.04447565543071161	0.22659176029962547	0.10393258426966293	0.14279026217228463	36.43024344569288	0.11381462875334837	12	COMPLETE
13	0.22799625468164794	2020-04-11 06:33:33.381705	2020-04-11 06:36:16.319541	64	2	7	256	0.7513653353521119	0.054307116104868915	0.22799625468164794	0.1104868913857678	0.15215355805243447	36.2186329588015	0.12171925003149804	0.054307116104868915	0.22799625468164794	0.1104868913857678	0.15215355805243447	36.2186329588015	0.12171925003149804	505823309	800.0	0.054307116104868915	0.22799625468164794	0.1104868913857678	0.15215355805243447	36.2186329588015	0.12171925003149804	13	COMPLETE
14	0.18867041198501872	2020-04-11 06:36:16.365563	2020-04-11 06:38:33.354901	256	2	38	512	0.804153595373474	0.012172284644194757	0.18867041198501872	0.06273408239700375	0.10112359550561797	38.736657303370784	0.07812620195179623	0.012172284644194757	0.18867041198501872	0.06273408239700375	0.10112359550561797	38.73642322097378	0.07812672040671761	3710271904		0.012172284644194757	0.18867041198501872	0.06273408239700375	0.10112359550561797	38.73689138576779	0.07812570706300762	14	COMPLETE
15	0.6418539325842697	2020-04-11 06:38:33.391446	2020-04-11 06:40:22.947208	128	1	18	256	0.2710888459702975	0.1502808988764045	0.6418539325842697	0.37874531835205993	0.4934456928838951	13.161985018726591	0.31216184729082536	0.1502808988764045	0.6418539325842697	0.37874531835205993	0.4934456928838951	13.161985018726591	0.31216184729082536	3403121223	500.0	0.1502808988764045	0.6418539325842697	0.37874531835205993	0.4934456928838951	13.161985018726591	0.31216184729082536	15	COMPLETE
