number	value	datetime_start	datetime_complete	params_loss.margin	params_model.dropout_0	params_model.dropout_1	params_model.dropout_2	params_model.embedding_dim	params_model.relation_dim	params_negative_sampler.num_negs_per_pos	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.975187265917603	2020-05-19 10:56:07.210673	2020-05-19 12:42:47.344941	7.983907245614943	0.13623401123459478	0.49628385762042904	0.4471385030596974	64	256	16	256	0.061072082520368394	0.49625468164794007	0.975187265917603	0.8389513108614233	0.9199438202247191	2.945692883895131	0.6779349993942706	0.49625468164794007	0.975187265917603	0.8389513108614233	0.9199438202247191	2.945692883895131	0.6779349993942706	3571265651	350	0.49625468164794007	0.975187265917603	0.8389513108614233	0.9199438202247191	2.945692883895131	0.6779349993942706	0	COMPLETE
1	0.977996254681648	2020-05-19 12:42:47.414205	2020-05-20 15:44:38.338475	8.954592173256897	0.23242399656447416	0.43291557585563134	0.41596556219683845	256	256	26	256	0.05771135861552861	0.5365168539325843	0.977996254681648	0.8703183520599251	0.9470973782771536	2.782303370786517	0.7117151634629088	0.5365168539325843	0.977996254681648	0.8703183520599251	0.9470973782771536	2.782303370786517	0.7117151634629088	1676885830	250	0.5365168539325843	0.977996254681648	0.8703183520599251	0.9470973782771536	2.782303370786517	0.7117151634629088	1	COMPLETE
