number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_model.scoring_fct_norm	params_optimizer.lr	params_training.batch_size	params_training.label_smoothing	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.12538514207463197	2020-03-11 11:07:19.634963	2020-03-11 16:34:37.875342	64	2	0.0020828699433487153	512	0.16462793880783055	0.7812457655655491	0.08102248088554148	0.12538514207463197	0.11003651717448362	0.1171687778158165	5558.896311194796	0.09825000794305176	0.08102248088554148	0.12538514207463197	0.11003651717448362	0.1171687778158165	5558.893558142188	0.09825000832317715	3327624334	0.08102248088554148	0.12538514207463197	0.11003651717448362	0.1171687778158165	5558.899064247404	0.09825000756348333	0	COMPLETE
1	0.2674597740499829	2020-03-11 16:34:37.924025	2020-03-12 00:17:30.499780	128	2	0.03952924406842941	512	0.04310830663677879	0.3290557961994179	0.10481570238502796	0.2674597740499829	0.17688006390505534	0.2127695994522424	2291.354359237704	0.15874885873457212	0.10481570238502796	0.2674597740499829	0.17688006390505534	0.21279812849480773	2291.352191030469	0.15874937824503219	1094665768	0.10481570238502796	0.2674597740499829	0.17688006390505534	0.2127695994522424	2291.356527444939	0.1587484256777975	1	COMPLETE
2	0.14552664612575603	2020-03-12 00:17:30.557421	2020-03-12 05:52:26.680076	64	2	0.0013500920210143704	256	0.010865565772448326	0.7491180795855911	0.08772680588839439	0.14552664612575603	0.12390163186123473	0.13494237133401804	5324.483224922971	0.1096402488881353	0.08772680588839439	0.14552664612575603	0.12390163186123473	0.13494237133401804	5324.480457605843	0.10964024910659988	3941781112	0.08772680588839439	0.14552664612575603	0.12390163186123473	0.13494237133401804	5324.4859922401	0.10964024866983259	2	COMPLETE
3	0.42100308113659707	2020-03-12 05:52:26.712056	2020-03-12 18:57:56.208258	256	1	0.03205762467425331	512	0.01593739512464195	0.06942422757411007	0.18412644071664955	0.42100308113659707	0.2915097569325573	0.3454296473810339	459.25865856441857	0.2633798537686543	0.18412644071664955	0.42100308113659707	0.2915097569325573	0.3454296473810339	459.25821636425883	0.26337985649986967	480537465	0.18412644071664955	0.42100308113659707	0.2915097569325573	0.3454296473810339	459.25910076457836	0.26337985106687856	3	COMPLETE
