number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_model.relation_dim	params_negative_sampler.num_negs_per_pos	params_optimizer.lr	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.00587698276845829	2020-03-12 13:47:52.330887	2020-03-12 14:19:13.129186	64	64	41	0.005721809377938685	512	1.008222790776467	0.005078169576629008	0.00587698276845829	0.005192285746890335	0.005420518087412987	7204.546017345658	0.005724479102258297	0.005078169576629008	0.00587698276845829	0.005192285746890335	0.005420518087412987	7204.543535318955	0.005724479220216589	110291996	150.0	0.005078169576629008	0.00587698276845829	0.005192285746890335	0.005420518087412987	7204.548499372361	0.0057244789843469935	0	COMPLETE
1	0.0055346342576743125	2020-03-12 14:19:13.177645	2020-03-12 15:17:18.800550	128	256	64	0.010641607978782481	256	1.0469845974544012	0.005135227661759671	0.0055346342576743125	0.005220814789455666	0.005306401917151661	7485.247090037658	0.005642957343330846	0.005135227661759671	0.0055346342576743125	0.005220814789455666	0.005306401917151661	7485.242183042337	0.005642957621848155	3647567045	150.0	0.005135227661759671	0.0055346342576743125	0.005220814789455666	0.005306401917151661	7485.2519970329795	0.005642957064965549	1	COMPLETE
2	0.0055346342576743125	2020-03-12 15:17:18.834955	2020-03-12 15:51:24.022684	128	256	34	0.0014929009408304612	512	0.9931769152144306	0.005135227661759671	0.0055346342576743125	0.005192285746890335	0.005249343832020997	7093.948519342691	0.005694572639567348	0.005135227661759671	0.0055346342576743125	0.005192285746890335	0.005249343832020997	7093.944339837955	0.005694575013260532	3041353524	150.0	0.005135227661759671	0.0055346342576743125	0.005192285746890335	0.005249343832020997	7093.952698847426	0.005694570291460331	2	COMPLETE
3	0.005734337555631633	2020-03-12 15:51:24.057378	2020-03-12 17:31:05.123734	64	128	44	0.008189662777807367	128	1.0135668843655277	0.005135227661759671	0.005734337555631633	0.005220814789455666	0.005391989044847655	7242.677650348054	0.005681114418526036	0.005135227661759671	0.005734337555631633	0.005220814789455666	0.005391989044847655	7242.674112746776	0.005681114648273865	2973632953	150.0	0.005135227661759671	0.005734337555631633	0.005220814789455666	0.005391989044847655	7242.6811879493325	0.005681114188973823	3	COMPLETE
4	0.005705808513066302	2020-03-12 17:31:05.156835	2020-03-12 19:08:51.210312	64	64	54	0.00110499955446676	128	1.011443196543168	0.005135227661759671	0.005705808513066302	0.005306401917151661	0.005391989044847655	7228.5915639621135	0.005739671817839886	0.005135227661759671	0.005705808513066302	0.005306401917151661	0.005391989044847655	7228.589039141846	0.005739671996283842	3545611109	150.0	0.005135227661759671	0.005705808513066302	0.005306401917151661	0.005391989044847655	7228.594088782381	0.005739671639549927	4	COMPLETE
5	0.005734337555631633	2020-03-12 19:08:51.244250	2020-03-12 20:46:14.954324	64	64	28	0.013935607216819874	128	0.905861031549158	0.005135227661759671	0.005734337555631633	0.005363460002282323	0.005449047129978318	6462.203440602533	0.005792600324103381	0.005135227661759671	0.005734337555631633	0.005363460002282323	0.005449047129978318	6462.2004735821065	0.005792600868662859	209786904	150.0	0.005135227661759671	0.005734337555631633	0.005363460002282323	0.005449047129978318	6462.20640762296	0.0057925997806099	5	COMPLETE
6	0.005591692342804975	2020-03-12 20:46:14.989729	2020-03-12 21:41:04.730542	128	64	78	0.004440640094267677	256	1.1172463130633739	0.004764350108410362	0.005591692342804975	0.00510669861919434	0.0053349309597169915	7994.970857583019	0.005452335750283127	0.004764350108410362	0.005591692342804975	0.00510669861919434	0.0053349309597169915	7994.969217163072	0.005452336225741396	718347046	150.0	0.004764350108410362	0.005591692342804975	0.00510669861919434	0.0053349309597169915	7994.972498002967	0.005452335276171375	6	COMPLETE
7	0.005734337555631633	2020-03-12 21:41:04.764176	2020-03-12 22:35:31.197488	128	64	39	0.001681949538244479	256	1.0659799794203275	0.00493552436380235	0.005734337555631633	0.005135227661759671	0.0053349309597169915	7623.815003423485	0.005541078353939256	0.00493552436380235	0.005734337555631633	0.005135227661759671	0.0053349309597169915	7623.81239301609	0.005541078971833851	95101709	150.0	0.00493552436380235	0.005734337555631633	0.005135227661759671	0.0053349309597169915	7623.81761383088	0.005541077737996223	7	COMPLETE
8	0.006846970215679562	2020-03-12 22:35:31.235198	2020-03-13 00:16:21.381417	256	256	59	0.09298805391903962	128	0.8398046168480936	0.005135227661759671	0.006846970215679562	0.005391989044847655	0.005734337555631633	6011.962883715622	0.006540375469022043	0.005135227661759671	0.006846970215679562	0.005391989044847655	0.005734337555631633	6011.959032294876	0.006540382097092484	4100944511	150.0	0.005135227661759671	0.006846970215679562	0.005391989044847655	0.005734337555631633	6011.966735136369	0.006540368966748378	8	COMPLETE
9	0.0056487504279356384	2020-03-13 00:16:21.441542	2020-03-13 01:11:18.531597	128	64	84	0.020136027312567126	256	1.15300031563237	0.004964053406367682	0.0056487504279356384	0.005192285746890335	0.005391989044847655	8251.892745064475	0.00553406288506376	0.004964053406367682	0.0056487504279356384	0.005192285746890335	0.005391989044847655	8251.890591121763	0.005534063054848809	1097056681	150.0	0.004964053406367682	0.0056487504279356384	0.005192285746890335	0.005391989044847655	8251.89489900719	0.005534062715383027	9	COMPLETE
