number	value	datetime_start	datetime_complete	params_loss.adversarial_temperature	params_loss.margin	params_model.embedding_dim	params_model.relation_dim	params_model.scoring_fct_norm	params_negative_sampler.num_negs_per_pos	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.06273408239700375	2020-05-18 07:45:05.020292	2020-05-18 07:49:22.716476	0.6866016276318895	27.255033933860965	64	256	2	48	256	1.1432932743607334	0.003745318352059925	0.06273408239700375	0.018726591760299626	0.032303370786516857	55.14513108614232	0.03811559323684386	0.003745318352059925	0.06273408239700375	0.018726591760299626	0.032303370786516857	55.14513108614232	0.03811559323684386	3912879179	150.0	0.003745318352059925	0.06273408239700375	0.018726591760299626	0.032303370786516857	55.14513108614232	0.03811559323684386	0	COMPLETE
1	0.0749063670411985	2020-05-18 07:49:22.731960	2020-05-18 08:23:12.139303	0.3376841141934509	20.62396010990636	128	256	2	82	128	1.1606984099622621	0.009831460674157303	0.0749063670411985	0.024344569288389514	0.03838951310861423	55.98876404494382	0.04397590249075373	0.009831460674157303	0.0749063670411985	0.024344569288389514	0.03838951310861423	55.98876404494382	0.04397590249075373	941898500	350.0	0.009831460674157303	0.0749063670411985	0.024344569288389514	0.03838951310861423	55.98876404494382	0.04397590249075373	1	COMPLETE
2	0.06554307116104868	2020-05-18 08:23:12.158168	2020-05-18 08:31:44.654938	0.7659390161420939	10.506876948375211	256	64	1	96	128	1.2091191751831856	0.006086142322097378	0.06554307116104868	0.01638576779026217	0.028089887640449437	58.38389513108614	0.03761328263737743	0.006086142322097378	0.06554307116104868	0.01638576779026217	0.028089887640449437	58.38389513108614	0.03761328263737743	2816800132	150.0	0.006086142322097378	0.06554307116104868	0.01638576779026217	0.028089887640449437	58.38389513108614	0.03761328263737743	2	COMPLETE
3	0.06460674157303371	2020-05-18 08:31:44.669611	2020-05-18 08:35:52.200449	0.7454890859493258	26.05372720410834	128	256	2	22	256	1.1484141062486442	0.006086142322097378	0.06460674157303371	0.018726591760299626	0.03089887640449438	55.396067415730336	0.03956008026215681	0.006086142322097378	0.06460674157303371	0.018726591760299626	0.03089887640449438	55.396067415730336	0.03956008026215681	2736593809	150.0	0.006086142322097378	0.06460674157303371	0.018726591760299626	0.03089887640449438	55.396067415730336	0.03956008026215681	3	COMPLETE
4	0.06367041198501873	2020-05-18 08:35:52.212987	2020-05-18 08:51:48.406429	0.3233235632213611	16.586780564595312	256	256	2	55	256	1.158659590859043	0.006086142322097378	0.06367041198501873	0.019662921348314606	0.03136704119850187	55.88998127340824	0.039401361317881654	0.006086142322097378	0.06367041198501873	0.019662921348314606	0.03136704119850187	55.88998127340824	0.039401361317881654	832980397	150.0	0.006086142322097378	0.06367041198501873	0.019662921348314606	0.03136704119850187	55.88998127340824	0.039401361317881654	4	COMPLETE
5	0.625	2020-05-18 08:51:48.418896	2020-05-18 09:43:50.888815	0.7917567282925804	1.1399062241486464	64	64	2	54	128	0.2238466886599454	0.125	0.625	0.27153558052434457	0.38249063670411987	10.732677902621722	0.2648794473949134	0.125	0.625	0.27153558052434457	0.38249063670411987	10.732677902621722	0.2648794473949134	771774007		0.125	0.625	0.27153558052434457	0.38249063670411987	10.732677902621722	0.2648794473949134	5	COMPLETE
6	0.06835205992509363	2020-05-18 09:43:50.907146	2020-05-18 09:46:55.404232	0.2670701551004016	13.89348326552603	256	128	1	9	256	1.173366802522201	0.008426966292134831	0.06835205992509363	0.018726591760299626	0.030430711610486893	56.609082397003746	0.04060636349246833	0.008426966292134831	0.06835205992509363	0.018726591760299626	0.030430711610486893	56.609082397003746	0.04060636349246833	334615435	150.0	0.008426966292134831	0.06835205992509363	0.018726591760299626	0.030430711610486893	56.609082397003746	0.04060636349246833	6	COMPLETE
7	0.08707865168539326	2020-05-18 09:46:55.416736	2020-05-18 09:53:22.602462	0.8954242457905436	7.446352894291899	256	64	2	16	512	1.0986743889276414	0.0028089887640449437	0.08707865168539326	0.019194756554307114	0.03698501872659176	53.083333333333336	0.04076301952188955	0.0028089887640449437	0.08707865168539326	0.019194756554307114	0.03698501872659176	53.083333333333336	0.04076301952188955	2356332726	400.0	0.0028089887640449437	0.08707865168539326	0.019194756554307114	0.03698501872659176	53.083333333333336	0.04076301952188955	7	COMPLETE
8	0.07584269662921349	2020-05-18 09:53:22.615256	2020-05-18 10:07:02.017401	0.5868449258830049	15.1175253483797	64	64	2	85	128	1.178376459523561	0.008426966292134831	0.07584269662921349	0.02153558052434457	0.0351123595505618	56.87102059925093	0.042192432361122766	0.008426966292134831	0.07584269662921349	0.02153558052434457	0.0351123595505618	56.870318352059925	0.042192543468913365	1700354070	300.0	0.008426966292134831	0.07584269662921349	0.02153558052434457	0.0351123595505618	56.87172284644195	0.04219232266985999	8	COMPLETE
9	0.07069288389513109	2020-05-18 10:07:02.035706	2020-05-18 10:12:57.084131	0.8307869443700698	14.878217946618676	64	128	2	64	128	1.1517124689656766	0.008895131086142321	0.07069288389513109	0.02247191011235955	0.03323970037453183	55.55196629213483	0.042427190483666666	0.008895131086142321	0.07069288389513109	0.02247191011235955	0.03323970037453183	55.55196629213483	0.042427190483666666	2314711883	150.0	0.008895131086142321	0.07069288389513109	0.02247191011235955	0.03323970037453183	55.55196629213483	0.042427190483666666	9	COMPLETE
