number	value	datetime_start	datetime_complete	params_loss.margin	params_model.embedding_dim	params_model.relation_dim	params_negative_sampler.num_negs_per_pos	params_optimizer.lr	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.36891385767790263	2020-03-14 19:03:41.927814	2020-03-14 19:09:57.461922	8.611422631774538	256	64	51	0.010829569964031572	256	0.6258158359540563	0.075374531835206	0.36891385767790263	0.16526217228464418	0.24719101123595505	30.541432584269664	0.16849521268313153	0.075374531835206	0.36891385767790263	0.16526217228464418	0.24719101123595505	30.491573033707866	0.1685048078116999	3138871421	650	0.075374531835206	0.36891385767790263	0.16526217228464418	0.24719101123595505	30.59129213483146	0.16848603258980668	0	COMPLETE
1	0.35252808988764045	2020-03-14 19:09:57.480247	2020-03-14 19:12:19.388286	4.812335390856056	256	128	60	0.010718540458946409	256	0.5812977175428864	0.06741573033707865	0.35252808988764045	0.15917602996254682	0.22752808988764045	27.96324906367041	0.15991058431139177	0.06741573033707865	0.35252808988764045	0.15917602996254682	0.22752808988764045	27.9625468164794	0.1599107318648598	3222298638	250	0.06741573033707865	0.35252808988764045	0.15917602996254682	0.22752808988764045	27.96395131086142	0.15991043888125547	1	COMPLETE
2	0.1198501872659176	2020-03-14 19:12:19.401327	2020-03-14 19:14:36.828756	2.4926487362896106	256	128	63	0.08116449920097897	128	0.9358360696887451	0.01451310861423221	0.1198501872659176	0.04307116104868914	0.075374531835206	45.159176029962545	0.06367479005365417	0.01451310861423221	0.1203183520599251	0.04307116104868914	0.075374531835206	45.13202247191011	0.06369174101849506	1002660175	150	0.01451310861423221	0.1198501872659176	0.04307116104868914	0.075374531835206	45.18632958801498	0.06365882531566369	2	COMPLETE
3	0.25140449438202245	2020-03-14 19:14:36.840761	2020-03-14 19:17:39.026491	8.32151527359785	64	64	77	0.029253562447925822	256	0.7043464020154463	0.0299625468164794	0.25140449438202245	0.08754681647940075	0.13389513108614232	34.29775280898876	0.1049835236485652	0.0299625468164794	0.25140449438202245	0.08754681647940075	0.13389513108614232	34.296816479400746	0.1049836931775899	3285298017	300	0.0299625468164794	0.25140449438202245	0.08754681647940075	0.13389513108614232	34.298689138576776	0.10498335645321508	3	COMPLETE
4	0.2542134831460674	2020-03-14 19:17:39.036944	2020-03-14 19:20:42.148259	9.590329810597893	128	64	26	0.004344792448625502	128	0.6071341282824118	0.023876404494382022	0.2542134831460674	0.07631086142322098	0.12921348314606743	28.992041198501873	0.10222731378013197	0.023876404494382022	0.2542134831460674	0.07631086142322098	0.12921348314606743	28.992041198501873	0.10222731378013197	107124211	200	0.023876404494382022	0.2542134831460674	0.07631086142322098	0.12921348314606743	28.992041198501873	0.10222731378013197	4	COMPLETE
5	0.35580524344569286	2020-03-14 19:20:42.158683	2020-03-14 19:22:43.007548	7.763233667240267	256	128	60	0.012740407808437389	512	0.62673499015132	0.08239700374531835	0.35580524344569286	0.17837078651685392	0.24297752808988765	30.115168539325843	0.17354184176282	0.08239700374531835	0.35580524344569286	0.17837078651685392	0.24297752808988765	30.074906367041198	0.17354936516695385	2668739863	350	0.08239700374531835	0.35580524344569286	0.17837078651685392	0.24297752808988765	30.155430711610485	0.17353462094530478	5	COMPLETE
6	0.28370786516853935	2020-03-14 19:22:43.018333	2020-03-14 19:23:42.700696	6.111739166131301	128	256	1	0.003638213737135419	512	0.5849408745008768	0.06601123595505617	0.28370786516853935	0.1441947565543071	0.18820224719101122	28.067883895131086	0.1494681841593266	0.06601123595505617	0.28370786516853935	0.1441947565543071	0.18820224719101122	28.067883895131086	0.1494681841593266	2449639532	250	0.06601123595505617	0.28370786516853935	0.1441947565543071	0.18820224719101122	28.067883895131086	0.1494681841593266	6	COMPLETE
7	0.25046816479400746	2020-03-14 19:23:42.719800	2020-03-14 19:25:58.276609	7.479242471335856	128	128	94	0.005461119662982662	256	0.6843057880544344	0.028089887640449437	0.25046816479400746	0.07303370786516854	0.1301498127340824	32.77785580524345	0.10079240490199588	0.028089887640449437	0.25046816479400746	0.07303370786516854	0.1301498127340824	32.77715355805243	0.10079261066512248	1047809917	250	0.028089887640449437	0.25046816479400746	0.07303370786516854	0.1301498127340824	32.778558052434455	0.10079220262600017	7	COMPLETE
8	0.12640449438202248	2020-03-14 19:25:58.287927	2020-03-14 19:27:27.355621	7.467616576090942	64	128	11	0.09702000188377967	256	0.9681080937828548	0.019194756554307114	0.12640449438202248	0.04681647940074907	0.06975655430711611	46.738529962546814	0.06656347612659841	0.019662921348314606	0.12734082397003746	0.04681647940074907	0.06975655430711611	46.69428838951311	0.06674808746707042	1355307697	200	0.019194756554307114	0.12640449438202248	0.04681647940074907	0.06975655430711611	46.78277153558052	0.06645944486156542	8	COMPLETE
9	0.22705992509363296	2020-03-14 19:27:27.368225	2020-03-14 19:30:40.636101	9.671981245359165	64	256	61	0.0010191052342498224	256	0.7286653982506793	0.03089887640449438	0.22705992509363296	0.07958801498127341	0.11891385767790262	34.7940074906367	0.09960442323286416	0.03089887640449438	0.22705992509363296	0.0800561797752809	0.11891385767790262	34.79073033707865	0.09962803454397054	3773398757	350	0.03089887640449438	0.22705992509363296	0.07958801498127341	0.11891385767790262	34.797284644194754	0.09958643374151738	9	COMPLETE
