number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_model.relation_dim	params_training.batch_size	params_training.label_smoothing	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.10908239700374532	2020-04-09 22:32:48.977351	2020-04-09 22:33:27.133198	256	256	256	0.29952714618496756	0.937782310823167	0.0	0.10908239700374532	0.027153558052434457	0.04728464419475655	45.24578651685393	0.04890623344910233	0.0	0.10908239700374532	0.027153558052434457	0.04728464419475655	45.24578651685393	0.04890623344910233	3226814895	350.0	0.0	0.10908239700374532	0.027153558052434457	0.04728464419475655	45.24578651685393	0.04890623344910233	0	COMPLETE
1	0.2645131086142322	2020-04-09 22:33:27.162253	2020-04-09 22:34:44.577032	128	64	512	0.0027614601179318846	0.6507095740811571	0.007958801498127341	0.2645131086142322	0.07724719101123595	0.13249063670411984	31.422284644194757	0.09226954088209402	0.007958801498127341	0.2645131086142322	0.07724719101123595	0.13249063670411984	31.422284644194757	0.09226954088209402	3774146849	900.0	0.007958801498127341	0.2645131086142322	0.07724719101123595	0.13249063670411984	31.422284644194757	0.09226954088209402	1	COMPLETE
2	0.21348314606741572	2020-04-09 22:34:44.622941	2020-04-09 22:36:05.867038	128	64	128	0.007699022904281539	0.6248702460573812	0.00046816479400749064	0.21348314606741572	0.054775280898876406	0.10533707865168539	29.814840823970037	0.07805539145189137	0.00046816479400749064	0.21348314606741572	0.054775280898876406	0.10533707865168539	29.814606741573034	0.07805570671437892	2662802510	500.0	0.00046816479400749064	0.21348314606741572	0.054775280898876406	0.10533707865168539	29.81507490636704	0.07805508744877838	2	COMPLETE
3	0.24672284644194756	2020-04-09 22:36:05.899428	2020-04-09 22:37:17.971520	128	64	128	0.0027571271054445436	0.6440028735359761	0.004213483146067416	0.24672284644194756	0.06132958801498127	0.1198501872659176	31.064138576779026	0.08483165094290877	0.004213483146067416	0.24672284644194756	0.06132958801498127	0.1198501872659176	31.064138576779026	0.08483165094290877	4024913413	450.0	0.004213483146067416	0.24672284644194756	0.06132958801498127	0.1198501872659176	31.064138576779026	0.08483165094290877	3	COMPLETE
4	0.07911985018726592	2020-04-09 22:37:17.997744	2020-04-09 22:37:29.782160	128	256	512	0.801609925567631	1.0536918055095226	0.0	0.07911985018726592	0.015917602996254682	0.033707865168539325	50.83848314606742	0.04003509326040858	0.0	0.07911985018726592	0.015917602996254682	0.033707865168539325	50.83848314606742	0.04003509326040858	1510606826	150.0	0.0	0.07911985018726592	0.015917602996254682	0.033707865168539325	50.83848314606742	0.04003509326040858	4	COMPLETE
5	0.21161048689138576	2020-04-09 22:37:29.835571	2020-04-09 22:39:28.749211	64	128	256	0.008787956569048943	0.6587810794969372	0.0018726591760299626	0.21161048689138576	0.06320224719101124	0.10720973782771535	31.508895131086142	0.07989964369687397	0.0018726591760299626	0.21161048689138576	0.06320224719101124	0.10720973782771535	31.508895131086142	0.07989964369687397	275753573		0.0018726591760299626	0.21161048689138576	0.06320224719101124	0.10720973782771535	31.508895131086142	0.07989964369687397	5	COMPLETE
6	0.13717228464419476	2020-04-09 22:39:28.776475	2020-04-09 22:40:16.440441	64	256	512	0.0012445874069574848	0.8700852919115305	0.0	0.13717228464419476	0.03651685393258427	0.06741573033707865	41.931179775280896	0.057642925239165914	0.0	0.13717228464419476	0.03651685393258427	0.06741573033707865	41.931179775280896	0.057642925239165914	2323253654	500.0	0.0	0.13717228464419476	0.03651685393258427	0.06741573033707865	41.931179775280896	0.057642925239165914	6	COMPLETE
7	0.12125468164794008	2020-04-09 22:40:16.467479	2020-04-09 22:41:03.999407	64	128	512	0.2511064598013243	0.9226505134746517	0.0	0.12125468164794008	0.027153558052434457	0.050093632958801496	44.473314606741575	0.05113776986839135	0.0	0.12125468164794008	0.027153558052434457	0.050093632958801496	44.473314606741575	0.05113776986839135	3602736327	550.0	0.0	0.12125468164794008	0.027153558052434457	0.050093632958801496	44.473314606741575	0.05113776986839135	7	COMPLETE
8	0.12219101123595505	2020-04-09 22:41:04.021121	2020-04-09 22:41:35.605493	256	256	128	0.23496158432829242	0.9025471101807996	0.0	0.12219101123595505	0.024812734082397005	0.05383895131086142	43.50561797752809	0.05155021433566168	0.0	0.12219101123595505	0.024812734082397005	0.05383895131086142	43.50561797752809	0.05155021433566168	3820294430	250.0	0.0	0.12219101123595505	0.024812734082397005	0.05383895131086142	43.50561797752809	0.05155021433566168	8	COMPLETE
9	0.17696629213483145	2020-04-09 22:41:35.627302	2020-04-09 22:42:51.899783	64	128	512	0.007414181667228711	0.7423861022124744	0.0	0.17696629213483145	0.039794007490636704	0.07631086142322098	35.56554307116105	0.06610631970521567	0.0	0.17696629213483145	0.039794007490636704	0.07631086142322098	35.56554307116105	0.06610631970521567	2791917238	850.0	0.0	0.17696629213483145	0.039794007490636704	0.07631086142322098	35.56554307116105	0.06610631970521567	9	COMPLETE
10	0.225187265917603	2020-04-09 22:42:51.926846	2020-04-09 22:44:22.280526	128	64	256	0.0014624632220950203	0.6256013135504229	0.00046816479400749064	0.225187265917603	0.06741573033707865	0.11891385767790262	29.885299625468164	0.0829200251352939	0.00046816479400749064	0.225187265917603	0.06741573033707865	0.11891385767790262	29.885299625468164	0.0829200251352939	1879262871	800.0	0.00046816479400749064	0.225187265917603	0.06741573033707865	0.11891385767790262	29.885299625468164	0.0829200251352939	10	COMPLETE
11	0.14606741573033707	2020-04-09 22:44:22.307501	2020-04-09 22:45:06.348485	128	256	256	0.009431660453817582	0.8710298897586902	0.0	0.14606741573033707	0.03651685393258427	0.06835205992509363	41.962078651685395	0.05784570497197188	0.0	0.14606741573033707	0.03651685393258427	0.06835205992509363	41.962078651685395	0.05784570497197188	1729805088	400.0	0.0	0.14606741573033707	0.03651685393258427	0.06835205992509363	41.962078651685395	0.05784570497197188	11	COMPLETE
12	0.13295880149812733	2020-04-09 22:45:06.374380	2020-04-09 22:45:45.534396	64	128	512	0.015610710982781573	0.8460848615068789	0.0	0.13295880149812733	0.03136704119850187	0.06273408239700375	40.772940074906366	0.05611711874698731	0.0	0.13295880149812733	0.03136704119850187	0.06273408239700375	40.772940074906366	0.05611711874698731	2731284894	450.0	0.0	0.13295880149812733	0.03136704119850187	0.06273408239700375	40.772940074906366	0.05611711874698731	12	COMPLETE
13	0.13764044943820225	2020-04-09 22:45:45.560432	2020-04-09 22:46:46.523131	64	64	512	0.1077854692002879	0.8830627931983033	0.0	0.13764044943820225	0.025280898876404494	0.05711610486891386	42.57537453183521	0.053868128435987817	0.0	0.13764044943820225	0.025280898876404494	0.05711610486891386	42.57537453183521	0.053868128435987817	3187708772	700.0	0.0	0.13764044943820225	0.025280898876404494	0.05711610486891386	42.57537453183521	0.053868128435987817	13	COMPLETE
14	0.25280898876404495	2020-04-09 22:46:46.544561	2020-04-09 22:48:50.062680	256	256	256	0.011443347765673816	0.6849752186077267	0.0028089887640449437	0.25280898876404495	0.09082397003745318	0.14747191011235955	32.94662921348315	0.09159838568903496	0.0028089887640449437	0.25280898876404495	0.09082397003745318	0.14747191011235955	32.94662921348315	0.09159838568903496	267477149		0.0028089887640449437	0.25280898876404495	0.09082397003745318	0.14747191011235955	32.94662921348315	0.09159838568903496	14	COMPLETE
15	0.149812734082397	2020-04-09 22:48:50.086055	2020-04-09 22:49:21.976041	128	256	256	0.005871784034682153	0.8319925116584375	0.0	0.149812734082397	0.0351123595505618	0.07350187265917603	40.06647940074907	0.05884165555563293	0.0	0.149812734082397	0.0351123595505618	0.07350187265917603	40.06647940074907	0.05884165555563293	2974646667	300.0	0.0	0.149812734082397	0.0351123595505618	0.07350187265917603	40.06647940074907	0.05884165555563293	15	COMPLETE
