number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_model.scoring_fct_norm	params_optimizer.lr	params_training.batch_size	params_training.label_smoothing	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_failure	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	system_attrs_fail_reason	state
10		2020-05-07 07:45:57.859847	2020-05-07 07:46:16.505592	256	2	0.007403726221883584	256	0.011536607534137868														CUDA out of memory. Tried to allocate 9.29 GiB (GPU 0; 31.75 GiB total capacity; 18.76 GiB already allocated; 2.95 GiB free; 9.25 GiB cached; 0 bytes inactive)									10	Setting status of trial#10 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
11	0.43572946175637395	2020-05-07 07:46:16.512840	2020-05-07 08:58:02.807500	128	2	0.023800950688398666	512	0.24771849067879073	0.11963850897407909	0.000708215297450425	0.43572946175637395	0.27390226628895187	0.3636685552407932	2424.28328611898	0.15726434006093093	0.000708215297450425	0.43572946175637395	0.27390226628895187	0.3636685552407932	2424.281692634561	0.15726434010656865		457658922.0	200.0	0.000708215297450425	0.43572946175637395	0.27390226628895187	0.3636685552407932	2424.2848796033995	0.15726434001530895	11		COMPLETE
12	0.007436260623229462	2020-05-07 08:58:02.844795	2020-05-07 09:47:48.787858	128	1	0.033767018275786514	128	0.28495891400291934	0.8394820563725037	0.000708215297450425	0.007436260623229462	0.005311614730878187	0.006196883852691218	17016.43413597734	0.004214851924011022	0.000708215297450425	0.007436260623229462	0.005311614730878187	0.006196883852691218	17016.430417847027	0.004214855457998116		1626652337.0	150.0	0.000708215297450425	0.007436260623229462	0.005311614730878187	0.006196883852691218	17016.437854107648	0.0042148484111127265	12		COMPLETE
13	0.44458215297450426	2020-05-07 09:47:48.825045	2020-05-07 10:35:37.586192	64	1	0.0025199665520217666	512	0.09795563206687594	0.09651573961915351	0.000708215297450425	0.44458215297450426	0.26575779036827196	0.3597733711048159	1956.0425814447592	0.157238322164577	0.000708215297450425	0.44458215297450426	0.26575779036827196	0.3597733711048159	1956.0421388101984	0.15723832218239983		4057951417.0	200.0	0.000708215297450425	0.44458215297450426	0.26575779036827196	0.3597733711048159	1956.04302407932	0.15723832214675953	13		COMPLETE
14	0.01646600566572238	2020-05-07 10:35:37.628022	2020-05-07 12:02:55.153039	256	1	0.02435358233509711	512	0.3160089259165939	0.8415864915579768	0.000708215297450425	0.01646600566572238	0.010446175637393768	0.012570821529745042	17059.73132082153	0.007147284546595509	0.000708215297450425	0.01646600566572238	0.010446175637393768	0.012570821529745042	17059.728222379603	0.007147284645495922		59013551.0	150.0	0.000708215297450425	0.01646600566572238	0.010446175637393768	0.012570821529745042	17059.734419263455	0.0071472844477348165	14		COMPLETE
15	0.4440509915014164	2020-05-07 12:02:55.188335	2020-05-07 12:50:43.609526	64	2	0.0020935230996704133	128	0.04248629694616089	0.13274497495116155	0.000708215297450425	0.4440509915014164	0.27584985835694054	0.36756373937677056	2690.027885977337	0.15957084062330368	0.000708215297450425	0.4440509915014164	0.27584985835694054	0.36756373937677056	2690.0265580736545	0.1595708407565717		2792357481.0	200.0	0.000708215297450425	0.4440509915014164	0.27584985835694054	0.36756373937677056	2690.02921388102	0.15957084049016004	15		COMPLETE
16	0.44086402266288954	2020-05-07 12:50:43.647853	2020-05-07 13:38:42.739531	64	2	0.002041134220289752	128	0.001798537875549853	0.12803529814849723	0.000708215297450425	0.44086402266288954	0.2756728045325779	0.3636685552407932	2594.4878718130312	0.15933653936826442	0.000708215297450425	0.44086402266288954	0.2756728045325779	0.3636685552407932	2594.486898016997	0.15933653941526815		3802460564.0	200.0	0.000708215297450425	0.44086402266288954	0.2756728045325779	0.3636685552407932	2594.4888456090653	0.1593365393212878	16		COMPLETE
17	0.43643767705382436	2020-05-07 13:38:42.778892	2020-05-07 14:50:18.985176	128	2	0.011229142732120773	256	0.10622733337520898	0.11296620883980614	0.000708215297450425	0.43643767705382436	0.2754957507082153	0.36579320113314445	2289.017616855524	0.15869699235397025	0.000708215297450425	0.43643767705382436	0.2754957507082153	0.36579320113314445	2289.01664305949	0.15869699308813015		2888001521.0	200.0	0.000708215297450425	0.43643767705382436	0.2754957507082153	0.36579320113314445	2289.018590651558	0.15869699162109013	17		COMPLETE
18	0.3429532577903683	2020-05-07 14:50:19.021662	2020-05-07 16:00:58.340765	128	2	0.07988563851561654	512	0.0019974875033134036	0.12036253840326655	0.000708215297450425	0.3429532577903683	0.1643059490084986	0.23707507082152973	2439.3133852691217	0.11514200378913275	0.000708215297450425	0.3429532577903683	0.1643059490084986	0.23707507082152973	2439.3123229461758	0.11514201766278442		3965277275.0	200.0	0.000708215297450425	0.3429532577903683	0.1643059490084986	0.23707507082152973	2439.314447592068	0.11514199007479571	18		COMPLETE
19	0.4353753541076487	2020-05-07 16:00:58.379342	2020-05-07 16:48:58.653337	64	2	0.013211548305959943	256	0.01066956656651771	0.10397139977190926	0.000708215297450425	0.4353753541076487	0.27354815864022664	0.357471671388102	2106.779479461756	0.15712554647763632	0.000708215297450425	0.4353753541076487	0.27354815864022664	0.357471671388102	2106.778328611898	0.15712554681618243		657097294.0	200.0	0.000708215297450425	0.4353753541076487	0.27354815864022664	0.357471671388102	2106.780630311615	0.15712554613954452	19		COMPLETE
20	0.4309490084985836	2020-05-07 16:48:58.690392	2020-05-07 18:49:48.427835	256	2	0.010529266104220123	128	0.1785949917831498	0.10795904813592451	0.000708215297450425	0.4309490084985836	0.26788243626062325	0.3560552407932011	2187.5066395184135	0.15526036617319441	0.000708215297450425	0.4309490084985836	0.26788243626062325	0.3560552407932011	2187.505311614731	0.15526036735249463		648647882.0	200.0	0.000708215297450425	0.4309490084985836	0.26788243626062325	0.3560552407932011	2187.5079674220965	0.15526036499800194	20		COMPLETE
21		2020-05-07 18:49:48.477010	2020-05-07 18:50:06.789100	256	1	0.0057402931093904815	256	0.013545244727245428														CUDA out of memory. Tried to allocate 9.29 GiB (GPU 0; 31.75 GiB total capacity; 18.84 GiB already allocated; 2.87 GiB free; 9.25 GiB cached; 0 bytes inactive)									21	Setting status of trial#21 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
22	0.4373229461756374	2020-05-07 18:50:06.797161	2020-05-07 19:37:41.070703	64	2	0.00825715739123714	128	0.0053535636139631915	0.10367900840190347	0.000708215297450425	0.4373229461756374	0.26575779036827196	0.358356940509915	2100.7825779036825	0.15671103382185472	0.000708215297450425	0.4373229461756374	0.26575779036827196	0.358356940509915	2100.780630311615	0.15671103421804422		3420830721.0	200.0	0.000708215297450425	0.4373229461756374	0.26575779036827196	0.358356940509915	2100.7845254957506	0.15671103342630532	22		COMPLETE
23	0.4405099150141643	2020-05-07 19:37:41.108560	2020-05-07 20:25:22.706475	64	2	0.0043264451896345155	256	0.15027130802879762	0.1440789384403373	0.000708215297450425	0.4405099150141643	0.2754957507082153	0.3638456090651558	2919.9084631728047	0.1583906953994307	0.000708215297450425	0.4405099150141643	0.2754957507082153	0.3638456090651558	2919.9063385269124	0.15839069545213272		3744748348.0	200.0	0.000708215297450425	0.4405099150141643	0.2754957507082153	0.3638456090651558	2919.910587818697	0.158390695346762	23		COMPLETE
