number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_model.scoring_fct_norm	params_optimizer.lr	params_training.batch_size	params_training.label_smoothing	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_failure	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	system_attrs_fail_reason	state
0	0.44670679886685555	2020-05-06 20:15:00.456013	2020-05-06 22:16:18.201596	256	2	0.0019388417557766474	128	0.31915002520550506	0.14518206369893444	0.000708215297450425	0.44670679886685555	0.27638101983002833	0.3663243626062323	2942.132790368272	0.16008587639657246	0.000708215297450425	0.44670679886685555	0.27638101983002833	0.3663243626062323	2942.130311614731	0.16008587641157002		2087885570.0	200.0	0.000708215297450425	0.44670679886685555	0.27638101983002833	0.3663243626062323	2942.135269121813	0.1600858763815774	0		COMPLETE
1	0.4428116147308782	2020-05-06 22:16:18.257121	2020-05-06 23:36:00.557494	64	2	0.0024087468953417806	512	0.013406321357544998	0.1449378255600059	0.000708215297450425	0.4428116147308782	0.2777974504249292	0.36597025495750707	2937.3166607648727	0.1598499743584225	0.000708215297450425	0.4428116147308782	0.2777974504249292	0.36597025495750707	2937.3151558073655	0.15984997441294163		2755034113.0	300.0	0.000708215297450425	0.4428116147308782	0.2777974504249292	0.36597025495750707	2937.3181657223795	0.15984997430392145	1		COMPLETE
2	0.40439093484419264	2020-05-06 23:36:00.594483	2020-05-07 00:54:47.275125	64	2	0.02040720157619847	128	0.0047394143402451246	0.09002219137410297	0.000708215297450425	0.40439093484419264	0.22078611898016998	0.3094900849858357	1824.1539483002832	0.14143699403146945	0.000708215297450425	0.40439093484419264	0.22078611898016998	0.3094900849858357	1824.1041076487252	0.141438982597013		3528869000.0	300.0	0.000708215297450425	0.40439093484419264	0.22078611898016998	0.3094900849858357	1824.2037889518413	0.14143520869247003	2		COMPLETE
3	0.4461756373937677	2020-05-07 00:54:47.315596	2020-05-07 02:08:58.100113	128	1	0.0016504554262992677	512	0.04805124516703569	0.08236788028723374	0.000708215297450425	0.4461756373937677	0.2386685552407932	0.3443696883852691	1669.103045325779	0.15126972652991272	0.000708215297450425	0.4461756373937677	0.2386685552407932	0.3443696883852691	1669.1019830028329	0.15126972653409068		1851492364.0	200.0	0.000708215297450425	0.4461756373937677	0.2386685552407932	0.3443696883852691	1669.1041076487252	0.15126972652573517	3		COMPLETE
4	0.4534348441926346	2020-05-07 02:08:58.138413	2020-05-07 03:45:54.728896	128	1	0.0011151203404266724	512	0.0015531106825055867	0.08658574571207864	0.000708215297450425	0.4534348441926346	0.27000708215297453	0.3677407932011331	1754.5866678470254	0.15920766683536233	0.000708215297450425	0.4534348441926346	0.27000708215297453	0.3677407932011331	1754.5856940509916	0.15920766713407025		1233015470.0	250.0	0.000708215297450425	0.4534348441926346	0.27000708215297453	0.3677407932011331	1754.5876416430594	0.15920766653717278	4		COMPLETE
5	0.44298866855524077	2020-05-07 03:45:54.781731	2020-05-07 04:56:32.969721	128	2	0.007313463636084285	512	0.01071194458238773	0.11430386429529472	0.000708215297450425	0.44298866855524077	0.27638101983002833	0.3661473087818697	2316.191926345609	0.15990648677644767	0.000708215297450425	0.44298866855524077	0.27638101983002833	0.3661473087818697	2316.1901558073655	0.15990648690531928		3384457413.0	200.0	0.000708215297450425	0.44298866855524077	0.27638101983002833	0.3661473087818697	2316.1936968838527	0.15990648664768103	5		COMPLETE
6		2020-05-07 04:56:33.003699	2020-05-07 04:56:51.596761	256	2	0.011457174432749736	256	0.0038224425857330763														CUDA out of memory. Tried to allocate 9.29 GiB (GPU 0; 31.75 GiB total capacity; 18.76 GiB already allocated; 2.95 GiB free; 9.25 GiB cached; 0 bytes inactive)									6	Setting status of trial#6 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
7	0.3234773371104816	2020-05-07 04:56:51.603598	2020-05-07 06:55:45.531781	128	2	0.054382625113570955	256	0.029096198456250114	0.13394179833214429	0.000708215297450425	0.3234773371104816	0.141643059490085	0.2188385269121813	2714.5339943342774	0.10585973649442426	0.000708215297450425	0.3234773371104816	0.141643059490085	0.2190155807365439	2714.471671388102	0.1058683320235688		151183894.0	300.0	0.000708215297450425	0.3234773371104816	0.141643059490085	0.2188385269121813	2714.596317280453	0.10585317350391399	7		COMPLETE
8		2020-05-07 06:55:45.572429	2020-05-07 06:56:04.384816	256	2	0.0031967581877869957	256	0.1289602026718098														CUDA out of memory. Tried to allocate 9.29 GiB (GPU 0; 31.75 GiB total capacity; 18.76 GiB already allocated; 2.95 GiB free; 9.25 GiB cached; 0 bytes inactive)									8	Setting status of trial#8 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
9	0.008144475920679886	2020-05-07 06:56:04.392540	2020-05-07 07:45:57.816814	128	1	0.019706843076418623	128	0.469553486962106	0.8684350606989661	0.000708215297450425	0.008144475920679886	0.004603399433427762	0.0056657223796034	17603.789925637393	0.0038115130821742985	0.000708215297450425	0.008144475920679886	0.004603399433427762	0.0056657223796034	17603.787535410764	0.003811513099092366		486852829.0	150.0	0.000708215297450425	0.008144475920679886	0.004603399433427762	0.0056657223796034	17603.792315864022	0.0038115130652586547	9		COMPLETE
