number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_model.relation_dim	params_model.scoring_fct_norm	params_negative_sampler.num_negs_per_pos	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.6577715355805244	2020-05-18 12:35:28.854139	2020-05-18 13:16:50.076107	256	64	1	9	128	0.21834832783491953	0.10112359550561797	0.6577715355805244	0.2705992509363296	0.4058988764044944	10.430711610486892	0.2549755250984019	0.10112359550561797	0.6577715355805244	0.2705992509363296	0.4058988764044944	10.430711610486892	0.2549755250984019	4029715581	950.0	0.10112359550561797	0.6577715355805244	0.2705992509363296	0.4058988764044944	10.430711610486892	0.2549755250984019	0	COMPLETE
1	0.28370786516853935	2020-05-18 13:16:50.093340	2020-05-18 13:46:42.302338	256	64	2	45	512	0.5414345803363633	0.0	0.28370786516853935	0.040262172284644196	0.10346441947565543	25.976591760299627	0.08258457768610705	0.0	0.28370786516853935	0.040262172284644196	0.10346441947565543	25.976591760299627	0.08258457768610705	2146709892		0.0	0.28370786516853935	0.040262172284644196	0.10346441947565543	25.976591760299627	0.08258457768610705	1	COMPLETE
2	0.1198501872659176	2020-05-18 13:46:42.315077	2020-05-18 14:38:38.764281	64	64	2	77	128	0.9530667649104159	0.0	0.1198501872659176	0.01638576779026217	0.04400749063670412	45.90074906367041	0.04692906564935604	0.0	0.1198501872659176	0.01638576779026217	0.04400749063670412	45.90074906367041	0.04692906564935604	2840378287		0.0	0.1198501872659176	0.01638576779026217	0.04400749063670412	45.90074906367041	0.04692906564935604	2	COMPLETE
3	0.05945692883895131	2020-05-18 14:38:38.776727	2020-05-18 14:46:07.692162	256	128	1	54	512	1.1171565945591597	0.0	0.05945692883895131	0.01451310861423221	0.026685393258426966	53.95177902621723	0.035203551611700766	0.0	0.05945692883895131	0.01451310861423221	0.026685393258426966	53.95177902621723	0.035203551611700766	3345815940	150.0	0.0	0.05945692883895131	0.01451310861423221	0.026685393258426966	53.95177902621723	0.035203551611700766	3	COMPLETE
4	0.060861423220973786	2020-05-18 14:46:07.704699	2020-05-18 14:50:21.588562	256	64	2	70	512	1.1070083751803619	0.0	0.060861423220973786	0.008426966292134831	0.02153558052434457	53.46488764044944	0.03364483217677901	0.0	0.060861423220973786	0.008426966292134831	0.02153558052434457	53.46488764044944	0.03364483217677901	143208149	150.0	0.0	0.060861423220973786	0.008426966292134831	0.02153558052434457	53.46488764044944	0.03364483217677901	4	COMPLETE
5	0.33614232209737827	2020-05-18 14:50:21.601795	2020-05-18 15:06:15.267687	128	64	2	20	512	0.38257090962223345	0.0	0.33614232209737827	0.06320224719101124	0.13108614232209737	18.352059925093634	0.10215173941951375	0.0	0.33614232209737827	0.06320224719101124	0.13108614232209737	18.352059925093634	0.10215173941951375	2433468871		0.0	0.33614232209737827	0.06320224719101124	0.13108614232209737	18.352059925093634	0.10215173941951375	5	COMPLETE
6	0.1999063670411985	2020-05-18 15:06:15.279888	2020-05-18 16:12:13.679653	256	128	1	52	256	0.7276159976626492	0.0	0.1999063670411985	0.02762172284644195	0.07162921348314606	34.9559925093633	0.06461819432203422	0.0	0.1999063670411985	0.02762172284644195	0.07162921348314606	34.9559925093633	0.06461819432203422	2929390071		0.0	0.1999063670411985	0.02762172284644195	0.07162921348314606	34.9559925093633	0.06461819432203422	6	COMPLETE
7	0.05290262172284644	2020-05-18 16:12:13.690034	2020-05-18 16:16:15.248863	64	128	1	83	256	1.159283894068851	0.0	0.05290262172284644	0.007958801498127341	0.02153558052434457	55.940074906367045	0.032337496436571044	0.0	0.05290262172284644	0.007958801498127341	0.02153558052434457	55.940074906367045	0.032337496436571044	438752440	150.0	0.0	0.05290262172284644	0.007958801498127341	0.02153558052434457	55.940074906367045	0.032337496436571044	7	COMPLETE
8	0.15730337078651685	2020-05-18 16:16:15.264945	2020-05-18 16:42:12.973228	64	64	1	42	256	0.7118368246610022	0.0	0.15730337078651685	0.03604868913857678	0.06975655430711611	34.30477528089887	0.06278324663951136	0.0	0.15730337078651685	0.03604868913857678	0.06975655430711611	34.30477528089887	0.06278324663951136	2903006130		0.0	0.15730337078651685	0.03604868913857678	0.06975655430711611	34.30477528089887	0.06278324663951136	8	COMPLETE
9	0.05571161048689138	2020-05-18 16:42:12.985471	2020-05-18 16:45:19.400300	64	64	2	78	256	1.156255753499836	0.0	0.05571161048689138	0.012172284644194757	0.024812734082397005	55.78885767790262	0.03330814189959356	0.0	0.05571161048689138	0.012172284644194757	0.024812734082397005	55.78885767790262	0.03330814189959356	1520150521	150.0	0.0	0.05571161048689138	0.012172284644194757	0.024812734082397005	55.78885767790262	0.03330814189959356	9	COMPLETE
