number	value	datetime_start	datetime_complete	params_loss.adversarial_temperature	params_loss.margin	params_model.c_max	params_model.c_min	params_model.embedding_dim	params_negative_sampler.num_negs_per_pos	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.822565543071161	2020-04-09 04:42:41.737122	2020-04-09 04:47:35.021199	0.4925307764247605	26.683038732551715	2.738225157277058	0.0481086009757267	256	74	128	0.13833927780682787	0.1441947565543071	0.822565543071161	0.4232209737827715	0.5917602996254682	6.63998127340824	0.3439735287751864	0.1441947565543071	0.822565543071161	0.4232209737827715	0.5917602996254682	6.63998127340824	0.3439735287751864	3202630168	450.0	0.1441947565543071	0.822565543071161	0.4232209737827715	0.5917602996254682	6.63998127340824	0.3439735287751864	0	COMPLETE
1	0.13108614232209737	2020-04-09 04:47:35.054129	2020-04-09 04:48:07.109396	0.6094363677808545	20.250358994142164	1.237792939254273	0.05228745695856388	64	36	512	0.7613019751566236	0.00749063670411985	0.13108614232209737	0.02855805243445693	0.054307116104868915	36.254447565543074	0.06030885313558044	0.00749063670411985	0.13108614232209737	0.02855805243445693	0.054307116104868915	36.25421348314607	0.06030895798771795	3913922756	200.0	0.00749063670411985	0.13108614232209737	0.02855805243445693	0.054307116104868915	36.254681647940075	0.06030875046786245	1	COMPLETE
2	0.8721910112359551	2020-04-09 04:48:07.136310	2020-04-09 04:50:37.847640	0.6737625030710251	28.68400213939058	4.317573140089086	0.08903899923996307	64	32	256	0.12161182882857234	0.1947565543071161	0.8721910112359551	0.45692883895131087	0.6282771535580525	5.839419475655431	0.3865727003438447	0.1947565543071161	0.8721910112359551	0.45692883895131087	0.6282771535580525	5.839419475655431	0.3865727003438447	1329942278	450.0	0.1947565543071161	0.8721910112359551	0.45692883895131087	0.6282771535580525	5.839419475655431	0.3865727003438447	2	COMPLETE
3	0.11750936329588015	2020-04-09 04:50:37.880018	2020-04-09 04:51:17.860901	0.804642763359381	9.851342372607947	5.481122220297154	0.06363290435746888	64	95	256	0.7856460106559098	0.0046816479400749065	0.11750936329588015	0.025280898876404494	0.047752808988764044	37.39747191011236	0.05641638186192836	0.0046816479400749065	0.11750936329588015	0.025280898876404494	0.047752808988764044	37.39747191011236	0.05641638186192836	3956079822	150.0	0.0046816479400749065	0.11750936329588015	0.025280898876404494	0.047752808988764044	37.39747191011236	0.05641638186192836	3	COMPLETE
4	0.8080524344569289	2020-04-09 04:51:17.882226	2020-04-09 04:55:18.560273	0.5143084326618474	29.37750020532434	2.3901272260376754	0.07009514550590157	256	44	128	0.14391105121510864	0.12874531835205993	0.8080524344569289	0.38764044943820225	0.5444756554307116	6.906835205992509	0.3212756242770913	0.12874531835205993	0.8080524344569289	0.38764044943820225	0.5444756554307116	6.906835205992509	0.3212756242770913	1194359181	400.0	0.12874531835205993	0.8080524344569289	0.38764044943820225	0.5444756554307116	6.906835205992509	0.3212756242770913	4	COMPLETE
5	0.8281835205992509	2020-04-09 04:55:18.587474	2020-04-09 05:00:41.455696	0.9878891980421111	28.750163655302476	5.020350973890681	0.013563128542265808	256	25	256	0.1386767623750737	0.1601123595505618	0.8281835205992509	0.43773408239700373	0.6006554307116105	6.6540262172284645	0.3566191429875969	0.1601123595505618	0.8281835205992509	0.43773408239700373	0.6006554307116105	6.6540262172284645	0.3566191429875969	443812029	900.0	0.1601123595505618	0.8281835205992509	0.43773408239700373	0.6006554307116105	6.6540262172284645	0.3566191429875969	5	COMPLETE
6	0.06367041198501873	2020-04-09 05:00:41.483148	2020-04-09 05:01:06.385559	0.30862279230334944	25.95541474739895	7.418401223870509	0.02609830505523266	128	56	512	0.952065844026007	0.0009363295880149813	0.06367041198501873	0.007958801498127341	0.02247191011235955	45.454588014981276	0.03856928841273139	0.0009363295880149813	0.06367041198501873	0.007958801498127341	0.02247191011235955	45.454588014981276	0.03856928841273139	3324473102	150.0	0.0009363295880149813	0.06367041198501873	0.007958801498127341	0.02247191011235955	45.454588014981276	0.03856928841273139	6	COMPLETE
7	0.8478464419475655	2020-04-09 05:01:06.412690	2020-04-09 05:04:34.714533	0.7098251522313687	5.619436126923852	6.3305658203739945	0.023562749707435708	64	52	256	0.12279303553985076	0.21254681647940074	0.8478464419475655	0.49719101123595505	0.6601123595505618	5.909176029962547	0.4082158142949369	0.21254681647940074	0.8478464419475655	0.49719101123595505	0.6601123595505618	5.909176029962547	0.4082158142949369	3211319904	600.0	0.21254681647940074	0.8478464419475655	0.49719101123595505	0.6601123595505618	5.909176029962547	0.4082158142949369	7	COMPLETE
8	0.06320224719101124	2020-04-09 05:04:34.741566	2020-04-09 05:04:57.208104	0.7243217442880672	26.801437351835997	9.298587288239759	0.019052871896229572	256	3	512	0.9585757255458276	0.0028089887640449437	0.06320224719101124	0.011704119850187267	0.020131086142322098	45.73010299625468	0.039448707049237586	0.0028089887640449437	0.06320224719101124	0.011704119850187267	0.020131086142322098	45.72986891385768	0.0394492779819132	1063116563	150.0	0.0028089887640449437	0.06320224719101124	0.011704119850187267	0.020131086142322098	45.73033707865169	0.03944816330383223	8	COMPLETE
9	0.8061797752808989	2020-04-09 05:04:57.230578	2020-04-09 05:09:36.154372	0.7281442053394237	3.6825913577674005	9.327798675421548	0.04126438577775495	64	56	128	0.1411896054711444	0.19709737827715357	0.8061797752808989	0.47237827715355807	0.6123595505617978	6.796816479400749	0.38649072907269433	0.19709737827715357	0.8061797752808989	0.47237827715355807	0.6123595505617978	6.796816479400749	0.38649072907269433	4184233662	450.0	0.19709737827715357	0.8061797752808989	0.47237827715355807	0.6123595505617978	6.796816479400749	0.38649072907269433	9	COMPLETE
