number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_model.relation_dim	params_model.scoring_fct_norm	params_negative_sampler.num_negs_per_pos	params_optimizer.lr	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.397940074906367	2020-04-02 18:34:35.064019	2020-04-02 18:40:40.624205	256	128	2	35	0.0018345684456473048	256	0.40161547798328523	0.0009363295880149813	0.397940074906367	0.09550561797752809	0.20365168539325842	19.194756554307116	0.11581194302730767	0.0009363295880149813	0.397940074906367	0.09550561797752809	0.20365168539325842	19.194756554307116	0.11581194302730767	3630007251	200	0.0009363295880149813	0.397940074906367	0.09550561797752809	0.20365168539325842	19.194756554307116	0.11581194302730767	0	COMPLETE
1	0.545880149812734	2020-04-02 18:40:40.698879	2020-04-02 18:42:51.157295	64	64	1	19	0.031774419103487675	256	0.29459125900288785	0.020599250936329586	0.545880149812734	0.16713483146067415	0.29681647940074907	14.07865168539326	0.1675342369863376	0.020599250936329586	0.545880149812734	0.16713483146067415	0.29681647940074907	14.07865168539326	0.1675342369863376	3718094958	200	0.020599250936329586	0.545880149812734	0.16713483146067415	0.29681647940074907	14.07865168539326	0.1675342369863376	1	COMPLETE
2	0.449438202247191	2020-04-02 18:42:51.209626	2020-04-02 18:45:01.345843	128	64	1	30	0.052815018156252974	512	0.36913141321690845	0.0018726591760299626	0.449438202247191	0.11095505617977527	0.22752808988764045	17.6624531835206	0.12814885878947868	0.0018726591760299626	0.449438202247191	0.11095505617977527	0.22752808988764045	17.6624531835206	0.12814885878947868	601865765	200	0.0018726591760299626	0.449438202247191	0.11095505617977527	0.22752808988764045	17.6624531835206	0.12814885878947868	2	COMPLETE
3	0.32724719101123595	2020-04-02 18:45:01.367990	2020-04-02 18:57:33.497394	128	256	2	76	0.0011188177319097882	128	0.6765053927643776	0.0009363295880149813	0.32724719101123595	0.07911985018726592	0.17134831460674158	32.385299625468164	0.09644227915814547	0.0009363295880149813	0.32724719101123595	0.07911985018726592	0.17134831460674158	32.385299625468164	0.09644227915814547	3859514973	200	0.0009363295880149813	0.32724719101123595	0.07911985018726592	0.17134831460674158	32.385299625468164	0.09644227915814547	3	COMPLETE
4	0.6474719101123596	2020-04-02 18:57:33.539004	2020-04-02 18:58:52.050077	64	128	2	9	0.012833620957038399	512	0.22564026951695676	0.1104868913857678	0.6474719101123596	0.28370786516853935	0.40636704119850187	10.752808988764045	0.2644810731193479	0.1104868913857678	0.6474719101123596	0.28370786516853935	0.40636704119850187	10.752808988764045	0.2644810731193479	2214394513	200	0.1104868913857678	0.6474719101123596	0.28370786516853935	0.40636704119850187	10.752808988764045	0.2644810731193479	4	COMPLETE
5	0.5617977528089888	2020-04-02 18:58:52.108194	2020-04-02 19:01:41.252680	128	64	1	15	0.016536207587340337	256	0.27502626885506515	0.04447565543071161	0.5617977528089888	0.1947565543071161	0.31741573033707865	13.121722846441948	0.19031977200101904	0.04447565543071161	0.5617977528089888	0.1947565543071161	0.31741573033707865	13.121722846441948	0.19031977200101904	4137909362	250	0.04447565543071161	0.5617977528089888	0.1947565543071161	0.31741573033707865	13.121722846441948	0.19031977200101904	5	COMPLETE
6	0.301498127340824	2020-04-02 19:01:41.277508	2020-04-02 19:23:59.894407	256	128	1	86	0.08183718072084288	128	0.595341405925456	0.0	0.301498127340824	0.0852059925093633	0.15730337078651685	28.588483146067414	0.0966886732783666	0.0	0.301498127340824	0.0852059925093633	0.15730337078651685	28.588483146067414	0.0966886732783666	2778073669	300	0.0	0.301498127340824	0.0852059925093633	0.15730337078651685	28.588483146067414	0.0966886732783666	6	COMPLETE
7	0.3904494382022472	2020-04-02 19:23:59.931984	2020-04-02 19:26:24.873103	64	64	1	43	0.00516615395874046	256	0.4286001071304236	0.0014044943820224719	0.3904494382022472	0.08567415730337079	0.19054307116104868	20.496722846441948	0.11250626718325422	0.0014044943820224719	0.3904494382022472	0.08567415730337079	0.19054307116104868	20.496722846441948	0.11250626718325422	617263475	200	0.0014044943820224719	0.3904494382022472	0.08567415730337079	0.19054307116104868	20.496722846441948	0.11250626718325422	7	COMPLETE
8	0.3061797752808989	2020-04-02 19:26:24.911657	2020-04-02 19:33:36.384397	64	256	2	90	0.031987367273611345	512	0.6756674086584358	0.0	0.3061797752808989	0.08052434456928839	0.1605805243445693	32.36704119850187	0.09372567531017001	0.0	0.3061797752808989	0.08052434456928839	0.1605805243445693	32.36704119850187	0.09372567531017001	2224808843	200	0.0	0.3061797752808989	0.08052434456928839	0.1605805243445693	32.36704119850187	0.09372567531017001	8	COMPLETE
9	0.31647940074906367	2020-04-02 19:33:36.411164	2020-04-02 19:38:23.526058	64	128	1	82	0.05498686400091702	512	0.6343368384952235	0.0	0.31647940074906367	0.08146067415730338	0.17088014981273408	30.409410112359552	0.0959939540643054	0.0	0.31647940074906367	0.08146067415730338	0.17088014981273408	30.40917602996255	0.09599403360300639	573511812	250	0.0	0.31647940074906367	0.08146067415730338	0.17088014981273408	30.409644194756556	0.09599387597176262	9	COMPLETE
