number	value	datetime_start	datetime_complete	params_loss.adversarial_temperature	params_loss.margin	params_model.embedding_dim	params_model.feature_map_dropout	params_model.input_dropout	params_model.output_channels	params_model.output_dropout	params_negative_sampler.num_negs_per_pos	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_failure	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	system_attrs_fail_reason	state
18	0.8380149812734082	2020-05-15 15:02:14.935765	2020-05-15 15:15:51.325816	0.755177309580185	16.3326174719089	64	0.15664958279199914	0.4091161279067257	52	0.46836990102260045	56	128	0.12397487556443232	0.23782771535580524	0.8380149812734082	0.5014044943820225	0.6413857677902621	5.992041198501872	0.4207740764899916	0.23782771535580524	0.8380149812734082	0.5014044943820225	0.6413857677902621	5.992041198501872	0.4207740764899916		3089450966.0	500.0	0.23782771535580524	0.8380149812734082	0.5014044943820225	0.6413857677902621	5.992041198501872	0.4207740764899916	18		COMPLETE
19	0.9082397003745318	2020-05-15 15:15:51.347806	2020-05-15 15:34:13.112338	0.5501251960986625	1.4963274361316223	256	0.19035951442032134	0.1224595128428494	53	0.0981166443470452	43	128	0.10104847546537801	0.31835205992509363	0.9082397003745318	0.6320224719101124	0.774812734082397	4.883426966292135	0.5108613284205307	0.31835205992509363	0.9082397003745318	0.6320224719101124	0.774812734082397	4.883426966292135	0.5108613284205307		2946089917.0	300.0	0.31835205992509363	0.9082397003745318	0.6320224719101124	0.774812734082397	4.883426966292135	0.5108613284205307	19		COMPLETE
20	0.9339887640449438	2020-05-15 15:34:13.133892	2020-05-15 16:15:38.191609	0.29438002206856984	7.827038868345248	256	0.22710472193405146	0.054800627417417536	57	0.28645435175651746	78	128	0.08835075736614398	0.2949438202247191	0.9339887640449438	0.6451310861423221	0.7991573033707865	4.2687265917602994	0.5041853962383805	0.2949438202247191	0.9339887640449438	0.6451310861423221	0.7991573033707865	4.2687265917602994	0.5041853962383805		2931491198.0	400.0	0.2949438202247191	0.9339887640449438	0.6451310861423221	0.7991573033707865	4.2687265917602994	0.5041853962383805	20		COMPLETE
21		2020-05-15 16:15:38.231572	2020-05-15 16:15:39.111300	0.6988634221499366	3.683601799699519	256	0.03840675039608421	0.4895707441954523	32	0.17812650835196453	87	512														The current model can't be trained on this hardware with these parameters.									21	Setting status of trial#21 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
22	0.9367977528089888	2020-05-15 16:15:39.123012	2020-05-15 16:24:46.306579	0.3016514475079513	23.299109486349476	256	0.19370343402523776	0.4919158163907871	23	0.43654564498210696	23	256	0.08619700280046055	0.3267790262172285	0.9367977528089888	0.6577715355805244	0.800561797752809	4.156367041198502	0.5270101677595007	0.3267790262172285	0.9367977528089888	0.6577715355805244	0.800561797752809	4.156367041198502	0.5270101677595007		1779842230.0	450.0	0.3267790262172285	0.9367977528089888	0.6577715355805244	0.800561797752809	4.156367041198502	0.5270101677595007	22		COMPLETE
23	0.8544007490636704	2020-05-15 16:24:46.334287	2020-05-15 16:31:03.516394	0.7711200129401782	24.201109673565174	256	0.15126266665002913	0.1574926107495463	49	0.014501485777610235	23	128	0.1275218684166977	0.22612359550561797	0.8544007490636704	0.528558052434457	0.677434456928839	6.175561797752809	0.4239786079860616	0.22612359550561797	0.8544007490636704	0.528558052434457	0.677434456928839	6.175561797752809	0.4239786079860616		145972048.0	200.0	0.22612359550561797	0.8544007490636704	0.528558052434457	0.677434456928839	6.175561797752809	0.4239786079860616	23		COMPLETE
24	0.8033707865168539	2020-05-15 16:31:03.538185	2020-05-15 16:35:13.156714	0.1843960561009775	20.155091520319566	128	0.10509338396751217	0.34366341730904637	51	0.4281007520890496	18	256	0.14455243062283774	0.23782771535580524	0.8033707865168539	0.5042134831460674	0.6320224719101124	6.932116104868914	0.4173742261673627	0.23782771535580524	0.8033707865168539	0.5042134831460674	0.6320224719101124	6.932116104868914	0.4173742261673627		940928852.0	300.0	0.23782771535580524	0.8033707865168539	0.5042134831460674	0.6320224719101124	6.932116104868914	0.4173742261673627	24		COMPLETE
25	0.8913857677902621	2020-05-15 16:35:13.185565	2020-05-15 16:47:48.269399	0.7954618910321424	23.80060460159941	128	0.274533150200987	0.06765780563659868	30	0.0033122016119767617	86	512	0.10796434808285273	0.25749063670411987	0.8913857677902621	0.5931647940074907	0.7378277153558053	5.236423220973783	0.4637134492202625	0.25749063670411987	0.8913857677902621	0.5931647940074907	0.7378277153558053	5.236423220973783	0.4637134492202625		2351141124.0	400.0	0.25749063670411987	0.8913857677902621	0.5931647940074907	0.7378277153558053	5.236423220973783	0.4637134492202625	25		COMPLETE
26	0.8773408239700374	2020-05-15 16:47:48.304769	2020-05-15 16:53:53.339456	0.9939280198478715	15.368469578081198	64	0.49204707515061014	0.27824665164572704	20	0.4712558661590039	46	512	0.11588648045854119	0.23923220973782772	0.8773408239700374	0.5589887640449438	0.7116104868913857	5.580524344569288	0.4431386107610089	0.23923220973782772	0.8773408239700374	0.5589887640449438	0.7116104868913857	5.580524344569288	0.4431386107610089		1818769017.0	600.0	0.23923220973782772	0.8773408239700374	0.5589887640449438	0.7116104868913857	5.580524344569288	0.4431386107610089	26		COMPLETE
27	0.9264981273408239	2020-05-15 16:53:53.367282	2020-05-15 17:06:46.872213	0.23154297343588526	15.28180605556103	256	0.39265821185524336	0.07291678352912889	49	0.1878199893379905	24	128	0.08852326875109547	0.3403558052434457	0.9264981273408239	0.6807116104868914	0.8071161048689138	4.287921348314606	0.5409052242196601	0.3403558052434457	0.9264981273408239	0.6807116104868914	0.8071161048689138	4.287921348314606	0.5409052242196601		3520391374.0	350.0	0.3403558052434457	0.9264981273408239	0.6807116104868914	0.8071161048689138	4.287921348314606	0.5409052242196601	27		COMPLETE
28	0.9124531835205992	2020-05-15 17:06:46.900227	2020-05-15 17:24:22.114894	0.5049330271421147	29.930790684873404	256	0.34573971149357396	0.23023794333107445	16	0.2372008544058437	72	512	0.09920613753630288	0.26825842696629215	0.9124531835205992	0.6044007490636704	0.7607677902621723	4.786985018726591	0.47587849172876046	0.26825842696629215	0.9124531835205992	0.6044007490636704	0.7607677902621723	4.786985018726591	0.47587849172876046		1272484169.0	450.0	0.26825842696629215	0.9124531835205992	0.6044007490636704	0.7607677902621723	4.786985018726591	0.47587849172876046	28		COMPLETE
29	0.9410112359550562	2020-05-15 17:24:22.140341	2020-05-15 17:40:54.510761	0.5111516917583208	3.5236680618675438	128	0.22547682018430187	0.18432044548133553	57	0.4466601628683159	76	128	0.08127789459041275	0.35814606741573035	0.9410112359550562	0.6886704119850188	0.8249063670411985	3.921816479400749	0.5542440837337681	0.35814606741573035	0.9410112359550562	0.6886704119850188	0.8249063670411985	3.921816479400749	0.5542440837337681		2740006972.0	350.0	0.35814606741573035	0.9410112359550562	0.6886704119850188	0.8249063670411985	3.921816479400749	0.5542440837337681	29		COMPLETE
30	0.9550561797752809	2020-05-15 17:40:54.537105	2020-05-15 17:50:48.816852	0.7353165913713505	4.218489117470439	128	0.3191192478328294	0.23397508826541225	59	0.2813845723494864	38	256	0.0750135676194094	0.4054307116104869	0.9550561797752809	0.7317415730337079	0.8515917602996255	3.62312734082397	0.5935775501568158	0.4054307116104869	0.9550561797752809	0.7317415730337079	0.8515917602996255	3.62312734082397	0.5935775501568158		3942456226.0	400.0	0.4054307116104869	0.9550561797752809	0.7317415730337079	0.8515917602996255	3.62312734082397	0.5935775501568158	30		COMPLETE
31	0.9293071161048689	2020-05-15 17:50:48.843884	2020-05-15 17:53:18.531249	0.28636264928888044	9.933785473809467	128	0.3769152822554099	0.3422992945987695	46	0.021065470587225132	2	512	0.08932655738764321	0.3249063670411985	0.9293071161048689	0.673689138576779	0.8183520599250936	4.314138576779026	0.5289960905086393	0.3249063670411985	0.9293071161048689	0.673689138576779	0.8183520599250936	4.314138576779026	0.5289960905086393		1251829277.0	600.0	0.3249063670411985	0.9293071161048689	0.673689138576779	0.8183520599250936	4.314138576779026	0.5289960905086393	31		COMPLETE
32	0.29728464419475653	2020-05-15 17:53:18.558293	2020-05-15 18:01:45.715629	0.8289655570282894	29.67979263372318	64	0.20662434014862252	0.24039893500636267	60	0.45998693608491475	45	128	0.5009478661109613	0.054775280898876406	0.29728464419475653	0.12406367041198502	0.16807116104868913	24.07256554307116	0.13976263038985237	0.054775280898876406	0.29728464419475653	0.12406367041198502	0.16807116104868913	24.07256554307116	0.13976263038985237		662226221.0	350.0	0.054775280898876406	0.29728464419475653	0.12406367041198502	0.16807116104868913	24.07256554307116	0.13976263038985237	32		COMPLETE
33	0.9166666666666666	2020-05-15 18:01:45.760993	2020-05-15 18:07:22.323126	0.8835466150951088	20.69139773641489	128	0.4095550967433837	0.43108685054455803	35	0.1721356008649303	1	128	0.09639508257557251	0.26685393258426965	0.9166666666666666	0.596441947565543	0.7509363295880149	4.671348314606742	0.4745026547467243	0.26685393258426965	0.9166666666666666	0.596441947565543	0.7509363295880149	4.671348314606742	0.4745026547467243		74028629.0	500.0	0.26685393258426965	0.9166666666666666	0.596441947565543	0.7509363295880149	4.671348314606742	0.4745026547467243	33		COMPLETE
34	0.9077715355805244	2020-05-15 18:07:22.349873	2020-05-15 18:17:09.010901	0.6513152852016596	27.832042217657744	64	0.4476852445286637	0.3152061671939604	34	0.2991505256926777	31	256	0.10118300532433815	0.26685393258426965	0.9077715355805244	0.572565543071161	0.7167602996254682	4.893258426966292	0.4627980285743839	0.26685393258426965	0.9077715355805244	0.572565543071161	0.7167602996254682	4.893258426966292	0.4627980285743839		2152258142.0	750.0	0.26685393258426965	0.9077715355805244	0.572565543071161	0.7167602996254682	4.893258426966292	0.4627980285743839	34		COMPLETE
35	0.9124531835205992	2020-05-15 18:17:09.044504	2020-05-15 18:39:43.135087	0.24360327673140003	15.057997126354651	64	0.15561861656240966	0.33315011736675676	53	0.41306523989112987	83	128	0.09984928531282711	0.29634831460674155	0.9124531835205992	0.5866104868913857	0.7382958801498127	4.826310861423221	0.48585682233812705	0.29634831460674155	0.9124531835205992	0.5866104868913857	0.7382958801498127	4.826310861423221	0.48585682233812705		3709565342.0	650.0	0.29634831460674155	0.9124531835205992	0.5866104868913857	0.7382958801498127	4.826310861423221	0.48585682233812705	35		COMPLETE
36	0.7031835205992509	2020-05-15 18:39:43.171094	2020-05-15 18:43:43.344969	0.6087684841872257	28.18067483459225	128	0.40259114488338615	0.030649440532110717	19	0.47099315652143764	47	256	0.18289898375087602	0.1404494382022472	0.7031835205992509	0.3398876404494382	0.47331460674157305	8.820224719101123	0.30441894474422254	0.1404494382022472	0.7031835205992509	0.3398876404494382	0.47331460674157305	8.817883895131086	0.3044208114300041		1740038732.0	250.0	0.1404494382022472	0.7031835205992509	0.3398876404494382	0.47331460674157305	8.82256554307116	0.3044175121714135	36		COMPLETE
37	0.9438202247191011	2020-05-15 18:43:43.371554	2020-05-15 18:53:39.523307	0.44043903273024654	6.076628186880398	128	0.4374873606452479	0.40064355175681615	40	0.26486984552163695	35	128	0.08111306729949731	0.34129213483146065	0.9438202247191011	0.6802434456928839	0.8211610486891385	3.911048689138577	0.5419719908819819	0.34129213483146065	0.9438202247191011	0.6802434456928839	0.8211610486891385	3.911048689138577	0.5419719908819819		2497132518.0	400.0	0.34129213483146065	0.9438202247191011	0.6802434456928839	0.8211610486891385	3.911048689138577	0.5419719908819819	37		COMPLETE
38	0.9110486891385767	2020-05-15 18:53:39.551829	2020-05-15 19:08:29.926001	0.6901877153783124	7.5956524703596155	256	0.3387478151068157	0.008362405500078551	29	0.1569857623231734	61	256	0.09706424184541186	0.28885767790262173	0.9110486891385767	0.5997191011235955	0.7556179775280899	4.696629213483146	0.487711753031042	0.28885767790262173	0.9110486891385767	0.5997191011235955	0.7556179775280899	4.696629213483146	0.487711753031042		673310071.0	300.0	0.28885767790262173	0.9110486891385767	0.5997191011235955	0.7556179775280899	4.696629213483146	0.487711753031042	38		COMPLETE
39		2020-05-15 19:08:29.952633	2020-05-15 19:08:31.235291	0.7191701827377486	18.467817101704348	128	0.27878088631415865	0.4532382343387826	56	0.02130214806009645	91	512														The current model can't be trained on this hardware with these parameters.									39	Setting status of trial#39 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
40	0.9180711610486891	2020-05-15 19:08:31.247129	2020-05-15 19:14:53.598722	0.21020393672834584	4.561450468345534	64	0.16769847755704215	0.22469026081759702	47	0.3301892116851303	38	512	0.09325935728656135	0.32303370786516855	0.9180711610486891	0.6161048689138576	0.7588951310861424	4.507958801498128	0.5097991768014942	0.32303370786516855	0.9180711610486891	0.6161048689138576	0.7588951310861424	4.507958801498128	0.5097991768014942		231366823.0	500.0	0.32303370786516855	0.9180711610486891	0.6161048689138576	0.7588951310861424	4.507958801498128	0.5097991768014942	40		COMPLETE
41	0.9250936329588015	2020-05-15 19:14:53.652026	2020-05-15 19:29:51.346502	0.49283819654922034	29.431934103700588	128	0.37718161374812903	0.40772756545933014	20	0.19459847429906169	53	128	0.0907336570791663	0.29728464419475653	0.9250936329588015	0.6287453183520599	0.7794943820224719	4.385299625468165	0.5009286144733256	0.29728464419475653	0.9250936329588015	0.6287453183520599	0.7794943820224719	4.385299625468165	0.5009286144733256		689232852.0	600.0	0.29728464419475653	0.9250936329588015	0.6287453183520599	0.7794943820224719	4.385299625468165	0.5009286144733256	41		COMPLETE
42	0.9105805243445693	2020-05-15 19:29:51.419299	2020-05-15 19:35:13.095567	0.294121969374154	10.559016376242452	256	0.03596565999912671	0.027662460813981993	24	0.3626450743329154	9	128	0.10149191366159793	0.30102996254681647	0.9105805243445693	0.6025280898876404	0.7495318352059925	4.907303370786517	0.49154122759115654	0.30102996254681647	0.9105805243445693	0.6025280898876404	0.7495318352059925	4.907303370786517	0.49154122759115654		4166966886.0	350.0	0.30102996254681647	0.9105805243445693	0.6025280898876404	0.7495318352059925	4.907303370786517	0.49154122759115654	42		COMPLETE
43	0.8450374531835206	2020-05-15 19:35:13.122220	2020-05-15 19:37:48.480894	0.5425902810868732	24.518004104875285	128	0.17169449843101803	0.11293040643174773	28	0.22458372337036686	16	128	0.1242385468435254	0.23174157303370788	0.8450374531835206	0.5014044943820225	0.6437265917602997	5.991104868913857	0.4203661171799498	0.23174157303370788	0.8450374531835206	0.5014044943820225	0.6437265917602997	5.991104868913857	0.4203661171799498		3217610279.0	200.0	0.23174157303370788	0.8450374531835206	0.5014044943820225	0.6437265917602997	5.991104868913857	0.4203661171799498	43		COMPLETE
44	0.9054307116104869	2020-05-15 19:37:48.507828	2020-05-15 19:43:29.771797	0.49290170706575553	17.55856453866523	256	0.48275662289051163	0.25115758237771996	21	0.28306591045088914	16	512	0.10127920850898638	0.2720037453183521	0.9054307116104869	0.6044007490636704	0.7617041198501873	4.89185393258427	0.4785218364424316	0.2720037453183521	0.9054307116104869	0.6044007490636704	0.7617041198501873	4.89185393258427	0.4785218364424316		2364982400.0	450.0	0.2720037453183521	0.9054307116104869	0.6044007490636704	0.7617041198501873	4.89185393258427	0.4785218364424316	44		COMPLETE
45	0.9030898876404494	2020-05-15 19:43:29.794645	2020-05-15 19:51:34.073007	0.7565998620678112	9.012483414504967	128	0.3468201015600907	0.3909556497401969	31	0.44384223352505214	40	512	0.10164771635392297	0.3057116104868914	0.9030898876404494	0.5903558052434457	0.724250936329588	4.911516853932584	0.4905715765974908	0.3057116104868914	0.9030898876404494	0.5903558052434457	0.724250936329588	4.911516853932584	0.4905715765974908		1025124529.0	500.0	0.3057116104868914	0.9030898876404494	0.5903558052434457	0.724250936329588	4.911516853932584	0.4905715765974908	45		COMPLETE
46	0.7710674157303371	2020-05-15 19:51:34.099988	2020-05-15 20:02:42.330995	0.4441309064805028	16.28146677231208	64	0.190929588224929	0.19996871560116208	63	0.41918465894991674	72	512	0.14766820481008666	0.17790262172284643	0.7710674157303371	0.42743445692883897	0.5730337078651685	7.132022471910112	0.35975111610184934	0.17790262172284643	0.7710674157303371	0.42743445692883897	0.5730337078651685	7.132022471910112	0.35975111610184934		213526927.0	400.0	0.17790262172284643	0.7710674157303371	0.42743445692883897	0.5730337078651685	7.132022471910112	0.35975111610184934	46		COMPLETE
