number	state	value	datetime_start	datetime_complete	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values
					loss.margin	model.embedding_dim	negative_sampler.num_negs_per_pos	optimizer.lr	training.num_epochs	avg.adjusted_mean_rank	avg.hits_at_1	avg.hits_at_10	avg.hits_at_3	avg.hits_at_5	avg.mean_rank	avg.mean_reciprocal_rank	best.hits_at_1	best.hits_at_10	best.hits_at_3	best.hits_at_5	best.mean_rank	best.mean_reciprocal_rank	worst.hits_at_1	worst.hits_at_10	worst.hits_at_3	worst.hits_at_5	worst.mean_rank	worst.mean_reciprocal_rank	_number	51	101
0	TrialState.COMPLETE	0.28780780126389194	2019-12-31 09:21:26.825864	2019-12-31 10:08:09.777800	4.248059412982037	350.0	21.0	0.03293165924077559	600.0	0.6275638137283307	0.21832098496404445	0.28780780126389194	0.2634016125517542	0.2747875354107649	12721.485032142078	0.24442640056542914	0.21832098496404445	0.28780780126389194	0.2634016125517542	0.2747875354107649	12721.48478699063	0.24442640057174186	0.21832098496404445	0.28780780126389194	0.2634016125517542	0.2747875354107649	12721.485277293528	0.2444264005591201	0		
1	TrialState.COMPLETE	0.0003541076487252125	2019-12-31 10:08:09.778803	2019-12-31 10:16:27.803291	9.126093624152016	350.0	21.0	0.005235887551935891	1000.0	0.979600098100478	0.0	0.0003541076487252125	4.426345609065156e-05	0.00017705382436260624	19859.68477779745	0.0002852551535842808	0.0	0.0003541076487252125	4.426345609065156e-05	0.00017705382436260624	19859.684268767705	0.00028525515764359614	0.0	0.0003541076487252125	4.426345609065156e-05	0.00017705382436260624	19859.685286827196	0.0002852551495255184	1	0.0003541076487252125	0.0003541076487252125
2	TrialState.COMPLETE	0.0002655807365439094	2019-12-31 10:16:27.804081	2019-12-31 10:22:10.893901	2.0271738563016637	50.0	16.0	0.026833074475464565	600.0	0.9534082799496133	0.0	0.0002655807365439094	8.852691218130312e-05	0.00017705382436260624	19328.502434490085	0.00032051934046152324	0.0	0.0002655807365439094	8.852691218130312e-05	0.00017705382436260624	19328.50190332861	0.0003205193586843616	0.0	0.0002655807365439094	8.852691218130312e-05	0.00017705382436260624	19328.502965651558	0.00032051932224494737	2	0.00017705382436260624	0.00023607176581680832
3	TrialState.COMPLETE	0.0003541076487252125	2019-12-31 10:22:10.894770	2019-12-31 10:27:57.333443	9.325510009104683	50.0	21.0	0.0016783690620117962	900.0	1.0113762035355238	0.0	0.0003541076487252125	0.00017705382436260624	0.00017705382436260624	20504.006196883853	0.0003323688790987683	0.0	0.0003541076487252125	0.00017705382436260624	0.00017705382436260624	20504.00575424929	0.00033236888512696547	0.0	0.0003541076487252125	0.00017705382436260624	0.00017705382436260624	20504.006639518415	0.00033236887307218246	3	0.0003541076487252125	0.0003541076487252125
4	TrialState.COMPLETE	0.0	2019-12-31 10:27:57.334411	2019-12-31 10:37:02.300512	8.743031789128317	350.0	41.0	0.011688318092384246	500.0	0.9567441327822503	0.0	0.0	0.0	0.0	19396.23156427054	0.00021732648403356879	0.0	0.0	0.0	0.0	19396.23109950425	0.00021732649848667983	0.0	0.0	0.0	0.0	19396.232029036826	0.0002173264695875671	4	0.0	0.0
5	TrialState.COMPLETE	0.0003541076487252125	2019-12-31 10:37:02.301301	2019-12-31 10:45:17.113609	1.0018035923021031	350.0	21.0	0.0011449083164242549	800.0	0.9971893544213432	0.0003541076487252125	0.0003541076487252125	0.0003541076487252125	0.0003541076487252125	20216.003895184134	0.0005853576563446952	0.0003541076487252125	0.0003541076487252125	0.0003541076487252125	0.0003541076487252125	20216.003673866857	0.0005853576581092998	0.0003541076487252125	0.0003541076487252125	0.0003541076487252125	0.0003541076487252125	20216.004116501415	0.0005853576545802964	5	0.0003541076487252125	0.0003541076487252125
6	TrialState.COMPLETE	0.00017705382436260624	2019-12-31 10:45:17.114450	2019-12-31 10:51:24.751588	2.8135790891143824	150.0	31.0	0.016933884324243073	900.0	0.9271894196549578	8.852691218130312e-05	0.00017705382436260624	8.852691218130312e-05	0.00017705382436260624	18796.70664394476	0.00042494478598469477	8.852691218130312e-05	0.00017705382436260624	8.852691218130312e-05	0.00017705382436260624	18796.706267705384	0.00042494604944739723	8.852691218130312e-05	0.00017705382436260624	8.852691218130312e-05	0.00017705382436260624	18796.707020184134	0.0004249435292370542	6	0.0	0.00011803588290840416
7	TrialState.COMPLETE	0.000398371104815864	2019-12-31 10:51:24.752571	2019-12-31 10:59:20.766096	5.767134281002949	350.0	6.0	0.008973044185231998	900.0	0.9336873263344168	0.0	0.000398371104815864	0.0001327903682719547	0.0002213172804532578	18928.91304444051	0.000368897370565858	0.0	0.000398371104815864	0.0001327903682719547	0.0002213172804532578	18928.912668201134	0.00036889741332215924	0.0	0.000398371104815864	0.0001327903682719547	0.0002213172804532578	18928.913420679888	0.0003688973278363204	7	0.0002655807365439094	0.0003541076487252125
8	TrialState.COMPLETE	0.00017705382436260624	2019-12-31 10:59:20.766944	2019-12-31 11:05:19.445039	4.547263253254021	50.0	41.0	0.0017403097569156482	1000.0	0.995824897371192	0.0	0.00017705382436260624	0.00017705382436260624	0.00017705382436260624	20188.676943165723	0.00027905372955179455	0.0	0.00017705382436260624	0.00017705382436260624	0.00017705382436260624	20188.676699716714	0.00027905373100847226	0.0	0.00017705382436260624	0.00017705382436260624	0.00017705382436260624	20188.677186614732	0.00027905372809526976	8	0.00017705382436260624	0.00017705382436260624
9	TrialState.COMPLETE	0.34359898350274953	2019-12-31 11:05:19.446636	2019-12-31 12:07:45.599027	6.76061812702628	450.0	1.0	0.06894959090008547	800.0	0.5736130391846247	0.2917222129645059	0.34359898350274953	0.32225879020163306	0.3320175804032661	11627.547091109815	0.3109820862063593	0.2917222129645059	0.34359898350274953	0.32225879020163306	0.3320175804032661	11627.54695050825	0.3109820862864836	0.2917222129645059	0.34359898350274953	0.32225879020163306	0.3320175804032661	11627.547231711382	0.3109820861265308	9		
10	TrialState.COMPLETE	0.3178524733057311	2019-12-31 12:07:45.600052	2019-12-31 12:47:40.050136	5.697600576431782	250.0	16.0	0.06033338913702472	600.0	0.6158058358119263	0.26829102200915234	0.3178524733057311	0.30186315101329264	0.30916321638701244	12482.910070276748	0.28749886708394745	0.26829102200915234	0.3178524733057311	0.30186315101329264	0.30916321638701244	12482.909838744825	0.28749886713597406	0.26829102200915234	0.3178524733057311	0.30186315101329264	0.30916321638701244	12482.910301808673	0.28749886703203953	10		
