number	value	datetime_start	datetime_complete	params_model.c_max	params_model.c_min	params_model.embedding_dim	params_optimizer.lr	params_training.batch_size	params_training.label_smoothing	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.00048499372361063563	2020-03-15 05:24:13.211727	2020-03-15 06:19:16.493477	1.285955183675088	0.010734337409180695	64	0.011066855100709747	512	0.033616706274859076	0.9692224397107273	8.558712769599452e-05	0.00048499372361063563	0.00017117425539198904	0.00034234851078397807	6922.076985621363	0.0006952021407973886	8.558712769599452e-05	0.00048499372361063563	0.00017117425539198904	0.00034234851078397807	6922.0748316786485	0.0006952060912342071	2901728169	150.0	8.558712769599452e-05	0.00048499372361063563	0.00017117425539198904	0.00034234851078397807	6922.079139564076	0.0006951982517919902	0	COMPLETE
1	0.001797329681615885	2020-03-15 06:19:16.539616	2020-03-15 07:56:30.485973	6.545357125646292	0.05357555117924955	128	0.08936803424120836	512	0.354695986408634	0.9505774063605859	5.705808513066301e-05	0.001797329681615885	0.00028529042565331506	0.0004564646810453041	6785.701315188862	0.0014467466385534944	5.705808513066301e-05	0.001797329681615885	0.00028529042565331506	0.0004564646810453041	6785.698590665297	0.0014467469638129358	3936186637	150.0	5.705808513066301e-05	0.001797329681615885	0.00028529042565331506	0.0004564646810453041	6785.704039712427	0.001446746313699866	1	COMPLETE
2	0.008301951386511469	2020-03-15 07:56:30.531555	2020-03-15 11:09:29.186174	8.16072643861157	0.06429260889309571	128	0.020085881653496326	512	0.001943826890089006	0.9415058622080482	0.0	0.008301951386511469	0.002025562022138537	0.006190802236676937	6721.03347883145	0.002590085289185936	0.0	0.008301951386511469	0.002025562022138537	0.006190802236676937	6721.030668720758	0.0025900859083251484	2936856028	250.0	0.0	0.008301951386511469	0.002025562022138537	0.006190802236676937	6721.036288942143	0.0025900846714801613	2	COMPLETE
3	0.0006276389364372932	2020-03-15 11:09:29.240195	2020-03-15 14:12:27.538597	7.324026254224467	0.07009538937847884	256	0.016354125066013137	256	0.001390630082600379	0.9176951102745922	2.8529042565331506e-05	0.0006276389364372932	0.00019970329795732054	0.0002567613830879836	6549.389178934155	0.0007192359563161085	2.8529042565331506e-05	0.0006276389364372932	0.00019970329795732054	0.0002567613830879836	6549.385027958462	0.000719236901061563	1285864260	150.0	2.8529042565331506e-05	0.0006276389364372932	0.00019970329795732054	0.0002567613830879836	6549.393329909848	0.0007192350139293837	3	COMPLETE
4	0.0002567613830879836	2020-03-15 14:12:27.574469	2020-03-15 15:07:31.228265	9.240903329751024	0.017545053535912597	64	0.003308258043892074	512	0.08497013345144941	0.9714153954447561	2.8529042565331506e-05	0.0002567613830879836	0.00011411617026132602	0.00014264521282665753	6936.890619650804	0.0006835631452190503	2.8529042565331506e-05	0.0002567613830879836	0.00011411617026132602	0.00014264521282665753	6936.8888223211225	0.0006835659697512638	3572172558	150.0	2.8529042565331506e-05	0.0002567613830879836	0.00011411617026132602	0.00014264521282665753	6936.892416980486	0.0006835603486048458	4	COMPLETE
5	0.07774164099052835	2020-03-15 15:07:31.261594	2020-03-16 07:37:49.530460	7.309070122729806	0.026357309987478615	128	0.038009305228580606	128	0.0010264357726593703	0.7730872920061272	0.05149492183042337	0.07774164099052835	0.06028186694054548	0.06866940545475293	5500.46308341892	0.060242363223578815	0.05149492183042337	0.07774164099052835	0.06028186694054548	0.06866940545475293	5500.459060823919	0.060242364090609846	1374976464		0.05149492183042337	0.07774164099052835	0.06028186694054548	0.06866940545475293	5500.467106013923	0.060242362359713975	5	COMPLETE
