number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_model.hidden_dropout_rate	params_model.num_filters	params_optimizer.lr	params_training.batch_size	params_training.label_smoothing	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.10346441947565543	2020-05-14 19:43:12.655327	2020-05-14 19:48:01.393103	128	0.44615960916597064	150	0.03840324990534639	512	0.24237997503925346	1.0089903056066944	0.00046816479400749064	0.10346441947565543	0.020599250936329586	0.04588014981273408	48.72940074906367	0.04494511749583983	0.00046816479400749064	0.10346441947565543	0.020599250936329586	0.04588014981273408	48.72940074906367	0.04494511749583983	4157387037	150.0	0.00046816479400749064	0.10346441947565543	0.020599250936329586	0.04588014981273408	48.72940074906367	0.04494511749583983	0	COMPLETE
1	0.9232209737827716	2020-05-14 19:48:01.552246	2020-05-14 20:05:37.579780	64	0.41171670883620537	100	0.0029056720902163186	256	0.7558393341402118	0.08339288690448338	0.40168539325842695	0.9232209737827716	0.6933520599250936	0.8183520599250936	3.9957865168539324	0.5787288987184266	0.40168539325842695	0.9232209737827716	0.6933520599250936	0.8183520599250936	3.9957865168539324	0.5787288987184266	328995869	900.0	0.40168539325842695	0.9232209737827716	0.6933520599250936	0.8183520599250936	3.9957865168539324	0.5787288987184266	1	COMPLETE
2	0.9470973782771536	2020-05-14 20:05:37.683976	2020-05-14 20:19:02.663731	64	0.27039983858548855	100	0.005824654637760303	256	0.5010491586603482	0.07264959923521884	0.45271535580524347	0.9470973782771536	0.7696629213483146	0.8707865168539326	3.477059925093633	0.6326624729650652	0.45271535580524347	0.9470973782771536	0.7696629213483146	0.8707865168539326	3.477059925093633	0.6326624729650652	1109942768	700.0	0.45271535580524347	0.9470973782771536	0.7696629213483146	0.8707865168539326	3.477059925093633	0.6326624729650652	2	COMPLETE
3	0.9264981273408239	2020-05-14 20:19:02.832616	2020-05-14 20:59:46.294595	128	0.4544590740291351	450	0.005325530094886234	512	0.26606159132214685	0.08246012528039766	0.4204119850187266	0.9264981273408239	0.7453183520599251	0.850187265917603	3.9658239700374533	0.6016233786977726	0.4204119850187266	0.9264981273408239	0.7453183520599251	0.850187265917603	3.9658239700374533	0.6016233786977726	3872266516	400.0	0.4204119850187266	0.9264981273408239	0.7453183520599251	0.850187265917603	3.9658239700374533	0.6016233786977726	3	COMPLETE
4	0.9143258426966292	2020-05-14 20:59:46.427177	2020-05-14 21:25:55.948662	64	0.2365717414389486	300	0.0031349861519648675	512	0.005811000640573722	0.08813903894980023	0.40262172284644193	0.9143258426966292	0.7125468164794008	0.8178838951310862	4.235955056179775	0.5820158214490173	0.40262172284644193	0.9143258426966292	0.7125468164794008	0.8178838951310862	4.235955056179775	0.5820158214490173	1810356730	650.0	0.40262172284644193	0.9143258426966292	0.7125468164794008	0.8178838951310862	4.235955056179775	0.5820158214490173	4	COMPLETE
5	0.10346441947565543	2020-05-14 21:25:56.116325	2020-05-14 21:42:42.486194	256	0.39630324084832125	300	0.005193909922173835	256	0.42281493831401024	1.0217772556454892	0.0	0.10346441947565543	0.019194756554307114	0.04447565543071161	49.30196629213483	0.04377392033678591	0.0	0.10346441947565543	0.019194756554307114	0.04447565543071161	49.30196629213483	0.04377392033678591	736379827	150.0	0.0	0.10346441947565543	0.019194756554307114	0.04447565543071161	49.30196629213483	0.04377392033678591	5	COMPLETE
6	0.09176029962546817	2020-05-14 21:42:42.599210	2020-05-14 21:47:50.899683	64	0.3603874698191746	350	0.08111975686540433	512	0.001619152043128877	1.0059146928716074	0.0014044943820224719	0.09176029962546817	0.024812734082397005	0.04400749063670412	48.625	0.045281150106623314	0.0014044943820224719	0.09176029962546817	0.024812734082397005	0.04400749063670412	48.625	0.045281150106623314	1012754767	150.0	0.0014044943820224719	0.09176029962546817	0.024812734082397005	0.04400749063670412	48.625	0.045281150106623314	6	COMPLETE
7	0.9400749063670412	2020-05-14 21:47:51.014568	2020-05-14 22:05:06.448744	64	0.1352406497470284	300	0.008906457043064118	512	0.020584478354802625	0.08025585485479275	0.42134831460674155	0.9400749063670412	0.7289325842696629	0.8412921348314607	3.8478464419475658	0.6017543264427905	0.42134831460674155	0.9400749063670412	0.7289325842696629	0.8412921348314607	3.8478464419475658	0.6017543264427905	2296306489	450.0	0.42134831460674155	0.9400749063670412	0.7289325842696629	0.8412921348314607	3.8478464419475658	0.6017543264427905	7	COMPLETE
8	0.08895131086142322	2020-05-14 22:05:06.610777	2020-05-14 22:18:36.656929	128	0.21507516714714423	500	0.016293470019222826	512	0.5438246375928067	1.0016188276303786	0.0028089887640449437	0.08895131086142322	0.02247191011235955	0.04915730337078652	48.29073033707865	0.04589582121551991	0.0028089887640449437	0.08895131086142322	0.02247191011235955	0.04915730337078652	48.29073033707865	0.04589582121551991	3861480266	150.0	0.0028089887640449437	0.08895131086142322	0.02247191011235955	0.04915730337078652	48.29073033707865	0.04589582121551991	8	COMPLETE
9	0.09363295880149813	2020-05-14 22:18:36.758918	2020-05-14 22:56:16.928335	256	0.2705916743374759	450	0.031107226222941535	512	0.058353588949379434	1.0071102245850314	0.0	0.09363295880149813	0.018258426966292134	0.03838951310861423	48.60112359550562	0.04245549131993198	0.0	0.09363295880149813	0.018258426966292134	0.03838951310861423	48.60112359550562	0.04245549131993198	3745550126	200.0	0.0	0.09363295880149813	0.018258426966292134	0.03838951310861423	48.60112359550562	0.04245549131993198	9	COMPLETE
