number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_negative_sampler.num_negs_per_pos	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.10814606741573034	2020-05-15 18:18:23.300853	2020-05-15 18:31:29.512527	128	40	256	1.0125637199644222	0.0014044943820224719	0.10814606741573034	0.02855805243445693	0.05571161048689138	48.861189138576776	0.04841225277712684	0.04962546816479401	0.13155430711610486	0.05805243445692884	0.07771535580524344	46.80571161048689	0.08634559259341482	3909008852	250	0.0014044943820224719	0.08614232209737828	0.009831460674157303	0.032303370786516857	50.916666666666664	0.03962011146407371	0	COMPLETE
1	0.08754681647940075	2020-05-15 18:31:29.531584	2020-05-15 18:38:24.226304	128	3	128	1.0222876508448147	0.00046816479400749064	0.08754681647940075	0.024812734082397005	0.05102996254681648	49.38974719101124	0.045278372760311	0.04962546816479401	0.11750936329588015	0.054775280898876406	0.06694756554307116	47.313202247191015	0.08307277059821866	624364289	250	0.00046816479400749064	0.07631086142322098	0.008426966292134831	0.026217228464419477	51.46629213483146	0.03670847781476093	1	COMPLETE
2	0.09737827715355805	2020-05-15 18:38:24.239899	2020-05-15 18:50:22.743747	128	73	256	1.0119065973229273	0.00046816479400749064	0.09737827715355805	0.023408239700374533	0.05383895131086142	48.84222846441948	0.04708479121306663	0.05337078651685393	0.12125468164794008	0.05758426966292135	0.07209737827715355	46.81273408239701	0.08747075227986209	2932363437	150	0.00046816479400749064	0.07818352059925093	0.008895131086142321	0.027153558052434457	50.87172284644195	0.038071632896810426	2	COMPLETE
3	0.10861423220973783	2020-05-15 18:50:22.755667	2020-05-15 18:56:12.604949	64	91	128	0.9791172696338541	0.0023408239700374533	0.10861423220973783	0.03089887640449438	0.06132958801498127	47.3125	0.05195294379466954	0.042134831460674156	0.12593632958801498	0.05196629213483146	0.07303370786516854	45.91198501872659	0.08172921204516967	1565571278	150	0.0023408239700374533	0.09878277153558053	0.015917602996254682	0.04307116104868914	48.71301498127341	0.044655056647839635	3	COMPLETE
4	0.10486891385767791	2020-05-15 18:56:12.620625	2020-05-15 19:04:51.076732	64	74	512	1.0214543235688802	0.0014044943820224719	0.10486891385767791	0.028089887640449437	0.0552434456928839	49.309925093632955	0.04889734414167628	0.03885767790262172	0.12359550561797752	0.04681647940074907	0.07209737827715355	47.969569288389515	0.07620614723810508	2203503857	300	0.0014044943820224719	0.09035580524344569	0.013576779026217229	0.03932584269662921	50.6502808988764	0.04166518842874137	4	COMPLETE
5	0.10767790262172285	2020-05-15 19:04:51.096459	2020-05-15 19:59:41.425198	256	36	256	0.9858407688907902	0.00046816479400749064	0.10767790262172285	0.023408239700374533	0.060861423220973786	47.52972846441948	0.048870881571556314	0.0599250936329588	0.1301498127340824	0.06554307116104868	0.07818352059925093	45.08941947565543	0.09523065324209008	3471950419	250	0.00046816479400749064	0.08661048689138577	0.00749063670411985	0.024812734082397005	49.97003745318352	0.038588936145330745	5	COMPLETE
6	0.10814606741573034	2020-05-15 19:59:41.437842	2020-05-15 20:04:25.920680	64	65	512	0.9970097750597999	0.0023408239700374533	0.10814606741573034	0.030430711610486893	0.05196629213483146	48.1308520599251	0.050239510712135636	0.04353932584269663	0.12359550561797752	0.05196629213483146	0.06788389513108614	46.75936329588015	0.08060213116394292	2310318156	200	0.0023408239700374533	0.09410112359550561	0.013576779026217229	0.03698501872659176	49.50234082397004	0.04276988792340054	6	COMPLETE
7	0.10299625468164794	2020-05-15 20:04:25.933841	2020-05-15 21:52:49.012508	256	97	256	1.0023111275446075	0.0	0.10299625468164794	0.020131086142322098	0.05711610486891386	48.37336142322097	0.04716032377401267	0.05711610486891386	0.13717228464419476	0.06367041198501873	0.08192883895131087	45.92134831460674	0.0933131071207981	3726454074	200	0.0	0.08099250936329588	0.0056179775280898875	0.02247191011235955	50.82537453183521	0.03712155742018937	7	COMPLETE
8	0.09878277153558053	2020-05-15 21:52:49.023235	2020-05-15 21:59:22.910880	64	39	128	1.0040434345407656	0.0018726591760299626	0.09878277153558053	0.0299625468164794	0.05290262172284644	48.47191011235955	0.048734558163706525	0.035580524344569285	0.11704119850187265	0.048220973782771535	0.06460674157303371	47.09878277153558	0.07378487347220998	4286270692	200	0.0018726591760299626	0.08801498127340825	0.018726591760299626	0.035580524344569285	49.84503745318352	0.04216738083140375	8	COMPLETE
9	0.10252808988764045	2020-05-15 21:59:22.923477	2020-05-15 22:35:22.332375	256	30	512	0.9964782168673637	0.0	0.10252808988764045	0.023876404494382022	0.05945692883895131	48.073970037453186	0.04809868621641235	0.06460674157303371	0.1352996254681648	0.06882022471910113	0.07958801498127341	45.639044943820224	0.09841025969212722	4037239508	200	0.0	0.08426966292134831	0.006554307116104869	0.024344569288389514	50.50889513108614	0.03766086701916811	9	COMPLETE
10	0.09597378277153558	2020-05-15 22:35:22.344957	2020-05-15 22:40:16.251837	256	5	256	0.9995759471166139	0.00046816479400749064	0.09597378277153558	0.02153558052434457	0.046348314606741575	48.22682584269663	0.04538606154520021	0.04681647940074907	0.12453183520599251	0.054307116104868915	0.06975655430711611	45.71301498127341	0.08355312179252813	3519443291	150	0.00046816479400749064	0.07069288389513109	0.007958801498127341	0.023876404494382022	50.74063670411985	0.03644854922123247	10	COMPLETE
11	0.0950374531835206	2020-05-15 22:40:16.263719	2020-05-15 23:09:35.691417	128	70	128	0.9899686629882201	0.00046816479400749064	0.0950374531835206	0.019662921348314606	0.04681647940074907	47.81413857677903	0.04546343056044897	0.04073033707865169	0.12172284644194757	0.04868913857677903	0.06367041198501873	45.85252808988764	0.0784245870294182	3518836476	300	0.00046816479400749064	0.07303370786516854	0.007022471910112359	0.024344569288389514	49.77574906367041	0.03751613622471424	11	COMPLETE
12	0.10486891385767791	2020-05-15 23:09:35.704797	2020-05-16 00:45:22.697934	256	94	512	0.9934807181932129	0.00046816479400749064	0.10486891385767791	0.026685393258426966	0.0650749063670412	47.95365168539326	0.049440096114744425	0.06273408239700375	0.13155430711610486	0.0650749063670412	0.08146067415730338	45.56413857677903	0.0965396523278188	3961960131	200	0.00046816479400749064	0.08707865168539326	0.011235955056179775	0.02949438202247191	50.34316479400749	0.03898496284620223	12	COMPLETE
