number	state	value	datetime_start	datetime_complete	params	params	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values
					loss.margin	model.embedding_dim	model.relation_dim	model.scoring_fct_norm	negative_sampler.num_negs_per_pos	optimizer.lr	training.num_epochs	avg.adjusted_mean_rank	avg.hits_at_1	avg.hits_at_10	avg.hits_at_3	avg.hits_at_5	avg.mean_rank	avg.mean_reciprocal_rank	best.hits_at_1	best.hits_at_10	best.hits_at_3	best.hits_at_5	best.mean_rank	best.mean_reciprocal_rank	worst.hits_at_1	worst.hits_at_10	worst.hits_at_3	worst.hits_at_5	worst.mean_rank	worst.mean_reciprocal_rank	_number	51	101	401	451	501	651	701
0	TrialState.COMPLETE	0.01670207743153919	2020-01-08 10:56:27.703049	2020-01-08 12:57:27.312331	4.424868692524161	100.0	50.0	1	31.0	0.0034307118668606513	1000.0	0.9011395282096679	0.0020066100094428708	0.01670207743153919	0.008941218130311615	0.011597025495750708	18268.216094192634	0.007323796370362432	0.0020066100094428708	0.01670207743153919	0.008941218130311615	0.011597025495750708	18268.209130075542	0.00732379681326291	0.0020066100094428708	0.01670207743153919	0.008941218130311615	0.011597025495750708	18268.223058309726	0.00732379592966071	0				0.01529745042492918	0.01606361061035282		
1	TrialState.COMPLETE	0.09786417176084687	2020-01-08 12:57:27.313125	2020-01-08 15:52:44.499924	1.8856410706704996	100.0	100.0	2	6.0	0.029887105726136013	900.0	0.5716083006686314	0.003056508125838676	0.09786417176084687	0.05564149396153273	0.07396190547189503	11586.254719882212	0.03780089304062221	0.003056508125838676	0.09786417176084687	0.05564149396153273	0.07396190547189503	11586.249534068884	0.03780089424335803	0.003056508125838676	0.09786417176084687	0.05564149396153273	0.07396190547189503	11586.259905695542	0.03780089184658812	1							
2	TrialState.COMPLETE	0.0012393767705382436	2020-01-08 15:52:44.500924	2020-01-08 16:19:46.556337	3.289133166819712	100.0	150.0	1	16.0	0.0011375532272038882	700.0	0.9659833512875755	0.000708215297450425	0.0012393767705382436	0.000796742209631728	0.0009295325779036828	19583.57367652266	0.00111953154973876	0.000708215297450425	0.0012393767705382436	0.000796742209631728	0.0009295325779036828	19583.56440332861	0.001119531930061351	0.000708215297450425	0.0012393767705382436	0.000796742209631728	0.0009295325779036828	19583.582949716714	0.0011195311700034287	2	0.0012393767705382436	0.0012393767705382436					
3	TrialState.COMPLETE	0.03083955704352305	2020-01-08 16:19:46.557066	2020-01-08 18:25:07.012999	3.9704603746493325	150.0	50.0	2	31.0	0.07612539555328535	700.0	0.49769625302954557	0.0036698429049703838	0.03083955704352305	0.010574942055112026	0.018381406129281484	10087.901220061807	0.013295670602641868	0.0036698429049703838	0.03083955704352305	0.010574942055112026	0.018381406129281484	10087.896906386813	0.013295672231058042	0.0036698429049703838	0.03083955704352305	0.010574942055112026	0.018381406129281484	10087.9055337368	0.013295668984275326	3			0.029430280138495437	0.030205382436260624			
4	TrialState.COMPLETE	0.021668664196992808	2020-01-08 18:25:07.013790	2020-01-08 22:24:27.052087	5.641478781139509	100.0	200.0	2	41.0	0.003388968622655421	600.0	0.9151931860208103	0.0016343429941163652	0.021668664196992808	0.011794508607539769	0.015825887993026803	18553.255481858792	0.00872100668348202	0.0016343429941163652	0.021668664196992808	0.011794508607539769	0.015825887993026803	18553.244892678144	0.008721006836191538	0.0016343429941163652	0.021668664196992808	0.011794508607539769	0.015825887993026803	18553.26607103944	0.008721006530873458	4							
5	TrialState.COMPLETE	0.0589810552407932	2020-01-08 22:24:27.053167	2020-01-09 02:36:34.735185	5.373247950732608	200.0	200.0	2	16.0	0.08009355798422294	1000.0	0.4490175110555805	0.008244068696883853	0.0589810552407932	0.025894121813031162	0.03917315864022663	9101.586667847025	0.02551713597039764	0.008244068696883853	0.0589810552407932	0.025894121813031162	0.03917315864022663	9101.580415633853	0.025517140411417623	0.008244068696883853	0.0589810552407932	0.025894121813031162	0.03917315864022663	9101.592920060199	0.025517131608866202	5						0.0572895588830433	0.05819169027384325
6	TrialState.COMPLETE	0.2825499478157149	2020-01-09 02:36:34.735975	2020-01-09 09:09:53.111725	1.2908858047147531	150.0	150.0	2	41.0	0.06330975801933791	900.0	0.46468612980030005	0.0009598181004920232	0.2825499478157149	0.2411007156701953	0.26364246309825556	9417.84813907112	0.12462820991799776	0.0009598181004920232	0.2825499478157149	0.2411007156701953	0.26364246309825556	9417.843223497837	0.124628210257144	0.0009598181004920232	0.2825499478157149	0.2411007156701953	0.26364246309825556	9417.853054644402	0.1246282095798921	6							
7	TrialState.COMPLETE	0.003319759206798867	2020-01-09 09:09:53.112521	2020-01-09 09:43:59.732565	8.342653540431924	200.0	100.0	1	26.0	0.0013512688838870478	600.0	0.9688338693602028	0.000708215297450425	0.003319759206798867	0.0016820113314447592	0.002345963172804533	19641.2992430949	0.0017704121991263234	0.000708215297450425	0.003319759206798867	0.0016820113314447592	0.002345963172804533	19641.289881373938	0.0017704122881302695	0.000708215297450425	0.003319759206798867	0.0016820113314447592	0.002345963172804533	19641.308604815866	0.0017704121101469648	7	0.0011508498583569404	0.0025967894239848914					
8	TrialState.COMPLETE	0.06876433292863887	2020-01-09 09:43:59.733357	2020-01-09 13:26:08.539502	4.790169969115428	200.0	200.0	2	1.0	0.04774576588624992	1000.0	0.4706790150240831	0.0063149197355996224	0.06876433292863887	0.028244300553082424	0.044170713611223524	9540.322579421287	0.026779144257983906	0.0063149197355996224	0.06876433292863887	0.028244300553082424	0.044170713611223524	9540.31576284905	0.026779145386438625	0.0063149197355996224	0.06876433292863887	0.028244300553082424	0.044170713611223524	9540.329395993525	0.026779143134287614	8							
