number	state	value	datetime_start	datetime_complete	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs
					model.embedding_dim	negative_sampler.num_negs_per_pos	optimizer.lr	training.num_epochs	avg.adjusted_mean_rank	avg.hits_at_1	avg.hits_at_10	avg.hits_at_3	avg.hits_at_5	avg.mean_rank	avg.mean_reciprocal_rank	best.hits_at_1	best.hits_at_10	best.hits_at_3	best.hits_at_5	best.mean_rank	best.mean_reciprocal_rank	random_seed	worst.hits_at_1	worst.hits_at_10	worst.hits_at_3	worst.hits_at_5	worst.mean_rank	worst.mean_reciprocal_rank	_number
0	TrialState.COMPLETE	0.07751340865000571	2020-01-21 05:29:27.004994	2020-01-21 10:31:41.734267	150.0	41.0	0.026354586441672496	800.0	0.525668518362343	0.03628894214310168	0.07751340865000571	0.053549012895127236	0.06159420289855073	3721.3091121761954	0.05254763828070621	0.03628894214310168	0.07751340865000571	0.053549012895127236	0.06159420289855073	3721.3084560082166	0.05254763890338382	1823817879	0.03628894214310168	0.07751340865000571	0.053549012895127236	0.06159420289855073	3721.3097683441742	0.05254763766122538	0
1	TrialState.COMPLETE	0.08356156567385599	2020-01-21 10:31:41.735047	2020-01-21 22:57:06.520622	200.0	31.0	0.047803995422974505	2000.0	0.3492408332832857	0.02419262809540112	0.08356156567385599	0.04807143672258359	0.06011069268515348	2474.293863402944	0.046900918532593504	0.02419262809540112	0.08356156567385599	0.04807143672258359	0.06011069268515348	2474.2932785575717	0.04690092430995996	566311772	0.02419262809540112	0.08356156567385599	0.04807143672258359	0.06011069268515348	2474.2944482483167	0.04690091286045937	1
2	TrialState.COMPLETE	0.0766004792879151	2020-01-21 22:57:06.521414	2020-01-22 08:14:44.083988	200.0	21.0	0.012806460922152025	1500.0	0.4304562346683104	0.031125185438776674	0.0766004792879151	0.05066757959602876	0.05951158279128153	3045.4452812963596	0.04926045412490913	0.031125185438776674	0.0766004792879151	0.05066757959602876	0.05951158279128153	3045.4447677735934	0.04926045415161531	2961438384	0.031125185438776674	0.0766004792879151	0.05066757959602876	0.05951158279128153	3045.4457948191257	0.04926045409821204	2
