number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_model.relation_dim	params_negative_sampler.num_negs_per_pos	params_optimizer.lr	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.0	2020-05-23 09:54:38.894437	2020-05-23 11:10:54.567043	64	64	3	0.09736124799091088	1024	0.9909497099846073	0.0	0.0	0.0	0.0	60052.12399558056	8.36223019396244e-05	0.0	0.0	0.0	0.0	59732.49196464443	8.494024975804958e-05	371141454	60	0.0	0.0	0.0	0.0	60371.756026516676	8.27242359638917e-05	0	COMPLETE
1	0.12143431096826035	2020-05-23 11:10:54.663031	2020-05-23 13:14:26.028987	128	64	15	0.0012227477742931423	1024	0.03554067599477348	0.024106066693451184	0.12143431096826035	0.05564483728404982	0.07985134592205705	1969.8554640417838	0.059047856260381976	0.024106066693451184	0.12143431096826035	0.05564483728404982	0.07985134592205705	1969.8544596223383	0.059047860193197604	1310685757	70	0.024106066693451184	0.12143431096826035	0.05564483728404982	0.07985134592205705	1969.8564684612295	0.05904785235578886	1	COMPLETE
2	0.016673362796303735	2020-05-23 13:14:26.127426	2020-05-23 14:16:39.659014	64	64	40	0.0023383871930562896	2048	0.08392520140404489	0.0008035355564483728	0.016673362796303735	0.004821213338690237	0.009039775010044195	4798.46670349538	0.008720951928502097	0.0008035355564483728	0.016673362796303735	0.004821213338690237	0.009039775010044195	4798.463640016071	0.008720958733071466	3894432446	60	0.0008035355564483728	0.016673362796303735	0.004821213338690237	0.009039775010044195	4798.469766974688	0.008720945168588281	2	COMPLETE
3	0.09582161510646846	2020-05-23 14:16:39.725068	2020-05-23 15:12:40.248286	64	128	28	0.003420312191964583	8192	0.05499464188771165	0.009642426677380474	0.09582161510646846	0.03716351948573724	0.05745279228605866	3097.1285154680595	0.040715862465525894	0.009642426677380474	0.09582161510646846	0.03716351948573724	0.05745279228605866	3097.126456408196	0.04071590206664938	2565117421	70	0.009642426677380474	0.09582161510646846	0.03716351948573724	0.05745279228605866	3097.130574527923	0.04071582390128094	3	COMPLETE
4	0.021695460024106068	2020-05-23 15:12:40.319108	2020-05-23 16:47:17.743329	64	256	45	0.0030800720969845386	4096	0.09063148165151871	0.0009039775010044194	0.021695460024106068	0.007934913619927682	0.013057452792286059	5284.677732020892	0.010007157465529132	0.0009039775010044194	0.021695460024106068	0.007934913619927682	0.013057452792286059	5284.67416633186	0.010007158135493384	594882109	60	0.0009039775010044194	0.021695460024106068	0.007934913619927682	0.013057452792286059	5284.6812977099235	0.010007156797301714	4	COMPLETE
5	0.017376456408196062	2020-05-23 16:47:17.821068	2020-05-23 18:58:11.712370	64	128	31	0.015213660614076335	1024	0.16713794272259275	0.000502209722780233	0.017376456408196062	0.00532342306147047	0.008437123342707915	9893.873945359583	0.008184524567917665	0.000502209722780233	0.017376456408196062	0.00532342306147047	0.008437123342707915	9893.86862193652	0.00818452845407167	4277909887	80	0.000502209722780233	0.017376456408196062	0.00532342306147047	0.008437123342707915	9893.879268782644	0.008184520707169666	5	COMPLETE
6	0.0	2020-05-23 18:58:11.787544	2020-05-23 20:52:22.634768	128	128	19	0.09657304710713104	1024	1.1373510501531845	0.0	0.0	0.0	0.0	69036.56131980715	7.235151885821715e-05	0.0	0.0	0.0	0.0	68941.20028123744	7.247392625939485e-05	703332420	60	0.0	0.0	0.0	0.0	69131.92235837686	7.223059993740885e-05	6	COMPLETE
7	0.010747288067496986	2020-05-23 20:52:22.698957	2020-05-23 23:04:25.635807	256	256	49	0.011819921548573628	8192	0.11473363736921871	0.0013057452792286058	0.010747288067496986	0.004319003615910004	0.006126958617918843	6712.151064684613	0.0066094618604634146	0.0013057452792286058	0.010747288067496986	0.004319003615910004	0.006126958617918843	6712.14704700683	0.0066094646850884215	3803284782	60	0.0013057452792286058	0.010747288067496986	0.004319003615910004	0.006126958617918843	6712.155082362395	0.00660945904564653	7	COMPLETE
8	0.03394937725994375	2020-05-23 23:04:25.701153	2020-05-24 00:28:35.232728	64	128	15	0.02340573101839127	1024	0.22781664963252762	0.005825632784250703	0.03394937725994375	0.013961430293290477	0.020188830855765366	13457.745530333466	0.017242164322891478	0.005825632784250703	0.03394937725994375	0.013961430293290477	0.020188830855765366	13457.740056247489	0.017242197824256057	4223484736	60	0.005825632784250703	0.03394937725994375	0.013961430293290477	0.020188830855765366	13457.751004419446	0.017242131417162423	8	COMPLETE
9	0.0726195259140217	2020-05-24 00:28:35.302419	2020-05-24 01:53:37.533708	256	128	2	0.00680207150713927	2048	0.05485065481172398	0.02872639614302933	0.0726195259140217	0.042788268380875856	0.051727601446364	3222.6211329851344	0.046564049821893404	0.02872639614302933	0.0726195259140217	0.042788268380875856	0.051727601446364	3222.6205303334673	0.046564049827980916	2969817937	60	0.02872639614302933	0.0726195259140217	0.042788268380875856	0.051727601446364	3222.621735636802	0.04656404981580684	9	COMPLETE
