number	state	value	datetime_start	datetime_complete	params	params	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values
					loss.adversarial_temperature	loss.margin	model.embedding_dim	negative_sampler.num_negs_per_pos	optimizer.lr	regularizer.weight	training.num_epochs	avg.adjusted_mean_rank	avg.hits_at_1	avg.hits_at_10	avg.hits_at_3	avg.hits_at_5	avg.mean_rank	avg.mean_reciprocal_rank	best.hits_at_1	best.hits_at_10	best.hits_at_3	best.hits_at_5	best.mean_rank	best.mean_reciprocal_rank	worst.hits_at_1	worst.hits_at_10	worst.hits_at_3	worst.hits_at_5	worst.mean_rank	worst.mean_reciprocal_rank	_number	51	101
0	TrialState.COMPLETE	0.0005311614730878187	2020-01-09 19:38:59.134540	2020-01-09 20:21:27.348489	0.6187920782338349	9.375086348892	250.0	40.0	0.0742076869727903	0.00018987888461028106	700.0	0.9999465149382402	0.0	0.0005311614730878187	0.00017705382436260624	0.00017705382436260624	20272.675770184134	0.0003631946652598311	0.0	0.0005311614730878187	0.00017705382436260624	0.00017705382436260624	20272.675460339942	0.0003631946683012824	0.0	0.0005311614730878187	0.00017705382436260624	0.00017705382436260624	20272.67608002833	0.0003631946622188667	0	0.0005311614730878187	0.0005311614730878187
1	TrialState.COMPLETE	0.0	2020-01-09 20:21:27.349703	2020-01-09 21:00:26.578629	0.8962549681594413	16.632562550512414	150.0	80.0	0.0024588889674754034	0.0013379628896212578	700.0	1.0368070648319319	0.0	0.0	0.0	0.0	21019.324805240794	0.0001608433446822439	0.0	0.0	0.0	0.0	21019.324583923513	0.0001608433463832848	0.0	0.0	0.0	0.0	21019.325026558072	0.00016084334298146395	1	0.0	0.0
2	TrialState.COMPLETE	0.0003541076487252125	2020-01-09 21:00:26.589423	2020-01-09 21:57:08.826986	0.35630683119896644	16.31427097311663	450.0	50.0	0.005976194384353247	0.00023914316105862259	500.0	1.008870748982579	0.0	0.0003541076487252125	0.0	0.0	20453.237052939094	0.0003305242523696725	0.0	0.0003541076487252125	0.0	0.0	20453.23641111898	0.0003305242778894203	0.0	0.0003541076487252125	0.0	0.0	20453.237694759206	0.00033052422686239276	2	0.0003541076487252125	0.0003541076487252125
3	TrialState.COMPLETE	0.0005311614730878187	2020-01-09 21:57:08.828219	2020-01-10 00:39:54.598313	0.6742738696817743	1.4659126554969326	450.0	180.0	0.001403830799398135	0.00017913566862378912	700.0	1.0045470215768353	0.0	0.0005311614730878187	0.0	0.00017705382436260624	20365.72609773371	0.0002928362993964473	0.0	0.0005311614730878187	0.0	0.00017705382436260624	20365.725743626062	0.0002928365714145076	0.0	0.0005311614730878187	0.0	0.00017705382436260624	20365.72645184136	0.0002928360283197678	3	0.0005311614730878187	0.0005311614730878187
4	TrialState.COMPLETE	0.0	2020-01-10 00:39:54.631573	2020-01-10 02:00:11.688390	0.9348434527426882	6.387038766188788	250.0	30.0	0.0021863783776054544	0.00011005949763223358	800.0	0.9879254180252849	0.0	0.0	0.0	0.0	20028.562013101982	0.00023542288463066773	0.0	0.0	0.0	0.0	20028.561658994335	0.00023542288893785122	0.0	0.0	0.0	0.0	20028.562367209634	0.0002354228803249222	4	0.0	0.0
5	TrialState.COMPLETE	0.0002213172804532578	2020-01-10 02:00:11.689783	2020-01-10 02:41:55.722759	0.9314519276250135	5.924003978565847	150.0	120.0	0.024678354640294924	0.07574514340412225	700.0	1.0019193202491679	0.0	0.0002213172804532578	0.0	4.426345609065156e-05	20312.366346494335	0.0002201680480544418	0.0	0.0002213172804532578	0.0	4.426345609065156e-05	20312.365881728045	0.0002201680541732362	0.0	0.0002213172804532578	0.0	4.426345609065156e-05	20312.366811260625	0.00022016804193711328	5	0.0002655807365439094	0.00023607176581680832
6	TrialState.COMPLETE	0.0	2020-01-10 02:41:55.723944	2020-01-10 03:32:56.555870	0.49069216021797313	11.02412397168337	350.0	70.0	0.09623252579713057	0.0007089261851056145	1000.0	1.0008505459997674	0.0	0.0	0.0	0.0	20290.643148016996	0.00024623707655436095	0.0	0.0	0.0	0.0	20290.642838172804	0.00024623708238930437	0.0	0.0	0.0	0.0	20290.64345786119	0.0002462370707208988	6	0.0	0.0
7	TrialState.COMPLETE	0.0003541076487252125	2020-01-10 03:32:56.557234	2020-01-10 04:18:16.373751	0.5401227474310691	14.05734990900445	150.0	150.0	0.0012411605094678822	0.0038299475026147183	500.0	0.9878293116299476	0.0	0.0003541076487252125	0.0	0.0	20026.757834631728	0.0002964571550063695	0.0	0.0003541076487252125	0.0	0.0	20026.757613314447	0.00029645715832617224	0.0	0.0003541076487252125	0.0	0.0	20026.75805594901	0.00029645715168740236	7	0.0003541076487252125	0.0003541076487252125
8	TrialState.COMPLETE	0.000708215297450425	2020-01-10 04:18:16.378590	2020-01-10 05:07:00.289219	0.30195720056046377	28.025968809275312	450.0	10.0	0.05167065082777321	0.0005309526058867906	500.0	1.0279598525534563	0.0	0.000708215297450425	0.0003541076487252125	0.000708215297450425	20840.171476628897	0.00039159490108423993	0.0	0.000708215297450425	0.0003541076487252125	0.000708215297450425	20840.171343838527	0.00039159490121705876	0.0	0.000708215297450425	0.0003541076487252125	0.000708215297450425	20840.171609419263	0.00039159490095142544	8	0.000708215297450425	0.000708215297450425
