number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_model.scoring_fct_norm	params_negative_sampler.num_negs_per_pos	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.6039325842696629	2020-04-10 19:24:18.518236	2020-04-10 19:26:41.746668	64	1	8	128	0.32843885427142044	0.13904494382022473	0.6039325842696629	0.3450374531835206	0.4499063670411985	15.987359550561798	0.29101366837883846	0.13904494382022473	0.6039325842696629	0.3450374531835206	0.4499063670411985	15.987359550561798	0.29101366837883846	1037260249	250.0	0.13904494382022473	0.6039325842696629	0.3450374531835206	0.4499063670411985	15.987359550561798	0.29101366837883846	0	COMPLETE
1	0.6025280898876404	2020-04-10 19:26:41.779395	2020-04-10 19:29:06.446585	128	1	12	128	0.3023153308417983	0.13342696629213482	0.6025280898876404	0.33239700374531833	0.4396067415730337	14.691479400749063	0.2844643148468149	0.13342696629213482	0.6025280898876404	0.33239700374531833	0.4396067415730337	14.691479400749063	0.2844643148468149	3534373109	250.0	0.13342696629213482	0.6025280898876404	0.33239700374531833	0.4396067415730337	14.691479400749063	0.2844643148468149	1	COMPLETE
2	0.1896067415730337	2020-04-10 19:29:06.505314	2020-04-10 19:33:19.544497	128	2	37	512	0.7795098702107601	0.018258426966292134	0.1896067415730337	0.06367041198501873	0.0997191011235955	37.55758426966292	0.08329388338890796	0.018258426966292134	0.1896067415730337	0.06367041198501873	0.0997191011235955	37.55758426966292	0.08329388338890796	860640022		0.018258426966292134	0.1896067415730337	0.06367041198501873	0.0997191011235955	37.55758426966292	0.08329388338890796	2	COMPLETE
3	0.702247191011236	2020-04-10 19:33:19.570472	2020-04-10 19:35:48.480559	256	1	61	128	0.2238557317149424	0.14279026217228463	0.702247191011236	0.40823970037453183	0.5514981273408239	10.86750936329588	0.32530370105892903	0.14279026217228463	0.702247191011236	0.40823970037453183	0.5514981273408239	10.86750936329588	0.32530370105892903	230630866	250.0	0.14279026217228463	0.702247191011236	0.40823970037453183	0.5514981273408239	10.86750936329588	0.32530370105892903	3	COMPLETE
4	0.6221910112359551	2020-04-10 19:35:48.512980	2020-04-10 19:38:25.160921	64	1	27	256	0.3085355125454844	0.12780898876404495	0.6221910112359551	0.3366104868913858	0.46207865168539325	14.989232209737828	0.2845408370061787	0.12780898876404495	0.6221910112359551	0.3366104868913858	0.46207865168539325	14.989232209737828	0.2845408370061787	1909643442	450.0	0.12780898876404495	0.6221910112359551	0.3366104868913858	0.46207865168539325	14.989232209737828	0.2845408370061787	4	COMPLETE
5	0.1956928838951311	2020-04-10 19:38:25.188278	2020-04-10 19:48:25.468799	128	2	92	128	0.8008025691300379	0.0299625468164794	0.1956928838951311	0.0800561797752809	0.11797752808988764	38.62148876404494	0.09479121254510214	0.0299625468164794	0.1956928838951311	0.0800561797752809	0.11797752808988764	38.62125468164794	0.09479138125313602	2110803495	850.0	0.0299625468164794	0.1956928838951311	0.0800561797752809	0.11797752808988764	38.62172284644195	0.09479104827675337	5	COMPLETE
6	0.07256554307116105	2020-04-10 19:48:25.494216	2020-04-10 19:48:57.781003	256	2	87	512	1.0797520673394287	0.0	0.07256554307116105	0.012172284644194757	0.02855805243445693	52.138810861423224	0.037044326821255656	0.0	0.07256554307116105	0.012172284644194757	0.02855805243445693	52.13857677902622	0.0370444035067256	2166110301	150.0	0.0	0.07256554307116105	0.012172284644194757	0.02855805243445693	52.139044943820224	0.03704425150516911	6	COMPLETE
7	0.09925093632958802	2020-04-10 19:48:57.807455	2020-04-10 19:49:25.342295	64	2	76	512	1.0160930471351781	0.004213483146067416	0.09925093632958802	0.023876404494382022	0.042134831460674156	49.15121722846442	0.04625447089551068	0.004213483146067416	0.09925093632958802	0.023876404494382022	0.042134831460674156	49.15121722846442	0.04625447089551068	2147541062	150.0	0.004213483146067416	0.09925093632958802	0.023876404494382022	0.042134831460674156	49.15121722846442	0.04625447089551068	7	COMPLETE
8	0.18164794007490637	2020-04-10 19:49:25.368733	2020-04-10 19:56:59.461963	64	2	71	128	0.786054067379073	0.020131086142322098	0.18164794007490637	0.06132958801498127	0.10112359550561797	37.89325842696629	0.08302504761693438	0.020131086142322098	0.18164794007490637	0.06132958801498127	0.10112359550561797	37.89325842696629	0.08302504761693438	2175865908	650.0	0.020131086142322098	0.18164794007490637	0.06132958801498127	0.10112359550561797	37.89325842696629	0.08302504761693438	8	COMPLETE
9	0.727996254681648	2020-04-10 19:56:59.488692	2020-04-10 20:00:41.604849	256	1	80	256	0.21264667804126214	0.14794007490636704	0.727996254681648	0.424625468164794	0.552434456928839	10.329588014981274	0.3342446853268483	0.14794007490636704	0.727996254681648	0.424625468164794	0.552434456928839	10.329588014981274	0.3342446853268483	329693948	550.0	0.14794007490636704	0.727996254681648	0.424625468164794	0.552434456928839	10.329588014981274	0.3342446853268483	9	COMPLETE
10	0.20411985018726592	2020-04-10 20:00:41.636742	2020-04-10 20:07:26.976749	64	2	40	256	0.7704716242312659	0.03089887640449438	0.20411985018726592	0.07865168539325842	0.12125468164794008	37.122191011235955	0.0977699357565244	0.03089887640449438	0.20411985018726592	0.07865168539325842	0.12125468164794008	37.122191011235955	0.0977699357565244	3644955371		0.03089887640449438	0.20411985018726592	0.07865168539325842	0.12125468164794008	37.122191011235955	0.0977699357565244	10	COMPLETE
11	0.19709737827715357	2020-04-10 20:07:27.003545	2020-04-10 20:14:23.089241	128	2	45	256	0.7788058142430648	0.02855805243445693	0.19709737827715357	0.06882022471910113	0.10159176029962547	37.56226591760299	0.09118003287345786	0.02855805243445693	0.19709737827715357	0.06882022471910113	0.10159176029962547	37.56226591760299	0.09118003287345786	2355570541		0.02855805243445693	0.19709737827715357	0.06882022471910113	0.10159176029962547	37.56226591760299	0.09118003287345786	11	COMPLETE
12	0.21910112359550563	2020-04-10 20:14:23.110513	2020-04-10 20:24:18.253582	128	2	49	128	0.7481422223907648	0.037921348314606744	0.21910112359550563	0.08567415730337079	0.13249063670411984	36.046816479400746	0.10551687698790077	0.037921348314606744	0.21910112359550563	0.08567415730337079	0.13249063670411984	36.046816479400746	0.10551687698790077	3470453884	850.0	0.037921348314606744	0.21910112359550563	0.08567415730337079	0.13249063670411984	36.046816479400746	0.10551687698790077	12	COMPLETE
