number	state	value	datetime_start	datetime_complete	params	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values
					loss.margin	model.embedding_dim	model.relation_dim	negative_sampler.num_negs_per_pos	optimizer.lr	training.num_epochs	avg.adjusted_mean_rank	avg.hits_at_1	avg.hits_at_10	avg.hits_at_3	avg.hits_at_5	avg.mean_rank	avg.mean_reciprocal_rank	best.hits_at_1	best.hits_at_10	best.hits_at_3	best.hits_at_5	best.mean_rank	best.mean_reciprocal_rank	worst.hits_at_1	worst.hits_at_10	worst.hits_at_3	worst.hits_at_5	worst.mean_rank	worst.mean_reciprocal_rank	_number	51	101	151	201	251	301	351	651	701
0	TrialState.COMPLETE	0.02390226628895184	2020-01-15 14:58:53.728478	2020-01-15 15:25:22.201672	5.08170970969157	50.0	150.0	31.0	0.004274087828984363	600.0	0.612632531347541	0.0028328611898017	0.02390226628895184	0.008356940509915015	0.012960339943342777	12420.831674929179	0.010074107515051329	0.0028328611898017	0.02390226628895184	0.008356940509915015	0.012960339943342777	12419.951841359773	0.010074110042387702	0.0028328611898017	0.02390226628895184	0.008356940509915015	0.012960339943342777	12421.711508498583	0.010074104990273147	0		0.024492445703493862	0.0241235835694051						
1	TrialState.COMPLETE	0.1386528171230721	2020-01-15 15:25:22.202686	2020-01-15 16:44:32.015504	3.272863546842633	350.0	250.0	46.0	0.0020874042599173135	1000.0	0.24851174751458746	0.017036512433113	0.1386528171230721	0.08732688070506768	0.10971435316336166	5037.868616225999	0.06279929155829973	0.017036512433113	0.1386528171230721	0.08732688070506768	0.10971435316336166	5037.8654194208375	0.06279929192565044	0.017036512433113	0.1386528171230721	0.08732688070506768	0.10971435316336166	5037.871813031162	0.06279929119150858	1						0.13795022258195064	0.13834543201133145		
2	TrialState.COMPLETE	0.01504957507082153	2020-01-15 16:44:32.016378	2020-01-15 17:02:38.553817	7.720855885662772	250.0	350.0	6.0	0.004545118757625498	800.0	0.7093818364071346	0.0030099150141643057	0.01504957507082153	0.00823300283286119	0.010490439093484419	14381.904789305949	0.008007187647799955	0.0030099150141643057	0.01504957507082153	0.00823300283286119	0.010490439093484419	14381.619953966007	0.008007193889197151	0.0030099150141643057	0.01504957507082153	0.00823300283286119	0.010490439093484419	14382.189624645893	0.00800718145328086	2	0.01823654390934844	0.016111898016997167							
3	TrialState.COMPLETE	0.2740929396382654	2020-01-15 17:02:38.554910	2020-01-15 18:45:20.032867	3.2010907259039905	50.0	350.0	16.0	0.0011435000952519723	600.0	0.15640991749683866	0.0235617781651776	0.2740929396382654	0.17307692307692307	0.22286990629766834	3170.5198845064283	0.11520554111635951	0.0235617781651776	0.2740929396382654	0.17307692307692307	0.22286990629766834	3170.5187404663325	0.11520571797466411	0.0235617781651776	0.2740929396382654	0.17307692307692307	0.22286990629766834	3170.521028546524	0.11520538922581627	3									
4	TrialState.COMPLETE	0.021777620396600566	2020-01-15 18:45:20.033880	2020-01-15 19:13:43.732726	5.2078705338401505	150.0	450.0	26.0	0.0020397029651345925	600.0	0.6787333889630294	0.004532577903682719	0.021777620396600566	0.010694050991501416	0.015368271954674221	13760.864128895184	0.010746485886618754	0.004532577903682719	0.021777620396600566	0.010694050991501416	0.015368271954674221	13760.241147308781	0.010746490034430565	0.004532577903682719	0.021777620396600566	0.010694050991501416	0.015368271954674221	13761.487110481587	0.010746481744069033	4		0.0227219074598678	0.022131728045325778						
5	TrialState.COMPLETE	0.021025141643059492	2020-01-15 19:13:43.733706	2020-01-15 19:36:24.515216	6.600549439585172	350.0	350.0	36.0	0.005430195266340015	500.0	0.6759844480753255	0.0036296033994334276	0.021025141643059492	0.008896954674220962	0.01305771954674221	13704.952416784703	0.00986592656794434	0.0036296033994334276	0.021025141643059492	0.008896954674220962	0.01305771954674221	13704.712995750708	0.009865928518097212	0.0036296033994334276	0.021025141643059492	0.008896954674220962	0.01305771954674221	13705.191837818697	0.009865924619208408	5	0.025938385269121813	0.0226628895184136							
6	TrialState.COMPLETE	0.020856940509915014	2020-01-15 19:36:24.516356	2020-01-15 20:08:04.124369	8.939308388096801	450.0	150.0	1.0	0.0011894000657801296	800.0	0.6881030242855756	0.004886685552407932	0.020856940509915014	0.00995042492917847	0.013456090651558074	13950.161650141643	0.010574358312926226	0.004886685552407932	0.020856940509915014	0.00995042492917847	0.013456090651558074	13949.998052407933	0.010574360028733716	0.004886685552407932	0.020856940509915014	0.00995042492917847	0.013456090651558074	13950.325247875355	0.010574356599907507	6		0.02331208687440982	0.021777620396600566						
7	TrialState.COMPLETE	0.014164305949008499	2020-01-15 20:08:04.125387	2020-01-15 20:29:12.823563	9.590363614166954	450.0	50.0	1.0	0.0016478967300172882	1000.0	0.7767018246509	0.00424929178470255	0.014164305949008499	0.007037889518413598	0.009605169971671388	15746.329563562324	0.008179383413944832	0.00424929178470255	0.014164305949008499	0.007037889518413598	0.009605169971671388	15746.23335694051	0.008179384366876047	0.00424929178470255	0.014164305949008499	0.007037889518413598	0.009605169971671388	15746.425770184136	0.00817938246240075	7	0.017705382436260624	0.015344664778092541							
8	TrialState.COMPLETE	0.013854461756373938	2020-01-15 20:29:12.824625	2020-01-15 20:51:32.278474	8.600074228573266	350.0	150.0	26.0	0.0032251435443631194	900.0	0.6702504389033025	0.002921388101983003	0.013854461756373938	0.006550991501416431	0.008896954674220962	13588.369799043909	0.007593141946423896	0.002921388101983003	0.013854461756373938	0.006550991501416431	0.008896954674220962	13587.29992917847	0.007593148559441093	0.002921388101983003	0.013854461756373938	0.006550991501416431	0.008896954674220962	13589.439668909348	0.007593135341147927	8	0.01814801699716714	0.015285646836638338							
