number	state	value	datetime_start	datetime_complete	params	params	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values
					loss.adversarial_temperature	loss.margin	model.embedding_dim	negative_sampler.num_negs_per_pos	optimizer.lr	regularizer.weight	training.num_epochs	avg.adjusted_mean_rank	avg.hits_at_1	avg.hits_at_10	avg.hits_at_3	avg.hits_at_5	avg.mean_rank	avg.mean_reciprocal_rank	best.hits_at_1	best.hits_at_10	best.hits_at_3	best.hits_at_5	best.mean_rank	best.mean_reciprocal_rank	worst.hits_at_1	worst.hits_at_10	worst.hits_at_3	worst.hits_at_5	worst.mean_rank	worst.mean_reciprocal_rank	_number	51	101
0	TrialState.COMPLETE	0.0002213172804532578	2020-01-11 23:25:20.793708	2020-01-12 00:04:28.393062	0.9461563893760513	7.148710548317328	350.0	10.0	0.0018545759645254675	0.03389248229595821	1000.0	1.0009282715935632	0.0	0.0002213172804532578	8.852691218130312e-05	8.852691218130312e-05	20292.053027620397	0.00023231056071672777	0.0	0.0002213172804532578	8.852691218130312e-05	8.852691218130312e-05	20292.052894830027	0.0002323105637542399	0.0	0.0002213172804532578	8.852691218130312e-05	8.852691218130312e-05	20292.053160410764	0.00023231055767988294	0	8.852691218130312e-05	0.00017705382436260624
1	TrialState.COMPLETE	0.00017705382436260624	2020-01-12 00:04:28.393785	2020-01-12 01:12:40.057153	0.2016673669696073	20.81742054612331	450.0	100.0	0.014938824808037912	0.05821714145194475	2000.0	0.993251784564311	0.0	0.00017705382436260624	0.0001327903682719547	0.00017705382436260624	20136.479815864022	0.0002981755233732618	0.0	0.00017705382436260624	0.0001327903682719547	0.00017705382436260624	20136.47972733711	0.0002981755239725604	0.0	0.00017705382436260624	0.0001327903682719547	0.00017705382436260624	20136.479904390933	0.00029817552277404895	1	0.00017705382436260624	0.00017705382436260624
2	TrialState.COMPLETE	0.0003541076487252125	2020-01-12 01:12:40.057914	2020-01-12 02:03:17.646430	0.41714504515207484	7.251710666805432	350.0	80.0	0.01607932930452244	0.02980549127919517	700.0	1.003003499308774	0.0	0.0003541076487252125	0.0	0.00017705382436260624	20334.065177939094	0.00028741586357800876	0.0	0.0003541076487252125	0.0	0.00017705382436260624	20334.06511154391	0.0002874158638607703	0.0	0.0003541076487252125	0.0	0.00017705382436260624	20334.065244334277	0.00028741586329527333	2	0.0	0.00023607176581680832
3	TrialState.COMPLETE	0.00017705382436260624	2020-01-12 02:03:17.647183	2020-01-12 02:29:13.685313	0.7100175657847235	19.19321766179863	50.0	70.0	0.0025739660217544585	0.017999723266397004	1100.0	1.0088968239948688	4.426345609065156e-05	0.00017705382436260624	8.852691218130312e-05	0.0001327903682719547	20453.86256196884	0.00028429168542988466	4.426345609065156e-05	0.00017705382436260624	8.852691218130312e-05	0.0001327903682719547	20453.86242917847	0.00028429183357197094	4.426345609065156e-05	0.00017705382436260624	8.852691218130312e-05	0.0001327903682719547	20453.862694759206	0.00028429153766820834	3	0.0003541076487252125	0.00023607176581680832
4	TrialState.COMPLETE	0.0001327903682719547	2020-01-12 02:29:13.686094	2020-01-12 03:02:02.812960	0.759762726543966	5.343315411904263	150.0	90.0	0.08954694452270039	0.03216695175943591	1200.0	1.0046632859061206	4.426345609065156e-05	0.0001327903682719547	4.426345609065156e-05	4.426345609065156e-05	20367.904634383853	0.00028041207860545603	4.426345609065156e-05	0.0001327903682719547	4.426345609065156e-05	4.426345609065156e-05	20367.904479461755	0.0002804120805837507	4.426345609065156e-05	0.0001327903682719547	4.426345609065156e-05	4.426345609065156e-05	20367.90478930595	0.00028041207662751196	4	0.0002655807365439094	0.00017705382436260624
5	TrialState.COMPLETE	0.0001327903682719547	2020-01-12 03:02:02.813798	2020-01-12 03:42:09.195100	0.4817966010788618	13.97031419271589	350.0	20.0	0.048426724529736086	0.029713545005635514	1900.0	0.9983041816298109	0.0	0.0001327903682719547	8.852691218130312e-05	0.0001327903682719547	20238.93942546034	0.00025584833085097957	0.0	0.0001327903682719547	8.852691218130312e-05	0.0001327903682719547	20238.939270538245	0.00025584833153321243	0.0	0.0001327903682719547	8.852691218130312e-05	0.0001327903682719547	20238.939580382437	0.0002558483301688062	5	8.852691218130312e-05	0.00011803588290840416
6	TrialState.COMPLETE	8.852691218130312e-05	2020-01-12 03:42:09.195948	2020-01-12 04:27:45.540881	0.6275584858666209	22.831309340027385	450.0	20.0	0.0011689957037543154	0.024228102070621985	1600.0	0.995127677726808	0.0	8.852691218130312e-05	0.0	4.426345609065156e-05	20174.684622875353	0.00023349581919778847	0.0	8.852691218130312e-05	0.0	4.426345609065156e-05	20174.68444582153	0.00023349582663782754	0.0	8.852691218130312e-05	0.0	4.426345609065156e-05	20174.68479992918	0.00023349581175990876	6	0.00017705382436260624	0.00011803588290840416
7	TrialState.COMPLETE	0.0003098441926345609	2020-01-12 04:27:45.541584	2020-01-12 05:18:31.656485	0.6100067297555393	13.385965958319638	350.0	80.0	0.058956843274300466	0.046419565258365054	1300.0	0.9896571520908886	0.0	0.0003098441926345609	0.0	0.0001327903682719547	20063.533817280455	0.00029305980412237153	0.0	0.0003098441926345609	0.0	0.0001327903682719547	20063.533773016996	0.00029305980428319124	0.0	0.0003098441926345609	0.0	0.0001327903682719547	20063.53386154391	0.00029305980396156136	7	0.0002655807365439094	0.0002950897072710104
8	TrialState.COMPLETE	0.0005311614730878187	2020-01-12 05:18:31.657176	2020-01-12 06:05:41.156320	0.8969269025719872	22.614148791704935	450.0	30.0	0.049852204732162196	0.01608263959765594	1100.0	1.0072832287287439	8.852691218130312e-05	0.0005311614730878187	0.0002213172804532578	0.0002655807365439094	20421.033662358357	0.0004223172793750356	8.852691218130312e-05	0.0005311614730878187	0.0002213172804532578	0.0002655807365439094	20421.03355169972	0.0004223172890074826	8.852691218130312e-05	0.0005311614730878187	0.0002213172804532578	0.0002655807365439094	20421.033773016996	0.0004223172697488504	8	0.0003541076487252125	0.00047214353163361664
