number	value	datetime_start	datetime_complete	params_model.dropout_0	params_model.dropout_1	params_model.dropout_2	params_model.embedding_dim	params_model.relation_dim	params_optimizer.lr	params_training.batch_size	params_training.label_smoothing	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.2536231884057971	2020-03-23 10:39:46.294592	2020-03-23 13:22:47.138869	0.4519488684050546	0.12495265511230134	0.17024329286651982	256	128	0.09148660566014293	256	0.018830457612801818	0.16770213903511133	0.12124843090265891	0.2536231884057971	0.1765662444368367	0.2073490813648294	1190.6600051352277	0.16612168998253718	0.12124843090265891	0.2536231884057971	0.1765662444368367	0.2073490813648294	1190.6599338126211	0.16612170575883362	1096121122	250	0.12124843090265891	0.2536231884057971	0.1765662444368367	0.2073490813648294	1190.660076457834	0.1661216747097421	0	COMPLETE
1	0.35841036174825974	2020-03-23 13:22:47.195011	2020-03-23 14:19:35.026950	0.394574013007457	0.1858209405770678	0.38644485455158506	128	64	0.0036282021830066078	256	0.02416069017334947	0.07308083653206103	0.15956293506789912	0.35841036174825974	0.24572064361520027	0.28937007874015747	510.65409962341664	0.22612062331998825	0.15956293506789912	0.35841036174825974	0.24572064361520027	0.28937007874015747	510.65399977176764	0.22612062465055097	2365472784	250	0.15956293506789912	0.35841036174825974	0.24572064361520027	0.28937007874015747	510.65419947506564	0.22612062199653227	1	COMPLETE
2	0.15810795389706722	2020-03-23 14:19:35.084095	2020-03-23 14:51:04.827446	0.13602091982951156	0.2941777489302635	0.4154549034396522	64	128	0.019094398500421262	128	0.12381095574061485	0.5878312620242084	0.08398950131233596	0.15810795389706722	0.11773935866712314	0.135627068355586	4193.0259756932555	0.10879677893142096	0.08398950131233596	0.15810795389706722	0.11773935866712314	0.135627068355586	4193.025790254479	0.108796781690407	4144015553	200	0.08398950131233596	0.15810795389706722	0.11773935866712314	0.135627068355586	4193.026161132032	0.10879677620851796	2	COMPLETE
3	0.33610065046217047	2020-03-23 14:51:04.860855	2020-03-23 15:19:08.850010	0.4426474063120503	0.24708601287851384	0.14639257497112432	64	64	0.005723206323909517	256	0.12820602681519297	0.09312833526333655	0.15417094602305145	0.33610065046217047	0.23165582563049184	0.2731655825630492	651.0024677621819	0.21517624997056498	0.15417094602305145	0.33610065046217047	0.23165582563049184	0.2731655825630492	651.0023964395755	0.2151763113265558	715683775	200	0.15417094602305145	0.33610065046217047	0.23165582563049184	0.2731655825630492	651.0025390847883	0.2151761924491245	3	COMPLETE
4	0.1270398265434212	2020-03-23 15:19:08.892971	2020-03-23 16:06:35.151414	0.4244905034865407	0.1228398241430445	0.1308060636738524	64	256	0.037101503945532875	128	0.07871618459589681	0.6648462319003547	0.06961086385940887	0.1270398265434212	0.09337555631633003	0.10758301951386512	4730.95807657195	0.08889172798395545	0.06961086385940887	0.1270398265434212	0.09337555631633003	0.10758301951386512	4730.957919662216	0.08889172804505739	3004084975	250	0.06961086385940887	0.1270398265434212	0.09337555631633003	0.10758301951386512	4730.958233481684	0.08889172792293246	4	COMPLETE
5	0.3297672030126669	2020-03-23 16:06:35.184756	2020-03-23 18:38:58.239301	0.35751396118581913	0.26845747746969123	0.29459101464177584	256	128	0.003437342600066384	128	0.06989759041788399	0.10417917057708086	0.1461542850621933	0.3297672030126669	0.22141389934953784	0.2642930503252311	729.2128694511013	0.20700079216294465	0.1461542850621933	0.3297672030126669	0.22141389934953784	0.2642930503252311	729.2128266575373	0.2070007926606835	3426145651	250	0.1461542850621933	0.3297672030126669	0.22141389934953784	0.2642930503252311	729.2129122446651	0.20700079166750243	5	COMPLETE
6	0.35530069610863857	2020-03-23 18:38:58.284817	2020-03-23 19:46:39.776589	0.20474621343275837	0.4872894451442713	0.39598699987908714	64	256	0.0011020941770125668	256	0.006210824494775227	0.06615978632239977	0.1625299554946936	0.35530069610863857	0.24455095287002168	0.2914526988474267	459.1572235535775	0.22713951648870442	0.1625299554946936	0.35530069610863857	0.24455095287002168	0.2914526988474267	459.15713796644985	0.22713951686242662	995535269	350	0.1625299554946936	0.35530069610863857	0.24455095287002168	0.2914526988474267	459.15730914070525	0.22713951611634517	6	COMPLETE
7	0.23744722127125414	2020-03-23 19:46:39.824027	2020-03-23 22:12:30.374350	0.13790138185748166	0.44839531302152924	0.22801448157936674	256	64	0.05841318259289139	256	0.05646506018671449	0.2346664297048793	0.1155426223895926	0.23744722127125414	0.1673228346456693	0.19653657423256876	1666.9138850850165	0.15611720287469535	0.1155426223895926	0.23744722127125414	0.1673228346456693	0.19653657423256876	1666.913756704325	0.15611721060406175	1494742253	300	0.1155426223895926	0.23744722127125414	0.1673228346456693	0.19653657423256876	1666.9140134657082	0.1561171953188098	7	COMPLETE
8	0.32503138194682185	2020-03-23 22:12:30.422413	2020-03-23 22:52:02.327236	0.45212699987192484	0.36399055213128306	0.4299532719646414	64	128	0.004990894390589742	256	0.0031675945061742385	0.08488163706097863	0.15086157708547301	0.32503138194682185	0.22329681615884972	0.26395070181444713	590.8756704325003	0.20948442789918406	0.15086157708547301	0.32503138194682185	0.22329681615884972	0.26395070181444713	590.8755563163301	0.20948449820843607	2826621147	250	0.15086157708547301	0.32503138194682185	0.22329681615884972	0.26395070181444713	590.8757845486706	0.2094843622745374	8	COMPLETE
9	0.12010726920004565	2020-03-23 22:52:02.375344	2020-03-24 02:55:15.339439	0.14659533285321752	0.4074464130937592	0.39373856498991455	256	128	0.038873317213007505	512	0.3701874348039886	0.7018388534439601	0.0667294305603104	0.12010726920004565	0.09180645897523679	0.10407394727832935	4977.006832705694	0.08496863183080627	0.0667294305603104	0.12010726920004565	0.09180645897523679	0.10407394727832935	4977.006590208833	0.08496863212918587	2883815076	350	0.0667294305603104	0.12010726920004565	0.09180645897523679	0.10407394727832935	4977.007075202556	0.08496863153344464	9	COMPLETE
10	0.22512267488303092	2020-03-24 02:55:15.383450	2020-03-24 03:25:02.586032	0.3946917375546546	0.10107558196261285	0.4069445483962688	64	128	0.017939810145245046	256	0.04275500619410253	0.2536565024036914	0.11169120164327286	0.22512267488303092	0.16067556772794706	0.18772110007988133	1800.8393529613147	0.15042446401883505	0.11169120164327286	0.22512267488303092	0.16067556772794706	0.18772110007988133	1800.8392103161018	0.15042446415177535	1996990553	200	0.11169120164327286	0.22512267488303092	0.16067556772794706	0.18772110007988133	1800.8394956065274	0.15042446388609584	10	COMPLETE
11	0.2860321807600137	2020-03-24 03:25:02.625116	2020-03-24 05:21:50.646325	0.10727824135247435	0.4733426631474221	0.40070386473736547	256	64	0.0061425487989726375	256	0.00760923088493968	0.136895252801643	0.13388679675910076	0.2860321807600137	0.20061622731941117	0.23408079424854503	968.0687407280611	0.18572709229538953	0.13388679675910076	0.2860321807600137	0.20061622731941117	0.23408079424854503	968.0686408764121	0.18572709390500225	691432194	250	0.13388679675910076	0.2860321807600137	0.20061622731941117	0.23408079424854503	968.0688405797101	0.18572709070219087	11	COMPLETE
12	0.08487390163186123	2020-03-24 05:21:50.686525	2020-03-24 06:08:13.702145	0.15730865178061784	0.12754071599705283	0.1375604763654358	128	256	0.01475035540362743	512	0.5912883504439916	0.7065044069166161	0.03994065959146411	0.08487390163186123	0.058741298642017575	0.07001027045532351	5034.144000342349	0.05514890264603898	0.03994065959146411	0.08487390163186123	0.058741298642017575	0.07001027045532351	5034.143814903572	0.05514890272145273	4121990129	150	0.03994065959146411	0.08487390163186123	0.058741298642017575	0.07001027045532351	5034.144185781125	0.05514890257070067	12	COMPLETE
13	0.35772566472669176	2020-03-24 06:08:13.737591	2020-03-24 07:03:35.260129	0.20024246246797298	0.31403343303565956	0.17663432021756187	64	64	0.0013083400017356497	256	0.03716644341014562	0.06308931188422946	0.16053292251512039	0.35772566472669176	0.24577770170033095	0.29116740842177335	440.6065702385028	0.2268857365573931	0.16053292251512039	0.35772566472669176	0.24577770170033095	0.29116740842177335	440.60652744493893	0.2268857845381004	2853249943	350	0.16053292251512039	0.35772566472669176	0.24577770170033095	0.29116740842177335	440.60661303206666	0.2268856912405101	13	COMPLETE
14	0.3896211343147324	2020-03-24 07:03:35.305829	2020-03-24 07:46:37.539822	0.1391189655861472	0.13195047097286589	0.19330179467334077	128	64	0.0018087370711403331	512	0.7005371838141643	0.0918881843431675	0.17009015177450645	0.3896211343147324	0.265919205751455	0.31615884970900376	633.9333846856099	0.2427312739394454	0.17009015177450645	0.3896211343147324	0.265919205751455	0.31615884970900376	633.9332705694397	0.24273144602011187	1853425154	200	0.17009015177450645	0.3896211343147324	0.265919205751455	0.31615884970900376	633.9334988017802	0.2427311186410299	14	COMPLETE
15	0.4061679790026247	2020-03-24 07:46:37.594389	2020-03-24 10:41:20.020299	0.14615355799065535	0.1389631266209846	0.48700177554141666	256	64	0.0018834161851845456	256	0.42800886365372687	0.08155749957432584	0.1760241926280954	0.4061679790026247	0.2742496861805318	0.32854045418235767	562.4742382745635	0.2519443367534934	0.1760241926280954	0.4061679790026247	0.2742496861805318	0.32854045418235767	562.4741526874358	0.2519443796909573	3360699850	350	0.1760241926280954	0.4061679790026247	0.2742496861805318	0.32854045418235767	562.4743238616912	0.25194429607076346	15	COMPLETE
