number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_model.scoring_fct_norm	params_training.batch_size	params_training.label_smoothing	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.22331460674157302	2020-04-10 15:51:38.184086	2020-04-10 15:54:21.944752	64	2	256	0.0018250180909233679	0.7213905558708623	0.024812734082397005	0.22331460674157302	0.075374531835206	0.12687265917602997	34.800561797752806	0.09589361978251154	0.024812734082397005	0.22331460674157302	0.075374531835206	0.12687265917602997	34.800561797752806	0.09589361978251154	4257899287		0.024812734082397005	0.22331460674157302	0.075374531835206	0.12687265917602997	34.800561797752806	0.09589361978251154	0	COMPLETE
1	0.17790262172284643	2020-04-10 15:54:21.980123	2020-04-10 15:56:11.233746	64	2	256	0.05871713972593121	0.7536049913527786	0.0149812734082397	0.17790262172284643	0.05056179775280899	0.09129213483146068	36.29213483146067	0.07818992578499191	0.0149812734082397	0.17790262172284643	0.05056179775280899	0.09129213483146068	36.29213483146067	0.07818992578499191	627959065	750.0	0.0149812734082397	0.17790262172284643	0.05056179775280899	0.09129213483146068	36.29213483146067	0.07818992578499191	1	COMPLETE
2	0.5922284644194756	2020-04-10 15:56:11.277576	2020-04-10 15:57:46.576821	64	1	512	0.0013821284623530708	0.3630335365320915	0.1694756554307116	0.5922284644194756	0.3717228464419476	0.4648876404494382	17.657771535580526	0.3115471907481097	0.1694756554307116	0.5922284644194756	0.3717228464419476	0.4648876404494382	17.657771535580526	0.3115471907481097	3662862683	750.0	0.1694756554307116	0.5922284644194756	0.3717228464419476	0.4648876404494382	17.657771535580526	0.3115471907481097	2	COMPLETE
3	0.19241573033707865	2020-04-10 15:57:46.628450	2020-04-10 15:59:57.372338	64	2	256	0.01945400697228718	0.7506647443264541	0.01638576779026217	0.19241573033707865	0.04962546816479401	0.09363295880149813	36.19616104868914	0.08047864840512786	0.01638576779026217	0.19241573033707865	0.04962546816479401	0.09363295880149813	36.19616104868914	0.08047864840512786	2134247228	850.0	0.01638576779026217	0.19241573033707865	0.04962546816479401	0.09363295880149813	36.19616104868914	0.08047864840512786	3	COMPLETE
4	0.1647940074906367	2020-04-10 15:59:57.398809	2020-04-10 16:02:16.951617	64	2	512	0.17234525821013766	0.815820594878051	0.009831460674157303	0.1647940074906367	0.040262172284644196	0.07771535580524344	39.28651685393258	0.0676042965622029	0.009831460674157303	0.1647940074906367	0.040262172284644196	0.07771535580524344	39.28651685393258	0.0676042965622029	99779722		0.009831460674157303	0.1647940074906367	0.040262172284644196	0.07771535580524344	39.28651685393258	0.0676042965622029	4	COMPLETE
5	0.1343632958801498	2020-04-10 16:02:16.978400	2020-04-10 16:03:43.063702	64	2	256	0.32930513555473284	0.9211377539865547	0.006554307116104869	0.1343632958801498	0.03885767790262172	0.06835205992509363	44.33614232209738	0.05894121693817554	0.006554307116104869	0.1343632958801498	0.03885767790262172	0.06835205992509363	44.33614232209738	0.05894121693817554	3227719321	600.0	0.006554307116104869	0.1343632958801498	0.03885767790262172	0.06835205992509363	44.33614232209738	0.05894121693817554	5	COMPLETE
6	0.16385767790262173	2020-04-10 16:03:43.090125	2020-04-10 16:04:58.485246	256	2	512	0.004458122036898628	0.7868771872043694	0.0	0.16385767790262173	0.03885767790262172	0.08146067415730338	37.877808988764045	0.06360532271767536	0.0	0.16385767790262173	0.03885767790262172	0.08146067415730338	37.877808988764045	0.06360532271767536	622900238	600.0	0.0	0.16385767790262173	0.03885767790262172	0.08146067415730338	37.877808988764045	0.06360532271767536	6	COMPLETE
7	0.21863295880149813	2020-04-10 16:04:58.539481	2020-04-10 16:07:14.159464	256	2	256	0.0015783279776739828	0.7145996830279656	0.023408239700374533	0.21863295880149813	0.07958801498127341	0.12453183520599251	34.43773408239701	0.096078450000713	0.023408239700374533	0.21863295880149813	0.07958801498127341	0.12453183520599251	34.43773408239701	0.096078450000713	1107100233	900.0	0.023408239700374533	0.21863295880149813	0.07958801498127341	0.12453183520599251	34.43773408239701	0.096078450000713	7	COMPLETE
8	0.11142322097378277	2020-04-10 16:07:14.186952	2020-04-10 16:07:48.070639	64	2	512	0.15667133259808055	0.9418968821192083	0.0046816479400749065	0.11142322097378277	0.028089887640449437	0.060861423220973786	45.36376404494382	0.052929912783088985	0.0046816479400749065	0.11142322097378277	0.028089887640449437	0.060861423220973786	45.36376404494382	0.052929912783088985	1514986119	300.0	0.0046816479400749065	0.11142322097378277	0.028089887640449437	0.060861423220973786	45.36376404494382	0.052929912783088985	8	COMPLETE
9	0.5959737827715356	2020-04-10 16:07:48.098515	2020-04-10 16:09:12.308922	64	1	512	0.008220482290682249	0.3691475847483114	0.17275280898876405	0.5959737827715356	0.38202247191011235	0.4789325842696629	17.96067415730337	0.31778618808890974	0.17275280898876405	0.5959737827715356	0.38202247191011235	0.4789325842696629	17.96067415730337	0.31778618808890974	3148063637	700.0	0.17275280898876405	0.5959737827715356	0.38202247191011235	0.4789325842696629	17.96067415730337	0.31778618808890974	9	COMPLETE
10	0.22659176029962547	2020-04-10 16:09:12.337971	2020-04-10 16:12:01.483953	64	2	128	0.003223561929592206	0.7021875911521331	0.03698501872659176	0.22659176029962547	0.10252808988764045	0.14794007490636704	33.84035580524345	0.11139986148807095	0.03698501872659176	0.22659176029962547	0.10252808988764045	0.14794007490636704	33.84035580524345	0.11139986148807095	1524464484	900.0	0.03698501872659176	0.22659176029962547	0.10252808988764045	0.14794007490636704	33.84035580524345	0.11139986148807095	10	COMPLETE
11	0.23642322097378277	2020-04-10 16:12:01.510748	2020-04-10 16:15:15.099871	64	2	128	0.00806874320407113	0.6929987748101186	0.04073033707865169	0.23642322097378277	0.09550561797752809	0.1451310861423221	33.39747191011236	0.11308419084466068	0.04073033707865169	0.23642322097378277	0.09550561797752809	0.1451310861423221	33.39747191011236	0.11308419084466068	4289192084	1000.0	0.04073033707865169	0.23642322097378277	0.09550561797752809	0.1451310861423221	33.39747191011236	0.11308419084466068	11	COMPLETE
12	0.6264044943820225	2020-04-10 16:15:15.126177	2020-04-10 16:16:56.070955	128	1	512	0.004836076365295479	0.3345592861632339	0.16619850187265917	0.6264044943820225	0.3862359550561798	0.4892322097378277	16.27247191011236	0.31850976658634683	0.16619850187265917	0.6264044943820225	0.3862359550561798	0.4892322097378277	16.27247191011236	0.31850976658634683	2397523976	800.0	0.16619850187265917	0.6264044943820225	0.3862359550561798	0.4892322097378277	16.27247191011236	0.31850976658634683	12	COMPLETE
13	0.17790262172284643	2020-04-10 16:16:56.103438	2020-04-10 16:18:52.904826	128	2	512	0.012353200130558429	0.7603422715119348	0.012172284644194757	0.17790262172284643	0.050093632958801496	0.0852059925093633	36.60346441947566	0.07503330889994199	0.012172284644194757	0.17790262172284643	0.050093632958801496	0.0852059925093633	36.60346441947566	0.07503330889994199	4155431450	950.0	0.012172284644194757	0.17790262172284643	0.050093632958801496	0.0852059925093633	36.60346441947566	0.07503330889994199	13	COMPLETE
14	0.21769662921348315	2020-04-10 16:18:52.931780	2020-04-10 16:22:16.907561	128	2	128	0.2138192909319302	0.7198882151773541	0.028089887640449437	0.21769662921348315	0.07443820224719101	0.12265917602996254	34.66058052434457	0.09716937426673226	0.028089887640449437	0.21769662921348315	0.07443820224719101	0.12265917602996254	34.66058052434457	0.09716937426673226	149013708		0.028089887640449437	0.21769662921348315	0.07443820224719101	0.12265917602996254	34.66058052434457	0.09716937426673226	14	COMPLETE
15	0.22144194756554308	2020-04-10 16:22:16.928742	2020-04-10 16:24:54.284697	64	2	128	0.015082888010183348	0.6975312633666625	0.02762172284644195	0.22144194756554308	0.09129213483146068	0.1409176029962547	33.62312734082397	0.10426137479559067	0.02762172284644195	0.22144194756554308	0.09129213483146068	0.1409176029962547	33.62312734082397	0.10426137479559067	268823929	800.0	0.02762172284644195	0.22144194756554308	0.09129213483146068	0.1409176029962547	33.62312734082397	0.10426137479559067	15	COMPLETE
16	0.1952247191011236	2020-04-10 16:24:54.305903	2020-04-10 16:27:06.863390	128	2	512	0.003356979827508039	0.7487926624099679	0.008426966292134831	0.1952247191011236	0.047752808988764044	0.10252808988764045	36.069054307116104	0.07597792129011315	0.008426966292134831	0.1952247191011236	0.047752808988764044	0.10252808988764045	36.068820224719104	0.0759779902799148	2602841191		0.008426966292134831	0.1952247191011236	0.047752808988764044	0.10252808988764045	36.06928838951311	0.07597785346963015	16	COMPLETE
17	0.11610486891385768	2020-04-10 16:27:06.890292	2020-04-10 16:28:38.939217	128	2	256	0.4437190484467546	0.9073967389415336	0.007958801498127341	0.11610486891385768	0.02902621722846442	0.054775280898876406	43.73361423220974	0.05620123504621586	0.007958801498127341	0.11610486891385768	0.02902621722846442	0.054775280898876406	43.73361423220974	0.05620123504621586	3765168599	650.0	0.007958801498127341	0.11610486891385768	0.02902621722846442	0.054775280898876406	43.73361423220974	0.05620123504621586	17	COMPLETE
18	0.24250936329588016	2020-04-10 16:28:38.960438	2020-04-10 16:31:55.710120	64	2	128	0.018359105912598598	0.6919683011637631	0.047752808988764044	0.24250936329588016	0.10440074906367042	0.1540262172284644	33.348548689138575	0.11977279131228276	0.047752808988764044	0.24250936329588016	0.10440074906367042	0.1540262172284644	33.348314606741575	0.11977284012521093	3816487268		0.047752808988764044	0.24250936329588016	0.10440074906367042	0.1540262172284644	33.34878277153558	0.11977274319668216	18	COMPLETE
19	0.19428838951310862	2020-04-10 16:31:55.731521	2020-04-10 16:34:20.662780	256	2	512	0.008774057344502182	0.7464788081246508	0.008426966292134831	0.19428838951310862	0.05290262172284644	0.0950374531835206	35.94428838951311	0.07582479426284126	0.008426966292134831	0.19428838951310862	0.05290262172284644	0.0950374531835206	35.94428838951311	0.07582479426284126	599117890		0.008426966292134831	0.19428838951310862	0.05290262172284644	0.0950374531835206	35.94428838951311	0.07582479426284126	19	COMPLETE
20	0.0898876404494382	2020-04-10 16:34:20.692185	2020-04-10 16:34:34.575113	128	1	512	0.324359491289459	1.0731319843456568	0.0	0.0898876404494382	0.023408239700374533	0.04541198501872659	51.81039325842696	0.04299691129513752	0.0	0.0898876404494382	0.023408239700374533	0.04541198501872659	51.81039325842696	0.04299691129513752	1975817536	150.0	0.0	0.0898876404494382	0.023408239700374533	0.04541198501872659	51.81039325842696	0.04299691129513752	20	COMPLETE
21	0.6455992509363296	2020-04-10 16:34:34.596535	2020-04-10 16:35:56.055405	128	1	128	0.013861134827266391	0.30497057646624603	0.17649812734082396	0.6455992509363296	0.39653558052434457	0.5009363295880149	14.827715355805243	0.3305939816614833	0.17649812734082396	0.6455992509363296	0.39653558052434457	0.5009363295880149	14.827715355805243	0.3305939816614833	2766525523	450.0	0.17649812734082396	0.6455992509363296	0.39653558052434457	0.5009363295880149	14.827715355805243	0.3305939816614833	21	COMPLETE
22	0.6399812734082397	2020-04-10 16:35:56.082355	2020-04-10 16:36:47.880260	128	1	128	0.007952588138910891	0.3150924134211203	0.16666666666666666	0.6399812734082397	0.399812734082397	0.5079588014981273	15.320224719101123	0.3263868127851204	0.16666666666666666	0.6399812734082397	0.399812734082397	0.5079588014981273	15.320224719101123	0.3263868127851204	2006360012	300.0	0.16666666666666666	0.6399812734082397	0.399812734082397	0.5079588014981273	15.320224719101123	0.3263868127851204	22	COMPLETE
23	0.625	2020-04-10 16:36:47.902386	2020-04-10 16:38:49.502592	128	1	256	0.004476397654876786	0.3315715499585041	0.17275280898876405	0.625	0.39091760299625467	0.5009363295880149	16.1437265917603	0.3246989311117135	0.17275280898876405	0.625	0.39091760299625467	0.5009363295880149	16.1437265917603	0.3246989311117135	981310580	750.0	0.17275280898876405	0.625	0.39091760299625467	0.5009363295880149	16.1437265917603	0.3246989311117135	23	COMPLETE
24	0.15589887640449437	2020-04-10 16:38:49.543546	2020-04-10 16:40:49.784064	64	2	512	0.0037446289976032607	0.7991738436134944	0.0149812734082397	0.15589887640449437	0.04868913857677903	0.075374531835206	38.51357677902622	0.07218305612993271	0.0149812734082397	0.15589887640449437	0.04868913857677903	0.075374531835206	38.51357677902622	0.07218305612993271	1026675482	900.0	0.0149812734082397	0.15589887640449437	0.04868913857677903	0.075374531835206	38.51357677902622	0.07218305612993271	24	COMPLETE
25	0.6872659176029963	2020-04-10 16:40:49.811083	2020-04-10 16:43:07.260062	256	1	256	0.2769052335227954	0.2616099744559046	0.18071161048689138	0.6872659176029963	0.4386704119850187	0.5416666666666666	12.733614232209737	0.3494148870789219	0.18071161048689138	0.6872659176029963	0.4386704119850187	0.5416666666666666	12.733614232209737	0.3494148870789219	687324485	900.0	0.18071161048689138	0.6872659176029963	0.4386704119850187	0.5416666666666666	12.733614232209737	0.3494148870789219	25	COMPLETE
26	0.5856741573033708	2020-04-10 16:43:07.292629	2020-04-10 16:44:44.037966	64	1	128	0.004512111134112547	0.36684669047674295	0.16292134831460675	0.5856741573033708	0.3637640449438202	0.4583333333333333	17.802668539325843	0.30464271809332877	0.16292134831460675	0.5856741573033708	0.3637640449438202	0.4583333333333333	17.80243445692884	0.3046437248993374	3020104885	500.0	0.16292134831460675	0.5856741573033708	0.3637640449438202	0.4583333333333333	17.802902621722847	0.30464177421269567	26	COMPLETE
27	0.21114232209737827	2020-04-10 16:44:44.124265	2020-04-10 16:46:59.507918	64	2	256	0.002776793016983226	0.724967821838669	0.02762172284644195	0.21114232209737827	0.07911985018726592	0.12172284644194757	34.92883895131086	0.09784219650350985	0.02762172284644195	0.21114232209737827	0.07911985018726592	0.12172284644194757	34.92883895131086	0.09784219650350985	73993784	900.0	0.02762172284644195	0.21114232209737827	0.07911985018726592	0.12172284644194757	34.92883895131086	0.09784219650350985	27	COMPLETE
28	0.2247191011235955	2020-04-10 16:46:59.536622	2020-04-10 16:50:21.658642	64	2	128	0.10457393856235761	0.705458654086402	0.03417602996254682	0.2247191011235955	0.08567415730337079	0.13249063670411984	34.015449438202246	0.10409636684023559	0.03417602996254682	0.2247191011235955	0.08567415730337079	0.13249063670411984	34.015449438202246	0.10409636684023559	915479383		0.03417602996254682	0.2247191011235955	0.08567415730337079	0.13249063670411984	34.015449438202246	0.10409636684023559	28	COMPLETE
29	0.6427902621722846	2020-04-10 16:50:21.680314	2020-04-10 16:51:58.277814	128	1	256	0.0517909703050418	0.30855361859607144	0.17837078651685392	0.6427902621722846	0.3955992509363296	0.5032771535580525	15.010767790262172	0.3323391304635356	0.17837078651685392	0.6427902621722846	0.3955992509363296	0.5032771535580525	15.010767790262172	0.3323391304635356	1478553264	650.0	0.17837078651685392	0.6427902621722846	0.3955992509363296	0.5032771535580525	15.010767790262172	0.3323391304635356	29	COMPLETE
30	0.10159176029962547	2020-04-10 16:51:58.304393	2020-04-10 16:52:12.728314	64	2	512	0.396582477068748	0.9872943670602258	0.0009363295880149813	0.10159176029962547	0.02855805243445693	0.050093632958801496	47.61001872659176	0.04753127862408927	0.0009363295880149813	0.10159176029962547	0.02855805243445693	0.050093632958801496	47.61001872659176	0.04753127862408927	2542435929	150.0	0.0009363295880149813	0.10159176029962547	0.02855805243445693	0.050093632958801496	47.61001872659176	0.04753127862408927	30	COMPLETE
31	0.6020599250936329	2020-04-10 16:52:12.750360	2020-04-10 16:53:43.490456	64	1	128	0.0020638816703531	0.35701014272422155	0.15870786516853932	0.6020599250936329	0.37874531835205993	0.4812734082397004	17.372191011235955	0.3089564489584909	0.15870786516853932	0.6020599250936329	0.37874531835205993	0.4812734082397004	17.372191011235955	0.3089564489584909	233837396	500.0	0.15870786516853932	0.6020599250936329	0.37874531835205993	0.4812734082397004	17.372191011235955	0.3089564489584909	31	COMPLETE
32	0.21254681647940074	2020-04-10 16:53:43.513203	2020-04-10 16:55:32.741647	128	2	128	0.0026725113332722603	0.7083236782834255	0.03745318352059925	0.21254681647940074	0.07911985018726592	0.12078651685393259	34.13857677902622	0.10316711593921678	0.03745318352059925	0.21254681647940074	0.07911985018726592	0.12078651685393259	34.13857677902622	0.10316711593921678	1331480305	600.0	0.03745318352059925	0.21254681647940074	0.07911985018726592	0.12078651685393259	34.13857677902622	0.10316711593921678	32	COMPLETE
33	0.5936329588014981	2020-04-10 16:55:32.789073	2020-04-10 16:56:48.490636	64	1	128	0.1168969539552908	0.3630059790494067	0.16338951310861424	0.5936329588014981	0.3703183520599251	0.4653558052434457	17.63998127340824	0.3102034853723491	0.16338951310861424	0.5936329588014981	0.3703183520599251	0.4653558052434457	17.63998127340824	0.3102034853723491	1213373361	450.0	0.16338951310861424	0.5936329588014981	0.3703183520599251	0.4653558052434457	17.63998127340824	0.3102034853723491	33	COMPLETE
34	0.5936329588014981	2020-04-10 16:56:48.512507	2020-04-10 16:58:11.974202	64	1	256	0.17198245984817426	0.3530569206025061	0.14840823970037453	0.5936329588014981	0.3604868913857678	0.46722846441947563	17.149344569288388	0.2984975599678849	0.14840823970037453	0.5936329588014981	0.3604868913857678	0.46722846441947563	17.149344569288388	0.2984975599678849	497683480	600.0	0.14840823970037453	0.5936329588014981	0.3604868913857678	0.46722846441947563	17.149344569288388	0.2984975599678849	34	COMPLETE
35	0.21816479400749064	2020-04-10 16:58:11.995804	2020-04-10 17:00:51.648297	256	2	256	0.007708974542917733	0.7147737364668385	0.025280898876404494	0.21816479400749064	0.07771535580524344	0.12687265917602997	34.45177902621723	0.09686342156062869	0.025280898876404494	0.21816479400749064	0.07771535580524344	0.12687265917602997	34.45177902621723	0.09686342156062869	187404730		0.025280898876404494	0.21816479400749064	0.07771535580524344	0.12687265917602997	34.45177902621723	0.09686342156062869	35	COMPLETE
36	0.10159176029962547	2020-04-10 17:00:51.686293	2020-04-10 17:01:13.197093	128	1	128	0.9927311159275507	0.995983514015664	0.0	0.10159176029962547	0.018726591760299626	0.04541198501872659	48.0313670411985	0.044779647232309795	0.0	0.10159176029962547	0.018726591760299626	0.04541198501872659	48.0313670411985	0.044779647232309795	1760283299	150.0	0.0	0.10159176029962547	0.018726591760299626	0.04541198501872659	48.0313670411985	0.044779647232309795	36	COMPLETE
37	0.1596441947565543	2020-04-10 17:01:13.243816	2020-04-10 17:02:39.955842	128	2	512	0.17181529501165718	0.8457708445095112	0.003745318352059925	0.1596441947565543	0.04119850187265917	0.07818352059925093	40.74765917602996	0.06250184836687434	0.003745318352059925	0.1596441947565543	0.04119850187265917	0.07818352059925093	40.74765917602996	0.06250184836687434	1179810535	700.0	0.003745318352059925	0.1596441947565543	0.04119850187265917	0.07818352059925093	40.74765917602996	0.06250184836687434	37	COMPLETE
38	0.21769662921348315	2020-04-10 17:02:39.977772	2020-04-10 17:05:19.220630	128	2	256	0.09454311423183398	0.7224803377868964	0.024344569288389514	0.21769662921348315	0.07069288389513109	0.1198501872659176	34.79096441947566	0.0933877877081649	0.024344569288389514	0.21769662921348315	0.07069288389513109	0.1198501872659176	34.79073033707865	0.09338783016824054	1645483745		0.024344569288389514	0.21769662921348315	0.07069288389513109	0.1198501872659176	34.79119850187266	0.0933877458142236	38	COMPLETE
39	0.20037453183520598	2020-04-10 17:05:19.242007	2020-04-10 17:07:59.633950	64	2	256	0.09636917303215758	0.7369179759280973	0.02200374531835206	0.20037453183520598	0.06132958801498127	0.10252808988764045	35.49976591760299	0.08685622457495945	0.02200374531835206	0.20037453183520598	0.06132958801498127	0.10252808988764045	35.49953183520599	0.08685629125560237	597573256		0.02200374531835206	0.20037453183520598	0.06132958801498127	0.10252808988764045	35.5	0.08685615900566056	39	COMPLETE
40	0.16338951310861424	2020-04-10 17:07:59.678082	2020-04-10 17:09:58.039153	64	2	512	0.0012102381174774362	0.7958265478550091	0.007022471910112359	0.16338951310861424	0.04073033707865169	0.07303370786516854	38.327715355805246	0.06654769801859253	0.007022471910112359	0.16338951310861424	0.04073033707865169	0.07303370786516854	38.327715355805246	0.06654769801859253	714110377	950.0	0.007022471910112359	0.16338951310861424	0.04073033707865169	0.07303370786516854	38.327715355805246	0.06654769801859253	40	COMPLETE
41	0.10486891385767791	2020-04-10 17:09:58.066057	2020-04-10 17:10:18.797091	256	1	512	0.49245376596925605	0.9933941275132506	0.0	0.10486891385767791	0.025749063670411985	0.05290262172284644	47.93071161048689	0.04679520047424308	0.0	0.10486891385767791	0.025749063670411985	0.05290262172284644	47.93071161048689	0.04679520047424308	3784008483	200.0	0.0	0.10486891385767791	0.025749063670411985	0.05290262172284644	47.93071161048689	0.04679520047424308	41	COMPLETE
42	0.20365168539325842	2020-04-10 17:10:18.817950	2020-04-10 17:13:41.119987	128	2	128	0.26699734070107106	0.730177957725917	0.020599250936329586	0.20365168539325842	0.06882022471910113	0.11704119850187265	35.1376404494382	0.0892671569258824	0.020599250936329586	0.20365168539325842	0.06882022471910113	0.11704119850187265	35.1376404494382	0.0892671569258824	3521044506		0.020599250936329586	0.20365168539325842	0.06882022471910113	0.11704119850187265	35.1376404494382	0.0892671569258824	42	COMPLETE
43	0.5800561797752809	2020-04-10 17:13:41.164018	2020-04-10 17:15:01.244773	64	1	128	0.00727548897263069	0.3613637113308862	0.15589887640449437	0.5800561797752809	0.3642322097378277	0.46863295880149813	17.57069288389513	0.3020951551247798	0.15589887640449437	0.5800561797752809	0.3642322097378277	0.46863295880149813	17.57069288389513	0.3020951551247798	462926395	450.0	0.15589887640449437	0.5800561797752809	0.3642322097378277	0.46863295880149813	17.57069288389513	0.3020951551247798	43	COMPLETE
44	0.22331460674157302	2020-04-10 17:15:01.271801	2020-04-10 17:17:11.800093	256	2	128	0.002127565657318377	0.7066620639350949	0.035580524344569285	0.22331460674157302	0.08707865168539326	0.13202247191011235	34.073970037453186	0.10526933973445783	0.035580524344569285	0.22331460674157302	0.08707865168539326	0.13202247191011235	34.073970037453186	0.10526933973445783	518128512	650.0	0.035580524344569285	0.22331460674157302	0.08707865168539326	0.13202247191011235	34.073970037453186	0.10526933973445783	44	COMPLETE
45	0.19241573033707865	2020-04-10 17:17:11.824355	2020-04-10 17:18:49.068987	256	2	256	0.022595374882345948	0.7395149999802185	0.013108614232209739	0.19241573033707865	0.05383895131086142	0.0945692883895131	35.60814606741573	0.07995574718013682	0.013108614232209739	0.19241573033707865	0.05383895131086142	0.0945692883895131	35.60814606741573	0.07995574718013682	1791753596	650.0	0.013108614232209739	0.19241573033707865	0.05383895131086142	0.0945692883895131	35.60814606741573	0.07995574718013682	45	COMPLETE
46	0.5969101123595506	2020-04-10 17:18:49.089637	2020-04-10 17:20:19.631796	64	1	128	0.022804875859290693	0.3521954692910645	0.15636704119850187	0.5969101123595506	0.35767790262172283	0.4583333333333333	17.14700374531835	0.3021123339034383	0.15636704119850187	0.5969101123595506	0.35767790262172283	0.4583333333333333	17.14700374531835	0.3021123339034383	3880626968	450.0	0.15636704119850187	0.5969101123595506	0.35767790262172283	0.4583333333333333	17.14700374531835	0.3021123339034383	46	COMPLETE
