number	value	datetime_start	datetime_complete	params_model.c_max	params_model.c_min	params_model.embedding_dim	params_training.batch_size	params_training.label_smoothing	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.10018726591760299	2020-04-07 14:09:48.390369	2020-04-07 14:10:11.240414	7.372066397539312	0.022949752988140063	64	256	0.18965400575757976	1.0114858686908283	0.010767790262172285	0.10018726591760299	0.02855805243445693	0.04728464419475655	48.77200374531835	0.05237258039036664	0.010767790262172285	0.10018726591760299	0.02855805243445693	0.04728464419475655	48.77200374531835	0.05237258039036664	1654174656	150	0.010767790262172285	0.10018726591760299	0.02855805243445693	0.04728464419475655	48.77200374531835	0.05237258039036664	0	COMPLETE
1	0.09925093632958802	2020-04-07 14:10:11.316819	2020-04-07 14:10:37.865841	7.8664082729176705	0.02015349336580418	64	128	0.6352084075191291	1.0069697920532987	0.008426966292134831	0.09925093632958802	0.02855805243445693	0.05056179775280899	48.57537453183521	0.05129366418023625	0.008426966292134831	0.09925093632958802	0.02855805243445693	0.05056179775280899	48.57537453183521	0.05129366418023625	2608399398	150	0.008426966292134831	0.09925093632958802	0.02855805243445693	0.05056179775280899	48.57537453183521	0.05129366418023625	1	COMPLETE
2	0.0950374531835206	2020-04-07 14:10:37.896263	2020-04-07 14:10:59.260190	9.221987642820263	0.010086529123016632	256	256	0.58777658758191	1.0052740364256996	0.007022471910112359	0.0950374531835206	0.024344569288389514	0.046348314606741575	48.55337078651685	0.04936803045605737	0.007022471910112359	0.0950374531835206	0.024344569288389514	0.046348314606741575	48.55337078651685	0.04936803045605737	1453352164	150	0.007022471910112359	0.0950374531835206	0.024344569288389514	0.046348314606741575	48.55337078651685	0.04936803045605737	2	COMPLETE
3	0.125	2020-04-07 14:10:59.287266	2020-04-07 14:11:18.707114	9.263003588868944	0.054773813501172865	128	256	0.33692210180964455	0.9993730451866343	0.008895131086142321	0.125	0.039794007490636704	0.06835205992509363	48.21535580524345	0.057296001467047525	0.008895131086142321	0.125	0.039794007490636704	0.06835205992509363	48.21535580524345	0.057296001467047525	2066638263	150	0.008895131086142321	0.125	0.039794007490636704	0.06835205992509363	48.21535580524345	0.057296001467047525	3	COMPLETE
4	0.11235955056179775	2020-04-07 14:11:18.739021	2020-04-07 14:11:39.092453	4.77005452184086	0.016802724577308786	64	256	0.041420567380069696	0.9849959236599352	0.009831460674157303	0.11235955056179775	0.03651685393258427	0.05711610486891386	47.57911985018727	0.05596750562361461	0.009831460674157303	0.11235955056179775	0.03651685393258427	0.05711610486891386	47.57911985018727	0.05596750562361461	1604614563	150	0.009831460674157303	0.11235955056179775	0.03651685393258427	0.05711610486891386	47.57911985018727	0.05596750562361461	4	COMPLETE
5	0.11891385767790262	2020-04-07 14:11:39.119206	2020-04-07 14:11:58.365259	9.163993809171835	0.058476868744355516	256	512	0.6815809365084858	0.9930234633356486	0.008895131086142321	0.11891385767790262	0.02902621722846442	0.05383895131086142	48.012172284644194	0.05390159658643988	0.008895131086142321	0.11891385767790262	0.02902621722846442	0.05383895131086142	48.012172284644194	0.05390159658643988	697736346	150	0.008895131086142321	0.11891385767790262	0.02902621722846442	0.05383895131086142	48.012172284644194	0.05390159658643988	5	COMPLETE
6	0.10205992509363296	2020-04-07 14:11:58.408057	2020-04-07 14:12:27.225062	5.170233064343286	0.05718152526777564	128	128	0.12864931141466043	0.9956756341288543	0.010767790262172285	0.10205992509363296	0.0299625468164794	0.05383895131086142	48.05477528089887	0.05318702988818755	0.010767790262172285	0.10205992509363296	0.0299625468164794	0.05383895131086142	48.05477528089887	0.05318702988818755	2024054080	150	0.010767790262172285	0.10205992509363296	0.0299625468164794	0.05383895131086142	48.05477528089887	0.05318702988818755	6	COMPLETE
7	0.09784644194756555	2020-04-07 14:12:27.247622	2020-04-07 14:12:55.484764	4.592375629290119	0.014245375838785915	128	128	0.0032551327446502442	0.9949536318707625	0.010767790262172285	0.09784644194756555	0.03464419475655431	0.05290262172284644	47.97846441947566	0.05400994887296647	0.010767790262172285	0.09784644194756555	0.03464419475655431	0.05290262172284644	47.97846441947566	0.05400994887296647	1591979234	150	0.010767790262172285	0.09784644194756555	0.03464419475655431	0.05290262172284644	47.97846441947566	0.05400994887296647	7	COMPLETE
8	0.10720973782771535	2020-04-07 14:12:55.536533	2020-04-07 14:13:23.487765	3.2483309012765944	0.03259824338426227	256	128	0.07714397368931311	1.0064451162893437	0.01451310861423221	0.10720973782771535	0.04073033707865169	0.05758426966292135	48.556179775280896	0.05872767783710478	0.01451310861423221	0.10720973782771535	0.04073033707865169	0.05758426966292135	48.556179775280896	0.05872767783710478	719978538	150	0.01451310861423221	0.10720973782771535	0.04073033707865169	0.05758426966292135	48.556179775280896	0.05872767783710478	8	COMPLETE
9	0.10814606741573034	2020-04-07 14:13:23.514129	2020-04-07 14:13:51.149313	8.226529902208405	0.01136798321212865	128	128	0.0025629088496773623	0.9853693602435737	0.009831460674157303	0.10814606741573034	0.03136704119850187	0.05149812734082397	47.48923220973783	0.054230160445467496	0.009831460674157303	0.10814606741573034	0.03136704119850187	0.05149812734082397	47.48923220973783	0.054230160445467496	1819264195	150	0.009831460674157303	0.10814606741573034	0.03136704119850187	0.05149812734082397	47.48923220973783	0.054230160445467496	9	COMPLETE
