number	value	datetime_start	datetime_complete	params_model.c_max	params_model.c_min	params_model.embedding_dim	params_training.batch_size	params_training.label_smoothing	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.1203183520599251	2020-04-07 17:32:35.119822	2020-04-07 17:32:50.366432	4.8532341204988	0.061708101577920026	128	512	0.6168136985926151	0.9013212508415587	0.006554307116104869	0.1203183520599251	0.02855805243445693	0.05383895131086142	43.09737827715356	0.054792156197447074	0.006554307116104869	0.1203183520599251	0.02855805243445693	0.05383895131086142	43.09737827715356	0.054792156197447074	3064320955	200.0	0.006554307116104869	0.1203183520599251	0.02855805243445693	0.05383895131086142	43.09737827715356	0.054792156197447074	0	COMPLETE
1	0.6104868913857678	2020-04-07 17:32:50.397659	2020-04-07 17:33:46.813291	9.470095350136319	0.012439471578244921	64	128	0.018425749213161473	0.3345118944405854	0.14138576779026218	0.6104868913857678	0.3445692883895131	0.45646067415730335	15.96816479400749	0.29102523940427527	0.14138576779026218	0.6104868913857678	0.3445692883895131	0.45646067415730335	15.96816479400749	0.29102523940427527	2187515233	450.0	0.14138576779026218	0.6104868913857678	0.3445692883895131	0.45646067415730335	15.96816479400749	0.29102523940427527	1	COMPLETE
2	0.6324906367041199	2020-04-07 17:33:46.840793	2020-04-07 17:35:23.709503	1.8584828555845454	0.013155960427964545	256	512	0.0012505066918238343	0.3453045331285255	0.14700374531835206	0.6324906367041199	0.34831460674157305	0.4639513108614232	16.409644194756556	0.29581365415333793	0.14700374531835206	0.6324906367041199	0.34831460674157305	0.4639513108614232	16.409644194756556	0.29581365415333793	175481938		0.14700374531835206	0.6324906367041199	0.34831460674157305	0.4639513108614232	16.409644194756556	0.29581365415333793	2	COMPLETE
3	0.6381086142322098	2020-04-07 17:35:23.740368	2020-04-07 17:37:00.481001	9.772632160652279	0.03152414487715276	256	512	0.18649040819112514	0.2861021760552912	0.13857677902621723	0.6381086142322098	0.3445692883895131	0.45646067415730335	13.61750936329588	0.29132095926089946	0.13857677902621723	0.6381086142322098	0.3445692883895131	0.45646067415730335	13.61750936329588	0.29132095926089946	650753231		0.13857677902621723	0.6381086142322098	0.3445692883895131	0.45646067415730335	13.61750936329588	0.29132095926089946	3	COMPLETE
4	0.6259363295880149	2020-04-07 17:37:00.511456	2020-04-07 17:39:24.018377	9.664031502616176	0.01414245602787741	256	128	0.024947648244001155	0.2954194645069484	0.1352996254681648	0.6259363295880149	0.33192883895131087	0.448501872659176	14.106507490636703	0.2872539598995986	0.1352996254681648	0.6259363295880149	0.33192883895131087	0.448501872659176	14.1062734082397	0.2872540910381964	3011694089		0.1352996254681648	0.6259363295880149	0.33192883895131087	0.448501872659176	14.106741573033707	0.2872538318107357	4	COMPLETE
5	0.5875468164794008	2020-04-07 17:39:24.039975	2020-04-07 17:40:37.133663	3.144610699725871	0.014181688171006781	128	128	0.0571730080689896	0.34424977692032466	0.12780898876404495	0.5875468164794008	0.2982209737827715	0.4199438202247191	16.368913857677903	0.26805634314862214	0.12780898876404495	0.5875468164794008	0.2982209737827715	0.4199438202247191	16.368913857677903	0.26805634314862214	1453928073	550.0	0.12780898876404495	0.5875468164794008	0.2982209737827715	0.4199438202247191	16.368913857677903	0.26805634314862214	5	COMPLETE
6	0.6067415730337079	2020-04-07 17:40:37.215940	2020-04-07 17:41:14.104393	6.524056803280531	0.03672069348846495	64	256	0.06446040054942	0.3373731671830758	0.13857677902621723	0.6067415730337079	0.33052434456928836	0.45692883895131087	16.098782771535582	0.2857783070147171	0.13857677902621723	0.6067415730337079	0.33052434456928836	0.45692883895131087	16.098782771535582	0.2857783070147171	3214733186	400.0	0.13857677902621723	0.6067415730337079	0.33052434456928836	0.45692883895131087	16.098782771535582	0.2857783070147171	6	COMPLETE
7	0.5997191011235955	2020-04-07 17:41:14.126863	2020-04-07 17:42:28.116024	7.624628049322408	0.021732055519121978	256	512	0.062804513963411	0.33537421996743605	0.12172284644194757	0.5997191011235955	0.29213483146067415	0.42930711610486894	15.960674157303371	0.2673315849703005	0.12172284644194757	0.5997191011235955	0.29307116104868913	0.42930711610486894	15.960205992509364	0.2673761720935393	1378027943	800.0	0.12172284644194757	0.5997191011235955	0.29213483146067415	0.42930711610486894	15.961142322097379	0.26729814462787144	7	COMPLETE
8	0.6217228464419475	2020-04-07 17:42:28.142742	2020-04-07 17:44:10.762593	7.540370169181338	0.02589503916660959	64	128	0.19261033919622936	0.3084825754997561	0.1502808988764045	0.6217228464419475	0.34176029962546817	0.4606741573033708	14.724719101123595	0.2982162768628404	0.1502808988764045	0.6217228464419475	0.34176029962546817	0.4606741573033708	14.724719101123595	0.2982162768628404	4153863823	750.0	0.1502808988764045	0.6217228464419475	0.34176029962546817	0.4606741573033708	14.724719101123595	0.2982162768628404	8	COMPLETE
9	0.6413857677902621	2020-04-07 17:44:10.788872	2020-04-07 17:45:26.611577	1.0257289015475965	0.012570737099326202	128	512	0.0025554584332159553	0.3322927650929279	0.15262172284644196	0.6413857677902621	0.3441011235955056	0.4700374531835206	15.78370786516854	0.3017233167742685	0.15262172284644196	0.6413857677902621	0.3441011235955056	0.4700374531835206	15.78370786516854	0.3017233167742685	3291299853	900.0	0.15262172284644196	0.6413857677902621	0.3441011235955056	0.4700374531835206	15.78370786516854	0.3017233167742685	9	COMPLETE
10	0.6067415730337079	2020-04-07 17:45:26.645382	2020-04-07 17:46:35.812840	4.074218163303012	0.02833170093667421	128	256	0.5964774775571748	0.3139617654725156	0.15777153558052434	0.6067415730337079	0.35720973782771537	0.4545880149812734	14.977996254681647	0.3025888203585834	0.15777153558052434	0.6067415730337079	0.35720973782771537	0.4545880149812734	14.977996254681647	0.3025888203585834	3174130302	700.0	0.15777153558052434	0.6067415730337079	0.35720973782771537	0.4545880149812734	14.977996254681647	0.3025888203585834	10	COMPLETE
11	0.5917602996254682	2020-04-07 17:46:35.837484	2020-04-07 17:47:33.411228	6.176130415717166	0.03460402903916266	128	256	0.5987464219610439	0.33101418599563087	0.1544943820224719	0.5917602996254682	0.3202247191011236	0.4405430711610487	15.831460674157304	0.2923579490091394	0.1544943820224719	0.5917602996254682	0.3202247191011236	0.4405430711610487	15.831460674157304	0.2923579490091394	2366660436	600.0	0.1544943820224719	0.5917602996254682	0.3202247191011236	0.4405430711610487	15.831460674157304	0.2923579490091394	11	COMPLETE
