number	value	datetime_start	datetime_complete	params_loss.adversarial_temperature	params_loss.margin	params_model.embedding_dim	params_negative_sampler.num_negs_per_pos	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.8286516853932584	2020-04-06 19:03:51.453453	2020-04-06 19:05:43.551191	0.37082993462203395	26.377030937520058	128	48	256	0.148600674246539	0.20411985018726592	0.8286516853932584	0.4779962546816479	0.6441947565543071	7.1661985018726595	0.39519631548760015	0.20411985018726592	0.8286516853932584	0.4779962546816479	0.6441947565543071	7.1661985018726595	0.39519631548760015	3280701700	450	0.20411985018726592	0.8286516853932584	0.4779962546816479	0.6441947565543071	7.1661985018726595	0.39519631548760015	0	COMPLETE
1	0.7846441947565543	2020-04-06 19:05:43.584246	2020-04-06 19:06:45.039768	0.8121858241690716	15.484634784651995	256	39	256	0.17782715267993593	0.17088014981273408	0.7846441947565543	0.41807116104868913	0.579119850187266	8.577949438202246	0.3533777994274747	0.17088014981273408	0.7846441947565543	0.41807116104868913	0.579119850187266	8.577715355805243	0.35342461590687546	3175268551	250	0.17088014981273408	0.7846441947565543	0.41807116104868913	0.579119850187266	8.578183520599252	0.3533465884412076	1	COMPLETE
2	0.8258426966292135	2020-04-06 19:06:45.063656	2020-04-06 19:07:35.518964	0.6970256450207876	28.157288702310325	256	36	512	0.15428321364890324	0.2148876404494382	0.8258426966292135	0.4859550561797753	0.6413857677902621	7.460205992509363	0.39981889656277547	0.2148876404494382	0.8258426966292135	0.4859550561797753	0.6413857677902621	7.460205992509363	0.39981889656277547	153996663	300	0.2148876404494382	0.8258426966292135	0.4859550561797753	0.6413857677902621	7.460205992509363	0.39981889656277547	2	COMPLETE
3	0.8623595505617978	2020-04-06 19:07:35.540254	2020-04-06 19:09:16.168951	0.8610486937890716	26.53018806503563	128	66	128	0.1182417028682997	0.2401685393258427	0.8623595505617978	0.5393258426966292	0.701310861423221	5.7200374531835205	0.4383824334900955	0.2401685393258427	0.8623595505617978	0.5393258426966292	0.701310861423221	5.7200374531835205	0.4383824334900955	2370022687	250	0.2401685393258427	0.8623595505617978	0.5393258426966292	0.701310861423221	5.7200374531835205	0.4383824334900955	3	COMPLETE
4	0.8684456928838952	2020-04-06 19:09:16.203529	2020-04-06 19:11:02.968951	0.6305284913041711	9.398410392411991	64	75	512	0.11920539545216197	0.225187265917603	0.8684456928838952	0.5028089887640449	0.6741573033707865	5.771067415730337	0.4180611803830042	0.225187265917603	0.8684456928838952	0.5028089887640449	0.6741573033707865	5.771067415730337	0.4180611803830042	1592392655	700	0.225187265917603	0.8684456928838952	0.5028089887640449	0.6741573033707865	5.771067415730337	0.4180611803830042	4	COMPLETE
5	0.7963483146067416	2020-04-06 19:11:02.996162	2020-04-06 19:12:08.379962	0.2971740621124893	9.287573923939952	128	72	512	0.15958923134038902	0.18820224719101122	0.7963483146067416	0.45365168539325845	0.598314606741573	7.718164794007491	0.3736161481205556	0.18820224719101122	0.7963483146067416	0.45365168539325845	0.598314606741573	7.718164794007491	0.3736161481205556	1891304480	400	0.18820224719101122	0.7963483146067416	0.45365168539325845	0.598314606741573	7.718164794007491	0.3736161481205556	5	COMPLETE
6	0.8281835205992509	2020-04-06 19:12:08.407334	2020-04-06 19:12:59.578087	0.4279163961638125	19.440807308733227	128	42	512	0.1413270778917404	0.2055243445692884	0.8281835205992509	0.48642322097378277	0.6395131086142322	6.817883895131086	0.39786647366824257	0.2055243445692884	0.8281835205992509	0.48642322097378277	0.6395131086142322	6.817883895131086	0.39786647366824257	4174281020	350	0.2055243445692884	0.8281835205992509	0.48642322097378277	0.6395131086142322	6.817883895131086	0.39786647366824257	6	COMPLETE
7	0.8703183520599251	2020-04-06 19:12:59.604627	2020-04-06 19:15:00.219794	0.5083459088529957	23.648257732123078	64	54	512	0.11662711486244777	0.21910112359550563	0.8703183520599251	0.5332397003745318	0.6989700374531835	5.640917602996255	0.4242060785894893	0.21910112359550563	0.8703183520599251	0.5332397003745318	0.6989700374531835	5.640917602996255	0.4242060785894893	2240537804	800	0.21910112359550563	0.8703183520599251	0.5332397003745318	0.6989700374531835	5.640917602996255	0.4242060785894893	7	COMPLETE
8	0.773876404494382	2020-04-06 19:15:00.251887	2020-04-06 19:16:03.005982	0.7129439255349485	2.982665278228516	128	59	512	0.176064355271844	0.17743445692883894	0.773876404494382	0.41760299625468167	0.5641385767790262	8.477996254681647	0.3547580737348232	0.17743445692883894	0.773876404494382	0.41760299625468167	0.5641385767790262	8.477996254681647	0.3547580737348232	823239217	400	0.17743445692883894	0.773876404494382	0.41760299625468167	0.5641385767790262	8.477996254681647	0.3547580737348232	8	COMPLETE
9	0.8239700374531835	2020-04-06 19:16:03.032770	2020-04-06 19:17:22.959529	0.6616329879085397	7.865134985348364	256	40	128	0.1505606044450084	0.225187265917603	0.8239700374531835	0.5046816479400749	0.6526217228464419	7.275280898876405	0.41240002860013697	0.225187265917603	0.8239700374531835	0.5046816479400749	0.6526217228464419	7.275280898876405	0.41240002860013697	3289748653	200	0.225187265917603	0.8239700374531835	0.5046816479400749	0.6526217228464419	7.275280898876405	0.41240002860013697	9	COMPLETE
10	0.8525280898876404	2020-04-06 19:17:22.998440	2020-04-06 19:19:06.084957	0.7450121817393663	17.278127254640992	128	84	128	0.13025948309866286	0.21863295880149813	0.8525280898876404	0.5009363295880149	0.6558988764044944	6.293071161048689	0.4101362770952008	0.21863295880149813	0.8525280898876404	0.5009363295880149	0.6558988764044944	6.293071161048689	0.4101362770952008	3278010264	250	0.21863295880149813	0.8525280898876404	0.5009363295880149	0.6558988764044944	6.293071161048689	0.4101362770952008	10	COMPLETE
11	0.8707865168539326	2020-04-06 19:19:06.111618	2020-04-06 19:22:57.653016	0.30067096763941037	27.386358519463425	64	52	256	0.1162269953385428	0.2705992509363296	0.8707865168539326	0.5781835205992509	0.7162921348314607	5.620318352059925	0.4650482761724304	0.2705992509363296	0.8707865168539326	0.5781835205992509	0.7162921348314607	5.620318352059925	0.4650482761724304	2355834266	900	0.2705992509363296	0.8707865168539326	0.5781835205992509	0.7162921348314607	5.620318352059925	0.4650482761724304	11	COMPLETE
12	0.8637640449438202	2020-04-06 19:22:57.684849	2020-04-06 19:25:16.684013	0.8476641406372319	12.870011054980738	64	74	256	0.123639983335189	0.2303370786516854	0.8637640449438202	0.5224719101123596	0.6779026217228464	5.98314606741573	0.4256550997967461	0.2303370786516854	0.8637640449438202	0.5224719101123596	0.6779026217228464	5.98314606741573	0.4256550997967461	1015026345	550	0.2303370786516854	0.8637640449438202	0.5224719101123596	0.6779026217228464	5.98314606741573	0.4256550997967461	12	COMPLETE
13	0.7926029962546817	2020-04-06 19:25:16.726092	2020-04-06 19:26:54.841736	0.4421329055075284	3.435280681549119	64	81	512	0.15299519720968655	0.20786516853932585	0.7926029962546817	0.45739700374531833	0.600187265917603	7.3927902621722845	0.38580045733404195	0.20786516853932585	0.7926029962546817	0.45739700374531833	0.600187265917603	7.3927902621722845	0.38580045733404195	1988813235	650	0.20786516853932585	0.7926029962546817	0.45739700374531833	0.600187265917603	7.3927902621722845	0.38580045733404195	13	COMPLETE
14	0.7818352059925093	2020-04-06 19:26:54.896078	2020-04-06 19:28:04.746564	0.7804579297163025	11.474943099757176	128	97	512	0.16781801860413273	0.18679775280898878	0.7818352059925093	0.4400749063670412	0.5926966292134831	8.110486891385769	0.3679947289566238	0.18679775280898878	0.7818352059925093	0.4400749063670412	0.5926966292134831	8.110486891385769	0.3679947289566238	3012631221	400	0.18679775280898878	0.7818352059925093	0.4400749063670412	0.5926966292134831	8.110486891385769	0.3679947289566238	14	COMPLETE
