number	state	value	datetime_start	datetime_complete	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values
9	TrialState.COMPLETE	0.00141643059490085	2020-01-03 15:56:46.523156	2020-01-03 16:03:26.472026	50.0	1	71.0	0.03719360410142767	1000.0	0.9846036262440707	0.000708215297450425	0.00141643059490085	0.000708215297450425	0.000708215297450425	19961.148016997166	0.0010132719771775056	0.000708215297450425	0.00141643059490085	0.000708215297450425	0.000708215297450425	19961.144298866857	0.0010132720256517405	0.000708215297450425	0.00141643059490085	0.000708215297450425	0.000708215297450425	19961.151735127478	0.0010132719287221047	9	0.00141643059490085	0.00141643059490085											
10	TrialState.COMPLETE	0.0008852691218130312	2020-01-03 16:03:26.473007	2020-01-03 16:12:03.799576	350.0	1	31.0	0.0672387478241333	700.0	0.9924694650863184	0.000708215297450425	0.0008852691218130312	0.000708215297450425	0.000708215297450425	20120.46556303116	0.0009239623981328605	0.000708215297450425	0.0008852691218130312	0.000708215297450425	0.000708215297450425	20120.44564447592	0.000923962718312538	0.000708215297450425	0.0008852691218130312	0.000708215297450425	0.000708215297450425	20120.485481586402	0.0009239620780823774	10	0.0008852691218130312	0.0008852691218130312											
11	TrialState.COMPLETE	0.0010623229461756375	2020-01-03 16:12:03.800410	2020-01-03 16:18:40.683825	50.0	1	81.0	0.059648997544470436	600.0	0.9963154196528776	0.000708215297450425	0.0010623229461756375	0.000708215297450425	0.000708215297450425	20198.726186260625	0.0009828606488064282	0.000708215297450425	0.0010623229461756375	0.000708215297450425	0.000708215297450425	20198.72114022663	0.0009828607111763063	0.000708215297450425	0.0010623229461756375	0.000708215297450425	0.000708215297450425	20198.731232294616	0.000982860586456077	11	0.0010623229461756375	0.0010623229461756375											
12	TrialState.COMPLETE	0.0010623229461756375	2020-01-03 16:18:40.684792	2020-01-03 16:26:08.484861	350.0	1	1.0	0.0018320889326978165	800.0	0.995248954275239	0.000708215297450425	0.0010623229461756375	0.000708215297450425	0.0010623229461756375	20177.011508498585	0.0010322697700985285	0.000708215297450425	0.0010623229461756375	0.000708215297450425	0.0010623229461756375	20176.992917847027	0.001032269995865848	0.000708215297450425	0.0010623229461756375	0.000708215297450425	0.0010623229461756375	20177.030099150143	0.0010322695444122806	12	0.0010623229461756375	0.0010623229461756375											
13	TrialState.COMPLETE	0.000708215297450425	2020-01-03 16:26:08.485642	2020-01-03 16:32:46.736423	50.0	1	91.0	0.0021079483907873093	700.0	0.9859099892326247	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	19987.609861898018	0.00094119257447439	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	19987.605347025496	0.0009411927333769815	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	19987.61437677054	0.0009411924156829995	13	0.000708215297450425	0.000708215297450425											
14	TrialState.COMPLETE	0.000708215297450425	2020-01-03 16:32:46.737488	2020-01-03 16:42:31.060158	450.0	1	31.0	0.007410545102180499	500.0	0.9922706881667316	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20116.544883144477	0.0009109375049796377	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20116.526203966005	0.0009109391850403703	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20116.563562322946	0.0009109358290163985	14	0.000708215297450425	0.000708215297450425											
15	TrialState.COMPLETE	0.0010623229461756375	2020-01-03 16:42:31.060975	2020-01-03 16:49:24.150471	150.0	1	21.0	0.0012880777883111359	1900.0	0.9835314255491509	0.000708215297450425	0.0010623229461756375	0.000708215297450425	0.0010623229461756375	19939.41262393768	0.0009511159351486416	0.000708215297450425	0.0010623229461756375	0.000708215297450425	0.0010623229461756375	19939.402443342777	0.0009511160211136779	0.000708215297450425	0.0010623229461756375	0.000708215297450425	0.0010623229461756375	19939.422804532576	0.0009511158492012037	15	0.0010623229461756375	0.0010623229461756375											
16	TrialState.COMPLETE	0.3863314447592068	2020-01-03 16:49:24.151431	2020-01-03 18:18:37.179945	250.0	2	91.0	0.0015726352358760298	1500.0	0.08227455132548424	0.000708215297450425	0.3863314447592068	0.19773371104815865	0.28689093484419265	1667.2473583569406	0.13103745753069382	0.000708215297450425	0.3863314447592068	0.19773371104815865	0.28689093484419265	1667.246692634561	0.13103745767250669	0.000708215297450425	0.3863314447592068	0.19773371104815865	0.28689093484419265	1667.2480240793202	0.13103745738917122	16												0.38473026234757973	0.3855642115203022
17	TrialState.COMPLETE	0.3544825862356274	2020-01-03 18:18:37.180725	2020-01-03 19:14:50.400293	250.0	2	51.0	0.004738676487311005	1700.0	0.08649220474155667	0.000708215297450425	0.3544825862356274	0.17049241793034495	0.2528016163972671	1752.6660035827363	0.118855342347882	0.000708215297450425	0.3544825862356274	0.17049241793034495	0.2528016163972671	1752.6653891018163	0.11885534479033255	0.000708215297450425	0.3544825862356274	0.17049241793034495	0.2528016163972671	1752.666618063656	0.11885533994735337	17							0.3529745042492918	0.3537756728045326					
18	TrialState.COMPLETE	0.0010623229461756375	2020-01-03 19:14:50.401241	2020-01-03 19:22:18.217854	350.0	1	1.0	0.007548824367138274	1300.0	1.0123639796636024	0.000708215297450425	0.0010623229461756375	0.000708215297450425	0.0008852691218130312	20523.859065155808	0.0009521583628116084	0.000708215297450425	0.0010623229461756375	0.000708215297450425	0.0008852691218130312	20523.839943342777	0.0009521586447798206	0.000708215297450425	0.0010623229461756375	0.000708215297450425	0.0008852691218130312	20523.87818696884	0.0009521580810819768	18	0.0010623229461756375	0.0010623229461756375											
19	TrialState.COMPLETE	0.35257854751480816	2020-01-03 19:22:18.218826	2020-01-03 19:59:54.328449	250.0	2	61.0	0.0033614244366665953	500.0	0.10453677376898146	0.000708215297450425	0.35257854751480816	0.17476822044810714	0.2542010043780582	2118.373124839042	0.11944751180991542	0.000708215297450425	0.35257854751480816	0.17476822044810714	0.2542010043780582	2118.3723280968325	0.11944751207139301	0.000708215297450425	0.35257854751480816	0.17476822044810714	0.2542010043780582	2118.3739215812516	0.11944751154900314	19													
20	TrialState.COMPLETE	0.008011685552407931	2020-01-03 19:59:54.329403	2020-01-03 20:07:38.941677	250.0	2	51.0	0.07448672870648762	1700.0	1.0039150055276471	0.000708215297450425	0.008011685552407931	0.006462464589235127	0.007303470254957507	20353.05411207507	0.00410786404423521	0.000708215297450425	0.008011685552407931	0.006462464589235127	0.007303470254957507	20353.050593130312	0.004107864218029997	0.000708215297450425	0.008011685552407931	0.006462464589235127	0.007303470254957507	20353.05763101983	0.004107863870580657	20	0.00911827195467422	0.008380547686496695											
21	TrialState.COMPLETE	0.000708215297450425	2020-01-03 20:07:38.942673	2020-01-03 20:15:06.985716	350.0	1	1.0	0.025318439419666112	1200.0	0.9987974227391166	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20248.661473087817	0.0009288252153717151	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20248.641820113313	0.0009288254952138388	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20248.68112606232	0.0009288249356428419	21	0.000708215297450425	0.000708215297450425											
22	TrialState.COMPLETE	0.000708215297450425	2020-01-03 20:15:06.986750	2020-01-03 20:20:51.181006	50.0	1	1.0	0.0022690407967898636	1300.0	1.0093633490703249	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20463.134029745044	0.0008906531083115736	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20463.12995750708	0.0008906531452591341	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20463.138101983004	0.0008906530713708096	22	0.000708215297450425	0.000708215297450425											
23	TrialState.COMPLETE	0.0008852691218130312	2020-01-03 20:20:51.181977	2020-01-03 20:28:07.567612	250.0	1	51.0	0.0035798088908234535	2000.0	1.005346391407226	0.000708215297450425	0.0008852691218130312	0.0008852691218130312	0.0008852691218130312	20381.382878895183	0.0009702546838996635	0.000708215297450425	0.0008852691218130312	0.0008852691218130312	0.0008852691218130312	20381.369688385268	0.0009702548427030982	0.000708215297450425	0.0008852691218130312	0.0008852691218130312	0.0008852691218130312	20381.3960694051	0.0009702545251644468	23	0.0008852691218130312	0.0008852691218130312											
24	TrialState.COMPLETE	0.000708215297450425	2020-01-03 20:28:07.568415	2020-01-03 20:34:47.642641	50.0	1	81.0	0.004122553324322425	2000.0	0.9943033799406008	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20158.100035410764	0.0008913402104908687	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20158.094192634562	0.0008913402546075539	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20158.10587818697	0.000891340166384532	24	0.000708215297450425	0.000708215297450425											
25	TrialState.COMPLETE	0.3014872521246459	2020-01-03 20:34:47.643630	2020-01-03 21:18:25.934910	50.0	2	71.0	0.012150590920195012	900.0	0.0952001587792218	0.000708215297450425	0.3014872521246459	0.1413243626062323	0.2087936732766761	1929.1736898016998	0.10280600262496106	0.000708215297450425	0.3014872521246459	0.1413243626062323	0.2087936732766761	1929.1730760151086	0.10280600595225048	0.000708215297450425	0.3014872521246459	0.1413243626062323	0.2087936732766761	1929.1743035882907	0.10280599936993863	25					0.30090978426672477	0.30121914204775396							
26	TrialState.COMPLETE	0.000708215297450425	2020-01-03 21:18:25.935885	2020-01-03 21:24:10.379700	150.0	1	1.0	0.009853508644687254	1400.0	1.0076164624704858	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20427.890669263455	0.0008912369475073597	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20427.87978045326	0.0008912376608934182	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20427.901558073656	0.0008912362353612602	26	0.000708215297450425	0.000708215297450425											
27	TrialState.COMPLETE	0.000708215297450425	2020-01-03 21:24:10.380736	2020-01-03 21:31:12.549585	150.0	1	91.0	0.004898473002037159	2000.0	0.9811140069966311	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	19890.51823654391	0.0008825322904843031	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	19890.508321529745	0.0008825324344755029	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	19890.528151558072	0.0008825321465383976	27	0.000708215297450425	0.000708215297450425											
28	TrialState.COMPLETE	0.37506744907594763	2020-01-03 21:31:12.550583	2020-01-03 22:57:42.856601	350.0	2	41.0	0.0012094547589706196	1000.0	0.08510775588385945	0.000708215297450425	0.37506744907594763	0.1915806690948334	0.2789440847160394	1724.6857505395926	0.12751996939902957	0.000708215297450425	0.37506744907594763	0.1915806690948334	0.2789440847160394	1724.6850549709968	0.12751996957459075	0.000708215297450425	0.37506744907594763	0.1915806690948334	0.2789440847160394	1724.6864461081884	0.12751996922403883	28													
29	TrialState.COMPLETE	0.006772308781869688	2020-01-03 22:57:42.858112	2020-01-03 23:08:50.095631	450.0	2	91.0	0.033518490815641816	1100.0	0.943587893797393	0.000708215297450425	0.006772308781869688	0.004736189801699717	0.0054444050991501415	19129.017395538245	0.0034816296257884527	0.000708215297450425	0.006772308781869688	0.004736189801699717	0.0054444050991501415	19129.01314624646	0.003481629853649554	0.000708215297450425	0.006772308781869688	0.004736189801699717	0.0054444050991501415	19129.021644830027	0.0034816293981165453	29	0.008587110481586403	0.0073772426817752595											
30	TrialState.COMPLETE	0.37581887393767704	2020-01-03 23:08:50.097251	2020-01-04 01:01:35.196414	450.0	2	61.0	0.002354171203498622	1400.0	0.08122039185591791	0.000708215297450425	0.37581887393767704	0.18810493389990557	0.27463999055712934	1645.864797273371	0.12717361964231327	0.000708215297450425	0.37581887393767704	0.18810493389990557	0.27463999055712934	1645.8641185670444	0.12717362002628727	0.000708215297450425	0.37581887393767704	0.18810493389990557	0.27463999055712934	1645.8654759796977	0.12717361926072235	30											0.373929629152717	0.37491532208400047	
31	TrialState.COMPLETE	0.005178824362606233	2020-01-04 01:01:35.197227	2020-01-04 01:08:44.278155	150.0	2	11.0	0.06785118153399013	500.0	0.9840226453918063	0.000708215297450425	0.005178824362606233	0.0034525495750708213	0.004116501416430595	19949.66359773371	0.0026806684987634877	0.000708215297450425	0.005178824362606233	0.0034525495750708213	0.004116501416430595	19949.659259915014	0.0026806696766949454	0.000708215297450425	0.005178824362606233	0.0034525495750708213	0.004116501416430595	19949.667935552407	0.002680667327516846	31	0.005754249291784703	0.005370632672332389											
32	TrialState.COMPLETE	0.0008852691218130312	2020-01-04 01:08:44.279138	2020-01-04 01:15:53.896166	250.0	1	41.0	0.0539402908173664	600.0	1.0095113773237867	0.000708215297450425	0.0008852691218130312	0.000708215297450425	0.000708215297450425	20466.06807719547	0.0008797532287200892	0.000708215297450425	0.0008852691218130312	0.000708215297450425	0.000708215297450425	20466.054709631728	0.000879753348503835	0.000708215297450425	0.0008852691218130312	0.000708215297450425	0.000708215297450425	20466.081444759206	0.0008797531089814929	32	0.0008852691218130312	0.0008852691218130312											
33	TrialState.COMPLETE	0.000708215297450425	2020-01-04 01:15:53.897160	2020-01-04 01:23:03.113242	250.0	1	21.0	0.011709132826516293	1600.0	0.9974243368313146	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20221.246281869688	0.0009140768364709135	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20221.233533994335	0.0009140772744607779	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20221.259029745044	0.0009140763989833779	33	0.000708215297450425	0.000708215297450425											
34	TrialState.COMPLETE	0.0012393767705382436	2020-01-04 01:23:03.114231	2020-01-04 01:29:39.794760	50.0	1	61.0	0.025330826533711576	1700.0	0.992965435361151	0.000708215297450425	0.0012393767705382436	0.000708215297450425	0.0010623229461756375	20130.678116147308	0.0010143103002168453	0.000708215297450425	0.0012393767705382436	0.000708215297450425	0.0010623229461756375	20130.673866855523	0.0010143103383984298	0.000708215297450425	0.0012393767705382436	0.000708215297450425	0.0010623229461756375	20130.682365439094	0.0010143102620439538	34	0.0012393767705382436	0.0012393767705382436											
35	TrialState.COMPLETE	0.0010623229461756375	2020-01-04 01:29:39.795779	2020-01-04 01:39:19.279850	450.0	1	21.0	0.01202825036190723	700.0	1.008666996183302	0.000708215297450425	0.0010623229461756375	0.000708215297450425	0.000708215297450425	20449.11809490085	0.0010231619166262836	0.000708215297450425	0.0010623229461756375	0.000708215297450425	0.000708215297450425	20449.09950424929	0.0010231627494083047	0.000708215297450425	0.0010623229461756375	0.000708215297450425	0.000708215297450425	20449.136685552407	0.0010231610853043284	35	0.0010623229461756375	0.0010623229461756375											
36	TrialState.COMPLETE	0.23813739376770537	2020-01-04 01:39:19.280853	2020-01-04 01:46:58.491784	250.0	2	21.0	0.009370199921067763	1600.0	0.1683404408656081	0.000708215297450425	0.23813739376770537	0.1163243626062323	0.16855524079320114	3411.245263810198	0.08269554100445123	0.000708215297450425	0.23813739376770537	0.1163243626062323	0.16855524079320114	3411.244201487252	0.08269554258091721	0.000708215297450425	0.23813739376770537	0.1163243626062323	0.16855524079320114	3411.2463261331445	0.08269553943802423	36	0.25478045325779036	0.2436850802644004											
37	TrialState.COMPLETE	0.32391476420596566	2020-01-04 01:46:58.492759	2020-01-04 02:42:03.494879	150.0	2	11.0	0.004889484695444425	800.0	0.0917350092283111	0.000708215297450425	0.32391476420596566	0.15439093484419264	0.22882644559240126	1858.9982763289452	0.10921667019356707	0.000708215297450425	0.32391476420596566	0.15439093484419264	0.22882644559240126	1858.9977087152142	0.10921667137123273	0.000708215297450425	0.32391476420596566	0.15439093484419264	0.22882644559240126	1858.9988439426763	0.1092166690288407	37													
38	TrialState.COMPLETE	0.0008852691218130312	2020-01-04 02:42:03.495876	2020-01-04 02:47:48.184702	150.0	1	1.0	0.05444587229431215	1300.0	1.0224696331436363	0.000708215297450425	0.0008852691218130312	0.000708215297450425	0.0008852691218130312	20728.687145892352	0.000923482574655293	0.000708215297450425	0.0008852691218130312	0.000708215297450425	0.0008852691218130312	20728.677230878187	0.0009234828371062236	0.000708215297450425	0.0008852691218130312	0.000708215297450425	0.0008852691218130312	20728.697060906514	0.0009234823124349126	38	0.0008852691218130312	0.0008852691218130312											
39	TrialState.COMPLETE	0.012172450424929178	2020-01-04 02:47:48.185563	2020-01-04 02:55:00.172990	150.0	2	61.0	0.03683995785977721	1100.0	0.8772267967273183	0.000708215297450425	0.012172450424929178	0.009383852691218131	0.010269121813031162	17783.359419263455	0.0059665806199890575	0.000708215297450425	0.012172450424929178	0.009383852691218131	0.010269121813031162	17783.355568342777	0.005966580728159405	0.000708215297450425	0.012172450424929178	0.009383852691218131	0.010269121813031162	17783.363270184134	0.005966580511885961	39	0.018679178470254958	0.014341359773371105											
40	TrialState.COMPLETE	0.3589714214297617	2020-01-04 02:55:00.173856	2020-01-04 03:53:40.420490	250.0	2	31.0	0.00251793994885989	800.0	0.09089771877722404	0.000708215297450425	0.3589714214297617	0.18045950674887518	0.2619980003332778	1842.0258550658223	0.1217320738848395	0.000708215297450425	0.3589714214297617	0.18045950674887518	0.2619980003332778	1842.0251416430594	0.12173207512924937	0.000708215297450425	0.3589714214297617	0.18045950674887518	0.2619980003332778	1842.0265684885853	0.12173207265328397	40													
41	TrialState.COMPLETE	0.031117209631728045	2020-01-04 03:53:40.421459	2020-01-04 04:02:30.281135	350.0	2	21.0	0.020418407925957737	1500.0	0.7397665102214719	0.000708215297450425	0.031117209631728045	0.022618626062322945	0.027000708215297452	14995.047716005665	0.013709214363253747	0.000708215297450425	0.031117209631728045	0.022618626062322945	0.027000708215297452	14995.044617563739	0.013709215320442227	0.000708215297450425	0.031117209631728045	0.022618626062322945	0.027000708215297452	14995.050814447592	0.013709213408539634	41	0.04010269121813031	0.0341123701605288											
42	TrialState.COMPLETE	0.001593484419263456	2020-01-04 04:02:30.282148	2020-01-04 04:11:22.797770	350.0	1	51.0	0.002215976130991292	500.0	1.0168597242749837	0.000708215297450425	0.001593484419263456	0.000708215297450425	0.0008852691218130312	20614.977071529745	0.0010153863302890982	0.000708215297450425	0.001593484419263456	0.000708215297450425	0.0008852691218130312	20614.958746458924	0.0010153866320134419	0.000708215297450425	0.001593484419263456	0.000708215297450425	0.0008852691218130312	20614.995396600567	0.0010153860287896194	42	0.001593484419263456	0.001593484419263456											
43	TrialState.COMPLETE	0.003319759206798867	2020-01-04 04:11:22.799363	2020-01-04 04:20:13.030792	350.0	2	21.0	0.08533273846179801	1900.0	1.0313080226611304	0.000708215297450425	0.003319759206798867	0.0028771246458923513	0.0030099150141643057	20908.68898282578	0.0020515614011007207	0.000708215297450425	0.003319759206798867	0.0028771246458923513	0.0030099150141643057	20908.68488845609	0.00205156169421352	0.000708215297450425	0.003319759206798867	0.0028771246458923513	0.0030099150141643057	20908.69307719547	0.002051561108263648	43	0.00398371104815864	0.0035410764872521247											
44	TrialState.COMPLETE	0.23987473441926346	2020-01-04 04:20:13.031780	2020-01-04 05:01:05.471040	50.0	2	1.0	0.006640435440743883	1300.0	0.10442569502737978	0.000708215297450425	0.23987473441926346	0.11455382436260624	0.16729373229461755	2116.327084808782	0.08271052166709701	0.000708215297450425	0.23987473441926346	0.11455382436260624	0.16729373229461755	2116.3266975035413	0.08271052338181213	0.000708215297450425	0.23987473441926346	0.11455382436260624	0.16729373229461755	2116.327472114023	0.08271051997685204	44						0.23741653176851477	0.2387275731822474						
45	TrialState.COMPLETE	0.000708215297450425	2020-01-04 05:01:05.472033	2020-01-04 05:09:43.799040	350.0	1	31.0	0.04187673809368296	1000.0	1.0189859136540154	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20658.208038243625	0.000856870874884212	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20658.1867917847	0.00085687111732478	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20658.22928470255	0.0008568706325359131	45	0.000708215297450425	0.000708215297450425											
46	TrialState.COMPLETE	0.0008852691218130312	2020-01-04 05:09:43.799838	2020-01-04 05:18:28.147340	350.0	1	41.0	0.00308576160239833	700.0	1.0071827841849068	0.000708215297450425	0.0008852691218130312	0.0008852691218130312	0.0008852691218130312	20419.125619688384	0.0009757202657018794	0.000708215297450425	0.0008852691218130312	0.0008852691218130312	0.0008852691218130312	20419.10676345609	0.0009757203708953326	0.000708215297450425	0.0008852691218130312	0.0008852691218130312	0.0008852691218130312	20419.14447592068	0.0009757201605223912	46	0.0008852691218130312	0.0008852691218130312											
47	TrialState.COMPLETE	0.2904227500544781	2020-01-04 05:18:28.149093	2020-01-04 05:56:36.422889	150.0	2	11.0	0.006826272381789074	1400.0	0.0992608367660974	0.000708215297450425	0.2904227500544781	0.13878295925038134	0.20378895184135978	2011.4750626498148	0.09905980760594799	0.000708215297450425	0.2904227500544781	0.13878295925038134	0.20378895184135978	2011.4745042492918	0.09905980955819865	0.000708215297450425	0.2904227500544781	0.13878295925038134	0.20378895184135978	2011.4756210503378	0.09905980567098029	47			0.2891127993819212	0.28982235599622286									
