number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_model.relation_dim	params_model.scoring_fct_norm	params_optimizer.lr	params_training.batch_size	params_training.label_smoothing	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.08801498127340825	2020-03-16 16:46:02.148922	2020-03-16 16:46:15.980488	128	128	1	0.0023186693934992625	256	0.05988608193239211	1.008947470656174	0.0	0.08801498127340825	0.020131086142322098	0.0351123595505618	48.662921348314605	0.04245289071345927	0.0	0.08801498127340825	0.020131086142322098	0.0351123595505618	48.662921348314605	0.04245289071345927	2062718874	150.0	0.0	0.08801498127340825	0.020131086142322098	0.0351123595505618	48.662921348314605	0.04245289071345927	0	COMPLETE
1	0.09410112359550561	2020-03-16 16:46:16.007059	2020-03-16 16:46:30.075618	128	128	2	0.003761662826830356	256	0.006921367118143421	1.0148523763791844	0.0	0.09410112359550561	0.025280898876404494	0.048220973782771535	48.93913857677903	0.04537570943219114	0.0	0.09410112359550561	0.025280898876404494	0.048220973782771535	48.93913857677903	0.04537570943219114	101589238	150.0	0.0	0.09410112359550561	0.025280898876404494	0.048220973782771535	48.93913857677903	0.04537570943219114	1	COMPLETE
2	0.24344569288389514	2020-03-16 16:46:30.102411	2020-03-16 16:50:02.201565	128	256	1	0.05863784246016504	128	0.0027267907609008516	0.6904553452093322	0.008895131086142321	0.24344569288389514	0.07724719101123595	0.13342696629213482	32.9939138576779	0.09106818900628301	0.008895131086142321	0.24344569288389514	0.07724719101123595	0.13342696629213482	32.9939138576779	0.09106818900628301	1733202547		0.008895131086142321	0.24344569288389514	0.07724719101123595	0.13342696629213482	32.9939138576779	0.09106818900628301	2	COMPLETE
3	0.09737827715355805	2020-03-16 16:50:02.234405	2020-03-16 16:50:41.291604	64	128	2	0.004327158781375371	256	0.013762163779089594	1.021851119998675	0.0	0.09737827715355805	0.02153558052434457	0.039794007490636704	49.31647940074907	0.043477601932897646	0.0	0.09737827715355805	0.02153558052434457	0.039794007490636704	49.31647940074907	0.043477601932897646	1555702034	350.0	0.0	0.09737827715355805	0.02153558052434457	0.039794007490636704	49.31647940074907	0.043477601932897646	3	COMPLETE
4	0.09831460674157304	2020-03-16 16:50:41.312727	2020-03-16 16:50:53.807334	64	64	1	0.007558170572157401	512	0.5720046825743821	0.9879617660990062	0.0	0.09831460674157304	0.018258426966292134	0.04353932584269663	47.62687265917603	0.04424316092614675	0.0	0.09831460674157304	0.018258426966292134	0.04353932584269663	47.62687265917603	0.04424316092614675	3827961961	150.0	0.0	0.09831460674157304	0.018258426966292134	0.04353932584269663	47.62687265917603	0.04424316092614675	4	COMPLETE
5	0.16760299625468164	2020-03-16 16:50:53.833738	2020-03-16 16:53:00.154497	256	64	2	0.007234752899969894	256	0.6162048689113098	0.8369149645591636	0.0	0.16760299625468164	0.03604868913857678	0.07443820224719101	40.16619850187266	0.06078313936322443	0.0	0.16760299625468164	0.03604868913857678	0.07443820224719101	40.16619850187266	0.06078313936322443	2652952269		0.0	0.16760299625468164	0.03604868913857678	0.07443820224719101	40.16619850187266	0.06078313936322443	5	COMPLETE
6	0.1900749063670412	2020-03-16 16:53:00.195374	2020-03-16 16:55:12.031258	128	256	2	0.0637508999653325	256	0.04170811448552003	0.7687017156669264	0.0032771535580524347	0.1900749063670412	0.05898876404494382	0.10533707865168539	36.74953183520599	0.0751710596093862	0.0032771535580524347	0.1900749063670412	0.05898876404494382	0.10533707865168539	36.74953183520599	0.0751710596093862	2488863107	900.0	0.0032771535580524347	0.1900749063670412	0.05898876404494382	0.10533707865168539	36.74953183520599	0.0751710596093862	6	COMPLETE
7	0.20926966292134833	2020-03-16 16:55:12.057912	2020-03-16 16:57:20.552921	128	256	2	0.08094260745929649	512	0.002761587527294469	0.7639130927580461	0.0018726591760299626	0.20926966292134833	0.05758426966292135	0.10767790262172285	36.50140449438202	0.07549811782919418	0.0018726591760299626	0.20926966292134833	0.05758426966292135	0.10767790262172285	36.50140449438202	0.07549811782919418	2971598827		0.0018726591760299626	0.20926966292134833	0.05758426966292135	0.10767790262172285	36.50140449438202	0.07549811782919418	7	COMPLETE
8	0.24812734082397003	2020-03-16 16:57:20.574139	2020-03-16 17:00:56.924117	128	128	1	0.019657274846283913	128	0.3068863767741174	0.6917774168450093	0.0	0.24812734082397003	0.07443820224719101	0.12968164794007492	33.098314606741575	0.08485113697093523	0.0	0.24812734082397003	0.07443820224719101	0.12968164794007492	33.098314606741575	0.08485113697093523	3287884750		0.0	0.24812734082397003	0.07443820224719101	0.12968164794007492	33.098314606741575	0.08485113697093523	8	COMPLETE
9	0.44897003745318353	2020-03-16 17:00:56.967481	2020-03-16 17:04:15.098684	128	64	1	0.05303444591091325	128	0.0075534134660813655	0.3932442317310414	0.05664794007490637	0.44897003745318353	0.1699438202247191	0.2556179775280899	18.874063670411985	0.17370054673259736	0.05664794007490637	0.44897003745318353	0.1699438202247191	0.2556179775280899	18.874063670411985	0.17370054673259736	1234699015		0.05664794007490637	0.44897003745318353	0.1699438202247191	0.2556179775280899	18.874063670411985	0.17370054673259736	9	COMPLETE
10	0.09129213483146068	2020-03-16 17:04:15.154734	2020-03-16 17:04:26.035412	128	64	2	0.011375643575629453	512	0.04269323149941108	1.019914503043608	0.0	0.09129213483146068	0.017790262172284643	0.037921348314606744	49.22752808988764	0.04246546294159243	0.0	0.09129213483146068	0.017790262172284643	0.037921348314606744	49.22752808988764	0.04246546294159243	1119033494	150.0	0.0	0.09129213483146068	0.017790262172284643	0.037921348314606744	49.22752808988764	0.04246546294159243	10	COMPLETE
11	0.08426966292134831	2020-03-16 17:04:26.077924	2020-03-16 17:04:39.750335	256	256	2	0.008281399748775595	512	0.0020122409561088832	1.0262972948364635	0.0	0.08426966292134831	0.017322097378277154	0.03885767790262172	49.48689138576779	0.042041086525604975	0.0	0.08426966292134831	0.017322097378277154	0.03885767790262172	49.48689138576779	0.042041086525604975	1732999016	150.0	0.0	0.08426966292134831	0.017322097378277154	0.03885767790262172	49.48689138576779	0.042041086525604975	11	COMPLETE
