number	value	datetime_start	datetime_complete	params_loss.margin	params_model.embedding_dim	params_model.relation_dim	params_negative_sampler.num_negs_per_pos	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
10	0.2687265917602996	2020-04-09 13:51:54.014275	2020-04-09 13:54:27.640492	8.842081280670753	256	128	21	512	0.6170654496132686	0.04353932584269663	0.2687265917602996	0.10159176029962547	0.15917602996254682	29.414559925093634	0.12122507658194795	0.04353932584269663	0.2687265917602996	0.10159176029962547	0.15917602996254682	29.41432584269663	0.12122510034545203	1672554876	250	0.04353932584269663	0.2687265917602996	0.10159176029962547	0.15917602996254682	29.414794007490638	0.12122505305607892	10	COMPLETE
11	0.37734082397003743	2020-04-09 13:54:27.698843	2020-04-09 14:00:53.896730	2.6336913267308972	64	256	40	512	0.44164596780548604	0.09222846441947566	0.37734082397003743	0.19756554307116106	0.26779026217228463	21.26825842696629	0.19296122298077245	0.09222846441947566	0.37734082397003743	0.19756554307116106	0.26779026217228463	21.26825842696629	0.19296122298077245	2238650471	500	0.09222846441947566	0.37734082397003743	0.19756554307116106	0.26779026217228463	21.26825842696629	0.19296122298077245	11	COMPLETE
12	0.3450374531835206	2020-04-09 14:00:53.956476	2020-04-09 14:07:49.307808	3.8101375082843543	64	128	49	256	0.48470188522177715	0.06835205992509363	0.3450374531835206	0.1601123595505618	0.21722846441947566	23.36001872659176	0.1640007291843183	0.06835205992509363	0.3450374531835206	0.1601123595505618	0.21722846441947566	23.36001872659176	0.1640007291843183	3036093751	350	0.06835205992509363	0.3450374531835206	0.1601123595505618	0.21722846441947566	23.36001872659176	0.1640007291843183	12	COMPLETE
13	0.33192883895131087	2020-04-09 14:07:49.334147	2020-04-09 14:25:01.805840	5.9377345771422965	64	64	58	128	0.5199656724233934	0.05383895131086142	0.33192883895131087	0.1352996254681648	0.20084269662921347	24.943352059925093	0.14751476887759207	0.05383895131086142	0.33192883895131087	0.1352996254681648	0.20084269662921347	24.942883895131086	0.14751523573819464	806978342	400	0.05383895131086142	0.33192883895131087	0.1352996254681648	0.20084269662921347	24.9438202247191	0.1475143204642858	13	COMPLETE
14	0.3398876404494382	2020-04-09 14:25:01.829548	2020-04-09 14:32:52.837128	6.221364447095166	128	64	87	256	0.49778692869117225	0.06413857677902622	0.3398876404494382	0.149812734082397	0.2148876404494382	23.868445692883896	0.1591324912807805	0.06413857677902622	0.3398876404494382	0.149812734082397	0.2148876404494382	23.868445692883896	0.1591324912807805	2239676173	350	0.06413857677902622	0.3398876404494382	0.149812734082397	0.2148876404494382	23.868445692883896	0.1591324912807805	14	COMPLETE
15	0.398876404494382	2020-04-09 14:32:52.864436	2020-04-09 14:39:24.606367	1.795130491876092	256	64	53	512	0.4194976668517116	0.075374531835206	0.398876404494382	0.17696629213483145	0.2495318352059925	20.11048689138577	0.18239748344944534	0.075374531835206	0.398876404494382	0.17696629213483145	0.2495318352059925	20.11048689138577	0.18239748344944534	1301211475	500	0.075374531835206	0.398876404494382	0.17696629213483145	0.2495318352059925	20.11048689138577	0.18239748344944534	15	COMPLETE
16	0.27574906367041196	2020-04-09 14:39:24.645418	2020-04-09 14:42:47.638013	7.191258449972141	64	256	22	512	0.6285289050034537	0.04307116104868914	0.27574906367041196	0.11470037453183521	0.16760299625468164	30.200374531835205	0.12480624180548418	0.04307116104868914	0.27574906367041196	0.11470037453183521	0.16760299625468164	30.200374531835205	0.12480624180548418	4219925977	300	0.04307116104868914	0.27574906367041196	0.11470037453183521	0.16760299625468164	30.200374531835205	0.12480624180548418	16	COMPLETE
17	0.3544007490636704	2020-04-09 14:42:47.664907	2020-04-09 14:48:21.108435	1.4976890123160935	64	256	87	256	0.4350496881296126	0.07209737827715355	0.3544007490636704	0.16432584269662923	0.22612359550561797	20.908239700374533	0.1702874625758231	0.07209737827715355	0.3544007490636704	0.16432584269662923	0.22612359550561797	20.908239700374533	0.1702874625758231	1354897555	250	0.07209737827715355	0.3544007490636704	0.16432584269662923	0.22612359550561797	20.908239700374533	0.1702874625758231	17	COMPLETE
18	0.30758426966292135	2020-04-09 14:48:21.139770	2020-04-09 14:51:53.471299	8.425173944530133	64	64	40	256	0.5652748732531115	0.05290262172284644	0.30758426966292135	0.12921348314606743	0.1849250936329588	27.1938202247191	0.14126730082501193	0.05290262172284644	0.30758426966292135	0.12921348314606743	0.1849250936329588	27.1938202247191	0.14126730082501193	2771489451	200	0.05290262172284644	0.30758426966292135	0.12921348314606743	0.1849250936329588	27.1938202247191	0.14126730082501193	18	COMPLETE
19	0.24297752808988765	2020-04-09 14:51:53.494619	2020-04-09 14:54:13.711201	5.646727962956294	64	256	2	256	0.6799097507267716	0.0449438202247191	0.24297752808988765	0.10580524344569288	0.15262172284644196	32.72940074906367	0.11860709013507931	0.0449438202247191	0.24297752808988765	0.10580524344569288	0.15262172284644196	32.72940074906367	0.11860709013507931	3249433538	200	0.0449438202247191	0.24297752808988765	0.10580524344569288	0.15262172284644196	32.72940074906367	0.11860709013507931	19	COMPLETE
20	0.24578651685393257	2020-04-09 14:54:13.737827	2020-04-09 14:58:10.102537	7.308967451351337	64	256	22	256	0.6967834906560135	0.03089887640449438	0.24578651685393257	0.08099250936329588	0.1306179775280899	33.263810861423224	0.10433002304470203	0.03089887640449438	0.24578651685393257	0.08099250936329588	0.1306179775280899	33.26357677902622	0.1043300603160016	1822452218	250	0.03089887640449438	0.24578651685393257	0.08099250936329588	0.1306179775280899	33.264044943820224	0.1043299862392937	20	COMPLETE
21	0.27902621722846443	2020-04-09 14:58:10.129410	2020-04-09 14:59:48.453889	9.120344251275002	128	64	10	512	0.6432122035154354	0.05102996254681648	0.27902621722846443	0.11376404494382023	0.17181647940074907	30.71629213483146	0.12952073565882452	0.05102996254681648	0.27902621722846443	0.11376404494382023	0.17181647940074907	30.71629213483146	0.12952073565882452	4076667280	200	0.05102996254681648	0.27902621722846443	0.11376404494382023	0.17181647940074907	30.71629213483146	0.12952073565882452	21	COMPLETE
22	0.41198501872659177	2020-04-09 14:59:48.480133	2020-04-09 15:13:18.994545	1.6566916829031708	256	128	30	128	0.4180388112835	0.056179775280898875	0.41198501872659177	0.17322097378277154	0.2546816479400749	20.046348314606742	0.171231770249865	0.056179775280898875	0.41198501872659177	0.17322097378277154	0.2546816479400749	20.046348314606742	0.171231770249865	1705641703	300	0.056179775280898875	0.41198501872659177	0.17322097378277154	0.2546816479400749	20.046348314606742	0.171231770249865	22	COMPLETE
23	0.37125468164794007	2020-04-09 15:13:19.026035	2020-04-09 15:25:35.831954	4.829002711995585	256	64	69	256	0.4620041195172398	0.06882022471910113	0.37125468164794007	0.17462546816479402	0.23876404494382023	22.11750936329588	0.1717647928863199	0.06882022471910113	0.37125468164794007	0.17462546816479402	0.23876404494382023	22.11750936329588	0.1717647928863199	4038768334	600	0.06882022471910113	0.37125468164794007	0.17462546816479402	0.23876404494382023	22.11750936329588	0.1717647928863199	23	COMPLETE
24	0.25280898876404495	2020-04-09 15:25:35.855585	2020-04-09 15:28:50.103311	8.474231774473166	128	128	58	256	0.6664670491094041	0.03745318352059925	0.25280898876404495	0.0898876404494382	0.1352996254681648	31.802200374531836	0.11103822049127579	0.03745318352059925	0.25280898876404495	0.0898876404494382	0.1352996254681648	31.801498127340825	0.11104105647433925	3606618979	200	0.03745318352059925	0.25280898876404495	0.0898876404494382	0.1352996254681648	31.802902621722847	0.11103565969911444	24	COMPLETE
25	0.3707865168539326	2020-04-09 15:28:50.144812	2020-04-09 15:41:42.310899	4.228829423259727	256	64	63	128	0.4546022834387095	0.075374531835206	0.3707865168539326	0.16853932584269662	0.22846441947565543	21.820224719101123	0.17473524569232995	0.075374531835206	0.3707865168539326	0.16853932584269662	0.22846441947565543	21.820224719101123	0.17473524569232995	1156804082	350	0.075374531835206	0.3707865168539326	0.16853932584269662	0.22846441947565543	21.820224719101123	0.17473524569232995	25	COMPLETE
26	0.3904494382022472	2020-04-09 15:41:42.352598	2020-04-09 15:47:20.585632	2.061486236428581	128	128	64	512	0.42531170890568876	0.0749063670411985	0.3904494382022472	0.17322097378277154	0.25280898876404495	20.384831460674157	0.1797724812871267	0.0749063670411985	0.3904494382022472	0.17322097378277154	0.25280898876404495	20.384831460674157	0.1797724812871267	1861737321	450	0.0749063670411985	0.3904494382022472	0.17322097378277154	0.25280898876404495	20.384831460674157	0.1797724812871267	26	COMPLETE
27	0.35580524344569286	2020-04-09 15:47:20.611725	2020-04-09 15:50:38.251251	2.945263511461781	256	256	14	512	0.4622837756847621	0.08052434456928839	0.35580524344569286	0.16666666666666666	0.22705992509363296	22.112827715355806	0.17503979745118026	0.08052434456928839	0.35580524344569286	0.16666666666666666	0.22705992509363296	22.112827715355806	0.17503979745118026	4251892936	350	0.08052434456928839	0.35580524344569286	0.16666666666666666	0.22705992509363296	22.112827715355806	0.17503979745118026	27	COMPLETE
28	0.2607677902621723	2020-04-09 15:50:38.279024	2020-04-09 15:52:39.336790	9.865075351654621	128	256	36	512	0.6200793826096248	0.05196629213483146	0.2607677902621723	0.10955056179775281	0.16151685393258428	29.56507490636704	0.1281734355671576	0.05196629213483146	0.2607677902621723	0.10955056179775281	0.16151685393258428	29.56507490636704	0.1281734355671576	424088148	200	0.05196629213483146	0.2607677902621723	0.10955056179775281	0.16151685393258428	29.56507490636704	0.1281734355671576	28	COMPLETE
29	0.21676029962546817	2020-04-09 15:52:39.358831	2020-04-09 16:00:16.055464	8.375739334348328	256	256	68	128	0.7202698739641433	0.03417602996254682	0.21676029962546817	0.0852059925093633	0.12312734082397003	34.333567415730336	0.10230368352300852	0.03417602996254682	0.21676029962546817	0.0852059925093633	0.12312734082397003	34.333333333333336	0.10230374800851733	363135422	200	0.03417602996254682	0.21676029962546817	0.0852059925093633	0.12312734082397003	34.33380149812734	0.10230362009463918	29	COMPLETE
30	0.30758426966292135	2020-04-09 16:00:16.076349	2020-04-09 16:15:15.473603	7.462910029217231	256	128	43	128	0.5205275219296583	0.04681647940074907	0.30758426966292135	0.1306179775280899	0.19428838951310862	24.896535580524343	0.13911736280585282	0.04681647940074907	0.30758426966292135	0.1306179775280899	0.19428838951310862	24.896535580524343	0.13911736280585282	2949611315	400	0.04681647940074907	0.30758426966292135	0.1306179775280899	0.19428838951310862	24.896535580524343	0.13911736280585282	30	COMPLETE
31	0.32631086142322097	2020-04-09 16:15:15.500382	2020-04-09 16:24:27.575239	4.197844740959795	64	64	59	256	0.5382224589207799	0.060861423220973786	0.32631086142322097	0.13576779026217228	0.19662921348314608	26.062265917602996	0.14962597921610513	0.060861423220973786	0.32631086142322097	0.13576779026217228	0.19662921348314608	26.062265917602996	0.14962597921610513	1054501316	500	0.060861423220973786	0.32631086142322097	0.13576779026217228	0.19662921348314608	26.062265917602996	0.14962597921610513	31	COMPLETE
32	0.34597378277153557	2020-04-09 16:24:27.613511	2020-04-09 16:37:38.340380	0.6084836949860001	256	128	20	128	0.46506959959526273	0.023408239700374533	0.34597378277153557	0.11704119850187265	0.1891385767790262	22.232209737827716	0.1268540102791555	0.023408239700374533	0.34597378277153557	0.11704119850187265	0.1891385767790262	22.232209737827716	0.1268540102791555	3119699429	350	0.023408239700374533	0.34597378277153557	0.11704119850187265	0.1891385767790262	22.232209737827716	0.1268540102791555	32	COMPLETE
33	0.36329588014981273	2020-04-09 16:37:38.424147	2020-04-09 16:43:46.972056	1.404000786765464	128	128	52	256	0.4347803606599402	0.05805243445692884	0.36329588014981273	0.150749063670412	0.224250936329588	21.044007490636705	0.16099344044467412	0.05805243445692884	0.36329588014981273	0.150749063670412	0.224250936329588	21.044007490636705	0.16099344044467412	2201882241	300	0.05805243445692884	0.36329588014981273	0.150749063670412	0.224250936329588	21.044007490636705	0.16099344044467412	33	COMPLETE
34	0.3342696629213483	2020-04-09 16:43:46.999111	2020-04-09 17:07:32.692362	6.208572209015352	64	64	29	128	0.49571929016405164	0.06975655430711611	0.3342696629213483	0.17462546816479402	0.225187265917603	23.967228464419474	0.167454093649048	0.06975655430711611	0.3342696629213483	0.17462546816479402	0.225187265917603	23.967228464419474	0.167454093649048	437593823	650	0.06975655430711611	0.3342696629213483	0.17462546816479402	0.225187265917603	23.967228464419474	0.167454093649048	34	COMPLETE
35	0.24157303370786518	2020-04-09 17:07:32.719482	2020-04-09 17:11:12.506250	9.033264719238103	64	256	69	512	0.6821250429042103	0.03089887640449438	0.24157303370786518	0.08099250936329588	0.1254681647940075	32.555945692883896	0.10302114779114138	0.03089887640449438	0.24157303370786518	0.08099250936329588	0.1254681647940075	32.55571161048689	0.10302121447178432	1415611066	300	0.03089887640449438	0.24157303370786518	0.08099250936329588	0.1254681647940075	32.556179775280896	0.1030210822218425	35	COMPLETE
36	0.2551498127340824	2020-04-09 17:11:12.550306	2020-04-09 17:15:21.867977	7.502666287143644	64	64	66	256	0.5787663615608678	0.041666666666666664	0.2551498127340824	0.0898876404494382	0.13857677902621723	27.649812734082396	0.11685577718665734	0.041666666666666664	0.2551498127340824	0.0898876404494382	0.13857677902621723	27.649812734082396	0.11685577718665734	964699986	250	0.041666666666666664	0.2551498127340824	0.0898876404494382	0.13857677902621723	27.649812734082396	0.11685577718665734	36	COMPLETE
37	0.39091760299625467	2020-04-09 17:15:21.921771	2020-04-09 17:20:23.290284	2.309931014168141	128	256	4	256	0.42745228536071234	0.075374531835206	0.39091760299625467	0.1802434456928839	0.25280898876404495	20.45880149812734	0.18027822924670647	0.075374531835206	0.39091760299625467	0.1802434456928839	0.25280898876404495	20.45880149812734	0.18027822924670647	153916265	300	0.075374531835206	0.39091760299625467	0.1802434456928839	0.25280898876404495	20.45880149812734	0.18027822924670647	37	COMPLETE
38	0.272940074906367	2020-04-09 17:20:23.360446	2020-04-09 17:26:31.629869	6.761769790330927	256	256	73	256	0.578678238530877	0.040262172284644196	0.272940074906367	0.10159176029962547	0.14794007490636704	27.620318352059925	0.12125748675752228	0.040262172284644196	0.272940074906367	0.10159176029962547	0.14794007490636704	27.620318352059925	0.12125748675752228	3008526779	250	0.040262172284644196	0.272940074906367	0.10159176029962547	0.14794007490636704	27.620318352059925	0.12125748675752228	38	COMPLETE
39	0.2532771535580524	2020-04-09 17:26:31.656498	2020-04-09 17:31:39.390473	5.15171882232926	64	256	52	256	0.6946513458348685	0.05149812734082397	0.2532771535580524	0.1104868913857678	0.15355805243445692	33.44452247191011	0.12381168637265559	0.05149812734082397	0.2532771535580524	0.1104868913857678	0.15355805243445692	33.44428838951311	0.12381172999997776	819505973	250	0.05149812734082397	0.2532771535580524	0.1104868913857678	0.15355805243445692	33.44475655430712	0.12381164333489186	39	COMPLETE
40	0.21395131086142322	2020-04-09 17:31:39.417658	2020-04-09 17:34:50.044139	8.998963666906656	128	256	65	512	0.742911284260996	0.035580524344569285	0.21395131086142322	0.0847378277153558	0.12312734082397003	35.45809925093633	0.10225903800645615	0.035580524344569285	0.21395131086142322	0.0847378277153558	0.12312734082397003	35.45786516853933	0.10225909298764159	4067972838	250	0.035580524344569285	0.21395131086142322	0.0847378277153558	0.12312734082397003	35.458333333333336	0.10225898385831898	40	COMPLETE
41	0.21722846441947566	2020-04-09 17:34:50.077107	2020-04-09 17:41:41.998561	8.888346723648484	128	128	78	128	0.7220883141053763	0.0299625468164794	0.21722846441947566	0.07162921348314606	0.11657303370786516	34.44311797752809	0.09739954233170586	0.0299625468164794	0.21722846441947566	0.07162921348314606	0.11657303370786516	34.44288389513109	0.09739956868343355	3469658341	200	0.0299625468164794	0.21722846441947566	0.07162921348314606	0.11657303370786516	34.4433520599251	0.09739951625736479	41	COMPLETE
42	0.39232209737827717	2020-04-09 17:41:42.019585	2020-04-09 17:56:10.308815	1.2054884573366613	128	128	82	128	0.4241707855512908	0.05571161048689138	0.39232209737827717	0.16573033707865167	0.24344569288389514	20.317181647940075	0.16611399345020977	0.05571161048689138	0.39232209737827717	0.16573033707865167	0.24344569288389514	20.31694756554307	0.16611555399952313	3335582619	350	0.05571161048689138	0.39232209737827717	0.16573033707865167	0.24344569288389514	20.31741573033708	0.1661125529431513	42	COMPLETE
43	0.3506554307116105	2020-04-09 17:56:10.335306	2020-04-09 18:02:46.306711	3.994781543886503	128	128	63	512	0.4981513829711713	0.07771535580524344	0.3506554307116105	0.16666666666666666	0.22799625468164794	23.861423220973784	0.17125848553173906	0.07771535580524344	0.3506554307116105	0.16666666666666666	0.22799625468164794	23.861423220973784	0.17125848553173906	2217363919	500	0.07771535580524344	0.3506554307116105	0.16666666666666666	0.22799625468164794	23.861423220973784	0.17125848553173906	43	COMPLETE
44	0.4012172284644195	2020-04-09 18:02:46.333574	2020-04-09 18:18:16.111967	1.9432816818381256	64	256	43	128	0.4100155264125223	0.07771535580524344	0.4012172284644195	0.19054307116104868	0.2687265917602996	19.799625468164795	0.18772415635358203	0.07771535580524344	0.4012172284644195	0.19054307116104868	0.2687265917602996	19.799625468164795	0.18772415635358203	615615509	450	0.07771535580524344	0.4012172284644195	0.19054307116104868	0.2687265917602996	19.799625468164795	0.18772415635358203	44	COMPLETE
45	0.32069288389513106	2020-04-09 18:18:16.147053	2020-04-09 18:24:54.121280	6.1553494406909515	128	256	84	256	0.5572617152724973	0.04681647940074907	0.32069288389513106	0.125	0.1900749063670412	26.81062734082397	0.1368870362571715	0.04681647940074907	0.32069288389513106	0.125	0.1900749063670412	26.810393258426966	0.1368870735284711	2250072553	300	0.04681647940074907	0.32069288389513106	0.125	0.1900749063670412	26.810861423220974	0.13688699945176316	45	COMPLETE
46	0.38202247191011235	2020-04-09 18:24:54.148722	2020-04-09 18:52:04.312708	3.8588527034225515	256	64	94	128	0.5603181219577775	0.07116104868913857	0.38202247191011235	0.17696629213483145	0.25842696629213485	27.248595505617978	0.17121530637869115	0.07116104868913857	0.38202247191011235	0.17696629213483145	0.25842696629213485	27.248595505617978	0.17121530637869115	2563120451	700	0.07116104868913857	0.38202247191011235	0.17696629213483145	0.25842696629213485	27.248595505617978	0.17121530637869115	46	COMPLETE
47	0.34269662921348315	2020-04-09 18:52:04.339540	2020-04-09 18:57:48.281467	3.8741464785046613	128	128	4	128	0.4812414068650203	0.06367041198501873	0.34269662921348315	0.1540262172284644	0.21114232209737827	23.097846441947567	0.15999080207039762	0.06367041198501873	0.34269662921348315	0.1540262172284644	0.21114232209737827	23.097846441947567	0.15999080207039762	2018047157	250	0.06367041198501873	0.34269662921348315	0.1540262172284644	0.21114232209737827	23.097846441947567	0.15999080207039762	47	COMPLETE
48	0.31086142322097376	2020-04-09 18:57:48.307535	2020-04-09 19:08:48.163188	4.877292508116639	64	128	19	128	0.5512561723232366	0.03932584269662921	0.31086142322097376	0.11282771535580524	0.18773408239700373	26.484082397003746	0.1290304805027841	0.03932584269662921	0.31086142322097376	0.11282771535580524	0.18773408239700373	26.484082397003746	0.1290304805027841	3200610036	350	0.03932584269662921	0.31086142322097376	0.11282771535580524	0.18773408239700373	26.484082397003746	0.1290304805027841	48	COMPLETE
49	0.3347378277153558	2020-04-09 19:08:48.184353	2020-04-09 19:16:14.267436	3.9416687207826477	128	256	6	256	0.5032200599124146	0.06694756554307116	0.3347378277153558	0.150749063670412	0.21629213483146068	24.215355805243444	0.15914992933752892	0.06694756554307116	0.3347378277153558	0.150749063670412	0.21629213483146068	24.215355805243444	0.15914992933752892	2986011681	350	0.06694756554307116	0.3347378277153558	0.150749063670412	0.21629213483146068	24.215355805243444	0.15914992933752892	49	COMPLETE
50	0.2340823970037453	2020-04-09 19:16:14.327203	2020-04-09 19:20:16.871026	9.306132900194301	128	128	14	256	0.7246548673887964	0.03464419475655431	0.2340823970037453	0.0847378277153558	0.13670411985018727	34.48361423220974	0.1045631988043639	0.03464419475655431	0.2340823970037453	0.0847378277153558	0.13670411985018727	34.48361423220974	0.1045631988043639	920127197	250	0.03464419475655431	0.2340823970037453	0.0847378277153558	0.13670411985018727	34.48361423220974	0.1045631988043639	50	COMPLETE
51	0.301498127340824	2020-04-09 19:20:16.909877	2020-04-09 19:21:56.699345	4.822394668753611	64	64	15	512	0.5390107995370047	0.047752808988764044	0.301498127340824	0.11470037453183521	0.18071161048689138	25.905430711610485	0.13406921621199624	0.047752808988764044	0.301498127340824	0.11470037453183521	0.18071161048689138	25.905430711610485	0.13406921621199624	3723431163	200	0.047752808988764044	0.301498127340824	0.11470037453183521	0.18071161048689138	25.905430711610485	0.13406921621199624	51	COMPLETE
52	0.23782771535580524	2020-04-09 19:21:56.745376	2020-04-09 19:25:43.159356	7.178662299285751	128	256	5	512	0.708437332874757	0.02949438202247191	0.23782771535580524	0.07677902621722846	0.13623595505617977	33.79611423220974	0.10169466934079324	0.02949438202247191	0.23782771535580524	0.07677902621722846	0.13623595505617977	33.79588014981273	0.10169474887949423	1405221480	400	0.02949438202247191	0.23782771535580524	0.07677902621722846	0.13623595505617977	33.79634831460674	0.10169459124825045	52	COMPLETE
53	0.24204119850187267	2020-04-09 19:25:43.180924	2020-04-09 19:31:01.681084	6.932920289206448	128	128	33	256	0.6916055961072529	0.03698501872659176	0.24204119850187267	0.08707865168539326	0.13810861423220974	32.95926966292135	0.10778206739039382	0.03698501872659176	0.24204119850187267	0.08707865168539326	0.13810861423220974	32.95926966292135	0.10778206739039382	2628058680	250	0.03698501872659176	0.24204119850187267	0.08707865168539326	0.13810861423220974	32.95926966292135	0.10778206739039382	53	COMPLETE
