number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_model.scoring_fct_norm	params_optimizer.lr	params_regularizer.weight	params_training.batch_size	params_training.label_smoothing	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.19616104868913858	2020-03-07 04:48:14.740445	2020-03-07 04:49:43.625711	128	2	0.0018506751307987713	0.03864664807057361	512	0.05253337633765147	0.8094708234933292	0.02200374531835206	0.19616104868913858	0.062265917602996254	0.0950374531835206	38.93867041198502	0.08362462141601389	0.02200374531835206	0.19616104868913858	0.062265917602996254	0.0950374531835206	38.93867041198502	0.08362462141601389	2600002588		0.02200374531835206	0.19616104868913858	0.062265917602996254	0.0950374531835206	38.93867041198502	0.08362462141601389	0	COMPLETE
1	0.18726591760299627	2020-03-07 04:49:43.643921	2020-03-07 04:50:56.307645	256	1	0.0016105516950231824	0.04116479177071508	128	0.03856917713921187	0.8000009299268116	0.02762172284644195	0.18726591760299627	0.06741573033707865	0.10018726591760299	38.50023408239701	0.08881409885373232	0.02762172284644195	0.18726591760299627	0.06741573033707865	0.10018726591760299	38.5	0.08881415555973934	1811155041	500.0	0.02762172284644195	0.18726591760299627	0.06741573033707865	0.10018726591760299	38.50046816479401	0.0888140430201254	1	COMPLETE
2	0.19662921348314608	2020-03-07 04:50:56.319779	2020-03-07 04:51:41.183018	128	1	0.0029980080858204687	0.01075827852890302	256	0.011129140596820925	0.8005250127173347	0.026217228464419477	0.19662921348314608	0.0702247191011236	0.09878277153558053	38.52059925093633	0.08945452425341233	0.026217228464419477	0.19662921348314608	0.0702247191011236	0.09878277153558053	38.52059925093633	0.08945452425341233	3906026607	450.0	0.026217228464419477	0.19662921348314608	0.0702247191011236	0.09878277153558053	38.52059925093633	0.08945452425341233	2	COMPLETE
3	0.35814606741573035	2020-03-07 04:51:41.200917	2020-03-07 04:53:31.578726	64	1	0.007169778983787707	0.08282502285701394	256	0.0012268652166989124	0.5627159886707443	0.07209737827715355	0.35814606741573035	0.1540262172284644	0.2397003745318352	27.070224719101123	0.16505921385977967	0.07209737827715355	0.35814606741573035	0.1540262172284644	0.2397003745318352	27.070224719101123	0.16505921385977967	1795966488		0.07209737827715355	0.35814606741573035	0.1540262172284644	0.2397003745318352	27.070224719101123	0.16505921385977967	3	COMPLETE
4	0.40308988764044945	2020-03-07 04:53:31.596838	2020-03-07 04:56:14.088303	64	1	0.0016635189990291438	0.03043581704434002	128	0.002524615989528562	0.5648318723808583	0.0997191011235955	0.40308988764044945	0.20646067415730338	0.2808988764044944	27.06179775280899	0.19880193971345608	0.0997191011235955	0.40308988764044945	0.20646067415730338	0.2808988764044944	27.06179775280899	0.19880193971345608	512515067		0.0997191011235955	0.40308988764044945	0.20646067415730338	0.2808988764044944	27.06179775280899	0.19880193971345608	4	COMPLETE
5	0.1502808988764045	2020-03-07 04:56:14.106254	2020-03-07 04:56:37.022182	64	2	0.060079231625654664	0.22320692483135293	256	0.0011726575755339182	0.8511287432847622	0.01451310861423221	0.1502808988764045	0.050093632958801496	0.07865168539325842	40.941947565543074	0.07047600747650157	0.01451310861423221	0.1502808988764045	0.050093632958801496	0.07865168539325842	40.941947565543074	0.07047600747650157	2873283645	250.0	0.01451310861423221	0.1502808988764045	0.050093632958801496	0.07865168539325842	40.941947565543074	0.07047600747650157	5	COMPLETE
6	0.17415730337078653	2020-03-07 04:56:37.034183	2020-03-07 04:56:59.785456	256	1	0.009954241300089123	0.19643769860584442	256	0.005202708611576289	0.8166630562562286	0.01638576779026217	0.17415730337078653	0.0552434456928839	0.09363295880149813	39.27598314606742	0.07783414193590948	0.01638576779026217	0.17415730337078653	0.0552434456928839	0.09363295880149813	39.27574906367041	0.07783427307450724	2438221721	250.0	0.01638576779026217	0.17415730337078653	0.0552434456928839	0.09363295880149813	39.27621722846442	0.07783401384704655	6	COMPLETE
7	0.18258426966292135	2020-03-07 04:56:59.797500	2020-03-07 04:57:58.551157	128	2	0.0022842615675598204	0.013467542218844537	512	0.0015119863870505705	0.8003861436791272	0.018726591760299626	0.18258426966292135	0.05758426966292135	0.09691011235955056	38.532303370786515	0.08126656101454792	0.018726591760299626	0.18258426966292135	0.05758426966292135	0.09691011235955056	38.532303370786515	0.08126656101454792	664262245	700.0	0.018726591760299626	0.18258426966292135	0.05758426966292135	0.09691011235955056	38.532303370786515	0.08126656101454792	7	COMPLETE
8	0.150749063670412	2020-03-07 04:57:58.562243	2020-03-07 04:58:23.591908	128	1	0.06193178546395608	0.06819355010091344	128	0.041180013420197885	0.8307080434239382	0.023408239700374533	0.150749063670412	0.04915730337078652	0.08099250936329588	39.950842696629216	0.07710863974744585	0.023408239700374533	0.150749063670412	0.04915730337078652	0.08099250936329588	39.950842696629216	0.07710863974744585	2609439352	200.0	0.023408239700374533	0.150749063670412	0.04915730337078652	0.08099250936329588	39.950842696629216	0.07710863974744585	8	COMPLETE
9	0.149812734082397	2020-03-07 04:58:23.610396	2020-03-07 04:58:52.054383	256	1	0.0012092347543852706	0.035117576459556515	256	0.005892689816970684	0.8837359051799144	0.014044943820224719	0.149812734082397	0.04447565543071161	0.07865168539325842	42.54213483146067	0.06802381876238518	0.014044943820224719	0.149812734082397	0.04447565543071161	0.07865168539325842	42.54213483146067	0.06802381876238518	963290436	300.0	0.014044943820224719	0.149812734082397	0.04447565543071161	0.07865168539325842	42.54213483146067	0.06802381876238518	9	COMPLETE
