number	value	datetime_start	datetime_complete	params_loss.margin	params_model.embedding_dim	params_negative_sampler.num_negs_per_pos	params_optimizer.lr	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.3638023507931074	2020-03-10 09:32:41.570140	2020-03-10 10:12:49.432921	6.653613244326859	64	54	0.0027519985989677576	512	0.04278851426776168	0.109380349195481	0.3638023507931074	0.21228460572863175	0.2742782152230971	288.1045161474381	0.19263991822360366	0.109380349195481	0.3638023507931074	0.21228460572863175	0.2742782152230971	288.1043877667465	0.1926399199266887	3601045170	250	0.109380349195481	0.3638023507931074	0.21228460572863175	0.2742782152230971	288.10464452812965	0.19263991653045034	0	COMPLETE
1	0.34528700216820724	2020-03-10 10:12:49.480409	2020-03-10 11:40:20.500541	8.931163895040548	128	69	0.0012184608838098996	128	0.05659637808992427	0.09831108068013238	0.34528700216820724	0.1970215679561794	0.2595857583019514	381.63499942941917	0.17842065594176734	0.09831108068013238	0.34528700216820724	0.1970215679561794	0.2595857583019514	381.63491384229144	0.17842065712764085	1573284426	200	0.09831108068013238	0.34528700216820724	0.1970215679561794	0.2595857583019514	381.63508501654684	0.17842065476521304	1	COMPLETE
2	0.3012666894899007	2020-03-10 11:40:20.533675	2020-03-10 12:27:39.070557	6.735333763376679	64	49	0.03893365995167048	256	0.07884450833869208	0.08995207120849025	0.3012666894899007	0.18124500741755106	0.22794705009699875	548.9156824146982	0.1618483222783678	0.09015177450644757	0.30160903800068467	0.18153029784320437	0.22826086956521738	548.8822321122904	0.1620788351764431	1999109794	200	0.08995207120849025	0.3012666894899007	0.18124500741755106	0.22794705009699875	548.9491327171061	0.16184278931535068	2	COMPLETE
3	0.3600079881319183	2020-03-10 12:27:39.102910	2020-03-10 13:21:42.252663	1.348350822158204	64	88	0.0019521138237236894	512	0.04595599690632464	0.10977975579139564	0.3600079881319183	0.21322606413328768	0.27302293735022254	307.601734565788	0.19219490523988814	0.10977975579139564	0.3600079881319183	0.21322606413328768	0.27302293735022254	307.60153486249004	0.19219496820203064	2688485238	300	0.10977975579139564	0.3600079881319183	0.21322606413328768	0.27302293735022254	307.6019342690859	0.1921948461232226	3	COMPLETE
4	0.29079653086842405	2020-03-10 13:21:42.285499	2020-03-10 14:38:52.902941	6.814729225245358	64	32	0.015636879424926635	128	0.05849226361493199	0.07277758758416067	0.29079653086842405	0.15876412187606984	0.21145726349423713	399.4799726121191	0.14533522520635278	0.07277758758416067	0.29079653086842405	0.15876412187606984	0.21145726349423713	399.479915554034	0.1453352439796765	436069430	200	0.07277758758416067	0.29079653086842405	0.15876412187606984	0.21145726349423713	399.48002967020426	0.1453352070548392	4	COMPLETE
5	0.3474266803606071	2020-03-10 14:38:52.943527	2020-03-10 15:31:03.955780	6.4372596597764025	128	76	0.0023972439669339212	256	0.0530727217813214	0.10293278557571608	0.3474266803606071	0.19713568412644072	0.2569040283008102	355.2628951272395	0.18147420565713948	0.10293278557571608	0.3474266803606071	0.19713568412644072	0.2569040283008102	355.26278101106925	0.18147421132514166	2977214623	200	0.10293278557571608	0.3474266803606071	0.19713568412644072	0.2569040283008102	355.2630092434098	0.18147420009991902	5	COMPLETE
6	0.359808284833961	2020-03-10 15:31:03.989014	2020-03-10 16:42:41.150152	4.141877966177345	64	9	0.0015930199237429615	512	0.043641416230435874	0.10969416866369965	0.359808284833961	0.21191372817528245	0.2718247175624786	294.909819696451	0.191707169489462	0.10969416866369965	0.359808284833961	0.21191372817528245	0.2718247175624786	294.9097911674084	0.19170717829777306	293533718	450	0.10969416866369965	0.359808284833961	0.21191372817528245	0.2718247175624786	294.90984822549353	0.19170716089591475	6	COMPLETE
7	0.2479173798927308	2020-03-10 16:42:41.183505	2020-03-10 18:08:52.705389	5.887890956656403	256	49	0.02914745236553691	128	0.07426069010251096	0.07155083875385142	0.2479173798927308	0.15106128038343034	0.18732169348396668	514.3706921145726	0.13315186397548098	0.07155083875385142	0.2479173798927308	0.15106128038343034	0.18732169348396668	513.7530811365971	0.13315191989303313	3704732583	200	0.07155083875385142	0.2479173798927308	0.15106128038343034	0.18732169348396668	514.9883030925482	0.13315185384110526	7	COMPLETE
8	0.3101392217277188	2020-03-10 18:08:52.740193	2020-03-10 18:41:35.086404	3.122552847813513	64	89	0.037424594009640606	512	0.07236023303701886	0.09602875727490585	0.3101392217277188	0.1868937578454867	0.23536460116398494	498.7759043706493	0.16806331271154504	0.09605728631747118	0.3102818669405455	0.18692228688805204	0.2354216592491156	498.7583019513865	0.16810373373865378	3881903588	200	0.09602875727490585	0.3101106926851535	0.18686522880292136	0.23536460116398494	498.79350678991216	0.16805170038267	8	COMPLETE
9	0.10336072121419605	2020-03-10 18:41:35.122259	2020-03-10 19:32:47.279159	5.631361542285685	256	17	0.0696350527732766	128	0.2233544293826351	0.0187435809654228	0.10336072121419605	0.04644528129635969	0.0702670318384115	1582.6356698619195	0.048662553107575564	0.1167979002624672	0.20141504051124046	0.14449960059340408	0.16854958347597854	876.6116912016432	0.14671129289808812	2457672243	150	0.0187435809654228	0.10336072121419605	0.04644528129635969	0.0702670318384115	2288.6596485221958	0.048648535414145926	9	COMPLETE
