number	state	value	datetime_start	datetime_complete	params	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values
					loss.adversarial_temperature	loss.margin	model.embedding_dim	negative_sampler.num_negs_per_pos	optimizer.lr	training.num_epochs	avg.adjusted_mean_rank	avg.hits_at_1	avg.hits_at_10	avg.hits_at_3	avg.hits_at_5	avg.mean_rank	avg.mean_reciprocal_rank	best.hits_at_1	best.hits_at_10	best.hits_at_3	best.hits_at_5	best.mean_rank	best.mean_reciprocal_rank	worst.hits_at_1	worst.hits_at_10	worst.hits_at_3	worst.hits_at_5	worst.mean_rank	worst.mean_reciprocal_rank	_number	51	101	201	251	301	351	401	551	601
0	TrialState.COMPLETE	0.015091863517060367	2020-01-21 01:22:24.272591	2020-01-21 02:55:04.902161	0.8140668679534395	5.174274205120412	350.0	120.0	0.011639427563879586	700.0	0.27819272587544674	0.0041774669470664	0.015091863517060367	0.007140411796351543	0.009528700216820724	1980.8834873901633	0.010096601374687866	0.0041774669470664	0.015091863517060367	0.007140411796351543	0.009528700216820724	1980.8832510066677	0.010096601423261669	0.0041774669470664	0.015091863517060367	0.007140411796351543	0.009528700216820724	1980.8837237736586	0.010096601326200067	0			0.014852219559511583	0.014992011868081707					
1	TrialState.COMPLETE	0.0706612513356779	2020-01-21 02:55:04.903105	2020-01-21 05:27:44.744556	0.3185605305500461	25.770669531964717	150.0	200.0	0.0028822499505570818	500.0	0.1865462329768776	0.008068531947340574	0.0706612513356779	0.023399002002220077	0.03754162646665214	1322.5285355264386	0.03315475271445783	0.008068531947340574	0.0706612513356779	0.023399002002220077	0.03754162646665214	1322.5137821211083	0.03315475692821612	0.008068531947340574	0.0706612513356779	0.023399002002220077	0.03754162646665214	1322.543288931769	0.0331547486029797	1									
2	TrialState.COMPLETE	0.2741277893622981	2020-01-21 05:27:44.745407	2020-01-21 07:17:55.270809	0.2830942172640739	1.1261657818773174	50.0	40.0	0.003342196826429285	500.0	0.056168182337640545	0.06763457927442865	0.2741277893622981	0.14015540547550134	0.1884706358345523	391.2924226862946	0.1353186379542159	0.06763457927442865	0.2741277893622981	0.14015540547550134	0.1884706358345523	391.2923993443507	0.13531864037930286	0.06763457927442865	0.2741277893622981	0.14015540547550134	0.1884706358345523	391.29244602823854	0.13531863562915042	2									
3	TrialState.COMPLETE	0.041900385361528805	2020-01-21 07:17:55.271651	2020-01-21 11:37:49.099907	0.858099731823568	17.216179371341912	450.0	120.0	0.002798932641377521	600.0	0.1896834146443494	0.005440268963035139	0.041900385361528805	0.014571757125677017	0.022595001711742554	1343.6904467209158	0.022154224561541588	0.005440268963035139	0.041900385361528805	0.014571757125677017	0.022595001711742554	1343.6677178521581	0.02215422567563327	0.005440268963035139	0.041900385361528805	0.014571757125677017	0.022595001711742554	1343.7131755896733	0.022154223449568168	3									
4	TrialState.COMPLETE	0.0007631518886226179	2020-01-21 11:37:49.100805	2020-01-21 12:19:51.292987	0.6224596847357627	29.156119392697097	450.0	110.0	0.01801918706544342	1000.0	0.7588984665506497	4.9925824489330135e-05	0.0007631518886226179	0.0002496291224466507	0.00038514207463197534	5428.316408478831	0.0008266741105931655	4.9925824489330135e-05	0.0007631518886226179	0.0002496291224466507	0.00038514207463197534	5428.280889820838	0.0008266747806351271	4.9925824489330135e-05	0.0007631518886226179	0.0002496291224466507	0.00038514207463197534	5428.351927136825	0.0008266734407868491	4	0.0008986648408079424	0.0008083228726843927							
5	TrialState.COMPLETE	0.015849468091850838	2020-01-21 12:19:51.293912	2020-01-21 13:37:38.443975	0.4627908647518265	23.349493315560647	50.0	40.0	0.009844250799030608	700.0	0.2514050156570703	0.0020762803200324595	0.015849468091850838	0.005128887874522931	0.008229043833288955	1782.8242167192868	0.010027429840575095	0.0020762803200324595	0.015849468091850838	0.005128887874522931	0.008229043833288955	1782.816482178858	0.01002743072518524	0.0020762803200324595	0.015849468091850838	0.005128887874522931	0.008229043833288955	1782.8319512597157	0.010027428958745966	5					0.01484325328899105	0.01540924911559968			
6	TrialState.COMPLETE	0.000984251968503937	2020-01-21 13:37:38.444860	2020-01-21 14:03:48.060782	0.747988357201437	22.902193445808248	250.0	50.0	0.06600058955908811	800.0	0.7977170917686188	9.985164897866027e-05	0.000984251968503937	0.0003138194682186466	0.0004707292023279699	5703.094374072806	0.0009176824521661326	9.985164897866027e-05	0.000984251968503937	0.0003138194682186466	0.0004707292023279699	5703.092719388337	0.0009176825627517765	9.985164897866027e-05	0.000984251968503937	0.0003138194682186466	0.0004707292023279699	5703.096028757275	0.000917682341750837	6	0.0011126326600479288	0.0010270455323519343							
7	TrialState.COMPLETE	0.015813648293963256	2020-01-21 14:03:48.061636	2020-01-21 16:31:04.687489	0.5434064089781409	18.01335220980121	450.0	80.0	0.004784828754937091	500.0	0.2724845727205202	0.00327798699075659	0.015813648293963256	0.0068412644071664955	0.009503024078511925	1934.4294091635284	0.01012025849613867	0.00327798699075659	0.015813648293963256	0.0068412644071664955	0.009503024078511925	1934.4185353189548	0.010120259032426675	0.00327798699075659	0.015813648293963256	0.0068412644071664955	0.009503024078511925	1934.4402830081021	0.010120257960479797	7						0.014803006961086386	0.015364474368240202		
8	TrialState.COMPLETE	0.009985164897866028	2020-01-21 16:31:04.688342	2020-01-21 17:36:33.060842	0.808752273656006	19.350208089289058	50.0	40.0	0.013045808454630596	900.0	0.29357967614306707	0.0014086214766632433	0.009985164897866028	0.0034377496291224468	0.005556031039598311	2086.062189746662	0.006756902128599408	0.0014086214766632433	0.009985164897866028	0.0034377496291224468	0.005556031039598311	2086.0572898836017	0.006756902567395504	0.0014086214766632433	0.009985164897866028	0.0034377496291224468	0.005556031039598311	2086.0670896097226	0.00675690169072292	8				0.009386055003994066	0.009728403514778045				
