number	value	datetime_start	datetime_complete	params_loss.margin	params_model.embedding_dim	params_model.relation_dim	params_negative_sampler.num_negs_per_pos	params_optimizer.lr	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.09925093632958802	2020-03-13 21:30:01.704021	2020-03-13 21:31:23.569295	7.118469635371701	256	128	10	0.004907506861125989	512	1.0166859376463997	0.0	0.09925093632958802	0.02247191011235955	0.04541198501872659	49.034176029962545	0.0442595934116601	0.0	0.09925093632958802	0.02247191011235955	0.04541198501872659	49.034176029962545	0.0442595934116601	3870066105	150.0	0.0	0.09925093632958802	0.02247191011235955	0.04541198501872659	49.034176029962545	0.0442595934116601	0	COMPLETE
1	0.324438202247191	2020-03-13 21:31:23.586221	2020-03-13 21:56:18.918396	0.8219204504871418	128	128	54	0.0383104543142603	256	0.5122540296998908	0.016853932584269662	0.324438202247191	0.10486891385767791	0.17743445692883894	24.55056179775281	0.11704021898846681	0.016853932584269662	0.324438202247191	0.10486891385767791	0.17743445692883894	24.55056179775281	0.11704021898846681	2327068558		0.016853932584269662	0.324438202247191	0.10486891385767791	0.17743445692883894	24.55056179775281	0.11704021898846681	1	COMPLETE
2	0.08754681647940075	2020-03-13 21:56:18.936361	2020-03-13 21:58:57.114889	3.681726155308596	64	128	80	0.0040541878593003	256	1.0420802420873738	0.0	0.08754681647940075	0.018258426966292134	0.03838951310861423	50.26638576779026	0.04084900269114576	0.0	0.08754681647940075	0.018258426966292134	0.03838951310861423	50.26638576779026	0.04084900269114576	473361878	150.0	0.0	0.08754681647940075	0.018258426966292134	0.03838951310861423	50.26638576779026	0.04084900269114576	2	COMPLETE
3	0.17462546816479402	2020-03-13 21:58:57.127256	2020-03-13 22:19:21.177641	6.541483193645695	128	256	58	0.013362373063947556	256	0.7487466931595966	0.013108614232209739	0.17462546816479402	0.05711610486891386	0.08941947565543071	35.88998127340824	0.07803620741963574	0.013108614232209739	0.17462546816479402	0.05711610486891386	0.08941947565543071	35.88998127340824	0.07803620741963574	2458945216	800.0	0.013108614232209739	0.17462546816479402	0.05711610486891386	0.08941947565543071	35.88998127340824	0.07803620741963574	3	COMPLETE
4	0.18679775280898878	2020-03-13 22:19:21.188341	2020-03-13 22:53:40.104893	6.366524010454881	256	128	88	0.007021714945901805	128	0.7366618510581595	0.02200374531835206	0.18679775280898878	0.07303370786516854	0.10440074906367042	35.33380149812734	0.08909068071687197	0.02200374531835206	0.18679775280898878	0.07303370786516854	0.10440074906367042	35.33380149812734	0.08909068071687197	4072457247	750.0	0.02200374531835206	0.18679775280898878	0.07303370786516854	0.10440074906367042	35.33380149812734	0.08909068071687197	4	COMPLETE
5	0.09644194756554307	2020-03-13 22:53:40.115881	2020-03-13 22:54:58.444449	7.3077029686980195	256	64	30	0.005610581276963417	512	1.02825173224176	0.00046816479400749064	0.09644194756554307	0.017790262172284643	0.04260299625468165	49.60440074906367	0.04338265897712158	0.00046816479400749064	0.09644194756554307	0.017790262172284643	0.04260299625468165	49.60440074906367	0.04338265897712158	17067933	150.0	0.00046816479400749064	0.09644194756554307	0.017790262172284643	0.04260299625468165	49.60440074906367	0.04338265897712158	5	COMPLETE
6	0.09691011235955056	2020-03-13 22:54:58.456872	2020-03-13 22:56:11.075738	4.028946161997243	64	128	3	0.01703456443040979	512	1.042965580444183	0.0	0.09691011235955056	0.017322097378277154	0.04353932584269663	50.28651685393258	0.04253857643361446	0.0	0.09691011235955056	0.017322097378277154	0.04353932584269663	50.28651685393258	0.04253857643361446	3849667066	150.0	0.0	0.09691011235955056	0.017322097378277154	0.04353932584269663	50.28651685393258	0.04253857643361446	6	COMPLETE
7	0.26591760299625467	2020-03-13 22:56:11.086529	2020-03-13 23:22:58.864464	9.82976506154053	256	256	46	0.03704216385041435	128	0.5905162979105718	0.03417602996254682	0.26591760299625467	0.11470037453183521	0.1699438202247191	28.163857677902623	0.12044271212368222	0.03417602996254682	0.26591760299625467	0.11470037453183521	0.1699438202247191	28.163857677902623	0.12044271212368222	3493658689	600.0	0.03417602996254682	0.26591760299625467	0.11470037453183521	0.1699438202247191	28.163857677902623	0.12044271212368222	7	COMPLETE
8	0.300561797752809	2020-03-13 23:22:58.876429	2020-03-13 23:34:21.657587	4.69326189383925	128	64	18	0.04430121660450376	512	0.5438030549632001	0.042134831460674156	0.300561797752809	0.10627340823970037	0.16760299625468164	25.978464419475657	0.1272959759697388	0.042134831460674156	0.300561797752809	0.10627340823970037	0.16760299625468164	25.978464419475657	0.1272959759697388	1439046162	900.0	0.042134831460674156	0.300561797752809	0.10627340823970037	0.16760299625468164	25.978464419475657	0.1272959759697388	8	COMPLETE
9	0.0945692883895131	2020-03-13 23:34:21.669615	2020-03-13 23:37:04.285353	2.4553231409703598	128	128	63	0.004272569330081192	256	1.027499524862523	0.0	0.0945692883895131	0.02294007490636704	0.04353932584269663	49.57865168539326	0.04406577479185864	0.0	0.0945692883895131	0.02294007490636704	0.04353932584269663	49.57865168539326	0.04406577479185864	2916674905	150.0	0.0	0.0945692883895131	0.02294007490636704	0.04353932584269663	49.57865168539326	0.04406577479185864	9	COMPLETE
10	0.09691011235955056	2020-03-13 23:37:04.296701	2020-03-13 23:40:05.459858	5.840478399324557	64	256	80	0.005098214952429294	256	0.9913822084243239	0.0	0.09691011235955056	0.021067415730337078	0.04073033707865169	47.77902621722846	0.04467331341983813	0.0	0.09691011235955056	0.021067415730337078	0.04073033707865169	47.77902621722846	0.04467331341983813	3487142598	150.0	0.0	0.09691011235955056	0.021067415730337078	0.04073033707865169	47.77902621722846	0.04467331341983813	10	COMPLETE
11	0.10486891385767791	2020-03-13 23:40:05.470755	2020-03-13 23:46:48.538848	8.032058500533408	128	64	96	0.0033024098416308033	256	1.0144645052906196	0.0	0.10486891385767791	0.0299625468164794	0.050093632958801496	49.01685393258427	0.04721000905873467	0.0	0.10486891385767791	0.0299625468164794	0.050093632958801496	49.01685393258427	0.04721000905873467	3750517312	300.0	0.0	0.10486891385767791	0.0299625468164794	0.050093632958801496	49.01685393258427	0.04721000905873467	11	COMPLETE
