number	value	datetime_start	datetime_complete	params_loss.adversarial_temperature	params_loss.margin	params_model.embedding_dim	params_model.relation_dim	params_negative_sampler.num_negs_per_pos	params_optimizer.lr	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.07116104868913857	2020-03-14 05:24:26.536071	2020-03-14 05:27:29.769251	0.7626542096414617	12.933255173912586	256	128	38	0.0035761269503535842	256	1.1418541601522432	0.009363295880149813	0.07116104868913857	0.025280898876404494	0.039794007490636704	55.13951310861423	0.0440248141888439	0.009363295880149813	0.07116104868913857	0.025280898876404494	0.039794007490636704	55.13670411985019	0.04402531888613893	1927359159	300	0.009363295880149813	0.07116104868913857	0.025280898876404494	0.039794007490636704	55.142322097378276	0.04402431845542537	0	COMPLETE
1	0.0599250936329588	2020-03-14 05:27:29.788114	2020-03-14 05:29:15.644691	0.3554634847336653	9.024498793130224	128	64	6	0.016623735041929454	128	1.1687148794015583	0.0046816479400749065	0.0599250936329588	0.019662921348314606	0.03089887640449438	56.390917602996254	0.0376175173160556	0.0046816479400749065	0.0599250936329588	0.019662921348314606	0.03089887640449438	56.390917602996254	0.0376175173160556	4006731202	150	0.0046816479400749065	0.0599250936329588	0.019662921348314606	0.03089887640449438	56.390917602996254	0.0376175173160556	1	COMPLETE
2	0.08286516853932584	2020-03-14 05:29:15.655033	2020-03-14 05:29:59.260574	0.3510308254100827	18.49297691445796	128	128	59	0.0022802780631319144	512	1.140321391393092	0.006086142322097378	0.08286516853932584	0.024812734082397005	0.04260299625468165	55.030430711610485	0.04390658949113841	0.006086142322097378	0.08286516853932584	0.024812734082397005	0.04260299625468165	55.02902621722846	0.04390713432823078	3921367347	150	0.006086142322097378	0.08286516853932584	0.024812734082397005	0.04260299625468165	55.03183520599251	0.04390605932084173	2	COMPLETE
3	0.07350187265917603	2020-03-14 05:29:59.279750	2020-03-14 05:31:26.040758	0.1686474669017999	20.44351284830747	256	64	65	0.08789798510285649	512	1.087821787642664	0.004213483146067416	0.07350187265917603	0.017790262172284643	0.03604868913857678	52.51966292134831	0.04138159956317423	0.004213483146067416	0.07350187265917603	0.018726591760299626	0.03745318352059925	52.31741573033708	0.04163337698775499	3569182707	250	0.004213483146067416	0.07350187265917603	0.017790262172284643	0.03604868913857678	52.72191011235955	0.04117350771065181	3	COMPLETE
4	0.3441011235955056	2020-03-14 05:31:26.053402	2020-03-14 05:34:52.350742	0.8463110626910566	1.2976489386126393	64	64	20	0.009374566511832409	256	0.43380120538230915	0.060861423220973786	0.3441011235955056	0.16151685393258428	0.22331460674157302	20.80571161048689	0.1631241521268814	0.060861423220973786	0.3441011235955056	0.16151685393258428	0.22331460674157302	20.80571161048689	0.1631241521268814	2348307356	350	0.060861423220973786	0.3441011235955056	0.16151685393258428	0.22331460674157302	20.80571161048689	0.1631241521268814	4	COMPLETE
5	0.07162921348314606	2020-03-14 05:34:52.368957	2020-03-14 05:35:32.317669	0.36583943259051643	26.936967348424368	64	256	23	0.0021240196096320766	512	1.1226930437410731	0.006554307116104869	0.07162921348314606	0.017322097378277154	0.030430711610486893	54.16690074906367	0.04059798869119073	0.006554307116104869	0.07162921348314606	0.017322097378277154	0.030430711610486893	54.16619850187266	0.040598944746959346	3254807826	150	0.006554307116104869	0.07162921348314606	0.017322097378277154	0.030430711610486893	54.16760299625468	0.04059708564533569	5	COMPLETE
6	0.07303370786516854	2020-03-14 05:35:32.329986	2020-03-14 05:36:47.350398	0.5753959799222422	15.476351946734415	64	64	77	0.003535657026450083	256	1.1348314294155533	0.007958801498127341	0.07303370786516854	0.018258426966292134	0.03136704119850187	54.75561797752809	0.04128447168763418	0.007958801498127341	0.07303370786516854	0.018258426966292134	0.03136704119850187	54.75327715355805	0.04128485586025312	1072768718	150	0.007958801498127341	0.07303370786516854	0.018258426966292134	0.03136704119850187	54.75795880149813	0.041284092573790884	6	COMPLETE
7	0.07724719101123595	2020-03-14 05:36:47.361284	2020-03-14 05:38:29.789334	0.9489695662374766	15.400812525141161	64	128	42	0.0021920499347243376	512	1.1465113911130693	0.006554307116104869	0.07724719101123595	0.028089887640449437	0.041666666666666664	55.30875468164794	0.044227737205403815	0.006554307116104869	0.07724719101123595	0.028089887640449437	0.041666666666666664	55.30758426966292	0.04422788451175313	3780856982	300	0.006554307116104869	0.07724719101123595	0.028089887640449437	0.041666666666666664	55.309925093632955	0.044227591539846824	7	COMPLETE
8	0.0702247191011236	2020-03-14 05:38:29.801086	2020-03-14 05:41:14.715020	0.1403545236901627	6.9951986653134295	64	256	87	0.00102821888432896	512	1.1519562918378898	0.0028089887640449437	0.0702247191011236	0.012172284644194757	0.02762172284644195	55.55852059925093	0.036647088591274565	0.0028089887640449437	0.0702247191011236	0.012172284644194757	0.02762172284644195	55.55852059925093	0.036647088591274565	2416228671	350	0.0028089887640449437	0.0702247191011236	0.012172284644194757	0.02762172284644195	55.55852059925093	0.036647088591274565	8	COMPLETE
9	0.06975655430711611	2020-03-14 05:41:14.727577	2020-03-14 05:41:52.910944	0.45165927470187206	18.411899445885847	64	64	13	0.017021580797632444	512	1.1072515468758424	0.0056179775280898875	0.06975655430711611	0.02153558052434457	0.03417602996254682	53.43422284644195	0.041914432412820474	0.0056179775280898875	0.06975655430711611	0.02153558052434457	0.03417602996254682	53.431179775280896	0.04191584161790131	244372653	150	0.0056179775280898875	0.06975655430711611	0.02153558052434457	0.03417602996254682	53.43726591760299	0.04191306919861961	9	COMPLETE
