number	value	datetime_start	datetime_complete	params_model.c_max	params_model.c_min	params_model.embedding_dim	params_optimizer.lr	params_training.batch_size	params_training.label_smoothing	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.36951133144475923	2020-04-28 09:30:47.252242	2020-04-28 15:43:53.291307	6.20378792767683	0.020949155227070866	64	0.0032887561337797346	256	0.003442445882222274	0.3197813881039102	0.24256373937677053	0.36951133144475923	0.33020538243626063	0.3489730878186969	6481.021777620396	0.2925526168556101	0.24256373937677053	0.36951133144475923	0.33020538243626063	0.3489730878186969	6481.014872521247	0.29255264100358314	1521639392	450	0.24256373937677053	0.36951133144475923	0.33020538243626063	0.3489730878186969	6481.028682719547	0.29255259308876924	0	COMPLETE
1	0.3773016997167139	2020-04-28 15:43:53.336942	2020-04-28 22:43:40.517936	9.296734259687902	0.01073078823650913	64	0.0032034606938943395	256	0.0016999931220068043	0.3301420487912419	0.2689447592067989	0.3773016997167139	0.3436614730878187	0.3604815864022663	6691.043378186969	0.31243159699566175	0.2689447592067989	0.3773016997167139	0.3436614730878187	0.3604815864022663	6691.038420679886	0.3124315975434692	1921396283	500	0.2689447592067989	0.3773016997167139	0.3436614730878187	0.3604815864022663	6691.048335694051	0.31243159644838225	1	COMPLETE
2	0.42988668555240794	2020-04-28 22:43:40.566500	2020-04-29 18:57:45.900722	4.4308313205588545	0.01632987550929811	128	0.0016779173306710469	256	0.018748857938011818	0.38130064676703157	0.3461402266288952	0.42988668555240794	0.39925637393767704	0.4148371104815864	7729.145184135978	0.3779725325750161	0.3461402266288952	0.42988668555240794	0.39925637393767704	0.4148371104815864	7729.13473796034	0.3779726146142349	1619834599	750	0.3461402266288952	0.42988668555240794	0.39925637393767704	0.4148371104815864	7729.155630311615	0.3779724520886506	2	COMPLETE
