number	value	datetime_start	datetime_complete	params_loss.margin	params_model.embedding_dim	params_negative_sampler.num_negs_per_pos	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.8693820224719101	2020-04-09 01:10:04.627983	2020-04-09 01:12:52.406993	3.739677908035941	64	42	128	0.11506947243328063	0.27153558052434457	0.8693820224719101	0.5781835205992509	0.7219101123595506	5.555711610486892	0.46686613410503963	0.27153558052434457	0.8693820224719101	0.5781835205992509	0.7219101123595506	5.555711610486892	0.46686613410503963	3237280559	300.0	0.27153558052434457	0.8693820224719101	0.5781835205992509	0.7219101123595506	5.555711610486892	0.46686613410503963	0	COMPLETE
1	0.8235018726591761	2020-04-09 01:12:52.425446	2020-04-09 01:14:45.837611	8.646874642310594	128	48	512	0.14215344357154286	0.22378277153558052	0.8235018726591761	0.4967228464419476	0.6404494382022472	6.881086142322097	0.40800069554711316	0.22378277153558052	0.8235018726591761	0.4967228464419476	0.6404494382022472	6.881086142322097	0.40800069554711316	2161482231	600.0	0.22378277153558052	0.8235018726591761	0.4967228464419476	0.6404494382022472	6.881086142322097	0.40800069554711316	1	COMPLETE
2	0.8258426966292135	2020-04-09 01:14:45.849440	2020-04-09 01:17:17.667945	9.234165053512779	256	96	128	0.15021975625442405	0.2448501872659176	0.8258426966292135	0.522003745318352	0.6633895131086143	7.245786516853933	0.42863299101859853	0.2448501872659176	0.8258426966292135	0.522003745318352	0.6633895131086143	7.245786516853933	0.42863299101859853	4228103810	250.0	0.2448501872659176	0.8258426966292135	0.522003745318352	0.6633895131086143	7.245786516853933	0.42863299101859853	2	COMPLETE
3	0.8384831460674157	2020-04-09 01:17:17.680014	2020-04-09 01:19:21.006541	8.89172962876681	256	51	512	0.14232474162281675	0.21207865168539325	0.8384831460674157	0.5023408239700374	0.6577715355805244	6.862827715355805	0.4078633706127855	0.21207865168539325	0.8384831460674157	0.5023408239700374	0.6577715355805244	6.862827715355805	0.4078633706127855	3808499768	600.0	0.21207865168539325	0.8384831460674157	0.5023408239700374	0.6577715355805244	6.862827715355805	0.4078633706127855	3	COMPLETE
4	0.8146067415730337	2020-04-09 01:19:21.018921	2020-04-09 01:21:01.592463	4.274167559091667	128	31	512	0.14514452931104918	0.21769662921348315	0.8146067415730337	0.4812734082397004	0.6367041198501873	7.00561797752809	0.40069745844096616	0.21769662921348315	0.8146067415730337	0.4812734082397004	0.6367041198501873	7.00561797752809	0.40069745844096616	2162314072	550.0	0.21769662921348315	0.8146067415730337	0.4812734082397004	0.6367041198501873	7.00561797752809	0.40069745844096616	4	COMPLETE
5	0.7911985018726592	2020-04-09 01:21:01.604454	2020-04-09 01:25:25.650872	1.031432825800147	256	44	128	0.1613053180362806	0.19382022471910113	0.7911985018726592	0.4541198501872659	0.6118913857677902	7.765917602996255	0.3797088254881464	0.19382022471910113	0.7911985018726592	0.4541198501872659	0.6118913857677902	7.765917602996255	0.3797088254881464	3732645000	450.0	0.19382022471910113	0.7911985018726592	0.4541198501872659	0.6118913857677902	7.765917602996255	0.3797088254881464	5	COMPLETE
6	0.8806179775280899	2020-04-09 01:25:25.661622	2020-04-09 01:27:44.651370	3.68980589738596	64	78	512	0.1198359956844511	0.27247191011235955	0.8806179775280899	0.5613295880149812	0.702247191011236	5.784644194756554	0.4610162031780749	0.27247191011235955	0.8806179775280899	0.5613295880149812	0.702247191011236	5.784644194756554	0.4610162031780749	3127068976	700.0	0.27247191011235955	0.8806179775280899	0.5613295880149812	0.702247191011236	5.784644194756554	0.4610162031780749	6	COMPLETE
7	0.8305243445692884	2020-04-09 01:27:44.666398	2020-04-09 01:30:09.073791	7.144119786678143	256	84	128	0.14337615714467755	0.25749063670411987	0.8305243445692884	0.528558052434457	0.6647940074906367	6.912921348314606	0.43900317085368495	0.25749063670411987	0.8305243445692884	0.528558052434457	0.6647940074906367	6.912921348314606	0.43900317085368495	2082348509	250.0	0.25749063670411987	0.8305243445692884	0.528558052434457	0.6647940074906367	6.912921348314606	0.43900317085368495	7	COMPLETE
8	0.8309925093632958	2020-04-09 01:30:09.086080	2020-04-09 01:31:53.656248	5.587533647995402	128	53	512	0.13625016671427514	0.23829588014981273	0.8309925093632958	0.5135767790262172	0.6657303370786517	6.5838014981273405	0.42522047466339713	0.23829588014981273	0.8309925093632958	0.5135767790262172	0.6657303370786517	6.5838014981273405	0.42522047466339713	1854370248	550.0	0.23829588014981273	0.8309925093632958	0.5135767790262172	0.6657303370786517	6.5838014981273405	0.42522047466339713	8	COMPLETE
9	0.8473782771535581	2020-04-09 01:31:53.672018	2020-04-09 01:34:22.887258	9.714644100239832	128	63	128	0.1374285530154192	0.2546816479400749	0.8473782771535581	0.5529026217228464	0.6863295880149812	6.629681647940075	0.44402902858437554	0.2546816479400749	0.8473782771535581	0.5529026217228464	0.6863295880149812	6.629681647940075	0.44402902858437554	1190007012	250.0	0.2546816479400749	0.8473782771535581	0.5529026217228464	0.6863295880149812	6.629681647940075	0.44402902858437554	9	COMPLETE
