number	state	value	datetime_start	datetime_complete	params	params	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs
					loss.margin	model.embedding_dim	model.relation_dim	model.scoring_fct_norm	negative_sampler.num_negs_per_pos	optimizer.lr	training.num_epochs	avg.adjusted_mean_rank	avg.hits_at_1	avg.hits_at_10	avg.hits_at_3	avg.hits_at_5	avg.mean_rank	avg.mean_reciprocal_rank	best.hits_at_1	best.hits_at_10	best.hits_at_3	best.hits_at_5	best.mean_rank	best.mean_reciprocal_rank	random_seed	worst.hits_at_1	worst.hits_at_10	worst.hits_at_3	worst.hits_at_5	worst.mean_rank	worst.mean_reciprocal_rank	_number
0	TrialState.COMPLETE	0.19054547529384913	2020-01-20 12:59:37.772346	2020-01-20 23:22:59.228837	1.7697677252632824	50.0	150.0	1	1.0	0.004354791909456579	600.0	0.07967867552692567	0.06150861577085473	0.19054547529384913	0.10424512153372133	0.1349994294191487	557.3239044847655	0.10683579455684641	0.06150861577085473	0.19054547529384913	0.10424512153372133	0.1349994294191487	557.3237475750313	0.1068357953201859	3970155253	0.06150861577085473	0.19054547529384913	0.10424512153372133	0.1349994294191487	557.3240613944996	0.1068357937968755	0
1	TrialState.COMPLETE	0.16195937464338697	2020-01-20 23:22:59.229683	2020-01-21 12:04:13.851705	0.7820532914682811	150.0	100.0	2	36.0	0.019043275682625392	500.0	0.1244007281776654	0.03805774278215223	0.16195937464338697	0.08259157822663471	0.11060709802579026	872.4096913157595	0.08194790689338666	0.03805774278215223	0.16195937464338697	0.08259157822663471	0.11060709802579026	872.4093632317699	0.0819479155234276	1449069829	0.03805774278215223	0.16195937464338697	0.08259157822663471	0.11060709802579026	872.410019399749	0.08194789846356562	1
2	TrialState.COMPLETE	0.09251968503937008	2020-01-21 12:04:13.852507	2020-01-22 08:46:09.929438	3.0375580129537836	50.0	200.0	2	31.0	0.045953582838356585	900.0	0.2576245013819277	0.026246719160104987	0.09251968503937008	0.04992582448933014	0.06570238502795846	1831.9812564190345	0.050853440292097526	0.026246719160104987	0.09251968503937008	0.04992582448933014	0.06570238502795846	1831.9809140705238	0.05085344070864897	1850782350	0.026246719160104987	0.09251968503937008	0.04992582448933014	0.06570238502795846	1831.9815987675454	0.05085343987699694	2
