number	value	datetime_start	datetime_complete	params_loss.adversarial_temperature	params_loss.margin	params_model.c_max	params_model.c_min	params_model.embedding_dim	params_negative_sampler.num_negs_per_pos	params_optimizer.lr	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.12265917602996254	2020-03-16 21:32:04.690818	2020-03-16 21:33:19.238444	0.36959946411824895	8.056253638926732	7.929409967831326	0.020041123538531054	64	58	0.016433857603685494	512	0.9594060341035773	0.01451310861423221	0.12265917602996254	0.035580524344569285	0.06320224719101124	46.26451310861423	0.06022381451512306	0.01451310861423221	0.12265917602996254	0.035580524344569285	0.06320224719101124	46.26451310861423	0.06022381451512306	3201991653	350	0.01451310861423221	0.12265917602996254	0.035580524344569285	0.06320224719101124	46.26451310861423	0.06022381451512306	0	COMPLETE
1	0.12172284644194757	2020-03-16 21:33:19.256504	2020-03-16 21:34:46.359885	0.9686217766334135	16.747262400576517	5.81709875519601	0.02191591064821124	256	26	0.004363106250208648	256	0.9389093954853839	0.013576779026217229	0.12172284644194757	0.03464419475655431	0.05664794007490637	45.20411985018727	0.05911924664091538	0.013576779026217229	0.12172284644194757	0.03464419475655431	0.05664794007490637	45.20411985018727	0.05911924664091538	2138233170	250	0.013576779026217229	0.12172284644194757	0.03464419475655431	0.05664794007490637	45.20411985018727	0.05911924664091538	1	COMPLETE
2	0.11329588014981273	2020-03-16 21:34:46.372608	2020-03-16 21:35:29.697694	0.7368295069043104	25.04062602822329	3.5550235028755526	0.018576349520739496	64	90	0.03358793202451951	256	0.9636943293465057	0.009831460674157303	0.11329588014981273	0.03323970037453183	0.05711610486891386	46.399578651685395	0.056586428871390204	0.009831460674157303	0.11329588014981273	0.03323970037453183	0.05711610486891386	46.39934456928839	0.05658646185003165	2039087861	150	0.009831460674157303	0.11329588014981273	0.03323970037453183	0.05711610486891386	46.399812734082396	0.05658639628073276	2	COMPLETE
3	0.11704119850187265	2020-03-16 21:35:29.709962	2020-03-16 21:36:13.047563	0.4058661860388031	2.2660415300793106	9.020075631626597	0.045160575746528486	64	92	0.0038763850291347406	256	0.9733097768765403	0.014044943820224719	0.11704119850187265	0.03464419475655431	0.054775280898876406	46.92883895131086	0.05890101300249983	0.014044943820224719	0.11704119850187265	0.03464419475655431	0.054775280898876406	46.92883895131086	0.05890101300249983	848466558	150	0.014044943820224719	0.11704119850187265	0.03464419475655431	0.054775280898876406	46.92883895131086	0.05890101300249983	3	COMPLETE
4	0.14185393258426968	2020-03-16 21:36:13.059938	2020-03-16 21:37:15.065687	0.31463588567896333	23.37113457349584	3.4292297056589027	0.03832852858569888	128	41	0.02754740848477941	512	0.9229060401119752	0.0149812734082397	0.14185393258426968	0.04400749063670412	0.06788389513108614	44.46629213483146	0.0654719365597576	0.0149812734082397	0.14185393258426968	0.04400749063670412	0.06788389513108614	44.46629213483146	0.0654719365597576	3001181252	300	0.0149812734082397	0.14185393258426968	0.04400749063670412	0.06788389513108614	44.46629213483146	0.0654719365597576	4	COMPLETE
5	0.10252808988764045	2020-03-16 21:37:15.084353	2020-03-16 21:38:20.178055	0.4285886711669168	3.3088415451448876	9.309465152824115	0.021035861452075408	64	79	0.06696820410336003	256	0.9682148622910489	0.012640449438202247	0.10252808988764045	0.03745318352059925	0.05571161048689138	46.72799625468165	0.056998000621319746	0.012640449438202247	0.10252808988764045	0.03745318352059925	0.05571161048689138	46.72799625468165	0.056998000621319746	1140222415	200	0.012640449438202247	0.10252808988764045	0.03745318352059925	0.05571161048689138	46.72799625468165	0.056998000621319746	5	COMPLETE
6	0.1104868913857678	2020-03-16 21:38:20.189950	2020-03-16 21:39:26.286537	0.5775034152097677	10.171592953487512	6.2180455247424575	0.010930559351223616	128	4	0.009692350702886427	128	0.9628744130877408	0.008895131086142321	0.1104868913857678	0.0299625468164794	0.05337078651685393	46.3689138576779	0.05429898144715085	0.008895131086142321	0.1104868913857678	0.0299625468164794	0.05337078651685393	46.3689138576779	0.05429898144715085	4067772416	150	0.008895131086142321	0.1104868913857678	0.0299625468164794	0.05337078651685393	46.3689138576779	0.05429898144715085	6	COMPLETE
7	0.13857677902621723	2020-03-16 21:39:26.299060	2020-03-16 21:40:47.556842	0.5675756080604126	20.47866826620467	6.635984049683883	0.0637385781313219	256	75	0.026822908073276197	512	0.8979103444745827	0.01451310861423221	0.13857677902621723	0.04588014981273408	0.07303370786516854	43.15683520599251	0.06576368160035048	0.01451310861423221	0.13857677902621723	0.04588014981273408	0.07303370786516854	43.15683520599251	0.06576368160035048	1864634692	300	0.01451310861423221	0.13857677902621723	0.04588014981273408	0.07303370786516854	43.15683520599251	0.06576368160035048	7	COMPLETE
8	0.11563670411985019	2020-03-16 21:40:47.569375	2020-03-16 21:42:09.894198	0.2078679999182805	16.656313773525646	7.890749406339901	0.09424831833901526	128	95	0.007313101556220605	128	0.945553800463502	0.008895131086142321	0.11563670411985019	0.032303370786516857	0.05337078651685393	45.546582397003746	0.05485640782150293	0.008895131086142321	0.11563670411985019	0.032303370786516857	0.05337078651685393	45.54634831460674	0.05485672308399048	317439379	150	0.008895131086142321	0.11563670411985019	0.032303370786516857	0.05337078651685393	45.546816479400746	0.05485610381838994	8	COMPLETE
9	0.11704119850187265	2020-03-16 21:42:09.906984	2020-03-16 21:43:16.143328	0.19795258510404384	19.634886011931254	3.798958923691736	0.010970904457012091	256	77	0.0025375217454754236	512	0.9551496014403604	0.013576779026217229	0.11704119850187265	0.033707865168539325	0.054307116104868915	46.02996254681648	0.05859645098784004	0.013576779026217229	0.11704119850187265	0.033707865168539325	0.054307116104868915	46.02949438202247	0.058596618236991284	2687613725	250	0.013576779026217229	0.11704119850187265	0.033707865168539325	0.054307116104868915	46.030430711610485	0.05859628692951178	9	COMPLETE
10	0.16853932584269662	2020-03-16 21:43:16.155727	2020-03-16 21:45:24.167141	0.48027166076689065	29.70198572478877	4.809561729488466	0.04912307319968713	64	17	0.007793020606112377	256	0.8101817675785961	0.013108614232209739	0.16853932584269662	0.05149812734082397	0.08426966292134831	38.87312734082397	0.0735859286254398	0.013108614232209739	0.16853932584269662	0.05149812734082397	0.08426966292134831	38.87312734082397	0.0735859286254398	901359926	350	0.013108614232209739	0.16853932584269662	0.05149812734082397	0.08426966292134831	38.87312734082397	0.0735859286254398	10	COMPLETE
11	0.11563670411985019	2020-03-16 21:45:24.182851	2020-03-16 21:46:08.362995	0.7960178636863539	12.48070459259984	3.0622304113203667	0.028536079515236786	64	20	0.01115057379432575	256	0.9323167210978487	0.013576779026217229	0.11563670411985019	0.03417602996254682	0.05337078651685393	44.90074906367041	0.05926713007864552	0.013576779026217229	0.11563670411985019	0.03417602996254682	0.05337078651685393	44.90074906367041	0.05926713007864552	558847365	150	0.013576779026217229	0.11563670411985019	0.03417602996254682	0.05337078651685393	44.90074906367041	0.05926713007864552	11	COMPLETE
12	0.1151685393258427	2020-03-16 21:46:08.375445	2020-03-16 21:47:53.123980	0.8557835860565723	25.23331627432246	8.355396890421513	0.06499029402404512	128	18	0.004022809485344617	256	0.9508557933703595	0.008426966292134831	0.1151685393258427	0.03323970037453183	0.05571161048689138	45.732209737827716	0.05550270202090116	0.008426966292134831	0.1151685393258427	0.03323970037453183	0.05571161048689138	45.732209737827716	0.05550270202090116	818957443	300	0.008426966292134831	0.1151685393258427	0.03323970037453183	0.05571161048689138	45.732209737827716	0.05550270202090116	12	COMPLETE
13	0.10252808988764045	2020-03-16 21:47:53.136451	2020-03-16 21:49:08.384921	0.2738929250332364	8.02070079148924	4.007585000046534	0.02957562112618618	64	21	0.028052353537418084	128	0.9849945270676124	0.008426966292134831	0.10252808988764045	0.0351123595505618	0.0552434456928839	47.454588014981276	0.05377015425645801	0.008426966292134831	0.10252808988764045	0.0351123595505618	0.0552434456928839	47.454588014981276	0.05377015425645801	2788276463	150	0.008426966292134831	0.10252808988764045	0.0351123595505618	0.0552434456928839	47.454588014981276	0.05377015425645801	13	COMPLETE
14	0.12265917602996254	2020-03-16 21:49:08.397028	2020-03-16 21:49:43.120443	0.23524460422451485	4.240377278544745	5.6090439677458255	0.0321801035045026	256	13	0.01332438703811296	512	0.926900692382646	0.011704119850187267	0.12265917602996254	0.040262172284644196	0.06132958801498127	44.552434456928836	0.06009679125102571	0.011704119850187267	0.12265917602996254	0.040262172284644196	0.06132958801498127	44.552434456928836	0.06009679125102571	705748299	200	0.011704119850187267	0.12265917602996254	0.040262172284644196	0.06132958801498127	44.552434456928836	0.06009679125102571	14	COMPLETE
15	0.11844569288389513	2020-03-16 21:49:43.132703	2020-03-16 21:50:42.862677	0.32397444257179187	18.939220829790916	9.941206870252525	0.027855981664843887	128	5	0.0022756356041438103	256	0.9478227477852074	0.0149812734082397	0.11844569288389513	0.04307116104868914	0.06179775280898876	45.68867041198502	0.0621735060294035	0.0149812734082397	0.11844569288389513	0.04307116104868914	0.06179775280898876	45.68867041198502	0.0621735060294035	387651474	200	0.0149812734082397	0.11844569288389513	0.04307116104868914	0.06179775280898876	45.68867041198502	0.0621735060294035	15	COMPLETE
