number	state	value	datetime_start	datetime_complete	params	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs
					loss.adversarial_temperature	loss.margin	model.embedding_dim	negative_sampler.num_negs_per_pos	optimizer.lr	training.num_epochs	avg.adjusted_mean_rank	avg.hits_at_1	avg.hits_at_10	avg.hits_at_3	avg.hits_at_5	avg.mean_rank	avg.mean_reciprocal_rank	best.hits_at_1	best.hits_at_10	best.hits_at_3	best.hits_at_5	best.mean_rank	best.mean_reciprocal_rank	random_seed	worst.hits_at_1	worst.hits_at_10	worst.hits_at_3	worst.hits_at_5	worst.mean_rank	worst.mean_reciprocal_rank	_number
0	TrialState.COMPLETE	0.00011411617026132602	2020-01-22 14:49:29.345253	2020-01-23 07:23:27.596306	0.32057725922399616	28.82118897889033	250.0	90.0	0.02641242819988417	1800.0	1.1785276501895445	2.8529042565331506e-05	0.00011411617026132602	5.705808513066301e-05	5.705808513066301e-05	8443.013865114686	0.0003488234041364673	2.8529042565331506e-05	0.00011411617026132602	5.705808513066301e-05	5.705808513066301e-05	8443.01357982426	0.0003488234118270606	4088441162	2.8529042565331506e-05	0.00011411617026132602	5.705808513066301e-05	5.705808513066301e-05	8443.014150405112	0.0003488233964481986	0
1	TrialState.COMPLETE	0.0005420518087412986	2020-01-23 07:23:27.597110	2020-01-24 00:27:34.251740	0.4449732723955074	24.692235748609242	150.0	20.0	0.0012290146531468535	1900.0	1.0013543665278846	2.8529042565331506e-05	0.0005420518087412986	0.00014264521282665753	0.0002567613830879836	7155.219673627753	0.0006378318748297776	2.8529042565331506e-05	0.0005420518087412986	0.00014264521282665753	0.0002567613830879836	7155.219559511583	0.0006378331906914514	3292277709	2.8529042565331506e-05	0.0005420518087412986	0.00014264521282665753	0.0002567613830879836	7155.219787743923	0.0006378305714691883	1
