number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_model.scoring_fct_norm	params_negative_sampler.num_negs_per_pos	params_optimizer.lr	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.006190802236676937	2020-03-23 16:39:46.588745	2020-03-23 16:50:38.032451	128	1	8	0.0012171399332441635	512	0.9872221455435817	0.005135227661759671	0.006190802236676937	0.005391989044847655	0.00567727947050097	7052.555232226407	0.0058912974437000595	0.005135227661759671	0.006190802236676937	0.005391989044847655	0.00567727947050097	7052.5519228574685	0.0058912977145812555	2187652694	150	0.005135227661759671	0.006190802236676937	0.005391989044847655	0.00567727947050097	7052.558541595344	0.005891297173008195	0	COMPLETE
1	0.06852676024192628	2020-03-23 16:50:38.186156	2020-03-23 17:28:57.564491	256	2	43	0.006258935573292067	512	0.7668971179225839	0.005135227661759671	0.06852676024192628	0.0249914412872304	0.04247974437977861	5457.528628894214	0.023891035905618214	0.005135227661759671	0.06852676024192628	0.0249914412872304	0.04247974437977861	5457.522167066073	0.02389104018840076	3747361722	350	0.005135227661759671	0.06852676024192628	0.0249914412872304	0.04247974437977861	5457.535090722356	0.023891031647541035	1	COMPLETE
2	0.013323062878009814	2020-03-23 17:28:57.666600	2020-03-23 17:56:11.126910	64	2	47	0.08636421278419441	256	0.5569819429140959	0.005135227661759671	0.013323062878009814	0.006533150747460915	0.008444596599338126	3951.876854387767	0.011716088382694565	0.005135227661759671	0.013323062878009814	0.006533150747460915	0.008444596599338126	3951.875356613032	0.011716101652123953	1639473811	200	0.005135227661759671	0.013323062878009814	0.006533150747460915	0.008444596599338126	3951.8783521625014	0.011716075390802693	2	COMPLETE
3	0.06604473353874243	2020-03-23 17:56:11.234409	2020-03-23 19:44:14.884284	128	2	37	0.0014767071816586968	256	0.7874800557614225	0.005135227661759671	0.06604473353874243	0.025647609266233024	0.041509756932557346	5605.768686522881	0.022661469271301696	0.005135227661759671	0.06604473353874243	0.025647609266233024	0.041509756932557346	5605.764435695538	0.02266147514938636	2399410013	650	0.005135227661759671	0.06604473353874243	0.025647609266233024	0.041509756932557346	5605.7729373502225	0.02266146347644311	3	COMPLETE
4	0.029270797672030127	2020-03-23 19:44:14.994797	2020-03-23 20:34:45.291164	64	2	7	0.0033518017214778477	128	0.6648444155546865	0.005135227661759671	0.029270797672030127	0.007874015748031496	0.010926623302521967	4725.354188063448	0.015212420403378678	0.005135227661759671	0.02929932671459546	0.007874015748031496	0.010926623302521967	4725.3518486819585	0.015212556469578259	2972370744	200	0.005135227661759671	0.029270797672030127	0.007874015748031496	0.010926623302521967	4725.356527444939	0.015212296687555627	4	COMPLETE
5	0.005620221385370307	2020-03-23 20:34:45.374880	2020-03-23 20:46:17.745967	128	1	64	0.001061594606751642	512	0.991386528027726	0.005135227661759671	0.005620221385370307	0.005277872874586329	0.005306401917151661	7083.629707292023	0.005765741717351487	0.005135227661759671	0.005620221385370307	0.005277872874586329	0.005306401917151661	7083.6263551295215	0.005765741983397745	4007721888	150	0.005135227661759671	0.005620221385370307	0.005277872874586329	0.005306401917151661	7083.633059454524	0.005765741451493762	5	COMPLETE
6	0.005762866598196964	2020-03-23 20:46:17.831432	2020-03-23 21:19:00.798864	64	1	7	0.0020103907006307977	128	0.986713465968589	0.005135227661759671	0.005762866598196964	0.005306401917151661	0.005477576172543649	7050.180745749172	0.0057951267953006095	0.005135227661759671	0.005762866598196964	0.005306401917151661	0.005477576172543649	7050.178249457948	0.0057951271359375535	1441556874	150	0.005135227661759671	0.005762866598196964	0.005306401917151661	0.005477576172543649	7050.183242040397	0.00579512645540399	6	COMPLETE
7	0.052892844916124615	2020-03-23 21:19:00.947960	2020-03-23 22:09:37.298594	128	2	96	0.035190491522550105	128	0.6160011319639747	0.005135227661759671	0.052892844916124615	0.010241926280954012	0.01894328426338012	4374.154370649321	0.01867932726702535	0.005135227661759671	0.05292137395868995	0.010241926280954012	0.01894328426338012	4374.150804519	0.018679465411195823	3998789585	200	0.005135227661759671	0.052892844916124615	0.010241926280954012	0.01894328426338012	4374.157936779642	0.018679201495433877	7	COMPLETE
8	0.021824717562478602	2020-03-23 22:09:37.409762	2020-03-23 22:25:25.830874	128	2	21	0.058863167929217516	512	0.5521194711658334	0.005135227661759671	0.021824717562478602	0.00775989957777017	0.011126326600479288	3917.7445652173915	0.01486321255439558	0.005135227661759671	0.021824717562478602	0.00775989957777017	0.011126326600479288	3917.742268629465	0.014863313045383618	2301467520	200	0.005135227661759671	0.021824717562478602	0.00775989957777017	0.011126326600479288	3917.7468618053176	0.01486311718138739	8	COMPLETE
9	0.005791395640762296	2020-03-23 22:25:25.936823	2020-03-23 22:42:26.687908	256	1	100	0.0019965635597564125	512	0.9781959602674074	0.005135227661759671	0.005791395640762296	0.005163756704325003	0.005306401917151661	6989.250855871277	0.005791629267351275	0.005135227661759671	0.005791395640762296	0.005163756704325003	0.005306401917151661	6989.245806230743	0.0057916297082751715	1703852517	150	0.005135227661759671	0.005791395640762296	0.005163756704325003	0.005306401917151661	6989.255905511811	0.0057916288268673845	9	COMPLETE
10	0.005791395640762296	2020-03-23 22:42:26.855669	2020-03-23 22:53:42.370915	64	2	76	0.002268251838205055	512	0.9709820931798425	0.005135227661759671	0.005791395640762296	0.005220814789455666	0.005391989044847655	6933.004906995321	0.005849502502108641	0.005135227661759671	0.005791395640762296	0.005220814789455666	0.005391989044847655	6933.000855871277	0.005849503026372511	1589982903	150	0.005135227661759671	0.005791395640762296	0.005220814789455666	0.005391989044847655	6933.008958119365	0.0058495019784148596	10	COMPLETE
11	0.06884057971014493	2020-03-23 22:53:42.472169	2020-03-24 00:04:25.685931	256	2	32	0.0027023965861700545	128	0.7232721937083338	0.005135227661759671	0.06884057971014493	0.02539084788314504	0.04153828597512268	5143.709545817643	0.02460073017266153	0.005135227661759671	0.06884057971014493	0.02539084788314504	0.04153828597512268	5143.7037258929595	0.02460073113101442	2005967493	250	0.005135227661759671	0.06884057971014493	0.02539084788314504	0.04153828597512268	5143.715365742326	0.024600729215668443	11	COMPLETE
12	0.00587698276845829	2020-03-24 00:04:25.806300	2020-03-24 00:22:22.362547	64	1	38	0.005509484464392971	256	0.9940616007751124	0.005135227661759671	0.00587698276845829	0.005220814789455666	0.005306401917151661	7101.192471185667	0.005792987165946332	0.005135227661759671	0.00587698276845829	0.005220814789455666	0.005306401917151661	7101.189775191145	0.0057929873262896866	3110117880	150	0.005135227661759671	0.00587698276845829	0.005220814789455666	0.005306401917151661	7101.19516718019	0.005792987005708673	12	COMPLETE
13	0.00567727947050097	2020-03-24 00:22:22.459617	2020-03-24 00:40:26.697598	64	1	79	0.0012663554177360947	256	0.9889725229082741	0.005135227661759671	0.00567727947050097	0.005306401917151661	0.005506105215108981	7066.536873787516	0.0057865423838246765	0.005135227661759671	0.00567727947050097	0.005306401917151661	0.005506105215108981	7066.5342348510785	0.005786542873771452	2623426537	150	0.005135227661759671	0.00567727947050097	0.005306401917151661	0.005506105215108981	7066.539512723953	0.005786541895022509	13	COMPLETE
14	0.06855528928449162	2020-03-24 00:40:26.795881	2020-03-24 01:27:09.082739	256	2	12	0.0014426834191179293	256	0.7361460575905979	0.005135227661759671	0.06855528928449162	0.025248202670318385	0.04230857012438662	5237.460801095515	0.024416779474601746	0.005135227661759671	0.06855528928449162	0.025248202670318385	0.04230857012438662	5237.455152345087	0.02441678085815244	3228850277	300	0.005135227661759671	0.06855528928449162	0.025248202670318385	0.04230857012438662	5237.466449845943	0.024416778095325654	14	COMPLETE
15	0.03400661873787516	2020-03-24 01:27:09.160185	2020-03-24 01:54:21.838257	64	2	18	0.013041184101334273	256	0.6753505501090865	0.005135227661759671	0.03400661873787516	0.008244893301380805	0.0124957206436152	4800.90280155198	0.015790269471009914	0.005135227661759671	0.03400661873787516	0.008244893301380805	0.0124957206436152	4800.900405112405	0.015790269764425286	599394372	200	0.005135227661759671	0.03400661873787516	0.008244893301380805	0.0124957206436152	4800.905197991556	0.01579026917798574	15	COMPLETE
16	0.06769941800753167	2020-03-24 01:54:21.940896	2020-03-24 03:36:26.526089	128	2	60	0.003004275460003505	256	0.7814322094680564	0.005135227661759671	0.06769941800753167	0.02519114458518772	0.041138879379208036	5561.045461029328	0.022934656935502677	0.005135227661759671	0.06769941800753167	0.02519114458518772	0.041138879379208036	5561.040967705124	0.022934657663341986	30392530	600	0.005135227661759671	0.06769941800753167	0.02519114458518772	0.041138879379208036	5561.049954353532	0.02293465620883607	16	COMPLETE
