number	state	value	datetime_start	datetime_complete	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values
					model.embedding_dim	negative_sampler.num_negs_per_pos	optimizer.lr	training.num_epochs	avg.adjusted_mean_rank	avg.hits_at_1	avg.hits_at_10	avg.hits_at_3	avg.hits_at_5	avg.mean_rank	avg.mean_reciprocal_rank	best.hits_at_1	best.hits_at_10	best.hits_at_3	best.hits_at_5	best.mean_rank	best.mean_reciprocal_rank	worst.hits_at_1	worst.hits_at_10	worst.hits_at_3	worst.hits_at_5	worst.mean_rank	worst.mean_reciprocal_rank	_number	51	101
0	TrialState.COMPLETE	0.0003541076487252125	2020-01-03 09:56:17.520264	2020-01-03 10:08:08.911072	450.0	21.0	0.01470203661806694	1000.0	0.9927181216154701	0.0	0.0003541076487252125	0.0	0.0	20125.907068873938	0.00025801659856465934	0.0	0.0003541076487252125	0.0	0.0	20125.906692634562	0.0002580166065143658	0.0	0.0003541076487252125	0.0	0.0	20125.907445113313	0.0002580165906167882	0	0.0003541076487252125	0.0003541076487252125
1	TrialState.COMPLETE	0.0008852691218130312	2020-01-03 10:08:08.913571	2020-01-03 10:18:55.839925	350.0	11.0	0.005880067315592823	500.0	0.9893450464791251	0.0	0.0008852691218130312	0.0003541076487252125	0.0003541076487252125	20057.149588349857	0.0004005309999136153	0.0	0.0008852691218130312	0.0003541076487252125	0.0003541076487252125	20057.149167847027	0.0004005310019947287	0.0	0.0008852691218130312	0.0003541076487252125	0.0003541076487252125	20057.150008852692	0.0004005309978327049	1	0.0008852691218130312	0.0008852691218130312
2	TrialState.COMPLETE	0.0003541076487252125	2020-01-03 10:18:55.851082	2020-01-03 10:31:57.046671	450.0	81.0	0.005005101112221822	500.0	1.0158423808974857	0.0	0.0003541076487252125	0.0	0.0	20594.24953523371	0.00026940523564289426	0.0	0.0003541076487252125	0.0	0.0	20594.24933604816	0.0002694052411369666	0.0	0.0003541076487252125	0.0	0.0	20594.249734419263	0.0002694052301501384	2	0.0003541076487252125	0.0003541076487252125
3	TrialState.COMPLETE	0.0008852691218130312	2020-01-03 10:31:57.055151	2020-01-03 10:42:12.278805	350.0	61.0	0.05648635070645848	800.0	1.0002189886922588	0.0	0.0008852691218130312	0.00017705382436260624	0.0005311614730878187	20278.047317634562	0.00043173725629839284	0.0	0.0008852691218130312	0.00017705382436260624	0.0005311614730878187	20278.047140580737	0.0004317372582784756	0.0	0.0008852691218130312	0.00017705382436260624	0.0005311614730878187	20278.047494688384	0.00043173725431855733	3	0.0008852691218130312	0.0008852691218130312
4	TrialState.COMPLETE	0.0	2020-01-03 10:42:12.280430	2020-01-03 10:50:56.350127	450.0	21.0	0.013245460432575264	500.0	1.0081910116848813	0.0	0.0	0.0	0.0	20439.417492917848	0.00016901866266788245	0.0	0.0	0.0	0.0	20439.417138810197	0.0001690186649247452	0.0	0.0	0.0	0.0	20439.417847025496	0.00016901866041133768	4	0.0	0.0
5	TrialState.COMPLETE	0.0003541076487252125	2020-01-03 10:50:56.351808	2020-01-03 10:57:29.680785	150.0	81.0	0.04574219556773192	900.0	1.0056989851382712	0.00017705382436260624	0.0003541076487252125	0.00017705382436260624	0.0003541076487252125	20389.055506373938	0.0003978293134242409	0.00017705382436260624	0.0003541076487252125	0.00017705382436260624	0.0003541076487252125	20389.0552407932	0.0003978293153258119	0.00017705382436260624	0.0003541076487252125	0.00017705382436260624	0.0003541076487252125	20389.055771954674	0.0003978293115229257	5	0.0003541076487252125	0.0003541076487252125
6	TrialState.COMPLETE	0.0	2020-01-03 10:57:29.682443	2020-01-03 11:03:55.093486	150.0	71.0	0.007309447021426842	700.0	1.0010289468288824	0.0	0.0	0.0	0.0	20294.359308604817	0.00014850610539755035	0.0	0.0	0.0	0.0	20294.359020892352	0.00014850610699040787	0.0	0.0	0.0	0.0	20294.35959631728	0.0001485061038049486	6	0.0	0.0
7	TrialState.COMPLETE	0.0	2020-01-03 11:03:55.094851	2020-01-03 11:13:04.109401	450.0	51.0	0.004357379386474805	500.0	1.0301614649474262	0.0	0.0	0.0	0.0	20884.707684135978	0.0001565731543484057	0.0	0.0	0.0	0.0	20884.70733002833	0.00015657315885410255	0.0	0.0	0.0	0.0	20884.708038243625	0.0001565731498435088	7	0.0	0.0
8	TrialState.COMPLETE	0.0003541076487252125	2020-01-03 11:13:04.110795	2020-01-03 11:19:05.754812	50.0	21.0	0.0013236611996732311	500.0	1.0032474796709268	0.0	0.0003541076487252125	0.00017705382436260624	0.00017705382436260624	20339.228443696884	0.0003053904490564968	0.0	0.0003541076487252125	0.00017705382436260624	0.00017705382436260624	20339.22791253541	0.00030539045571493687	0.0	0.0003541076487252125	0.00017705382436260624	0.00017705382436260624	20339.228974858357	0.0003053904424007061	8	0.0003541076487252125	0.0003541076487252125
9	TrialState.COMPLETE	0.0	2020-01-03 11:19:05.756657	2020-01-03 11:26:57.949379	450.0	1.0	0.030441031118036727	500.0	1.0037635936347864	0.0	0.0	0.0	0.0	20349.782976274786	0.00017984352986470117	0.0	0.0	0.0	0.0	20349.782533640227	0.00017984353590137013	0.0	0.0	0.0	0.0	20349.78341890935	0.00017984352382927705	9	0.0	0.0
10	TrialState.COMPLETE	0.0	2020-01-03 11:26:57.951003	2020-01-03 11:33:18.951132	150.0	41.0	0.001002084944219717	600.0	1.010889115505407	0.0	0.0	0.0	0.0	20493.880245219545	0.0002326757993611345	0.0	0.0	0.0	0.0	20493.879824716714	0.0002326758063228176	0.0	0.0	0.0	0.0	20493.88066572238	0.00023267579240077721	10	0.0	0.0
11	TrialState.COMPLETE	0.0	2020-01-03 11:33:18.952239	2020-01-03 11:39:20.794069	50.0	91.0	0.004171447668516833	800.0	0.997830405711057	0.0	0.0	0.0	0.0	20229.497786827196	0.0002036786769371771	0.0	0.0	0.0	0.0	20229.49729992918	0.00020367873836257393	0.0	0.0	0.0	0.0	20229.498273725214	0.00020367861560295788	11	0.0	0.0
12	TrialState.COMPLETE	0.00141643059490085	2020-01-03 11:39:20.795683	2020-01-03 11:45:34.388271	150.0	11.0	0.02742183497902933	800.0	1.0181068870655672	0.0	0.00141643059490085	0.0003541076487252125	0.000708215297450425	20640.416386331446	0.0005575542969380122	0.0	0.00141643059490085	0.0003541076487252125	0.000708215297450425	20640.41607648725	0.0005575543142178274	0.0	0.00141643059490085	0.0003541076487252125	0.000708215297450425	20640.41669617564	0.0005575542796711684	12	0.00141643059490085	0.00141643059490085
13	TrialState.COMPLETE	0.0	2020-01-03 11:45:34.389585	2020-01-03 11:52:12.701747	250.0	21.0	0.08185702227204149	900.0	0.9946496302278737	0.0	0.0	0.0	0.0	20165.12083923513	0.00020121639987044418	0.0	0.0	0.0	0.0	20165.12035233711	0.00020121640326311975	0.0	0.0	0.0	0.0	20165.121326133143	0.00020121639647833342	13	0.0	0.0
