number	state	value	datetime_start	datetime_complete	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values
					model.embedding_dim	negative_sampler.num_negs_per_pos	optimizer.lr	training.num_epochs	avg.adjusted_mean_rank	avg.hits_at_1	avg.hits_at_10	avg.hits_at_3	avg.hits_at_5	avg.mean_rank	avg.mean_reciprocal_rank	best.hits_at_1	best.hits_at_10	best.hits_at_3	best.hits_at_5	best.mean_rank	best.mean_reciprocal_rank	worst.hits_at_1	worst.hits_at_10	worst.hits_at_3	worst.hits_at_5	worst.mean_rank	worst.mean_reciprocal_rank	_number	51	101	151	201	251
0	TrialState.COMPLETE	0.0001327903682719547	2020-01-08 16:22:36.666805	2020-01-08 16:40:23.877799	350.0	81.0	0.0022154348099866364	1100.0	0.9958550964300773	0.0	0.0001327903682719547	0.0	0.0	20189.08854904391	0.000240265986023906	0.0	0.0001327903682719547	0.0	0.0	20189.07383144476	0.0002402661473475292	0.0	0.0001327903682719547	0.0	0.0	20189.10326664306	0.00024026582477773028	0	8.852691218130312e-05	0.00011803588290840416			
1	TrialState.COMPLETE	0.0004868980169971671	2020-01-08 16:40:23.879341	2020-01-08 16:55:08.997077	150.0	71.0	0.06919407606575144	2000.0	0.9761370258206278	0.0	0.0004868980169971671	0.0	4.426345609065156e-05	19789.287646069406	0.00028807508309049894	0.0	0.0004868980169971671	0.0	4.426345609065156e-05	19789.244732648724	0.00028807612777052963	0.0	0.0004868980169971671	0.0	4.426345609065156e-05	19789.330559490085	0.00028807403952665407	1	8.852691218130312e-05	0.0003541076487252125			
2	TrialState.COMPLETE	0.013101983002832862	2020-01-08 16:55:08.998364	2020-01-08 17:11:48.855696	450.0	1.0	0.08158377730912528	1800.0	0.9270108078078336	0.0026558073654390935	0.013101983002832862	0.005046033994334277	0.009428116147308782	18792.900296565156	0.005814042572715805	0.0026558073654390935	0.013101983002832862	0.005046033994334277	0.009428116147308782	18792.884782223795	0.0058140454526328	0.0026558073654390935	0.013101983002832862	0.005046033994334277	0.009428116147308782	18792.915810906514	0.005814039708213179	2	0.013279036827195468	0.013161000944287063			
3	TrialState.COMPLETE	0.008616619452313503	2020-01-08 17:11:48.857366	2020-01-08 17:44:29.401492	450.0	1.0	0.002588577017032655	1000.0	0.9429748825290775	0.0019475920679886685	0.008616619452313503	0.004160764872521246	0.006108356940509915	19116.60488963645	0.004285107243501921	0.0019475920679886685	0.008616619452313503	0.004160764872521246	0.006108356940509915	19116.577313503305	0.004285111018591955	0.0019475920679886685	0.008616619452313503	0.004160764872521246	0.006108356940509915	19116.632465769595	0.0042851035116646605	3			0.00796742209631728	0.008356940509915015	
4	TrialState.COMPLETE	0.0076723323890462705	2020-01-08 17:44:29.402472	2020-01-08 18:17:51.010708	350.0	11.0	0.04496697641595192	600.0	0.9360110147482255	0.002065627950897073	0.0076723323890462705	0.006137865911237016	0.007023135033050047	18975.62271305477	0.004669908791966424	0.002065627950897073	0.0076723323890462705	0.006137865911237016	0.007023135033050047	18975.5799398017	0.004669909532654411	0.002065627950897073	0.0076723323890462705	0.006137865911237016	0.007023135033050047	18975.665486307837	0.004669908051868626	4			0.006905099150141643	0.0073654390934844195	
5	TrialState.COMPLETE	0.0001327903682719547	2020-01-08 18:17:51.011662	2020-01-08 18:29:57.595278	50.0	1.0	0.0014377831608014557	1100.0	1.0034498293238172	0.0	0.0001327903682719547	0.0	0.0	20343.085893236545	0.0002209395863719447	0.0	0.0001327903682719547	0.0	0.0	20343.07582330028	0.00022094010900297321	0.0	0.0001327903682719547	0.0	0.0	20343.095963172804	0.00022093906497642067	5	8.852691218130312e-05	0.00011803588290840416			
6	TrialState.COMPLETE	0.007916835289356536	2020-01-08 18:29:57.596248	2020-01-08 19:16:49.730371	450.0	41.0	0.005635704106276334	800.0	0.9513751633947224	0.0009358559287737757	0.007916835289356536	0.005008093889113719	0.006930392553622015	19287.00557719547	0.003562330604632922	0.0009358559287737757	0.007916835289356536	0.005008093889113719	0.006930392553622015	19286.949160259006	0.0035623320196029712	0.0009358559287737757	0.007916835289356536	0.005008093889113719	0.006930392553622015	19287.06199413193	0.0035623291912286275	6				0.006550991501416431	0.007347733711048158
7	TrialState.COMPLETE	0.0032577903682719546	2020-01-08 19:16:49.732144	2020-01-08 19:39:23.986521	250.0	11.0	0.020252284861715566	1200.0	0.9657024212460728	0.00017705382436260624	0.0032577903682719546	0.001593484419263456	0.002018413597733711	19577.60966713881	0.0014755761551136799	0.00017705382436260624	0.0032577903682719546	0.001593484419263456	0.002018413597733711	19577.571175637393	0.0014755767044818571	0.00017705382436260624	0.0032577903682719546	0.001593484419263456	0.002018413597733711	19577.648158640226	0.0014755756060299342	7		0.0025967894239848914	0.0030099150141643057		
8	TrialState.COMPLETE	0.0009737960339943342	2020-01-08 19:39:23.988201	2020-01-08 19:53:47.281875	150.0	51.0	0.0010796698285321857	1500.0	0.9856114197507669	0.00017705382436260624	0.0009737960339943342	0.000398371104815864	0.0005311614730878187	19981.69555594901	0.0005935491758221671	0.00017705382436260624	0.0009737960339943342	0.000398371104815864	0.0005311614730878187	19981.689624645893	0.000593549220041212	0.00017705382436260624	0.0009737960339943342	0.000398371104815864	0.0005311614730878187	19981.701487252125	0.0005935491316111848	8	0.0010623229461756375	0.0010033050047214354			
9	TrialState.COMPLETE	0.0001327903682719547	2020-01-08 19:53:47.283017	2020-01-08 20:07:52.677323	50.0	71.0	0.023651890356072607	1100.0	0.9879047507058961	0.0	0.0001327903682719547	0.0	0.0	20028.065841890933	0.00025215930020779423	0.0	0.0001327903682719547	0.0	0.0	20028.05400141643	0.0002521594668467994	0.0	0.0001327903682719547	0.0	0.0	20028.077682365438	0.00025215913367490275	9	8.852691218130312e-05	0.00011803588290840416			
