number	state	value	datetime_start	datetime_complete	params	params	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values
9	TrialState.COMPLETE	0.0023902266288951843	2020-01-09 03:25:32.463098	2020-01-09 04:22:45.248393	0.6255886450809949	22.81690043022205	250.0	160.0	0.001161197615976812	0.00011327957223668745	700.0	0.7469852331975587	8.852691218130312e-05	0.0023902266288951843	0.0010180594900849858	0.001593484419263456	15142.05583834986	0.001705171671404403	8.852691218130312e-05	0.0023902266288951843	0.0010180594900849858	0.001593484419263456	15142.047184844192	0.0017051723153635441	8.852691218130312e-05	0.0023902266288951843	0.0010180594900849858	0.001593484419263456	15142.064491855524	0.0017051710284356275	9	0.0010623229461756375	0.0019475920679886685			
10	TrialState.COMPLETE	0.0006196883852691218	2020-01-09 04:22:45.249542	2020-01-09 05:20:53.717595	0.9065035850883264	12.397209459500196	350.0	110.0	0.006390044241932142	0.0003707464343130536	700.0	1.0100971625379163	4.426345609065156e-05	0.0006196883852691218	0.0003098441926345609	0.0005311614730878187	20478.144011154393	0.0006187694951942194	4.426345609065156e-05	0.0006196883852691218	0.0003098441926345609	0.0005311614730878187	20478.14381196884	0.0006187695002421429	4.426345609065156e-05	0.0006196883852691218	0.0003098441926345609	0.0005311614730878187	20478.144210339942	0.0006187694901479472	10	0.0005311614730878187	0.0005901794145420207			
11	TrialState.COMPLETE	0.0003098441926345609	2020-01-09 05:20:53.730732	2020-01-09 06:11:28.665585	0.440446943056094	18.054187904239807	350.0	70.0	0.058714914582734964	0.046675051884833604	900.0	1.0004856502710493	8.852691218130312e-05	0.0003098441926345609	8.852691218130312e-05	0.00017705382436260624	20283.217599150143	0.000398720468986424	8.852691218130312e-05	0.0003098441926345609	8.852691218130312e-05	0.00017705382436260624	20283.21737783286	0.00039872047186004857	8.852691218130312e-05	0.0003098441926345609	8.852691218130312e-05	0.00017705382436260624	20283.217820467424	0.0003987204661133705	11	0.0004426345609065156	0.0003541076487252125			
12	TrialState.COMPLETE	0.0003541076487252125	2020-01-09 06:11:28.666776	2020-01-09 07:17:28.650047	0.9277888180114541	26.9500108096453	350.0	150.0	0.029606186511999835	0.05280423292574664	800.0	1.0004855574321192	4.426345609065156e-05	0.0003541076487252125	4.426345609065156e-05	8.852691218130312e-05	20283.20551522663	0.00035691899488783906	4.426345609065156e-05	0.0003541076487252125	4.426345609065156e-05	8.852691218130312e-05	20283.20538243626	0.000356918995066436	4.426345609065156e-05	0.0003541076487252125	4.426345609065156e-05	8.852691218130312e-05	20283.205648016996	0.0003569189947092494	12	0.0003541076487252125	0.0003541076487252125			
13	TrialState.COMPLETE	4.426345609065156e-05	2020-01-09 07:17:28.654703	2020-01-09 08:09:24.285469	0.15195437184107338	17.43784020280661	350.0	80.0	0.05114597055689736	0.005348414856928752	1000.0	0.9999303142549806	0.0	4.426345609065156e-05	0.0	0.0	20271.701133144477	0.00026668945068138893	0.0	4.426345609065156e-05	0.0	0.0	20271.70095609065	0.00026668945152865775	0.0	4.426345609065156e-05	0.0	0.0	20271.7013101983	0.000266689449834211	13	8.852691218130312e-05	5.901794145420208e-05			
14	TrialState.COMPLETE	0.0005311614730878187	2020-01-09 08:09:24.290625	2020-01-09 09:34:11.844618	0.9857123160101927	28.49862985457704	450.0	200.0	0.008523921658422041	0.01979864640914581	700.0	0.990472012159549	8.852691218130312e-05	0.0005311614730878187	0.0001327903682719547	0.00017705382436260624	20080.256949362607	0.00045628923348269387	8.852691218130312e-05	0.0005311614730878187	0.0001327903682719547	0.00017705382436260624	20080.256816572237	0.00045628923377854	8.852691218130312e-05	0.0005311614730878187	0.0001327903682719547	0.00017705382436260624	20080.257082152973	0.00045628923318686567	14	0.0008852691218130312	0.0006491973559962229			
15	TrialState.COMPLETE	0.0002655807365439094	2020-01-09 09:34:11.845997	2020-01-09 10:10:00.516637	0.15074229513692589	20.052879298825985	50.0	130.0	0.010392868804282772	0.0002244165181014554	500.0	1.008958541691474	4.426345609065156e-05	0.0002655807365439094	8.852691218130312e-05	0.00017705382436260624	20454.941594369688	0.0003964275384308738	4.426345609065156e-05	0.0002655807365439094	8.852691218130312e-05	0.00017705382436260624	20454.941439447593	0.0003964275390159985	4.426345609065156e-05	0.0002655807365439094	8.852691218130312e-05	0.00017705382436260624	20454.941749291786	0.00039642753784579815	15	0.0003541076487252125	0.0002950897072710104			
16	TrialState.COMPLETE	0.0006639518413597734	2020-01-09 10:10:00.518488	2020-01-09 10:46:20.654711	0.49121587806127165	12.878854908501745	50.0	110.0	0.003549877380651814	0.0050568776836479624	500.0	1.0099835881060775	4.426345609065156e-05	0.0006639518413597734	0.0001327903682719547	0.00017705382436260624	20475.81466890935	0.0004096930337600147	4.426345609065156e-05	0.0006639518413597734	0.0001327903682719547	0.00017705382436260624	20475.81453611898	0.00040969303605151115	4.426345609065156e-05	0.0006639518413597734	0.0001327903682719547	0.00017705382436260624	20475.81480169972	0.0004096930314690382	16	0.0004426345609065156	0.0005901794145420207			
17	TrialState.COMPLETE	0.0002655807365439094	2020-01-09 10:46:20.655807	2020-01-09 11:42:05.670120	0.5236772451798897	17.01057450928938	250.0	150.0	0.03326865983328183	0.00041198267290784053	800.0	1.0025663473942736	0.0	0.0002655807365439094	0.00017705382436260624	0.00017705382436260624	20325.426589058072	0.00034883039612737375	0.0	0.0002655807365439094	0.00017705382436260624	0.00017705382436260624	20325.42652266289	0.00034883039619299134	0.0	0.0002655807365439094	0.00017705382436260624	0.00017705382436260624	20325.42665545326	0.0003488303960617583	17	0.00017705382436260624	0.00023607176581680832			
18	TrialState.COMPLETE	0.0003541076487252125	2020-01-09 11:42:05.681296	2020-01-09 12:17:43.791866	0.10141141855662651	23.486462817127947	50.0	100.0	0.03657145730136984	0.00020572407016875946	600.0	0.9956196742061221	0.0	0.0003541076487252125	8.852691218130312e-05	0.0001327903682719547	20184.439779567987	0.0003601137990064507	0.0	0.0003541076487252125	8.852691218130312e-05	0.0001327903682719547	20184.43966890935	0.00036011379912925264	0.0	0.0003541076487252125	8.852691218130312e-05	0.0001327903682719547	20184.43989022663	0.00036011379888365293	18	0.0003541076487252125	0.0003541076487252125			
19	TrialState.COMPLETE	0.000398371104815864	2020-01-09 12:17:43.794757	2020-01-09 13:13:09.223076	0.414238667792603	2.710729866895919	250.0	150.0	0.021090655683483856	0.0008294006639122783	800.0	1.0118353402905786	0.0	0.000398371104815864	8.852691218130312e-05	0.0001327903682719547	20513.082484950424	0.0003787928463249227	0.0	0.000398371104815864	8.852691218130312e-05	0.0001327903682719547	20513.08241855524	0.0003787928498274328	0.0	0.000398371104815864	8.852691218130312e-05	0.0001327903682719547	20513.082551345607	0.00037879284282349185	19	0.0004426345609065156	0.00041312559017941453			
20	TrialState.COMPLETE	0.0002213172804532578	2020-01-09 13:13:09.224231	2020-01-09 14:14:05.748272	0.40307746253392207	8.584815860364	250.0	190.0	0.0020065218045766764	0.0022503102424820693	500.0	0.9957327434804966	0.0001327903682719547	0.0002213172804532578	0.0001327903682719547	0.0001327903682719547	20186.69022220255	0.0005469764526232422	0.0001327903682719547	0.0002213172804532578	0.0001327903682719547	0.0001327903682719547	20186.69011154391	0.0005469764683272019	0.0001327903682719547	0.0002213172804532578	0.0001327903682719547	0.0001327903682719547	20186.69033286119	0.0005469764369323702	20	8.852691218130312e-05	0.00017705382436260624			
21	TrialState.COMPLETE	0.0003541076487252125	2020-01-09 14:14:05.749460	2020-01-09 15:02:01.804308	0.12344814000859995	16.417818557456663	50.0	180.0	0.032561718994145956	0.02345056353449437	900.0	0.9924058612719941	4.426345609065156e-05	0.0003541076487252125	0.00017705382436260624	0.00017705382436260624	20119.339146600567	0.0003891995904839814	4.426345609065156e-05	0.0003541076487252125	0.00017705382436260624	0.00017705382436260624	20119.339058073656	0.0003891995911303788	4.426345609065156e-05	0.0003541076487252125	0.00017705382436260624	0.00017705382436260624	20119.339235127478	0.00038919958983764234	21	0.0005311614730878187	0.00041312559017941453			
22	TrialState.COMPLETE	0.19759206798866855	2020-01-09 15:02:01.806261	2020-01-09 19:38:58.674634	0.5045229365483841	15.836510122256373	450.0	60.0	0.0434695944650686	0.00034638062958982176	800.0	0.28131799057876916	0.08843838526912182	0.19759206798866855	0.13562322946175637	0.15954762747875353	5702.112075070821	0.1261804535253638	0.08843838526912182	0.19759206798866855	0.13562322946175637	0.15954762747875353	5702.1113668555245	0.1261804536325907	0.08843838526912182	0.19759206798866855	0.13562322946175637	0.15954762747875353	5702.112783286119	0.1261804534183544	22				0.22993389990557128	0.21145285309591258
