number	state	value	datetime_start	datetime_complete	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values
					loss.margin	model.embedding_dim	negative_sampler.num_negs_per_pos	optimizer.lr	training.num_epochs	avg.adjusted_mean_rank	avg.hits_at_1	avg.hits_at_10	avg.hits_at_3	avg.hits_at_5	avg.mean_rank	avg.mean_reciprocal_rank	best.hits_at_1	best.hits_at_10	best.hits_at_3	best.hits_at_5	best.mean_rank	best.mean_reciprocal_rank	worst.hits_at_1	worst.hits_at_10	worst.hits_at_3	worst.hits_at_5	worst.mean_rank	worst.mean_reciprocal_rank	_number	51	101	151	201	251	301	351	401	451	501	551	601	651	701
0	TrialState.COMPLETE	0.44416902738432484	2019-12-31 21:28:39.661503	2019-12-31 22:10:08.592479	8.608834339045227	250.0	46.0	0.004945050118768488	900.0	0.17342934297464224	0.2776007239534152	0.44416902738432484	0.37267862763613474	0.4045876613157066	3515.5960516997166	0.3386963182951487	0.2776007239534152	0.44416902738432484	0.37267862763613474	0.4045876613157066	3515.5959435001573	0.3386963183114608	0.2776007239534152	0.44416902738432484	0.37267862763613474	0.4045876613157066	3515.5961598992762	0.3386963182788458	0						0.45776001618777823	0.4501150849858357							
1	TrialState.COMPLETE	0.40508305433942826	2019-12-31 22:10:08.593508	2019-12-31 23:10:38.149489	7.547173537584378	450.0	16.0	0.00396350104954529	800.0	0.2144864417558889	0.24340072109193922	0.40508305433942826	0.334245428792171	0.3658897759464332	4348.018526268349	0.30215151333837176	0.24340072109193922	0.40508305433942826	0.334245428792171	0.3658897759464332	4348.018381406129	0.3021515133925276	0.24340072109193922	0.40508305433942826	0.334245428792171	0.3658897759464332	4348.01867113057	0.3021515132843342	1								0.44828061063896757	0.42452195467422094					
2	TrialState.COMPLETE	0.46563793854870345	2019-12-31 23:10:38.151122	2020-01-01 00:11:11.497288	9.221456520910962	150.0	6.0	0.0021324423132800608	1000.0	0.2302679981918056	0.34588145565482675	0.46563793854870345	0.417710830246241	0.43809925909784264	4667.754433155372	0.39131074952499767	0.34588145565482675	0.46563793854870345	0.417710830246241	0.43809925909784264	4667.75437186751	0.3913107495317757	0.34588145565482675	0.46563793854870345	0.417710830246241	0.43809925909784264	4667.754494443234	0.3913107495182258	2										0.4644765645119753	0.465105642115203			
3	TrialState.COMPLETE	0.020113314447592068	2020-01-01 00:11:11.498454	2020-01-01 00:30:08.017581	7.832563642862926	150.0	41.0	0.0849603211629421	1000.0	0.9313916998755597	0.013279036827195468	0.020113314447592068	0.01738668555240793	0.018555240793201134	18882.49769830028	0.01611065018020844	0.013279036827195468	0.020113314447592068	0.01738668555240793	0.018555240793201134	18882.497202549574	0.01611065021329292	0.013279036827195468	0.020113314447592068	0.01738668555240793	0.018555240793201134	18882.49819405099	0.016110650147141605	3		0.018767705382436262	0.01960871104815864											
4	TrialState.COMPLETE	0.049457034938621344	2020-01-01 00:30:08.019857	2020-01-01 00:58:24.380527	8.03234970882423	350.0	31.0	0.025623097025275057	700.0	0.7715469075963447	0.02868271954674221	0.049457034938621344	0.04048630783758263	0.044204438149197355	15641.630193578849	0.03672487236666433	0.02868271954674221	0.049457034938621344	0.04048630783758263	0.044204438149197355	15641.629927998112	0.03672487249482304	0.02868271954674221	0.049457034938621344	0.04048630783758263	0.044204438149197355	15641.630459159585	0.03672487223885865	4			0.05320467422096317	0.050956090651558074										
5	TrialState.COMPLETE	0.30058680696074463	2020-01-01 00:58:24.382389	2020-01-01 01:26:09.059787	6.625382259648942	50.0	11.0	0.0062239154683361225	900.0	0.24824613840240753	0.17950728450020234	0.30058680696074463	0.2391238365034399	0.2634307972480777	5032.374759712667	0.22254907174912297	0.17950728450020234	0.30058680696074463	0.2391238365034399	0.2634307972480777	5032.374570012141	0.22254907177800648	0.17950728450020234	0.30058680696074463	0.2391238365034399	0.2634307972480777	5032.3749494131935	0.22254907172026156	5				0.3013456090651558	0.3009029745042493									
6	TrialState.COMPLETE	0.026971199244570348	2020-01-01 01:26:09.060842	2020-01-01 01:58:15.070948	1.8100311467318213	450.0	41.0	0.05250617517222276	1000.0	0.9032019504748031	0.013603635505193579	0.026971199244570348	0.022338290840415487	0.024846553352219074	18310.911266525025	0.018828510136926133	0.013603635505193579	0.026971199244570348	0.022338290840415487	0.024846553352219074	18310.910941926344	0.018828510143433206	0.013603635505193579	0.026971199244570348	0.022338290840415487	0.024846553352219074	18310.911591123702	0.018828510130421125	6			0.025672804532577902	0.02645184135977337										
7	TrialState.COMPLETE	0.47952815155807366	2020-01-01 01:58:15.073736	2020-01-01 03:20:51.220432	1.3722741208422349	150.0	21.0	0.0019759583834470904	900.0	0.22767490259521453	0.37187942634560905	0.47952815155807366	0.43471140226628896	0.453058604815864	4615.177319405099	0.4128799099093299	0.37187942634560905	0.47952815155807366	0.43471140226628896	0.453058604815864	4615.177219812323	0.4128799099963643	0.37187942634560905	0.47952815155807366	0.43471140226628896	0.453058604815864	4615.177418997875	0.41287990982253203	7													0.4780959125859976	0.4788597733711048
8	TrialState.COMPLETE	0.3947710103871577	2020-01-01 03:20:51.221570	2020-01-01 03:52:16.372451	2.646318965717657	450.0	31.0	0.005314519754733065	700.0	0.21967060560727703	0.22063857412653445	0.3947710103871577	0.3154804060434372	0.3501239376770538	4453.016687322946	0.2822318008423492	0.22063857412653445	0.3947710103871577	0.3154804060434372	0.3501239376770538	4453.016584041548	0.28223180084763577	0.22063857412653445	0.3947710103871577	0.3154804060434372	0.3501239376770538	4453.016790604343	0.2822318008370647	8			0.42103399433427763	0.40527620396600567										
9	TrialState.COMPLETE	0.4718645377285604	2020-01-01 03:52:16.373905	2020-01-01 04:50:38.497111	5.681626299149401	150.0	21.0	0.0011625542751032682	500.0	0.2648194640650711	0.3722315220190574	0.4718645377285604	0.4260880762297193	0.44440509915014165	5367.761669456606	0.40882749075539115	0.3722315220190574	0.4718645377285604	0.4260880762297193	0.44440509915014165	5367.761588977594	0.40882749076326813	0.3722315220190574	0.4718645377285604	0.4260880762297193	0.44440509915014165	5367.7617499356165	0.4088274907475185	9														
