number	state	value	datetime_start	datetime_complete	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values
					model.embedding_dim	negative_sampler.num_negs_per_pos	optimizer.lr	training.num_epochs	avg.adjusted_mean_rank	avg.hits_at_1	avg.hits_at_10	avg.hits_at_3	avg.hits_at_5	avg.mean_rank	avg.mean_reciprocal_rank	best.hits_at_1	best.hits_at_10	best.hits_at_3	best.hits_at_5	best.mean_rank	best.mean_reciprocal_rank	worst.hits_at_1	worst.hits_at_10	worst.hits_at_3	worst.hits_at_5	worst.mean_rank	worst.mean_reciprocal_rank	_number	51	101	151	201	251	301	351	401	451	501	551	601	651	701	751	901	951
9	TrialState.COMPLETE	0.04257755824000261	2020-01-22 18:30:10.266933	2020-01-22 19:05:10.365627	450.0	21.0	0.009651173945694905	600.0	0.3422650397612366	0.008379387359188797	0.04257755824000261	0.01779804698325753	0.025655760421251693	2431.498147650022	0.022238071109103953	0.008379387359188797	0.04257755824000261	0.01779804698325753	0.025655760421251693	2431.497782885835	0.022238071348031494	0.008379387359188797	0.04257755824000261	0.01779804698325753	0.025655760421251693	2431.498512414209	0.022238070871558442	9				0.04169234280497546	0.04220871847540796												
10	TrialState.COMPLETE	0.00859294762067785	2020-01-22 19:05:10.366518	2020-01-22 19:22:29.917033	50.0	51.0	0.04795221984465081	800.0	0.5313273881433113	0.0011012210430217963	0.00859294762067785	0.0027730229373502226	0.004484765491270113	3780.9785547187034	0.005073236599128165	0.0011012210430217963	0.00859294762067785	0.0027730229373502226	0.004484765491270113	3780.9780954011185	0.005073236652962427	0.0011012210430217963	0.00859294762067785	0.0027730229373502226	0.004484765491270113	3780.979014036289	0.005073236545343872	10		0.00814028681197459	0.008423199817414127														
11	TrialState.COMPLETE	0.011748259728403515	2020-01-22 19:22:29.917795	2020-01-22 19:45:21.488888	350.0	51.0	0.021983998927271372	600.0	0.5331347369074418	0.002949903001255278	0.011748259728403515	0.004895583704210887	0.006966792194453954	3795.300365171745	0.007250055307048648	0.002949903001255278	0.011748259728403515	0.004895583704210887	0.006966792194453954	3795.2999486477233	0.007250055402618564	0.002949903001255278	0.011748259728403515	0.004895583704210887	0.006966792194453954	3795.300781695766	0.007250055211641477	11		0.01157328160066948	0.011682642930503253														
12	TrialState.COMPLETE	0.30413046195312543	2020-01-22 19:45:21.489802	2020-01-22 21:45:41.531123	350.0	21.0	0.0017693412577493343	1000.0	0.1090589871204658	0.07631111328475244	0.30413046195312543	0.16134532096531412	0.21659792525934257	769.1032880400819	0.14964039320344166	0.07631111328475244	0.30413046195312543	0.16134532096531412	0.21659792525934257	769.1024233383871	0.14964039350369224	0.07631111328475244	0.30413046195312543	0.16134532096531412	0.21659792525934257	769.1041527417768	0.14964039290502973	12																0.3027562058175222	0.3034776902887139
13	TrialState.COMPLETE	0.22580546996842785	2020-01-22 21:45:41.531919	2020-01-22 23:21:24.159249	250.0	61.0	0.004055771052881767	700.0	0.1592961963694483	0.04320248012476701	0.22580546996842785	0.10372399102286127	0.148364334892921	1125.8807020046406	0.10191681187651638	0.04320248012476701	0.22580546996842785	0.10372399102286127	0.148364334892921	1125.8795770093955	0.10191681205415341	0.04320248012476701	0.22580546996842785	0.10372399102286127	0.148364334892921	1125.8818269998858	0.10191681169978038	13																	
14	TrialState.COMPLETE	0.0050553463425767435	2020-01-22 23:21:24.160171	2020-01-22 23:46:23.532860	350.0	71.0	0.038677648564056075	500.0	0.6367135965047259	0.0016546844687892275	0.0050553463425767435	0.0027330822777587582	0.003463425767431245	4534.75907508844	0.003683200768116692	0.0016546844687892275	0.0050553463425767435	0.0027330822777587582	0.003463425767431245	4534.758547301152	0.0036832008064082893	0.0016546844687892275	0.0050553463425767435	0.0027330822777587582	0.003463425767431245	4534.759602875727	0.003683200729849465	14		0.004488569363612157	0.004842804975465023														
15	TrialState.COMPLETE	0.13073685482409328	2020-01-22 23:46:23.533613	2020-01-23 01:18:48.398705	150.0	71.0	0.00832545446614406	800.0	0.19779541486771915	0.021683750528626377	0.13073685482409328	0.05305730645561888	0.0789683898208376	1398.6978396802062	0.059217308746114965	0.021683750528626377	0.13073685482409328	0.05305730645561888	0.0789683898208376	1398.6974092272992	0.059217309333370646	0.021683750528626377	0.13073685482409328	0.05305730645561888	0.0789683898208376	1398.698270133113	0.05921730816766394	15														0.13022937350222527	0.13049897295446763		
16	TrialState.COMPLETE	0.02355072463768116	2020-01-23 01:18:48.399388	2020-01-23 01:45:12.823665	450.0	11.0	0.012533081115063995	800.0	0.4355951869843127	0.0056249762257978625	0.02355072463768116	0.01022290691924379	0.014293050325231085	3099.8464543154932	0.01373389603473841	0.0056249762257978625	0.02355072463768116	0.01022290691924379	0.014293050325231085	3099.8462427250943	0.013733896085248129	0.0056249762257978625	0.02355072463768116	0.01022290691924379	0.014293050325231085	3099.846665905892	0.013733895984342059	16			0.02283036631290654	0.023262581307771313													
17	TrialState.COMPLETE	0.18590950587698277	2020-01-23 01:45:12.824375	2020-01-23 03:07:14.785247	450.0	21.0	0.003786313076373221	800.0	0.15068727957164266	0.035651114262891054	0.18590950587698277	0.08184574754242677	0.11812042516424577	1062.9674228900735	0.08478363530977112	0.035651114262891054	0.18590950587698277	0.08184982311993609	0.11812042516424577	1062.96673309858	0.0847838295713146	0.035651114262891054	0.18590950587698277	0.08184574754242677	0.11812042516424577	1062.968112681567	0.08478348956764327	17											0.1841763665411389	0.1851095954142856					
18	TrialState.COMPLETE	0.0026674654798584958	2020-01-23 03:07:14.785923	2020-01-23 03:22:38.311238	250.0	91.0	0.056611127887632715	800.0	0.6723237097136773	0.0007274905854159535	0.0026674654798584958	0.001219616569667922	0.001619023165582563	4788.477233824033	0.0020983284947729405	0.0007274905854159535	0.0026674654798584958	0.001219616569667922	0.001619023165582563	4788.476591920575	0.0020983285786352695	0.0007274905854159535	0.0026674654798584958	0.001219616569667922	0.001619023165582563	4788.477875727491	0.002098328411011292	18	0.001740271596485222	0.0023584008520674046															
19	TrialState.COMPLETE	0.002724523564989159	2020-01-23 03:22:38.312019	2020-01-23 03:38:36.190344	350.0	61.0	0.0943223912840167	800.0	0.7295168069902364	0.001269542394157252	0.002724523564989159	0.0017830651603332193	0.0021182814104758643	5197.638372988703	0.0024198426756486943	0.001269542394157252	0.002724523564989159	0.0017830651603332193	0.0021182814104758643	5197.637916524021	0.0024198427181482494	0.001269542394157252	0.002724523564989159	0.0017830651603332193	0.0021182814104758643	5197.638829453384	0.002419842633199678	19	0.002396439575487847	0.002615162235155388															
20	TrialState.COMPLETE	0.022956369584236754	2020-01-23 03:38:36.191029	2020-01-23 04:00:45.260977	50.0	11.0	0.027468507231123266	600.0	0.37159514992025455	0.00321427212902735	0.022956369584236754	0.00814028681197459	0.012738217505420518	2642.361774411351	0.01250567342346807	0.00321427212902735	0.022956369584236754	0.00814028681197459	0.012738217505420518	2642.361610369356	0.012505673432360372	0.00321427212902735	0.022956369584236754	0.00814028681197459	0.012738217505420518	2642.3619384533454	0.012505673414579374	20			0.022637795275590553	0.02282893986077827													
21	TrialState.COMPLETE	0.338297386739701	2020-01-23 04:00:45.261686	2020-01-23 04:43:35.493953	350.0	1.0	0.0012819166900519634	1000.0	0.05655222408289786	0.10974837384457378	0.338297386739701	0.1977119707862604	0.25217106013922175	393.080071037316	0.18452999786802066	0.10974837384457378	0.338297386739701	0.1977119707862604	0.25217106013922175	393.08004964053407	0.18453002731185425	0.10974837384457378	0.338297386739701	0.1977119707862604	0.25217106013922175	393.08009243409793	0.1845299719066366	21							0.33828312221841833	0.33829104695246426									
22	TrialState.COMPLETE	0.2769951869827013	2020-01-23 04:43:35.494778	2020-01-23 06:12:25.964201	50.0	81.0	0.003949537008603917	800.0	0.11699300454477891	0.06501097529049278	0.2769951869827013	0.14150237294506984	0.19230756321700196	826.8219343026495	0.13376004565478344	0.06501097529049278	0.2769951869827013	0.14150237294506984	0.19230756321700196	826.8213108591605	0.1337600473400207	0.06501097529049278	0.2769951869827013	0.14150237294506984	0.19230756321700196	826.8225577461385	0.13376004403466457	22																	
23	TrialState.COMPLETE	0.03873836422621085	2020-01-23 06:12:25.964986	2020-01-23 06:52:37.913746	350.0	71.0	0.012766837564963454	600.0	0.37641550402932217	0.007975905185764822	0.03873836422621085	0.01653054237785494	0.023499779918814495	2673.5314879118373	0.020298172039356566	0.007975905185764822	0.03873836422621085	0.01653054237785494	0.023499779918814495	2673.531055900621	0.020298172209800274	0.007975905185764822	0.03873836422621085	0.01653054237785494	0.023499779918814495	2673.531919923053	0.0202981718692544	23				0.03772110007988132	0.03831450416524022												
24	TrialState.COMPLETE	0.09900766480276922	2020-01-23 06:52:37.914710	2020-01-23 08:02:29.508836	350.0	41.0	0.006792920512836638	1000.0	0.23541546251141723	0.018187264635398836	0.09900766480276922	0.042037544220015974	0.06100222526532009	1666.5748851706037	0.047507227847735235	0.018187264635398836	0.09900766480276922	0.042037544220015974	0.06100222526532009	1666.5743680817072	0.04750722827428945	0.018187264635398836	0.09900766480276922	0.042037544220015974	0.06100222526532009	1666.5754022595002	0.047507227426151065	24									0.09814846513750998	0.09861711950037866							
25	TrialState.COMPLETE	0.29392929144726476	2020-01-23 08:02:29.509910	2020-01-23 10:51:50.485210	350.0	91.0	0.002102587416160764	1000.0	0.12474989793040266	0.06908375583486846	0.29392929144726476	0.15059938159903924	0.2050735505887851	881.6225512571798	0.14096321772306494	0.06908375583486846	0.29392929144726476	0.15059938159903924	0.2050735505887851	881.621312281617	0.14096321946168777	0.06908375583486846	0.29392929144726476	0.15059938159903924	0.2050735505887851	881.6237902327426	0.14096321603742398	25																	
