number	value	datetime_start	datetime_complete	params_loss.adversarial_temperature	params_loss.margin	params_model.embedding_dim	params_model.scoring_fct_norm	params_negative_sampler.num_negs_per_pos	params_optimizer.lr	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.0005311614730878187	2020-04-04 08:04:01.479366	2020-04-04 08:07:10.863720	0.30642049571623814	13.45306008044346	256	2	31	0.001362249572350652	512	1.0044650730870985	0.0	0.0005311614730878187	0.0005311614730878187	0.0005311614730878187	20363.860127478754	0.00048684194664552023	0.0	0.0005311614730878187	0.0005311614730878187	0.0005311614730878187	20363.810729461755	0.0004868423772562403	4140629050	150.0	0.0	0.0005311614730878187	0.0005311614730878187	0.0005311614730878187	20363.90952549575	0.00048684151612201504	0	COMPLETE
1	0.0010623229461756375	2020-04-04 08:07:10.921042	2020-04-04 08:14:09.701423	0.7249233068930104	15.59531039155665	64	1	59	0.010652591327040536	128	0.9310652614074817	0.000708215297450425	0.0010623229461756375	0.000708215297450425	0.000708215297450425	18875.388279036826	0.000991511047475952	0.000708215297450425	0.0010623229461756375	0.000708215297450425	0.000708215297450425	18875.37836402266	0.0009915112101554317	812310297	150.0	0.000708215297450425	0.0010623229461756375	0.000708215297450425	0.000708215297450425	18875.39819405099	0.0009915108849247155	1	COMPLETE
2	0.0	2020-04-04 08:14:09.756006	2020-04-04 08:18:35.603483	0.4043086332330028	13.227912682236164	128	2	6	0.011883850143411406	256	1.022824640136806	0.0	0.0	0.0	0.0	20735.918643767705	0.00017433259012429743	0.0	0.0	0.0	0.0	20735.84578611898	0.00017433473931156659	1861743248	150.0	0.0	0.0	0.0	0.0	20735.99150141643	0.0001743304444331856	2	COMPLETE
3	0.0010623229461756375	2020-04-04 08:18:35.651179	2020-04-04 08:21:31.931146	0.23502565739445866	14.706937864733801	128	1	4	0.005284327377756846	512	0.9769191899533026	0.000708215297450425	0.0010623229461756375	0.0010623229461756375	0.0010623229461756375	19805.01664305949	0.0011124994724745487	0.000708215297450425	0.0010623229461756375	0.0010623229461756375	0.0010623229461756375	19805.00973796034	0.001112499539619655	333540182	150.0	0.000708215297450425	0.0010623229461756375	0.0010623229461756375	0.0010623229461756375	19805.02354815864	0.0011124994053481323	3	COMPLETE
4	0.0008852691218130312	2020-04-04 08:21:31.973299	2020-04-04 08:24:37.177591	0.9429623960051513	19.05425141338988	128	1	89	0.0015206094037002983	512	0.9840926746826117	0.0005311614730878187	0.0008852691218130312	0.0005311614730878187	0.0005311614730878187	19950.729815864022	0.0008030843062438413	0.0005311614730878187	0.0008852691218130312	0.0005311614730878187	0.0005311614730878187	19950.71547450425	0.0008030844256871117	3499476973	150.0	0.0005311614730878187	0.0008852691218130312	0.0005311614730878187	0.0005311614730878187	19950.744157223795	0.0008030841868256148	4	COMPLETE
5	0.00017705382436260624	2020-04-04 08:24:37.227200	2020-04-04 08:32:13.421095	0.47134081688174473	24.71775309446227	256	2	33	0.0038814463709513003	128	1.0363070400739183	0.0	0.00017705382436260624	0.0	0.00017705382436260624	21009.475832152973	0.00022000729937669058	0.0	0.00017705382436260624	0.0	0.00017705382436260624	21009.30116855524	0.0002200099937980103	1772737453	150.0	0.0	0.00017705382436260624	0.0	0.00017705382436260624	21009.65049575071	0.0002200046068320225	5	COMPLETE
6	0.0005311614730878187	2020-04-04 08:32:13.464279	2020-04-04 08:39:50.214750	0.294358980507012	15.778728249217009	256	2	40	0.0032204304371764177	128	1.015075291725995	0.0	0.0005311614730878187	0.0003541076487252125	0.0003541076487252125	20578.96317280453	0.00038398400611411814	0.0	0.0005311614730878187	0.0003541076487252125	0.0003541076487252125	20578.876239376772	0.0003839869967951774	2433804849	150.0	0.0	0.0005311614730878187	0.0003541076487252125	0.0003541076487252125	20579.050106232295	0.00038398102214580503	6	COMPLETE
7	0.00017705382436260624	2020-04-04 08:39:50.254230	2020-04-04 08:47:02.469932	0.18904726724399626	9.29559254132305	64	2	70	0.018145563052669792	128	0.9733708530018151	0.0	0.00017705382436260624	0.00017705382436260624	0.00017705382436260624	19733.26097733711	0.000348296846691283	0.0	0.00017705382436260624	0.00017705382436260624	0.00017705382436260624	19733.21317280453	0.00034829774772454587	201617398	150.0	0.0	0.00017705382436260624	0.00017705382436260624	0.00017705382436260624	19733.308781869688	0.0003482959462080548	7	COMPLETE
8	0.45910056657223797	2020-04-04 08:47:02.506485	2020-04-04 09:28:33.939224	0.3920300358252235	7.381618671220531	128	1	83	0.06823447425115457	256	0.2741610658152101	0.001593484419263456	0.45910056657223797	0.34985835694050993	0.4146600566572238	5556.611101274788	0.1852695982836119	0.001593484419263456	0.45910056657223797	0.34985835694050993	0.4146600566572238	5556.607648725212	0.18526959868658985	3140498099		0.001593484419263456	0.45910056657223797	0.34985835694050993	0.4146600566572238	5556.614553824363	0.18526959788112682	8	COMPLETE
9	0.0008852691218130312	2020-04-04 09:28:34.000552	2020-04-04 09:31:25.699664	0.7565156406723419	9.86832886250907	64	1	3	0.0041366207357941345	512	0.9923311141983504	0.000708215297450425	0.0008852691218130312	0.000708215297450425	0.000708215297450425	20117.469723796035	0.0009337587291728948	0.000708215297450425	0.0008852691218130312	0.000708215297450425	0.000708215297450425	20117.460871104817	0.0009337588177960627	3729605136	150.0	0.000708215297450425	0.0008852691218130312	0.000708215297450425	0.000708215297450425	20117.47857648725	0.0009337586405720438	9	COMPLETE
