number	state	value	datetime_start	datetime_complete	params	params	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values
					loss.adversarial_temperature	loss.margin	model.embedding_dim	model.scoring_fct_norm	negative_sampler.num_negs_per_pos	optimizer.lr	training.num_epochs	avg.adjusted_mean_rank	avg.hits_at_1	avg.hits_at_10	avg.hits_at_3	avg.hits_at_5	avg.mean_rank	avg.mean_reciprocal_rank	best.hits_at_1	best.hits_at_10	best.hits_at_3	best.hits_at_5	best.mean_rank	best.mean_reciprocal_rank	worst.hits_at_1	worst.hits_at_10	worst.hits_at_3	worst.hits_at_5	worst.mean_rank	worst.mean_reciprocal_rank	_number	51	101	1151	1201	1551	1601
0	TrialState.COMPLETE	0.44824300116647225	2020-01-05 21:21:51.556594	2020-01-06 13:08:58.064889	0.6698678610823894	10.803076425096776	250.0	2	50.0	0.001087661062661886	1700.0	0.2165344476486049	0.3123646058990168	0.44824300116647225	0.3981628061989668	0.42278370271621396	4388.538985689885	0.3636475964794694	0.3123646058990168	0.44824300116647225	0.3981628061989668	0.42278370271621396	4388.537566655557	0.363647596645669	0.3123646058990168	0.44824300116647225	0.3981628061989668	0.42278370271621396	4388.540404724213	0.3636475963136835	0					0.4464356851983003	0.4473667267576616
1	TrialState.COMPLETE	0.0011951133144475921	2020-01-06 13:08:58.065815	2020-01-06 13:38:02.166466	0.464174707152176	29.70745569213408	250.0	1	10.0	0.0330400269079804	600.0	1.0346635564595115	0.00017705382436260624	0.0011951133144475921	0.0003098441926345609	0.0004868980169971671	20976.351429709634	0.0006109329869313982	0.00017705382436260624	0.0011951133144475921	0.0003098441926345609	0.0004868980169971671	20976.340651558072	0.0006109331572623075	0.00017705382436260624	0.0011951133144475921	0.0003098441926345609	0.0004868980169971671	20976.36220786119	0.0006109328166759246	1	0.0013279036827195468	0.0012393767705382436				
2	TrialState.COMPLETE	0.46981232294617564	2020-01-06 13:38:02.167462	2020-01-08 17:46:22.116808	0.3105778421550961	18.287972940637435	450.0	1	80.0	0.0010702147430317452	1400.0	0.1854535418231223	0.34339589235127477	0.46981232294617564	0.4207275550228808	0.44275032686859883	3758.8178797123555	0.39137656077199734	0.34339589235127477	0.46981232294617564	0.4207275550228808	0.44275032686859883	3758.8160955545873	0.3913765635827221	0.34339589235127477	0.46981232294617564	0.4207275550228808	0.44275032686859883	3758.8196638701243	0.39137655799163423	2			0.4683442516525024	0.4691076487252125		
