number	state	value	datetime_start	datetime_complete	params	params	params	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs
					loss.adversarial_temperature	loss.margin	model.embedding_dim	model.relation_dim	model.scoring_fct_norm	negative_sampler.num_negs_per_pos	optimizer.lr	training.num_epochs	avg.adjusted_mean_rank	avg.hits_at_1	avg.hits_at_10	avg.hits_at_3	avg.hits_at_5	avg.mean_rank	avg.mean_reciprocal_rank	best.hits_at_1	best.hits_at_10	best.hits_at_3	best.hits_at_5	best.mean_rank	best.mean_reciprocal_rank	random_seed	worst.hits_at_1	worst.hits_at_10	worst.hits_at_3	worst.hits_at_5	worst.mean_rank	worst.mean_reciprocal_rank	_number
0	TrialState.COMPLETE	0.2254650233938149	2020-01-19 13:46:04.862287	2020-01-20 03:29:03.089180	0.691287124719532	2.2055710528286796	200.0	150.0	2	80.0	0.012248621851706642	600.0	0.39009658721129553	0.0069896154285062195	0.2254650233938149	0.11893757845486705	0.15996234166381376	2753.6885056487504	0.08331717369816508	0.0069896154285062195	0.2254650233938149	0.11893757845486705	0.15996234166381376	2753.6867511126325	0.08331726021747175	78836636	0.0069896154285062195	0.2254650233938149	0.11893757845486705	0.15996234166381376	2753.6902601848683	0.08331709307325025	0
1	TrialState.COMPLETE	0.005506105215108981	2020-01-20 03:29:03.090105	2020-01-20 10:53:51.986059	0.5470196594229951	29.40225186636136	100.0	50.0	2	20.0	0.006409788305690742	700.0	1.5763062169382236	0.0050211114914983455	0.005506105215108981	0.005135227661759671	0.005277872874586329	11304.663499942943	0.0053701756156125015	0.0050211114914983455	0.005506105215108981	0.005135227661759671	0.005277872874586329	11304.661987903686	0.005370175670508195	4211551682	0.0050211114914983455	0.005506105215108981	0.005135227661759671	0.005277872874586329	11304.665011982197	0.0053701755607356095	1
2	TrialState.COMPLETE	0.005819924683327628	2020-01-20 10:53:51.986959	2020-01-20 18:18:10.038914	0.32948582286687966	21.828937046312053	100.0	100.0	1	10.0	0.008089909511170943	800.0	1.6512740178132839	0.005078169576629008	0.005819924683327628	0.005277872874586329	0.005506105215108981	11838.22897409563	0.005468577270031098	0.005078169576629008	0.005819924683327628	0.005277872874586329	0.005506105215108981	11838.227290882118	0.005468577328962785	1406601505	0.005078169576629008	0.005819924683327628	0.005277872874586329	0.005506105215108981	11838.230657309141	0.005468577211132235	2
