number	state	value	datetime_start	datetime_complete	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values
					model.embedding_dim	negative_sampler.num_negs_per_pos	optimizer.lr	training.num_epochs	avg.adjusted_mean_rank	avg.hits_at_1	avg.hits_at_10	avg.hits_at_3	avg.hits_at_5	avg.mean_rank	avg.mean_reciprocal_rank	best.hits_at_1	best.hits_at_10	best.hits_at_3	best.hits_at_5	best.mean_rank	best.mean_reciprocal_rank	worst.hits_at_1	worst.hits_at_10	worst.hits_at_3	worst.hits_at_5	worst.mean_rank	worst.mean_reciprocal_rank	_number	51	101	151	201	251
0	TrialState.COMPLETE	0.0002213172804532578	2020-01-02 16:28:49.243503	2020-01-02 16:58:22.435192	50.0	31.0	0.002295984635188852	800.0	0.9996439181497663	0.0	0.0002213172804532578	0.0	4.426345609065156e-05	20265.87730169972	0.00022562816632847027	0.0	0.0002213172804532578	0.0	4.426345609065156e-05	20265.874070467424	0.0002256281963229516	0.0	0.0002213172804532578	0.0	4.426345609065156e-05	20265.880532932013	0.0002256281363429291	0	0.0002655807365439094	0.00023607176581680832			
1	TrialState.COMPLETE	0.0002213172804532578	2020-01-02 16:58:22.436080	2020-01-02 17:28:28.222717	50.0	91.0	0.0027387836688278575	600.0	0.9934396278368897	0.0001327903682719547	0.0002213172804532578	0.0001327903682719547	0.0001327903682719547	20140.136397839942	0.0003446584621094859	0.0001327903682719547	0.0002213172804532578	0.0001327903682719547	0.0001327903682719547	20140.13132967422	0.00034465861781707763	0.0001327903682719547	0.0002213172804532578	0.0001327903682719547	0.0001327903682719547	20140.141466005665	0.0003446583065685909	1	8.852691218130312e-05	0.00017705382436260624			
2	TrialState.COMPLETE	0.0002655807365439094	2020-01-02 17:28:28.223655	2020-01-02 17:58:06.667699	50.0	51.0	0.0025683016127717668	500.0	1.0030384919610476	0.0	0.0002655807365439094	0.0001327903682719547	0.0001327903682719547	20335.244732648724	0.0002822796856943153	0.0	0.0002655807365439094	0.0001327903682719547	0.0001327903682719547	20335.240881728045	0.0002822797314562628	0.0	0.0002655807365439094	0.0001327903682719547	0.0001327903682719547	20335.248583569406	0.0002822796399579938	2	0.00017705382436260624	0.00023607176581680832			
3	TrialState.COMPLETE	0.0002213172804532578	2020-01-02 17:58:06.668496	2020-01-02 18:41:14.248442	200.0	11.0	0.0011430790632383778	2000.0	0.9852328325008979	0.0	0.0002213172804532578	8.852691218130312e-05	0.0001327903682719547	19973.900008852692	0.00028441673987079127	0.0	0.0002213172804532578	8.852691218130312e-05	0.0001327903682719547	19973.89660056657	0.00028441677469989376	0.0	0.0002213172804532578	8.852691218130312e-05	0.0001327903682719547	19973.90341713881	0.00028441670505007703	3	0.0004426345609065156	0.0002950897072710104			
4	TrialState.COMPLETE	0.00017705382436260624	2020-01-02 18:41:14.249394	2020-01-02 19:14:27.639410	100.0	51.0	0.008944509751817025	1600.0	0.9863052310572065	4.426345609065156e-05	0.00017705382436260624	4.426345609065156e-05	4.426345609065156e-05	19995.758166607648	0.00027251304913656374	4.426345609065156e-05	0.00017705382436260624	4.426345609065156e-05	4.426345609065156e-05	19995.75159348442	0.0002725130960869815	4.426345609065156e-05	0.00017705382436260624	4.426345609065156e-05	4.426345609065156e-05	19995.76473973088	0.00027251300219599544	4	0.00017705382436260624	0.00017705382436260624			
5	TrialState.COMPLETE	0.0001327903682719547	2020-01-02 19:14:27.640173	2020-01-02 19:47:47.904430	100.0	91.0	0.010387657774622992	500.0	1.001474467537204	0.0	0.0001327903682719547	8.852691218130312e-05	8.852691218130312e-05	20303.002523016996	0.0002406002913645146	0.0	0.0001327903682719547	8.852691218130312e-05	8.852691218130312e-05	20302.99592776204	0.00024060033758905322	0.0	0.0001327903682719547	8.852691218130312e-05	8.852691218130312e-05	20303.009118271955	0.0002406002451489208	5	8.852691218130312e-05	0.00011803588290840416			
6	TrialState.COMPLETE	8.852691218130312e-05	2020-01-02 19:47:47.905209	2020-01-02 20:20:50.847929	100.0	21.0	0.00204949268997089	1800.0	0.9929499175389566	0.0	8.852691218130312e-05	0.0	0.0	20130.424641466005	0.00022022193695258742	0.0	8.852691218130312e-05	0.0	0.0	20130.421388101982	0.0002202220126399724	0.0	8.852691218130312e-05	0.0	0.0	20130.427894830027	0.00022022186133110498	6	0.0	5.901794145420208e-05			
7	TrialState.COMPLETE	0.0004868980169971671	2020-01-02 20:20:50.848650	2020-01-02 21:00:47.374064	150.0	61.0	0.035087738633858175	2000.0	0.9648411371186448	0.0	0.0004868980169971671	0.0002213172804532578	0.0002213172804532578	19560.465076133143	0.00039834872068267866	0.0	0.0004868980169971671	0.0002213172804532578	0.0002213172804532578	19560.45414305949	0.0003983503522837125	0.0	0.0004868980169971671	0.0002213172804532578	0.0002213172804532578	19560.4760092068	0.0003983470974913383	7	0.0002655807365439094	0.00041312559017941453			
8	TrialState.COMPLETE	0.0002655807365439094	2020-01-02 21:00:47.375016	2020-01-02 21:30:47.411632	50.0	21.0	0.006811471730676962	800.0	0.9807619908951003	0.0	0.0002655807365439094	8.852691218130312e-05	0.0002655807365439094	19883.331024256375	0.0002949018816922149	0.0	0.0002655807365439094	8.852691218130312e-05	0.0002655807365439094	19883.32462818697	0.00029490205221835967	0.0	0.0002655807365439094	8.852691218130312e-05	0.0002655807365439094	19883.33742032578	0.000294901711312454	8	0.00017705382436260624	0.00023607176581680832			
