number	value	datetime_start	datetime_complete	params_model.c_max	params_model.c_min	params_model.embedding_dim	params_negative_sampler.num_negs_per_pos	params_optimizer.lr	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.06866940545475293	2020-03-13 19:21:11.647652	2020-03-13 21:45:11.998229	1.7691054970699398	0.05506421482674039	256	94	0.0012253878877086363	512	0.8128392503776792	0.049497888850850165	0.06866940545475293	0.06262124843090267	0.06558826885769714	5787.507217847769	0.05777614422478745	0.049497888850850165	0.06866940545475293	0.06262124843090267	0.06558826885769714	5787.500256761383	0.05777614501548646	2773595439	850	0.049497888850850165	0.06866940545475293	0.06262124843090267	0.06558826885769714	5787.514178934155	0.057776143434927936	0	COMPLETE
1	0.08082277758758416	2020-03-13 21:45:12.049791	2020-03-13 23:18:43.618148	3.9215588596053164	0.032874451821302504	128	39	0.001277755076727345	256	0.7119832648639657	0.053919890448476546	0.08082277758758416	0.06915439917836358	0.07314846513750999	5058.690488417209	0.06541828220841601	0.053919890448476546	0.08082277758758416	0.06915439917836358	0.07314846513750999	5058.6863517060365	0.0654182887208443	1150995511	500	0.053919890448476546	0.08082277758758416	0.06915439917836358	0.07314846513750999	5058.694625128381	0.06541827579333923	1	COMPLETE
2	0.09177792993267146	2020-03-13 23:18:43.675072	2020-03-14 00:14:50.796432	9.695561932544338	0.08289758565413408	128	56	0.04687466740765803	128	0.5638511015339267	0.06242154513294534	0.09177792993267146	0.0793107383316216	0.08341892046102933	3989.4389763779527	0.07642806551820891	0.06242154513294534	0.09177792993267146	0.0793107383316216	0.08341892046102933	3989.4332705694396	0.07642806736871349	2115143637	200	0.06242154513294534	0.09177792993267146	0.0793107383316216	0.08341892046102933	3989.444682186466	0.0764280636744753	2	COMPLETE
3	0.08019513865114687	2020-03-14 00:14:50.861391	2020-03-14 02:07:36.538968	7.972378550548351	0.0557557060924617	64	36	0.0032794369499078214	256	0.6970086436299285	0.04570352618966107	0.08019513865114687	0.06536003651717448	0.07023850279584617	4949.822720529499	0.06080826617797979	0.04570352618966107	0.08019513865114687	0.06536003651717448	0.07023850279584617	4949.81895469588	0.060808269442168154	542307580	600	0.04570352618966107	0.08019513865114687	0.06536003651717448	0.07023850279584617	4949.8264863631175	0.06080826294424071	3	COMPLETE
4	0.0942599566358553	2020-03-14 02:07:36.572693	2020-03-14 04:01:47.202888	6.053152596342721	0.0417077787776813	64	94	0.04223456992303522	256	0.5618587471203571	0.059768344174369506	0.0942599566358553	0.07354787173342463	0.08033778386397353	3976.599566358553	0.07314719009410328	0.059768344174369506	0.0942599566358553	0.07354787173342463	0.08033778386397353	3976.595714937807	0.07314726076949116	3018136620	600	0.059768344174369506	0.0942599566358553	0.07354787173342463	0.08033778386397353	3976.6034177792994	0.07314712410365981	4	COMPLETE
5	0.08806915439917837	2020-03-14 04:01:47.252058	2020-03-14 04:33:43.584577	6.963664748627867	0.015636085261368816	128	56	0.04283184662772821	256	0.5418012073750123	0.05352048385256191	0.08806915439917837	0.0723496519456807	0.07560196279812849	3831.2314561223325	0.06911637322144713	0.05352048385256191	0.08806915439917837	0.0723496519456807	0.07560196279812849	3831.2272623530753	0.06911637602960817	2190141989	200	0.05352048385256191	0.08806915439917837	0.0723496519456807	0.07560196279812849	3831.2356498915897	0.06911637043297278	5	COMPLETE
6	0.08481684354673057	2020-03-14 04:33:43.617901	2020-03-14 05:59:39.246336	9.030323945980703	0.052510596686003094	128	90	0.006174893765050448	512	0.7307524041976751	0.04869907565902088	0.08481684354673057	0.06852676024192628	0.0739758073719046	5197.292208718475	0.0627253213704826	0.04869907565902088	0.08481684354673057	0.06852676024192628	0.0739758073719046	5197.28703069725	0.06272532267085326	903363509	650	0.04869907565902088	0.08481684354673057	0.06852676024192628	0.0739758073719046	5197.297386739701	0.06272532007292472	6	COMPLETE
7	0.08641446993038913	2020-03-14 05:59:39.280435	2020-03-14 08:15:53.936923	6.973774322992323	0.05055856295437565	256	90	0.001789983052921091	256	0.7388236968993126	0.06110920917494009	0.08641446993038913	0.0725208262010727	0.07680018258587241	5253.474694739244	0.0707720325869589	0.06110920917494009	0.08641446993038913	0.0725208262010727	0.07680018258587241	5253.46841834988	0.0707720374647043	3647072399	600	0.06110920917494009	0.08641446993038913	0.0725208262010727	0.07680018258587241	5253.480971128609	0.07077202776410445	7	COMPLETE
8	0.0922629236562821	2020-03-14 08:15:53.972516	2020-03-14 09:12:15.072558	9.614594153308012	0.06352542207023511	256	28	0.01686195870189671	128	0.5388355353789204	0.062136254707292025	0.0922629236562821	0.07728517630948305	0.08190688120506676	3810.1454695880407	0.07599225574019654	0.062136254707292025	0.0922629236562821	0.07728517630948305	0.08190688120506676	3810.1387367339953	0.0759922578823293	645467438	200	0.062136254707292025	0.0922629236562821	0.07728517630948305	0.08190688120506676	3810.152202442086	0.07599225360993742	8	COMPLETE
9	0.08958119365514093	2020-03-14 09:12:15.108204	2020-03-14 10:07:47.725188	2.2413758464284332	0.022538963786536474	128	28	0.011697531432334924	128	0.5443016631613585	0.05634485906652973	0.08958119365514093	0.07423256875499258	0.07856898322492298	3850.3010955152345	0.07144506955919591	0.05634485906652973	0.08958119365514093	0.07423256875499258	0.07856898322492298	3850.2972726235307	0.07144507137579888	4081017874	200	0.05634485906652973	0.08958119365514093	0.07423256875499258	0.07856898322492298	3850.304918406938	0.0714450677508131	9	COMPLETE
10	0.10025105557457492	2020-03-14 10:07:47.760567	2020-03-14 13:47:08.697621	3.9282107237303143	0.03212546042014553	64	55	0.01795531356603279	128	0.5360597816221001	0.06216478374985736	0.10025105557457492	0.07791281524592035	0.08553006961086386	3791.7819667921945	0.07657107982705465	0.06216478374985736	0.10025105557457492	0.07791281524592035	0.08553006961086386	3791.7784149263953	0.07657129305030921	3449102033	650	0.06216478374985736	0.10025105557457492	0.07791281524592035	0.08553006961086386	3791.7855186579936	0.0765708899308793	10	COMPLETE
11	0.08093689375784549	2020-03-14 13:47:08.749376	2020-03-14 14:30:34.722201	4.782078604711384	0.030738016087873146	64	28	0.010016649607747142	512	0.6301431956241601	0.05454752938491384	0.08093689375784549	0.06521739130434782	0.06941116056145155	4467.84587184754	0.06571763190853179	0.05454752938491384	0.08093689375784549	0.06521739130434782	0.06941116056145155	4467.84286203355	0.06571763253026285	36115535	400	0.05454752938491384	0.08093689375784549	0.06521739130434782	0.06941116056145155	4467.848881661532	0.06571763128767967	11	COMPLETE
