number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_model.hidden_dropout_rate	params_model.num_filters	params_optimizer.lr	params_training.batch_size	params_training.label_smoothing	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.9204119850187266	2020-05-14 19:43:15.766170	2020-05-14 20:24:02.803542	256	0.41710437393043776	250	0.00704857356000007	128	0.007945173171080238	0.08871731422545061	0.3881086142322097	0.9204119850187266	0.6844569288389513	0.8057116104868914	4.243913857677903	0.5669485397244052	0.3881086142322097	0.9204119850187266	0.6844569288389513	0.8057116104868914	4.243913857677903	0.5669485397244052	2130136420	350.0	0.3881086142322097	0.9204119850187266	0.6844569288389513	0.8057116104868914	4.243913857677903	0.5669485397244052	0	COMPLETE
1	0.924625468164794	2020-05-14 20:24:02.913611	2020-05-14 20:35:52.086717	64	0.21535752204794997	350	0.031033857444423132	512	0.0028253191398261036	0.08558625920871028	0.38764044943820225	0.924625468164794	0.7036516853932584	0.8197565543071161	4.104400749063671	0.5726930069663966	0.38764044943820225	0.924625468164794	0.7036516853932584	0.8197565543071161	4.104400749063671	0.5726930069663966	1131015349	300.0	0.38764044943820225	0.924625468164794	0.7036516853932584	0.8197565543071161	4.104400749063671	0.5726930069663966	1	COMPLETE
2	0.9302434456928839	2020-05-14 20:35:52.189458	2020-05-14 20:48:07.468958	64	0.39870579392897554	150	0.007518327708844102	512	0.012374713426645683	0.08348160047408486	0.40262172284644193	0.9302434456928839	0.7055243445692884	0.8277153558052435	3.99438202247191	0.5822108888690578	0.40262172284644193	0.9302434456928839	0.7055243445692884	0.8277153558052435	3.99438202247191	0.5822108888690578	2302914035	550.0	0.40262172284644193	0.9302434456928839	0.7055243445692884	0.8277153558052435	3.99438202247191	0.5822108888690578	2	COMPLETE
3	0.8824906367041199	2020-05-14 20:48:07.596604	2020-05-14 23:23:25.025217	256	0.11227233654152041	450	0.003227873653773943	512	0.0010636368519558487	0.11402227570327202	0.31788389513108617	0.8824906367041199	0.5997191011235955	0.7350187265917603	5.449438202247191	0.49710261947146345	0.31788389513108617	0.8824906367041199	0.5997191011235955	0.7350187265917603	5.449438202247191	0.49710261947146345	3297589688	700.0	0.31788389513108617	0.8824906367041199	0.5997191011235955	0.7350187265917603	5.449438202247191	0.49710261947146345	3	COMPLETE
4	0.9288389513108615	2020-05-14 23:23:25.138612	2020-05-14 23:30:37.366472	128	0.11484660666690477	100	0.09226876406403915	256	0.31160435237373296	0.08101421207091893	0.4250936329588015	0.9288389513108615	0.7415730337078652	0.8473782771535581	3.906367041198502	0.6038142278612343	0.4250936329588015	0.9288389513108615	0.7415730337078652	0.8473782771535581	3.906367041198502	0.6038142278612343	1810761664	250.0	0.4250936329588015	0.9288389513108615	0.7415730337078652	0.8473782771535581	3.906367041198502	0.6038142278612343	4	COMPLETE
5	0.9091760299625468	2020-05-14 23:30:37.448352	2020-05-15 00:38:14.865543	64	0.31016380740347677	500	0.0020059164303440893	256	0.10290361606284872	0.09721907823475615	0.3792134831460674	0.9091760299625468	0.6844569288389513	0.7916666666666666	4.656835205992509	0.5619809162082147	0.3792134831460674	0.9091760299625468	0.6844569288389513	0.7916666666666666	4.656835205992509	0.5619809162082147	3743917201		0.3792134831460674	0.9091760299625468	0.6844569288389513	0.7916666666666666	4.656835205992509	0.5619809162082147	5	COMPLETE
6	0.9400749063670412	2020-05-15 00:38:14.976814	2020-05-15 00:41:33.499954	64	0.336319998126723	50	0.02041889439524617	512	0.08450994466892006	0.07668694680860119	0.4307116104868914	0.9400749063670412	0.7406367041198502	0.8562734082397003	3.670880149812734	0.6118468629780729	0.4307116104868914	0.9400749063670412	0.7406367041198502	0.8562734082397003	3.670880149812734	0.6118468629780729	59203532	300.0	0.4307116104868914	0.9400749063670412	0.7406367041198502	0.8562734082397003	3.670880149812734	0.6118468629780729	6	COMPLETE
7	0.9264981273408239	2020-05-15 00:41:33.622640	2020-05-15 00:53:18.753905	64	0.1413479099860621	200	0.007425911769263633	512	0.0017000088205336903	0.08604612387978378	0.36704119850187267	0.9264981273408239	0.7008426966292135	0.8183520599250936	4.11376404494382	0.5617148212263534	0.36704119850187267	0.9264981273408239	0.7008426966292135	0.8183520599250936	4.11376404494382	0.5617148212263534	4056362199	450.0	0.36704119850187267	0.9264981273408239	0.7008426966292135	0.8183520599250936	4.11376404494382	0.5617148212263534	7	COMPLETE
8	0.925561797752809	2020-05-15 00:53:18.859951	2020-05-15 03:07:54.682318	256	0.49891221182664647	500	0.0017825733829707922	128	0.5086287773438788	0.08556829872610891	0.4311797752808989	0.925561797752809	0.7467228464419475	0.8450374531835206	4.110955056179775	0.6078698292655141	0.4311797752808989	0.925561797752809	0.7467228464419475	0.8450374531835206	4.110955056179775	0.6078698292655141	2340760641	550.0	0.4311797752808989	0.925561797752809	0.7467228464419475	0.8450374531835206	4.110955056179775	0.6078698292655141	8	COMPLETE
9	0.9049625468164794	2020-05-15 03:07:54.790560	2020-05-15 03:18:33.546751	64	0.20348993984177344	400	0.06536152477471374	512	0.0021769115204463767	0.09430169322081468	0.3951310861423221	0.9049625468164794	0.6797752808988764	0.797752808988764	4.532303370786517	0.5682202837629162	0.3951310861423221	0.9049625468164794	0.6797752808988764	0.797752808988764	4.532303370786517	0.5682202837629162	2998634154	250.0	0.3951310861423221	0.9049625468164794	0.6797752808988764	0.797752808988764	4.532303370786517	0.5682202837629162	9	COMPLETE
