number	value	datetime_start	datetime_complete	params_loss.adversarial_temperature	params_loss.margin	params_model.embedding_dim	params_negative_sampler.num_negs_per_pos	params_optimizer.lr	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.9161985018726592	2020-05-21 05:59:05.218208	2020-05-21 05:59:49.193197	0.634774066503389	1.0050235308185278	64	69	0.01224807487172678	512	0.0922323975045834	0.3586142322097378	0.9161985018726592	0.7008426966292135	0.8202247191011236	4.455992509363296	0.5543754311643831	0.3586142322097378	0.9161985018726592	0.7008426966292135	0.8202247191011236	4.455992509363296	0.5543754311643831	2547910931	200.0	0.3586142322097378	0.9161985018726592	0.7008426966292135	0.8202247191011236	4.455992509363296	0.5543754311643831	0	COMPLETE
1	0.9143258426966292	2020-05-21 05:59:49.295625	2020-05-21 06:02:23.978746	0.45175633676696025	11.583998081287852	128	93	0.013357533546657776	512	0.0946021269795865	0.36282771535580527	0.9143258426966292	0.6970973782771536	0.8192883895131086	4.589887640449438	0.5554118016960569	0.36282771535580527	0.9143258426966292	0.6970973782771536	0.8192883895131086	4.589887640449438	0.5554118016960569	3763465080	550.0	0.36282771535580527	0.9143258426966292	0.6970973782771536	0.8192883895131086	4.589887640449438	0.5554118016960569	1	COMPLETE
2	0.9597378277153558	2020-05-21 06:02:24.065302	2020-05-21 06:05:52.537489	0.379763647371015	15.8693153473717	256	15	0.019252169779910313	128	0.07378732706402683	0.397940074906367	0.9597378277153558	0.7523408239700374	0.8721910112359551	3.566479400749064	0.5962175678711739	0.397940074906367	0.9597378277153558	0.7523408239700374	0.8721910112359551	3.566479400749064	0.5962175678711739	2997132177	300.0	0.397940074906367	0.9597378277153558	0.7523408239700374	0.8721910112359551	3.566479400749064	0.5962175678711739	2	COMPLETE
3	0.9367977528089888	2020-05-21 06:05:52.643217	2020-05-21 06:07:40.221741	0.10686112689914258	21.340024411433035	64	27	0.0031630883942714025	256	0.08559340310949232	0.37546816479400746	0.9367977528089888	0.697565543071161	0.8319288389513109	4.13623595505618	0.565579421536022	0.37546816479400746	0.9367977528089888	0.697565543071161	0.8319288389513109	4.13623595505618	0.565579421536022	2075345169	300.0	0.37546816479400746	0.9367977528089888	0.697565543071161	0.8319288389513109	4.13623595505618	0.565579421536022	3	COMPLETE
4	0.9410112359550562	2020-05-21 06:07:40.362574	2020-05-21 06:09:59.904394	0.7052747252989349	12.198983116402582	128	61	0.052304192574664114	256	0.08327353509380185	0.3890449438202247	0.9410112359550562	0.7275280898876404	0.8361423220973783	4.032771535580524	0.5812388697945793	0.3890449438202247	0.9410112359550562	0.7275280898876404	0.8361423220973783	4.032771535580524	0.5812388697945793	27409363	350.0	0.3890449438202247	0.9410112359550562	0.7275280898876404	0.8361423220973783	4.032771535580524	0.5812388697945793	4	COMPLETE
5	0.7471910112359551	2020-05-21 06:10:00.080986	2020-05-21 06:17:09.631555	0.8109924341310633	29.516434230765363	256	37	0.001802367672358824	256	0.1870244042163066	0.2710674157303371	0.7471910112359551	0.5173220973782772	0.6090823970037453	9.09620786516854	0.43096756966931726	0.2710674157303371	0.7471910112359551	0.5173220973782772	0.6095505617977528	9.095973782771535	0.4309760817564811	2969204063		0.2710674157303371	0.7471910112359551	0.5173220973782772	0.6090823970037453	9.096441947565543	0.4309604762633475	5	COMPLETE
6	0.9377340823970037	2020-05-21 06:17:09.711849	2020-05-21 06:18:14.783241	0.6376581179526162	21.820099870718774	64	4	0.08328364891018489	256	0.07927198254953274	0.3913857677902622	0.9377340823970037	0.7364232209737828	0.8525280898876404	3.8408239700374533	0.5864670988258573	0.3913857677902622	0.9377340823970037	0.7364232209737828	0.8525280898876404	3.8408239700374533	0.5864670988258573	3633471582	200.0	0.3913857677902622	0.9377340823970037	0.7364232209737828	0.8525280898876404	3.8408239700374533	0.5864670988258573	6	COMPLETE
7	0.9405430711610487	2020-05-21 06:18:14.886514	2020-05-21 06:20:23.727189	0.7803896708293159	24.377623200769413	128	33	0.08529974375568677	256	0.07989061757231529	0.37640449438202245	0.9405430711610487	0.7097378277153558	0.8375468164794008	3.8534644194756553	0.5693560256424107	0.37640449438202245	0.9405430711610487	0.7097378277153558	0.8375468164794008	3.8534644194756553	0.5693560256424107	1878554399	350.0	0.37640449438202245	0.9405430711610487	0.7097378277153558	0.8375468164794008	3.8534644194756553	0.5693560256424107	7	COMPLETE
8	0.947565543071161	2020-05-21 06:20:23.812139	2020-05-21 06:21:53.430705	0.9000355232256774	17.872418489623637	256	26	0.06990203704477053	512	0.07698867763026376	0.3815543071161049	0.947565543071161	0.7265917602996255	0.8487827715355806	3.719569288389513	0.5778211077584605	0.3815543071161049	0.947565543071161	0.7265917602996255	0.8487827715355806	3.719569288389513	0.5778211077584605	834215900	400.0	0.3815543071161049	0.947565543071161	0.7265917602996255	0.8487827715355806	3.719569288389513	0.5778211077584605	8	COMPLETE
9	0.952247191011236	2020-05-21 06:21:53.530124	2020-05-21 06:24:24.518976	0.8315277716091528	23.089298153754143	256	73	0.05392539645505965	512	0.07713103224872175	0.36750936329588013	0.952247191011236	0.724250936329588	0.8558052434456929	3.7219101123595504	0.5714220448011212	0.36750936329588013	0.952247191011236	0.724250936329588	0.8558052434456929	3.7219101123595504	0.5714220448011212	315533187	500.0	0.36750936329588013	0.952247191011236	0.724250936329588	0.8558052434456929	3.7219101123595504	0.5714220448011212	9	COMPLETE
