number	value	datetime_start	datetime_complete	params_loss.adversarial_temperature	params_loss.margin	params_model.embedding_dim	params_model.relation_dim	params_model.scoring_fct_norm	params_negative_sampler.num_negs_per_pos	params_optimizer.lr	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.00017117425539198904	2020-05-12 17:00:31.882301	2020-05-12 20:12:04.282839	0.9091112110160019	12.843440752418758	64	256	1	60	0.004709570361281801	128	1.4992485108392961	2.8529042565331506e-05	0.00017117425539198904	0.00011411617026132602	0.00014264521282665753	10707.601178249459	0.00040421333657760867	2.8529042565331506e-05	0.00017117425539198904	0.00011411617026132602	0.00014264521282665753	10707.598225493552	0.0004042134117712393	1359398877	150	2.8529042565331506e-05	0.00017117425539198904	0.00011411617026132602	0.00014264521282665753	10707.604131005364	0.0004042132614207012	0	COMPLETE
1	0.0002567613830879836	2020-05-12 20:12:04.331196	2020-05-12 21:31:03.364878	0.40084286400492225	9.611515121042446	128	128	2	12	0.012282076254508507	256	1.3659454679636454	5.705808513066301e-05	0.0002567613830879836	0.00011411617026132602	0.00014264521282665753	9783.729173798927	0.0003098423058008216	5.705808513066301e-05	0.0002567613830879836	0.00011411617026132602	0.00014264521282665753	9783.726663243182	0.00030984233940384927	2901161316	150	5.705808513066301e-05	0.0002567613830879836	0.00011411617026132602	0.00014264521282665753	9783.731684354672	0.0003098422722033831	1	COMPLETE
2	0.10510099281068128	2020-05-12 21:31:03.419853	2020-05-13 00:10:35.454815	0.9557993772507526	1.8297367981284918	256	64	2	84	0.00629534810869263	256	0.11046815414771256	0.025105557457491726	0.10510099281068128	0.05246490927764464	0.07066643843432614	782.5914213169006	0.056671497264487065	0.025105557457491726	0.10510099281068128	0.05246490927764464	0.07066643843432614	782.591292936209	0.05667149736750321	1973962537	150	0.025105557457491726	0.10510099281068128	0.05246490927764464	0.07066643843432614	782.5915496975922	0.0566714971616157	2	COMPLETE
3	0.0002567613830879836	2020-05-13 00:10:35.511480	2020-05-13 02:59:25.735013	0.4235420700358792	18.725847284780773	256	128	1	61	0.019012010797487433	512	1.484595161526858	2.8529042565331506e-05	0.0002567613830879836	0.00011411617026132602	0.00019970329795732054	10634.646953098254	0.0003090531283711347	2.8529042565331506e-05	0.0002567613830879836	0.00011411617026132602	0.00019970329795732054	10634.453412073492	0.00030907844675898854	2147840229	150	2.8529042565331506e-05	0.0002567613830879836	0.00011411617026132602	0.00019970329795732054	10634.840494123016	0.00030902812416000816	3	COMPLETE
4	0.00022823234052265205	2020-05-13 02:59:25.771711	2020-05-13 05:16:14.459030	0.2985047241709541	27.176844062898187	64	256	1	86	0.031276898437114904	512	1.4898204048986576	0.0	0.00022823234052265205	2.8529042565331506e-05	5.705808513066301e-05	10669.047515120392	0.00023520138823395837	0.0	0.00022823234052265205	2.8529042565331506e-05	5.705808513066301e-05	10668.79547529385	0.00023521786974936814	3930697836	150	0.0	0.00022823234052265205	2.8529042565331506e-05	5.705808513066301e-05	10669.299554946936	0.0002351850430143879	4	COMPLETE
5	0.0003138194682186466	2020-05-13 05:16:14.494389	2020-05-13 10:27:01.030911	0.1543397697795337	23.427717594143534	128	256	2	88	0.005211990505991186	128	1.476440887640483	5.705808513066301e-05	0.0003138194682186466	0.00011411617026132602	0.00017117425539198904	10553.445095857584	0.00041651588478852896	5.705808513066301e-05	0.0003138194682186466	0.00011411617026132602	0.00017117425539198904	10553.44140134657	0.0004165159871261349	1754710974	150	5.705808513066301e-05	0.0003138194682186466	0.00011411617026132602	0.00017117425539198904	10553.448790368595	0.00041651578251448025	5	COMPLETE
6	0.002025562022138537	2020-05-13 10:27:01.065825	2020-05-13 12:03:38.011269	0.9378990859144872	4.648253312019492	64	256	2	51	0.0886308533408935	512	0.5027730110510807	0.0007702841492639507	0.002025562022138537	0.0013123359580052493	0.001626155426223896	3605.298941572521	0.0022228624855468	0.0007702841492639507	0.002025562022138537	0.0013123359580052493	0.001626155426223896	3605.2982140819354	0.0022228628248774753	2842648327	150	0.0007702841492639507	0.002025562022138537	0.0013123359580052493	0.001626155426223896	3605.299669063106	0.0022228621473450094	6	COMPLETE
7	0.0003994065959146411	2020-05-13 12:03:38.047357	2020-05-13 13:15:41.183021	0.8985955347495126	27.012584880899908	128	128	2	33	0.0271264895584901	512	1.4367978362156812	2.8529042565331506e-05	0.0003994065959146411	0.00011411617026132602	0.00019970329795732054	10297.011853817186	0.00036908091725797957	2.8529042565331506e-05	0.0003994065959146411	0.00011411617026132602	0.00019970329795732054	10296.6201072692	0.0003691937060220589	1153758287	150	2.8529042565331506e-05	0.0003994065959146411	0.00011411617026132602	0.00019970329795732054	10297.40360036517	0.0003689735328073247	7	COMPLETE
8	0.00019970329795732054	2020-05-13 13:15:41.219735	2020-05-13 15:51:36.783832	0.445216055321204	21.575320712657728	128	64	2	59	0.003953892036868951	128	1.5050222970655112	0.0	0.00019970329795732054	2.8529042565331506e-05	5.705808513066301e-05	10753.152444938947	0.0003487363631707975	0.0	0.00019970329795732054	2.8529042565331506e-05	5.705808513066301e-05	10753.149406595914	0.00034873646275731553	2883775689	150	0.0	0.00019970329795732054	2.8529042565331506e-05	5.705808513066301e-05	10753.15548328198	0.00034873626364988625	8	COMPLETE
9	0.12184754079653087	2020-05-13 15:51:36.821296	2020-05-13 17:36:41.814288	0.6494344609923985	1.1871230598666398	64	256	2	38	0.004446460322578257	256	0.14102856640005745	0.0249914412872304	0.12184754079653087	0.05794248545018829	0.07905397694853361	1001.9517288599794	0.061988351877179756	0.0249914412872304	0.12184754079653087	0.05794248545018829	0.07905397694853361	1001.9514720985964	0.06198835219195482	2386522173	150	0.0249914412872304	0.12184754079653087	0.05794248545018829	0.07905397694853361	1001.9519856213625	0.06198835156343398	9	COMPLETE
