number	state	value	datetime_start	datetime_complete	params	params	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values	intermediate_values	intermediate_values
9	TrialState.COMPLETE	0.0005754249291784702	2020-01-06 21:39:24.372823	2020-01-06 22:32:39.914175	0.5532081740466036	26.46624765793999	450.0	50.0	190.0	0.002204474318338418	800.0	1.0586090870685705	0.0003098441926345609	0.0005754249291784702	0.0003098441926345609	0.0004868980169971671	21461.987296388103	0.0005989668926860478	0.0003098441926345609	0.0005754249291784702	0.0003098441926345609	0.0004868980169971671	21461.977558427763	0.000598967121116633	0.0003098441926345609	0.0005754249291784702	0.0003098441926345609	0.0004868980169971671	21461.997034348442	0.0005989666644176636	9	0.0002655807365439094	0.00047214353163361664		
10	TrialState.COMPLETE	0.0007524787535410764	2020-01-06 22:32:39.915069	2020-01-06 23:23:28.828392	0.38256212949010093	9.88658608104583	450.0	350.0	60.0	0.0011520404049898678	700.0	1.013861970371931	0.000708215297450425	0.0007524787535410764	0.000708215297450425	0.000708215297450425	20554.297361898018	0.0009028503766422335	0.000708215297450425	0.0007524787535410764	0.000708215297450425	0.000708215297450425	20554.281205736545	0.0009028509132264023	0.000708215297450425	0.0007524787535410764	0.000708215297450425	0.000708215297450425	20554.31351805949	0.0009028498408314182	10	0.000796742209631728	0.000767233238904627		
11	TrialState.COMPLETE	0.000796742209631728	2020-01-06 23:23:28.829264	2020-01-07 00:00:37.616789	0.3288378746957672	2.1117389204277117	50.0	350.0	100.0	0.00619142608509175	600.0	0.9714885303519158	0.000708215297450425	0.000796742209631728	0.000708215297450425	0.000708215297450425	19695.174198831446	0.0009696192182538317	0.000708215297450425	0.000796742209631728	0.000708215297450425	0.000708215297450425	19695.16700601983	0.0009696192926811528	0.000708215297450425	0.000796742209631728	0.000708215297450425	0.000708215297450425	19695.18139164306	0.0009696191438464991	11	0.000708215297450425	0.000767233238904627		
12	TrialState.COMPLETE	0.0008852691218130312	2020-01-07 00:00:37.617657	2020-01-07 00:53:07.515175	0.636829929320616	5.862515058932608	250.0	350.0	160.0	0.0028006997916664965	700.0	1.0282443440482971	0.000708215297450425	0.0008852691218130312	0.000708215297450425	0.0008410056657223796	20845.90129249292	0.0009320895595301689	0.000708215297450425	0.0008852691218130312	0.000708215297450425	0.0008410056657223796	20845.881949362607	0.0009320914872540875	0.000708215297450425	0.0008852691218130312	0.000708215297450425	0.0008410056657223796	20845.920635623228	0.0009320876398516357	12	0.0008852691218130312	0.0008852691218130312		
13	TrialState.COMPLETE	0.0011508498583569404	2020-01-07 00:53:07.516078	2020-01-07 01:31:18.661421	0.9415828168607214	5.911573448479524	50.0	250.0	150.0	0.0014709068070228467	900.0	1.0035726364977942	0.000708215297450425	0.0011508498583569404	0.0008852691218130312	0.0010623229461756375	20345.869400672804	0.001011074777165894	0.000708215297450425	0.0011508498583569404	0.0008852691218130312	0.0010623229461756375	20345.86141111898	0.00101107487531475	0.000708215297450425	0.0011508498583569404	0.0008852691218130312	0.0010623229461756375	20345.87739022663	0.0010110746790534932	13	0.0012393767705382436	0.0011803588290840415		
14	TrialState.COMPLETE	0.0025672804532577906	2020-01-07 01:31:18.662314	2020-01-07 02:15:12.268444	0.8248538793954504	2.269939919456223	350.0	150.0	60.0	0.018312713829884454	800.0	0.8929877363652875	0.000708215297450425	0.0025672804532577906	0.0011508498583569404	0.0014606940509915014	18103.26620042493	0.0015342752135383193	0.000708215297450425	0.0025672804532577906	0.0011508498583569404	0.0014606940509915014	18103.257214943344	0.001534275375295335	0.000708215297450425	0.0025672804532577906	0.0011508498583569404	0.0014606940509915014	18103.275185906514	0.001534275051866148	14	0.0010623229461756375	0.002065627950897073		
15	TrialState.COMPLETE	0.0009737960339943342	2020-01-07 02:15:12.269311	2020-01-07 03:16:30.318557	0.32057872458043496	13.747088344363922	250.0	450.0	180.0	0.001066342111264587	600.0	0.9875016666543295	0.000708215297450425	0.0009737960339943342	0.000708215297450425	0.000708215297450425	20020.29585694051	0.0009493059004091052	0.000708215297450425	0.0009737960339943342	0.000708215297450425	0.000708215297450425	20020.278240084986	0.0009493061167954096	0.000708215297450425	0.0009737960339943342	0.000708215297450425	0.000708215297450425	20020.313473796035	0.0009493056841294419	15	0.0008852691218130312	0.0009442870632672333		
16	TrialState.COMPLETE	0.0005754249291784702	2020-01-07 03:16:30.319434	2020-01-07 03:55:18.845102	0.10603624232145488	26.602182090405385	250.0	50.0	60.0	0.0034012151558942658	1000.0	1.0408865504766018	0.0003098441926345609	0.0005754249291784702	0.000398371104815864	0.0004868980169971671	21102.501859065156	0.0005979667256582692	0.0003098441926345609	0.0005754249291784702	0.000398371104815864	0.0004868980169971671	21102.49521954674	0.0005979668519071986	0.0003098441926345609	0.0005754249291784702	0.000398371104815864	0.0004868980169971671	21102.50849858357	0.0005979665994782694	16	0.0006196883852691218	0.0005901794145420207		
17	TrialState.COMPLETE	0.0011508498583569404	2020-01-07 03:55:18.846230	2020-01-07 04:40:39.252569	0.6853194810440952	24.99070977394571	250.0	250.0	140.0	0.004660834636349284	900.0	1.0385260968978363	0.000708215297450425	0.0011508498583569404	0.000708215297450425	0.000708215297450425	21054.716094192634	0.0009507661655092552	0.000708215297450425	0.0011508498583569404	0.000708215297450425	0.000708215297450425	21054.702151203965	0.0009507662977423306	0.000708215297450425	0.0011508498583569404	0.000708215297450425	0.000708215297450425	21054.730037181303	0.0009507660333169409	17	0.0008852691218130312	0.0010623229461756375		
18	TrialState.COMPLETE	0.0013721671388101982	2020-01-07 04:40:39.253649	2020-01-07 05:18:11.910307	0.43948605658590145	10.974973842846932	150.0	350.0	80.0	0.02195455267752828	800.0	1.0972376304428304	0.000708215297450425	0.0013721671388101982	0.0008410056657223796	0.0010180594900849858	22245.591647485835	0.0010612805761851245	0.000708215297450425	0.0013721671388101982	0.0008410056657223796	0.0010180594900849858	22245.58060375354	0.0010612807452591237	0.000708215297450425	0.0013721671388101982	0.0008410056657223796	0.0010180594900849858	22245.60269121813	0.0010612804072078273	18	0.0015049575070821529	0.00141643059490085		
19	TrialState.COMPLETE	0.0008852691218130312	2020-01-07 05:18:11.911430	2020-01-07 05:50:26.502970	0.3470195039837555	23.633385144286656	50.0	50.0	20.0	0.0025494494267903917	700.0	1.0075235704833192	0.0005311614730878187	0.0008852691218130312	0.0005754249291784702	0.000708215297450425	20425.813739376772	0.0008031819569821545	0.0005311614730878187	0.0008852691218130312	0.0005754249291784702	0.000708215297450425	20425.807232648724	0.0008031820219687771	0.0005311614730878187	0.0008852691218130312	0.0005754249291784702	0.000708215297450425	20425.820246104817	0.0008031818920224468	19	0.0008852691218130312	0.0008852691218130312		
20	TrialState.COMPLETE	0.0011508498583569404	2020-01-07 05:50:26.504062	2020-01-07 06:24:31.005275	0.21417315227677597	4.2837587974032205	50.0	150.0	20.0	0.01301250495778459	900.0	1.0045649563151036	0.000708215297450425	0.0011508498583569404	0.0008852691218130312	0.0009295325779036828	20365.791054355523	0.0010447922849401651	0.000708215297450425	0.0011508498583569404	0.0008852691218130312	0.0009295325779036828	20365.78147131728	0.001044792361778383	0.000708215297450425	0.0011508498583569404	0.0008852691218130312	0.0009295325779036828	20365.800637393768	0.0010447922081214729	20	0.0010623229461756375	0.0011213408876298394		
21	TrialState.COMPLETE	0.0009737960339943342	2020-01-07 06:24:31.006376	2020-01-07 07:07:21.247500	0.6758051537565494	28.839023938505388	150.0	250.0	160.0	0.06810001870370176	600.0	1.080252130943644	0.000708215297450425	0.0009737960339943342	0.000708215297450425	0.0007524787535410764	21901.268059490085	0.0009842246725587768	0.000708215297450425	0.0009737960339943342	0.000708215297450425	0.0007524787535410764	21901.252434490085	0.0009842248885953634	0.000708215297450425	0.0009737960339943342	0.000708215297450425	0.0007524787535410764	21901.283684490085	0.000984224456782767	21	0.0010623229461756375	0.0010033050047214354		
22	TrialState.COMPLETE	0.000796742209631728	2020-01-07 07:07:21.248827	2020-01-07 07:42:18.609292	0.9880219773334923	20.535202055576214	150.0	350.0	10.0	0.012142966634569279	800.0	1.0685583399330072	0.000708215297450425	0.000796742209631728	0.000708215297450425	0.000708215297450425	21663.98957595609	0.0009274260541145418	0.000708215297450425	0.000796742209631728	0.000708215297450425	0.000708215297450425	21663.97848796034	0.0009274261441077298	0.000708215297450425	0.000796742209631728	0.000708215297450425	0.000708215297450425	21664.00066395184	0.0009274259641513785	22	0.0008852691218130312	0.0008262511803588291		
23	TrialState.COMPLETE	0.0006196883852691218	2020-01-07 07:42:18.610436	2020-01-07 08:29:53.384205	0.25783061397942303	8.591979305444363	450.0	50.0	30.0	0.050521658693633176	600.0	1.0375806041917428	0.0001327903682719547	0.0006196883852691218	0.0002655807365439094	0.0003098441926345609	21035.541342067987	0.00041510268617088474	0.0001327903682719547	0.0006196883852691218	0.0002655807365439094	0.0003098441926345609	21035.51504957507	0.00041510293991710854	0.0001327903682719547	0.0006196883852691218	0.0002655807365439094	0.0003098441926345609	21035.567634560906	0.00041510243257903535	23	0.0005311614730878187	0.0005901794145420207		
24	TrialState.COMPLETE	0.0010623229461756375	2020-01-07 08:29:53.385288	2020-01-07 09:09:40.762218	0.7946148198429396	20.522331033157826	250.0	450.0	10.0	0.03676141026420719	900.0	1.0901880084863926	0.000708215297450425	0.0010623229461756375	0.000796742209631728	0.0008852691218130312	22102.882214943344	0.0010350089248586927	0.000708215297450425	0.0010623229461756375	0.000796742209631728	0.0008852691218130312	22102.868847379603	0.001035009068729616	0.000708215297450425	0.0010623229461756375	0.000796742209631728	0.0008852691218130312	22102.89558250708	0.001035008781044851	24	0.0010623229461756375	0.0010623229461756375		
25	TrialState.COMPLETE	0.0009295325779036828	2020-01-07 09:09:40.763352	2020-01-07 09:53:47.028146	0.28471862973297907	22.60012736445568	350.0	450.0	30.0	0.009519727527441707	900.0	1.068938122898692	0.000708215297450425	0.0009295325779036828	0.0007524787535410764	0.0008410056657223796	21671.49026203966	0.0009377864742824682	0.000708215297450425	0.0009295325779036828	0.0007524787535410764	0.0008410056657223796	21671.47432719547	0.0009377866674593598	0.000708215297450425	0.0009295325779036828	0.0007524787535410764	0.0008410056657223796	21671.506196883853	0.0009377862812424679	25	0.0009737960339943342	0.0009442870632672333		
26	TrialState.COMPLETE	0.000708215297450425	2020-01-07 09:53:47.029238	2020-01-07 10:47:24.910548	0.15264939232224228	14.049533658460598	150.0	450.0	170.0	0.0013726532477742952	600.0	0.9991902542307912	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20257.014230701134	0.000951088231508369	0.000708215297450425	0.0007524787535410764	0.000708215297450425	0.000708215297450425	20256.997875354107	0.0009513106484575038	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20257.03058604816	0.0009508851502369311	26	0.000708215297450425	0.000708215297450425		
27	TrialState.COMPLETE	0.0009295325779036828	2020-01-07 10:47:24.912324	2020-01-07 11:28:04.011480	0.15046889334544583	9.526608699035236	250.0	150.0	80.0	0.008307065353997795	500.0	1.0451134230523786	0.000708215297450425	0.0009295325779036828	0.0008410056657223796	0.0008852691218130312	21188.514983179888	0.0009789362124159981	0.000708215297450425	0.0009295325779036828	0.0008410056657223796	0.0008852691218130312	21188.50597556657	0.0009789368695806708	0.000708215297450425	0.0009295325779036828	0.0008410056657223796	0.0008852691218130312	21188.5239907932	0.0009789355567957024	27	0.0009737960339943342	0.0009442870632672333		
28	TrialState.COMPLETE	0.000796742209631728	2020-01-07 11:28:04.012545	2020-01-07 12:12:01.991493	0.5910182028851639	16.36754912347392	350.0	150.0	40.0	0.02992061255594918	700.0	1.0607664944812987	0.000708215297450425	0.000796742209631728	0.000708215297450425	0.000796742209631728	21505.865571883853	0.0009581838314174554	0.000708215297450425	0.000796742209631728	0.000708215297450425	0.000796742209631728	21505.848663243625	0.0009581839537624405	0.000708215297450425	0.000796742209631728	0.000708215297450425	0.000796742209631728	21505.88248052408	0.0009581837091166206	28	0.000708215297450425	0.000767233238904627		
