number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_model.hidden_dropout_rate	params_model.num_filters	params_training.batch_size	params_training.label_smoothing	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.1348314606741573	2020-05-16 04:35:05.047314	2020-05-16 05:22:49.640406	128	0.2659062039817537	500	512	0.0975351495597724	0.904748293284278	0.012640449438202247	0.1348314606741573	0.04728464419475655	0.07397003745318352	43.49953183520599	0.06525571643764622	0.012640449438202247	0.1348314606741573	0.04728464419475655	0.07397003745318352	43.49953183520599	0.06525571643764622	917343629	600.0	0.012640449438202247	0.1348314606741573	0.04728464419475655	0.07397003745318352	43.49953183520599	0.06525571643764622	0	COMPLETE
1	0.14934456928838952	2020-05-16 05:22:49.667755	2020-05-16 05:42:39.015730	256	0.31075209708138285	200	512	0.0027675796257303187	0.9039203580843864	0.016853932584269662	0.14934456928838952	0.04962546816479401	0.07911985018726592	43.45692883895131	0.06964795820861465	0.016853932584269662	0.14934456928838952	0.04962546816479401	0.07911985018726592	43.45692883895131	0.06964795820861465	1448035471	350.0	0.016853932584269662	0.14934456928838952	0.04962546816479401	0.07911985018726592	43.45692883895131	0.06964795820861465	1	COMPLETE
2	0.12640449438202248	2020-05-16 05:42:39.066409	2020-05-16 05:46:05.973754	128	0.13603923411381316	50	256	0.060214046150956345	0.9226244348223401	0.013576779026217229	0.12640449438202248	0.03745318352059925	0.0650749063670412	44.47799625468165	0.061941126416543986	0.013576779026217229	0.12640449438202248	0.03745318352059925	0.0650749063670412	44.47799625468165	0.061941126416543986	791687232	350.0	0.013576779026217229	0.12640449438202248	0.03745318352059925	0.0650749063670412	44.47799625468165	0.061941126416543986	2	COMPLETE
3	0.11610486891385768	2020-05-16 05:46:06.002097	2020-05-16 05:47:42.529326	64	0.33944585708192876	50	256	0.33287743685927607	0.9590692261289735	0.009363295880149813	0.11610486891385768	0.03417602996254682	0.0599250936329588	46.201310861423224	0.05655804589140059	0.009363295880149813	0.11610486891385768	0.03417602996254682	0.0599250936329588	46.201310861423224	0.05655804589140059	4073927869	250.0	0.009363295880149813	0.11610486891385768	0.03417602996254682	0.0599250936329588	46.201310861423224	0.05655804589140059	3	COMPLETE
4	0.13108614232209737	2020-05-16 05:47:42.573936	2020-05-16 05:52:11.372448	64	0.13632692276635733	250	256	0.08810777416670106	0.9178485365633327	0.01638576779026217	0.13108614232209737	0.04915730337078652	0.07350187265917603	44.254681647940075	0.06692436469765763	0.01638576779026217	0.13108614232209737	0.04915730337078652	0.07350187265917603	44.254681647940075	0.06692436469765763	3604297770	250.0	0.01638576779026217	0.13108614232209737	0.04915730337078652	0.07350187265917603	44.254681647940075	0.06692436469765763	4	COMPLETE
5	0.10814606741573034	2020-05-16 05:52:11.431679	2020-05-16 05:58:55.616625	128	0.3097318101971751	100	256	0.389460396547229	0.9396250545969825	0.011235955056179775	0.10814606741573034	0.03651685393258427	0.05758426966292135	45.264044943820224	0.057542795366625855	0.011235955056179775	0.10814606741573034	0.03651685393258427	0.05758426966292135	45.264044943820224	0.057542795366625855	2582983227	400.0	0.011235955056179775	0.10814606741573034	0.03651685393258427	0.05758426966292135	45.264044943820224	0.057542795366625855	5	COMPLETE
6	0.14887640449438203	2020-05-16 05:58:55.644409	2020-05-16 06:31:36.261253	128	0.3096710800611414	450	512	0.028821412452420953	0.8748299176525673	0.012640449438202247	0.14887640449438203	0.0449438202247191	0.07397003745318352	42.113061797752806	0.06639229508771129	0.012640449438202247	0.14887640449438203	0.0449438202247191	0.07397003745318352	42.112827715355806	0.06643911156711203	4114617231	500.0	0.012640449438202247	0.14887640449438203	0.0449438202247191	0.07397003745318352	42.11329588014981	0.06636108410144412	6	COMPLETE
7	0.12406367041198502	2020-05-16 06:31:36.290226	2020-05-16 06:40:00.150734	256	0.27377491228616824	50	128	0.8975760874239616	0.9337247146584777	0.013108614232209739	0.12406367041198502	0.03277153558052434	0.05758426966292135	44.97237827715356	0.05918134403759345	0.013108614232209739	0.12406367041198502	0.03277153558052434	0.05758426966292135	44.97237827715356	0.05918134403759345	3246011783	450.0	0.013108614232209739	0.12406367041198502	0.03277153558052434	0.05758426966292135	44.97237827715356	0.05918134403759345	7	COMPLETE
8	0.12593632958801498	2020-05-16 06:40:00.179352	2020-05-16 06:48:40.555953	64	0.35384907579352853	400	256	0.41303363865286613	0.9415469377315586	0.01544943820224719	0.12593632958801498	0.042134831460674156	0.06694756554307116	45.40777153558052	0.06358903444113613	0.01544943820224719	0.12593632958801498	0.042134831460674156	0.06694756554307116	45.40777153558052	0.06358903444113613	1050461550	300.0	0.01544943820224719	0.12593632958801498	0.042134831460674156	0.06694756554307116	45.40777153558052	0.06358903444113613	8	COMPLETE
9	0.16619850187265917	2020-05-16 06:48:40.596588	2020-05-16 07:03:02.855628	256	0.4023941888764502	100	256	0.08966246033311479	0.8359944540449185	0.01544943820224719	0.16619850187265917	0.050093632958801496	0.08707865168539326	40.17649812734082	0.07274885291344034	0.01544943820224719	0.16619850187265917	0.050093632958801496	0.08707865168539326	40.17649812734082	0.07274885291344034	2117279174	450.0	0.01544943820224719	0.16619850187265917	0.050093632958801496	0.08707865168539326	40.17649812734082	0.07274885291344034	9	COMPLETE
