number	state	value	datetime_start	datetime_complete	params	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values
					loss.margin	model.embedding_dim	model.scoring_fct_norm	negative_sampler.num_negs_per_pos	optimizer.lr	training.num_epochs	avg.adjusted_mean_rank	avg.hits_at_1	avg.hits_at_10	avg.hits_at_3	avg.hits_at_5	avg.mean_rank	avg.mean_reciprocal_rank	best.hits_at_1	best.hits_at_10	best.hits_at_3	best.hits_at_5	best.mean_rank	best.mean_reciprocal_rank	worst.hits_at_1	worst.hits_at_10	worst.hits_at_3	worst.hits_at_5	worst.mean_rank	worst.mean_reciprocal_rank	_number	651	701	751	801	1051	1101	1151	1201	1251	1651	1701
0	TrialState.COMPLETE	0.3327262916498044	2020-01-05 05:45:09.900055	2020-01-05 07:15:20.121383	1.1244172310888318	350.0	1	1.0	0.0024201711097664507	1000.0	0.4196858183136424	0.000708215297450425	0.3327262916498044	0.21902401187103737	0.28384257385673817	8506.44085137596	0.12127168421141189	0.000708215297450425	0.3327262916498044	0.21902401187103737	0.2838510049912316	8506.43560299474	0.12127183954737693	0.000708215297450425	0.3327262916498044	0.21902401187103737	0.28384257385673817	8506.446099757184	0.121271554437022	0											
1	TrialState.COMPLETE	0.34179086094346595	2020-01-05 07:15:20.122503	2020-01-05 08:41:55.691264	5.479879211874019	50.0	1	21.0	0.029754154561706186	1100.0	0.26480598391588006	0.000708215297450425	0.34179086094346595	0.20100227860573963	0.2746874615100382	5367.165476043848	0.12034176838518135	0.000708215297450425	0.34179086094346595	0.20100227860573963	0.2746874615100382	5367.163359095948	0.12034177047530537	0.000708215297450425	0.34179086094346595	0.20100227860573963	0.2746874615100382	5367.167592991747	0.12034176631983422	1											
2	TrialState.COMPLETE	0.3640387586917332	2020-01-05 08:41:55.692706	2020-01-05 09:28:04.004185	2.817936688156512	150.0	2	46.0	0.015685651284680458	500.0	0.3214060605008318	0.000708215297450425	0.3640387586917332	0.22856039144990986	0.30424285346381663	6513.967341617306	0.1302480564588027	0.000708215297450425	0.3640387586917332	0.22856039144990986	0.30424285346381663	6513.963060133917	0.13024806361525101	0.000708215297450425	0.3640387586917332	0.22856039144990986	0.30424285346381663	6513.971623100695	0.1302480494161734	2											
3	TrialState.COMPLETE	0.3326251180358829	2020-01-05 09:28:04.005770	2020-01-05 10:29:58.229579	4.8361673180385	350.0	1	1.0	0.03751180394972391	700.0	0.35002450747944736	0.000708215297450425	0.3326251180358829	0.20021246458923514	0.26875590179414544	7095.022898961284	0.11845170259290368	0.000708215297450425	0.3326251180358829	0.20021246458923514	0.26875590179414544	7095.018803116147	0.11845170448173749	0.000708215297450425	0.3326251180358829	0.20021246458923514	0.26875590179414544	7095.0269948064215	0.11845170071855236	3											
4	TrialState.COMPLETE	0.33646128423040605	2020-01-05 10:29:58.230727	2020-01-05 11:26:40.299744	7.131550177091072	50.0	1	31.0	0.01716037202398421	700.0	0.29028987792618155	0.000708215297450425	0.33646128423040605	0.19924457034938622	0.2726628895184136	5883.783038243626	0.11811140764311968	0.000708215297450425	0.33646128423040605	0.19924457034938622	0.2726628895184136	5883.780382436261	0.11811144738437064	0.000708215297450425	0.33646128423040605	0.19924457034938622	0.2726628895184136	5883.785694050992	0.11811137092943483	4											
5	TrialState.COMPLETE	0.37546476628895187	2020-01-05 11:26:40.300865	2020-01-05 13:26:37.878095	5.710364758373363	350.0	1	41.0	0.003075106247082338	1500.0	0.3164718459540496	0.000708215297450425	0.37546476628895187	0.23689801699716714	0.314174634088763	6413.9086033404155	0.1336796182582374	0.000708215297450425	0.37546476628895187	0.23689801699716714	0.314174634088763	6413.904826192163	0.1336796222977685	0.000708215297450425	0.37546476628895187	0.23689801699716714	0.314174634088763	6413.9123804886685	0.1336796142647827	5					0.3740101081637909	0.37476906022909223					
6	TrialState.COMPLETE	0.2885829792256846	2020-01-05 13:26:37.879474	2020-01-05 15:44:29.296436	2.82383121404073	50.0	1	1.0	0.01632986507006182	1900.0	0.29782978496070495	0.000708215297450425	0.2885829792256846	0.16826998740950583	0.2268452943028014	6036.715550735757	0.1030519072817837	0.000708215297450425	0.2885878973874725	0.16826998740950583	0.2268452943028014	6036.713433467107	0.10305202515377966	0.000708215297450425	0.2885829792256846	0.16826998740950583	0.2268452943028014	6036.717668004407	0.10305180131424865	6										0.2871136060656557	0.28786928369081344
7	TrialState.COMPLETE	0.3673654390934844	2020-01-05 15:44:29.297548	2020-01-05 18:03:39.319740	6.322460495524077	250.0	1	21.0	0.0036537854139725907	1700.0	0.3349569978470633	0.000708215297450425	0.3673654390934844	0.23276912181303117	0.3079390934844193	6788.911473087819	0.13113444456862872	0.000708215297450425	0.3673654390934844	0.23276912181303117	0.3079390934844193	6788.906919263456	0.13113445886249564	0.000708215297450425	0.3673654390934844	0.23276912181303117	0.3079390934844193	6788.916026912181	0.1311344309762428	7						0.36546988545387366	0.36645715297450426				
8	TrialState.COMPLETE	0.3499710275560134	2020-01-05 18:03:39.321647	2020-01-05 19:03:09.740082	4.291632058466357	250.0	1	6.0	0.02310015482414523	500.0	0.3232250082728054	0.000708215297450425	0.3499710275560134	0.2159090909090909	0.28521761524594386	6551.570749098635	0.12535147635467547	0.000708215297450425	0.3499710275560134	0.2159090909090909	0.28521761524594386	6551.56700682462	0.12535147736210794	0.000708215297450425	0.3499710275560134	0.2159090909090909	0.28521761524594386	6551.57449137265	0.1253514753516465	8											
9	TrialState.COMPLETE	0.35727494491658796	2020-01-05 19:03:09.741211	2020-01-05 20:41:18.169425	6.8386043249529	350.0	2	1.0	0.003648429050902984	1600.0	0.3740480215750481	0.000708215297450425	0.35727494491658796	0.2298060276990872	0.302555476864967	7582.3430171938935	0.12898593285246682	0.000708215297450425	0.35727494491658796	0.2298060276990872	0.302555476864967	7582.337789187913	0.12898593389244253	0.000708215297450425	0.35727494491658796	0.2298060276990872	0.302555476864967	7582.348245199874	0.1289859318169063	9			0.35556834277620397	0.3564718380269955							
10	TrialState.COMPLETE	0.3236407714098932	2020-01-05 20:41:18.170568	2020-01-05 21:49:47.987062	8.648076732969304	150.0	1	16.0	0.0011334121927476857	600.0	0.46361354064340654	0.000708215297450425	0.3236407714098932	0.2206771627805622	0.2844573981259534	9396.195412943996	0.11805275474406263	0.000708215297450425	0.3236407714098932	0.2206771627805622	0.2844573981259534	9396.19027838309	0.11805275733820335	0.000708215297450425	0.3236407714098932	0.2206771627805622	0.2844573981259534	9396.200547504903	0.11805275219243991	10											
11	TrialState.COMPLETE	0.37656028682719545	2020-01-05 21:49:47.988235	2020-01-05 23:24:01.769101	1.289580672621878	350.0	1	26.0	0.06483821906941088	2000.0	0.30865276454549706	0.000708215297450425	0.37656028682719545	0.2330360304532578	0.31273238314447593	6255.704375442635	0.13412159660123107	0.000708215297450425	0.37656028682719545	0.2330360304532578	0.31273238314447593	6255.700447060906	0.13412159731695047	0.000708215297450425	0.37656028682719545	0.2330360304532578	0.31273238314447593	6255.708303824363	0.13412159588776923	11	0.37501264670174017	0.3758380547686497									
12	TrialState.COMPLETE	0.3499794990308633	2020-01-05 23:24:01.770825	2020-01-06 01:07:06.483923	7.025027324227898	150.0	1	21.0	0.00196800988825627	900.0	0.37838708123102854	0.000708215297450425	0.3499794990308633	0.22789622782167884	0.2989227672580886	7669.15050506933	0.12535382327865677	0.000708215297450425	0.3499794990308633	0.22789622782167884	0.2989227672580886	7669.14674966453	0.12535382634039824	0.000708215297450425	0.3499794990308633	0.22789622782167884	0.2989227672580886	7669.154260474132	0.12535382026111416	12											
13	TrialState.COMPLETE	0.35109773371104813	2020-01-06 01:07:06.486648	2020-01-06 03:25:25.280527	1.68700541325994	50.0	2	26.0	0.021642454388399554	2000.0	0.26205430439781935	0.000708215297450425	0.35109773371104813	0.2095136921624174	0.2840336795719232	5311.513256085405	0.12359597635088251	0.000708215297450425	0.35109773371104813	0.2095136921624174	0.2840336795719232	5311.510741265344	0.12359597677241098	0.000708215297450425	0.35109773371104813	0.2095136921624174	0.2840336795719232	5311.5157709054665	0.12359597593088047	13								0.34928470254957505	0.3502260841141861		
14	TrialState.COMPLETE	0.31838443592734544	2020-01-06 03:25:25.281795	2020-01-06 04:51:34.586546	0.9723330340411993	50.0	1	16.0	0.004163495204922317	800.0	0.3547719406753503	0.000708215297450425	0.31838443592734544	0.19614439260123312	0.26070654890851525	7190.8410994001	0.11345087226058288	0.000708215297450425	0.31838443592734544	0.19614439260123312	0.26070654890851525	7190.8380999000165	0.11345087242351015	0.000708215297450425	0.31838443592734544	0.19614439260123312	0.26070654890851525	7190.844098900183	0.11345087209783704	14											
15	TrialState.COMPLETE	0.3702785646836638	2020-01-06 04:51:34.587695	2020-01-06 06:38:47.462658	9.121982551711714	350.0	1	21.0	0.004895228911357234	1100.0	0.33850056413163016	0.000708215297450425	0.3702785646836638	0.23253068932955617	0.30857530689329554	6860.806578533207	0.13137707239253474	0.000708215297450425	0.3702785646836638	0.23253068932955617	0.30857530689329554	6860.801217736858	0.1313771176485406	0.000708215297450425	0.3702785646836638	0.23253068932955617	0.30857530689329554	6860.8119393295565	0.13137702981726412	15			0.3689359065155807	0.36964672554574235							
